locus_tag,product,tier,predicted_call,confidence,evidence,measured_essential,ess_score,noness_score,conservation,n_paralogs,gene_len_aa,leading,mobile_dist_kb,n_sisters,max_sisters,ovote_ess,ovote_non,cross_validated
RALBFv3_RS05160,,UNRESOLVED,unknown,0,E_geometry|N_mobile,0,0.4217464729236665,0.6248831533408254,0.21875,0.0,162,1,2.14,3,3,9,29,False
RALBFv3_RS05165,,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|N_mobile|E_ortho,1,0.9479882791802426,0.025000073720989186,1.0,0.0,343,0,3.0,3,3,45,0,True
RALBFv3_RS05170,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_mobile|N_ortho|P_rogue,0,0.1695033852763736,0.8391510044371064,0.0,0.0,350,1,4.07,3,3,0,17,True
RALBFv3_RS05175,,UNRESOLVED,unknown,0,,0,0.4374623217160862,0.6152692334179057,0.2,0.0,106,0,5.14,3,3,5,24,False
RALBFv3_RS05180,,UNRESOLVED,unknown,0,,1,0.5164656869946326,0.4763319457865095,0.3902439024390244,0.0,446,0,6.07,3,3,20,27,False
RALBFv3_RS05185,,UNRESOLVED,unknown,0,E_geometry,1,0.4743623714826183,0.5245240209191853,0.3170731707317073,0.0,309,1,7.35,3,3,22,42,False
RALBFv3_RS05190,,UNRESOLVED,unknown,0,E_cons_core,0,0.9167994952701584,0.05617800062618847,0.8,0.0,108,0,8.34,3,3,6,4,False
RALBFv3_RS05195,,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_ortho,1,0.9630529764507516,0.020876882319436397,1.0,0.0,89,1,8.77,3,3,44,0,True
RALBFv3_RS05200,,UNRESOLVED,unknown,0,E_cons_core,1,0.9180232982076524,0.05597980232983012,0.9428571428571428,0.0,518,0,9.98,3,3,38,3,False
RALBFv3_RS05205,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2269022521883708,0.8098599310784326,0.04,0.0,282,0,11.18,3,3,1,28,False
RALBFv3_RS05210,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3758971908088999,0.6306292972120656,0.1935483870967742,0.0,219,1,11.94,3,3,11,58,True
RALBFv3_RS05215,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,1,0.2142416886556255,0.8023620152725158,0.0,0.0,210,0,12.81,3,3,1,10,False
RALBFv3_RS05220,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.214672557675556,0.8118109326264364,0.0,1.0,221,0,13.82,3,3,0,24,True
RALBFv3_RS05225,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.1653415822632427,0.825048729300099,0.0476190476190476,1.0,562,0,15.05,3,3,1,31,True
RALBFv3_RS05230,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.164685829174826,0.8267942036728363,0.0769230769230769,0.0,645,0,16.92,3,3,3,42,False
RALBFv3_RS05235,,UNRESOLVED,unknown,0,,0,0.6379711333362289,0.2561613302679917,0.4615384615384615,0.0,324,0,18.39,3,3,20,25,False
RALBFv3_RS05240,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3768625685368504,0.5535418653229139,0.1666666666666666,1.0,178,0,19.14,3,3,20,69,True
RALBFv3_RS05255,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2468145144888787,0.7044532576617022,0.0454545454545454,0.0,219,0,21.09,3,3,1,25,False
RALBFv3_RS05260,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2138594501813469,0.7617763654647859,0.0,0.0,213,0,21.75,3,3,0,24,True
RALBFv3_RS05265,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1780799740381592,0.7823371783741289,0.0,0.0,358,0,22.71,3,3,0,39,True
RALBFv3_RS05270,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2457214358527034,0.696184321621782,0.0,0.0,91,0,23.39,3,3,0,3,True
RALBFv3_RS05275,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2333748572977875,0.7348698576864222,0.0,0.0,141,0,23.77,3,3,0,3,True
RALBFv3_RS05280,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.6699688565643002,0.24968847914014927,0.5121951219512195,0.0,357,1,24.6,3,3,27,20,False
RALBFv3_RS05285,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2786032137851689,0.74221733860944,0.1219512195121951,0.0,357,0,25.83,3,3,18,124,True
RALBFv3_RS05290,,UNRESOLVED,unknown,0,E_cons_core,1,0.907881512091145,0.05261428834134866,0.8125,0.0,234,0,26.73,3,3,31,6,False
RALBFv3_RS05295,,UNRESOLVED,unknown,0,,1,0.4434488555696273,0.5421705938683309,0.24,0.0,225,0,27.55,3,3,15,34,False
RALBFv3_RS05300,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_long_lagging,0,0.1714638836381113,0.8215414988572456,0.0384615384615384,0.0,517,0,28.68,2,3,1,29,True
RALBFv3_RS05305,,UNRESOLVED,unknown,0,E_cons_core,1,0.952784360249568,0.02712745136732131,0.9487179487179488,0.0,170,0,29.71,3,3,59,3,True
RALBFv3_RS05310,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.218197855979874,0.7872123757577365,0.0,0.0,215,0,30.32,3,3,0,12,True
RALBFv3_RS05315,,UNRESOLVED,unknown,0,,1,0.6899148301410531,0.25721106847847597,0.4871794871794871,0.0,274,0,31.11,3,3,24,26,False
RALBFv3_RS05320,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2107656203082325,0.7545097868245264,0.0,0.0,236,0,31.88,3,3,0,16,True
RALBFv3_RS05325,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2126708686037304,0.7503017155350062,0.0,0.0,229,0,32.58,3,3,0,8,True
RALBFv3_RS05330,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1225221502845988,0.8632033141822957,0.0,0.0,629,1,33.83,3,3,0,10,True
RALBFv3_RS05335,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.80013087104785,0.15005520461735408,0.6666666666666666,0.0,382,1,35.38,3,3,29,16,False
RALBFv3_RS05340,,UNRESOLVED,unknown,0,E_cons_core,1,0.904001510123055,0.07277466443707314,0.9487179487179488,0.0,653,1,37.06,3,3,41,4,False
RALBFv3_RS05345,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3604572250954272,0.5659184897161176,0.1428571428571428,0.0,135,1,38.62,3,3,4,29,True
RALBFv3_RS05355,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,1,0.2291821930353705,0.7382129164288196,0.0,0.0,141,1,39.3,2,3,2,2,True
RALBFv3_RS05360,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9347313154429774,0.03269022283318649,0.8974358974358975,0.0,215,1,39.84,3,3,40,5,False
RALBFv3_RS05365,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.270127134216661,0.811293910647789,0.0,0.0,63,0,40.55,3,3,0,3,True
RALBFv3_RS05370,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2583724862192145,0.6966897607987278,0.032258064516129,0.0,132,1,40.85,3,3,2,34,False
RALBFv3_RS05375,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9161222614414304,0.04523818511556478,0.8888888888888888,0.0,372,1,41.6,3,3,37,7,False
RALBFv3_RS05380,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1651958444027692,0.800596076616668,0.0,0.0,409,1,42.83,3,3,0,33,True
RALBFv3_RS05385,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.182455881306015,0.7643812021134261,0.0,0.0,328,1,43.93,3,3,0,13,True
RALBFv3_RS05390,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.144837466304952,0.8415875418653477,0.0,0.0,519,1,45.2,3,3,0,53,True
RALBFv3_RS05395,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1309345365236927,0.8686687831407485,0.0,0.0,602,1,46.9,3,3,0,35,True
RALBFv3_RS05400,,UNRESOLVED,unknown,0,N_redundancy,0,0.54372924960352,0.4213578780772161,0.3142857142857143,4.0,238,0,48.29,3,3,68,87,False
RALBFv3_RS05405,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2306534685482249,0.7764915341770553,0.0666666666666666,0.0,353,1,49.2,3,3,1,20,False
RALBFv3_RS05410,,UNRESOLVED,unknown,0,E_cons_core,1,0.9486560535420728,0.03139803686826621,0.9666666666666668,0.0,310,0,50.3,3,3,35,2,False
RALBFv3_RS05415,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.175027252382303,0.8222326700738307,0.0512820512820512,0.0,570,0,51.65,3,3,2,43,False
RALBFv3_RS05420,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2419230943792686,0.7269083676584486,0.0,0.0,149,0,52.81,3,3,1,2,False
RALBFv3_RS05425,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1515131669047708,0.8588817310991852,0.0,0.0,540,0,54.03,3,3,0,5,True
RALBFv3_RS05430,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1276453773314811,0.8937574792396449,0.0,0.0,678,0,56.08,3,3,0,3,True
RALBFv3_RS05435,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2174033361296606,0.7404708683456694,0.0,0.0,207,1,57.47,3,3,0,4,True
RALBFv3_RS05440,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.082602475802078,0.925266269413364,0.0,0.0,959,1,59.22,3,3,0,37,True
RALBFv3_RS05445,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.053634703931987,0.9579565004457683,0.04,0.0,1425,0,62.97,3,3,1,29,False
RALBFv3_RS05450,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3707962500090149,0.5865223278123703,0.1794871794871795,0.0,290,0,65.55,3,3,22,91,True
RALBFv3_RS05455,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1663521547559699,0.8526682743162675,0.0,0.0,487,0,66.74,3,3,0,60,True
RALBFv3_RS05460,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3543062937114605,0.6772137145085445,0.1785714285714285,1.0,360,0,68.4,3,3,11,38,True
RALBFv3_RS05465,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.1755046661542094,0.8692685896111921,0.0,2.0,439,1,69.67,3,3,0,36,True
RALBFv3_RS05470,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|E_ortho|P_rogue,1,0.2538918292651885,0.7882018021673451,0.0,0.0,112,1,70.49,3,3,3,0,False
RALBFv3_RS05475,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2367873291436082,0.7973379950550847,0.03125,0.0,299,0,71.38,3,3,1,40,False
RALBFv3_RS05480,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3218239944588146,0.6003353158050104,0.1071428571428571,0.0,186,1,72.2,3,3,3,30,True
RALBFv3_RS05485,,CONDITIONAL_SUSPECT,unknown,0,N_long_lagging|P_conditional,0,0.4195311950068828,0.5753105858091913,0.2758620689655172,2.0,473,0,73.3,3,3,30,61,False
RALBFv3_RS05490,,CONDITIONAL_SUSPECT,unknown,0,N_long_lagging|P_conditional,0,0.4098717948236331,0.5661781050092926,0.2758620689655172,2.0,498,0,75.07,3,3,30,61,False
RALBFv3_RS05495,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1894856929838554,0.7789325168257353,0.0,0.0,382,0,76.4,3,3,0,27,True
RALBFv3_RS05500,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2111225577560839,0.7880622938495926,0.0384615384615384,0.0,416,0,77.6,3,3,1,33,False
RALBFv3_RS05505,,UNRESOLVED,unknown,0,,0,0.4335373930226108,0.5549612972338503,0.1739130434782608,0.0,126,0,78.47,3,3,4,26,True
RALBFv3_RS05510,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3215172232469315,0.6672141428474739,0.1071428571428571,0.0,244,0,79.02,3,3,5,36,True
RALBFv3_RS05515,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.260414745529926,0.7589772441428845,0.0,0.0,132,0,79.75,3,3,0,19,True
RALBFv3_RS05520,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2537820248524692,0.7843308844382085,0.0,0.0,160,0,80.24,3,3,0,16,True
RALBFv3_RS05525,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2660724719552401,0.7143709457958884,0.0434782608695652,0.0,233,0,80.88,3,3,2,29,False
RALBFv3_RS05530,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.293561500799713,0.7471226873303389,0.0555555555555555,1.0,166,1,81.49,3,3,6,69,True
RALBFv3_RS05535,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_ortho,0,0.0753671512265771,0.9509197294377519,0.0,0.0,1071,1,83.44,2,3,0,7,True
RALBFv3_RS05540,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,0,0.240665064126113,0.803287048409516,0.0,0.0,179,1,85.34,2,3,2,2,True
RALBFv3_RS05545,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho,0,0.2032990367586508,0.8210247623575112,0.0,3.0,343,1,86.13,3,3,0,35,True
RALBFv3_RS05550,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2338853373082813,0.7763735782976019,0.0,0.0,197,1,86.94,3,3,0,10,True
RALBFv3_RS05555,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3455731832189601,0.6560628920658812,0.1111111111111111,0.0,163,1,87.47,3,3,6,33,True
RALBFv3_RS05560,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho,0,0.2555638344284288,0.7882092353432677,0.0,2.0,147,1,87.94,3,3,0,35,True
RALBFv3_RS05565,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2404359447477333,0.8050741550068801,0.0666666666666666,0.0,380,1,88.93,3,3,1,23,False
RALBFv3_RS05570,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1989782477190916,0.8504378130565465,0.0,0.0,348,1,90.07,3,3,0,32,True
RALBFv3_RS05575,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3011549918070978,0.6820632869313932,0.0769230769230769,1.0,241,0,91.07,3,3,4,48,True
RALBFv3_RS05580,,UNRESOLVED,unknown,0,,0,0.6120687368318071,0.3086465232034442,0.3846153846153846,0.0,275,0,91.88,3,3,18,31,False
RALBFv3_RS05585,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2771165782028349,0.7414612169084877,0.0,0.0,93,0,92.44,3,3,1,2,False
RALBFv3_RS05590,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9577633695200668,0.02414068994594961,1.0,0.0,292,1,93.01,3,3,41,1,False
RALBFv3_RS05595,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3631974009198198,0.6664298016579241,0.125,0.0,167,1,93.77,3,3,8,39,True
RALBFv3_RS05600,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|E_ortho|P_rogue,1,0.2661754792633211,0.6819594956403572,0.0,0.0,81,1,94.3,3,3,3,0,False
RALBFv3_RS05605,,UNRESOLVED,unknown,0,E_cons_core|E_geometry|F_core_redundant,1,0.8899591329080984,0.08999913173485967,0.6097560975609756,55.0,315,1,95.17,3,3,1597,667,True
RALBFv3_RS05615,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,0,0.280037797422581,0.7732898878931219,0.0833333333333333,1.0,315,1,97.54,2,3,4,37,True
RALBFv3_RS05620,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.31275015849894,0.7251565663467323,0.1333333333333333,2.0,401,0,99.17,3,3,10,69,True
RALBFv3_RS05625,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho,0,0.2586232912789833,0.8214961583385293,0.0,1.0,154,1,100.2,3,3,0,12,True
RALBFv3_RS05630,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_long_lagging,0,0.2952036784376933,0.7254270813731446,0.1304347826086956,0.0,429,0,101.49,2,3,11,36,True
RALBFv3_RS05635,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_ortho,0,0.1952312083156829,0.8284862616653903,0.0,0.0,408,0,102.8,1,3,0,5,False
RALBFv3_RS05645,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_ortho,0,0.1981501099368061,0.8850294706888024,0.0,0.0,395,1,113.32,2,3,0,9,True
RALBFv3_RS05650,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_ortho,0,0.2003249553754753,0.8579661142977323,0.0,0.0,414,0,114.84,2,3,0,2,True
RALBFv3_RS05655,,UNRESOLVED,unknown,0,E_cons_core|E_geometry|F_core_redundant,1,0.8921013561073637,0.06915061120473248,0.6097560975609756,55.0,317,1,116.08,3,3,1597,667,True
RALBFv3_RS05660,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2467938555636427,0.7735870637067135,0.0476190476190476,1.0,377,0,117.26,3,3,2,39,True
RALBFv3_RS05665,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.2719977442205755,0.7574050820281517,0.0,0.0,147,0,118.59,1,3,0,1,False
RALBFv3_RS05670,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,1,0.294623529875516,0.7049664753933436,0.0,0.0,68,0,118.92,3,3,3,5,False
RALBFv3_RS05675,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.1861138322814977,0.7995880982833644,0.1052631578947368,0.0,731,1,120.15,3,3,5,38,True
RALBFv3_RS05680,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3226252068341527,0.685954319829749,0.1282051282051282,0.0,363,0,121.87,3,3,8,40,True
RALBFv3_RS05685,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3432196891428462,0.6912451894248913,0.1538461538461538,0.0,384,0,122.98,3,3,7,38,True
RALBFv3_RS05690,,UNRESOLVED,unknown,0,E_cons_core,0,0.8707606035921595,0.14116556810966194,0.631578947368421,0.0,112,0,123.83,3,3,30,14,False
RALBFv3_RS05695,,UNRESOLVED,unknown,0,E_cons_core,1,0.9122241005690972,0.07059930388955732,0.9090909090909092,0.0,628,0,125.06,3,3,36,3,False
RALBFv3_RS05700,,UNRESOLVED,unknown,0,E_cons_core,1,0.9452429524035272,0.04561893953557789,0.9166666666666666,0.0,323,0,126.57,3,3,39,3,True
RALBFv3_RS05705,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3995257213073749,0.6640156810640337,0.1470588235294117,2.0,199,1,127.42,3,3,18,59,True
RALBFv3_RS05710,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.4025857231030683,0.6478541803179992,0.1470588235294117,2.0,189,1,128.06,3,3,18,59,True
RALBFv3_RS05715,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.3067719601425666,0.714986765223507,0.0625,0.0,195,1,128.74,3,3,5,76,True
RALBFv3_RS05720,,UNRESOLVED,unknown,0,E_cons_core,1,0.945631597323899,0.03630668017156425,0.975609756097561,1.0,458,1,129.97,3,3,77,1,False
RALBFv3_RS05725,,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.8255355331277437,0.17103049298588874,0.5588235294117647,8.0,203,0,131.19,3,3,243,143,False
RALBFv3_RS05730,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1949497749376287,0.839604751381969,0.04,0.0,533,1,132.33,3,3,2,31,False
RALBFv3_RS05735,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.939099587012128,0.03861617976315673,0.9210526315789472,0.0,371,1,133.78,3,3,42,3,False
RALBFv3_RS05740,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2935873736607283,0.7067915117413213,0.0384615384615384,0.0,169,1,134.59,3,3,1,30,False
RALBFv3_RS05745,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,1,0.7839392187996694,0.16646837668532719,0.4871794871794871,12.0,158,1,135.21,3,3,207,90,False
RALBFv3_RS05750,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2337633407967491,0.7743274600743997,0.0263157894736842,2.0,392,0,136.11,3,3,5,203,True
RALBFv3_RS05755,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.214784330622944,0.8145511405187169,0.0256410256410256,7.0,512,0,137.46,3,3,12,217,True
RALBFv3_RS05760,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2046332049483167,0.8175890909310313,0.0,0.0,381,1,138.8,3,3,0,18,True
RALBFv3_RS05765,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.1954676000576706,0.8240752695621633,0.054054054054054,13.0,690,1,140.41,3,3,23,555,True
RALBFv3_RS05770,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2371295389092819,0.771637303135766,0.0294117647058823,0.0,380,0,142.31,3,3,2,58,True
RALBFv3_RS05775,,UNRESOLVED,unknown,0,,0,0.7200640377589138,0.3306997588308158,0.4090909090909091,0.0,121,0,143.13,3,3,10,16,False
RALBFv3_RS05780,,UNRESOLVED,unknown,0,,0,0.4601694631151506,0.5961868935760238,0.1578947368421052,0.0,107,0,143.54,3,3,5,21,False
RALBFv3_RS05785,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1925254819690455,0.8652991318407894,0.0,0.0,486,0,144.43,3,3,0,41,True
RALBFv3_RS05790,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,1,0.2285806465468889,0.8376744705794996,0.0,0.0,346,0,145.84,3,3,3,1,False
RALBFv3_RS05795,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1997794662027065,0.880144030248762,0.0,0.0,468,0,147.67,3,3,0,6,True
RALBFv3_RS05800,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.2065053098097238,0.8763975024065807,0.0,0.0,443,0,149.05,3,3,0,6,True
RALBFv3_RS05805,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2617179493887371,0.7810135092525821,0.05,0.0,373,0,150.28,3,3,2,25,False
RALBFv3_RS05810,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2312463203942351,0.813531253691407,0.0,0.0,337,0,151.41,3,3,0,6,True
RALBFv3_RS05815,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.188710907356982,0.8380963856752963,0.0,0.0,467,1,152.65,3,3,0,15,True
RALBFv3_RS05820,,CONFIDENT_ESSENTIAL,essential,4,E_score|E_cons_core|E_geometry|E_ortho,1,0.970611825559606,0.022994837324834098,1.0,0.0,141,1,153.58,3,3,32,0,True
RALBFv3_RS05825,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3555781194574217,0.6660787826390812,0.1794871794871795,0.0,427,1,154.5,3,3,8,39,True
RALBFv3_RS05830,,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_ortho,1,0.9586987623848482,0.023088924440574355,1.0,0.0,359,1,155.76,3,3,35,0,True
RALBFv3_RS05835,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9496980536450992,0.03752214636808365,0.8846153846153846,0.0,170,1,156.57,3,3,27,3,False
RALBFv3_RS05840,,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_ortho,1,0.9153896725042476,0.07118358160085435,1.0,0.0,878,1,158.19,3,3,45,0,True
RALBFv3_RS05845,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.940549845551396,0.038211711594391705,0.8780487804878049,0.0,264,1,160.08,3,3,43,6,False
RALBFv3_RS05850,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.8689568811905548,0.09792786737046741,0.6666666666666666,0.0,220,1,160.91,3,3,13,5,False
RALBFv3_RS05855,,UNRESOLVED,unknown,0,E_cons_core,0,0.9486136299577292,0.050357621869489846,0.8461538461538461,2.0,144,0,161.6,3,3,81,28,False
RALBFv3_RS05860,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2248068727725749,0.8457393477899083,0.0,0.0,348,1,162.41,3,3,0,4,True
RALBFv3_RS05865,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9101708341371454,0.08330317083562636,0.7948717948717948,0.0,333,1,163.97,3,3,73,11,False
RALBFv3_RS05870,,UNRESOLVED,unknown,0,E_cons_core,1,0.9005408923553381,0.07873287860485721,0.8888888888888888,0.0,676,1,165.56,3,3,42,10,False
RALBFv3_RS05875,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3643636419238511,0.6300718578579333,0.0714285714285714,1.0,142,0,167.14,3,3,3,22,True
RALBFv3_RS05880,,UNRESOLVED,unknown,0,,0,0.5812207975294142,0.42253530555732594,0.3076923076923077,0.0,250,0,167.75,3,3,23,33,False
RALBFv3_RS05885,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,1,0.2780038716007665,0.7364163984697463,0.0,0.0,190,0,168.46,3,3,0,3,False
RALBFv3_RS05890,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.7698941135535905,0.22252617527672588,0.5,0.0,202,1,169.14,3,3,5,1,False
RALBFv3_RS05895,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2846828594908386,0.7720020008436809,0.0,0.0,144,1,169.65,3,3,0,10,True
RALBFv3_RS05900,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.1587365350736125,0.8938771221260655,0.0454545454545454,1.0,782,1,171.51,3,3,2,41,True
RALBFv3_RS05905,,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_ortho,1,0.9634216265232444,0.019186877735959645,1.0,0.0,333,0,173.43,3,3,43,0,True
