locus_tag,product,tier,predicted_call,confidence,evidence,measured_essential,ess_score,noness_score,conservation,n_paralogs,gene_len_aa,leading,mobile_dist_kb,n_sisters,max_sisters,ovote_ess,ovote_non,cross_validated
RPSI07_RS11355,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.7392847454783426,0.23738987706765405,0.5,0.0,199,1,77.57,3,3,5,1,False
RPSI07_RS11360,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2528773567382685,0.7347717463756832,0.0,0.0,192,0,76.9,3,3,1,2,False
RPSI07_RS11365,,UNRESOLVED,unknown,0,,0,0.5391357044087728,0.42258117649898186,0.3076923076923077,0.0,250,0,76.18,3,3,23,33,False
RPSI07_RS11370,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3413128343920173,0.639880145922048,0.0714285714285714,1.0,142,0,75.57,3,3,3,22,True
RPSI07_RS11375,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core|F_core_redundant,0,0.966322588993132,0.01994894141605554,0.6097560975609756,61.0,309,0,74.82,3,3,1653,605,True
RPSI07_RS11380,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_ortho,0,0.1968402255769141,0.8175639877865645,0.0,0.0,354,1,73.66,1,3,0,4,True
RPSI07_RS11385,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,0,0.2337559597290491,0.7637251663413785,0.0454545454545454,0.0,340,1,72.58,1,3,1,24,True
RPSI07_RS11390,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_ortho,0,0.2020678037339395,0.8083134716094047,0.0,0.0,332,1,71.5,1,3,0,17,True
RPSI07_RS11395,,UNRESOLVED,unknown,0,N_redundancy,0,0.4467395366547464,0.5098162252996736,0.2682926829268293,9.0,508,1,70.21,3,3,112,279,True
RPSI07_RS11400,,UNRESOLVED,unknown,0,E_geometry,0,0.3893347936273101,0.611161519197727,0.1923076923076923,3.0,336,1,68.93,3,3,56,139,True
RPSI07_RS11405,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3144487700082203,0.6363899689324116,0.12,1.0,304,1,67.96,3,3,9,72,True
RPSI07_RS11410,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2438601014771786,0.7064955811776368,0.0294117647058823,2.0,297,1,67.08,3,3,1,58,True
RPSI07_RS11415,,CONFIDENT_ESSENTIAL,essential,4,E_score|E_cons_core|E_geometry|E_ortho|F_core_redundant,1,0.9818655250321716,0.006881266641303918,1.0,28.0,266,1,66.24,3,3,1251,0,True
RPSI07_RS11420,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.8796982525348164,0.06463124450983145,0.7222222222222222,1.0,214,1,65.52,3,3,53,15,False
RPSI07_RS11425,,UNRESOLVED,unknown,0,E_geometry,0,0.3877058684547796,0.5788660706354608,0.21875,2.0,383,1,64.63,3,3,28,108,True
RPSI07_RS11430,,UNRESOLVED,unknown,0,E_cons_core,1,0.869329961251589,0.0883871106506275,0.8888888888888888,0.0,676,1,62.93,3,3,42,10,False
RPSI07_RS11435,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.8875257289980888,0.0915141300591209,0.7948717948717948,0.0,333,1,61.34,3,3,73,11,False
RPSI07_RS11440,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1941420349119842,0.8469366023071451,0.0,0.0,348,1,59.74,3,3,0,4,True
RPSI07_RS11445,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,0,0.9377970658114972,0.0557646193162321,0.8461538461538461,2.0,144,0,58.93,3,3,81,28,False
RPSI07_RS11450,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.8446463583906261,0.1097218018662517,0.6666666666666666,0.0,219,1,58.23,3,3,13,5,False
RPSI07_RS11455,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9265192233785512,0.03829711511685935,0.8780487804878049,0.0,264,1,57.41,3,3,43,6,False
RPSI07_RS11460,,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_ortho,1,0.8830811859374889,0.08973751687379501,1.0,0.0,878,1,55.52,3,3,45,0,True
RPSI07_RS11465,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9379932576934732,0.03802793770918717,0.8846153846153846,0.0,170,1,53.91,3,3,27,3,False
RPSI07_RS11470,,CONFIDENT_ESSENTIAL,essential,4,E_score|E_cons_core|E_geometry|E_ortho,1,0.9475772288572402,0.022685168239076074,1.0,0.0,359,1,53.09,3,3,35,0,True
RPSI07_RS11475,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3114162733938392,0.6814399416328788,0.1794871794871795,0.0,427,1,51.83,3,3,8,39,True
RPSI07_RS11480,,CONFIDENT_ESSENTIAL,essential,4,E_score|E_cons_core|E_geometry|E_ortho,1,0.9631188931095094,0.022869718168044405,1.0,0.0,141,1,50.91,3,3,32,0,True
RPSI07_RS11485,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1600752714791826,0.830679736058167,0.0,0.0,473,1,49.98,3,3,0,15,True
RPSI07_RS11490,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2000855658939175,0.8249740918788014,0.0,0.0,337,0,48.74,3,3,0,6,True
RPSI07_RS11495,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2252903095281308,0.7915032280688152,0.05,0.0,375,0,47.62,3,3,2,25,False
RPSI07_RS11500,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1723791422260025,0.8817363290300742,0.0,0.0,443,0,46.38,3,3,0,6,True
RPSI07_RS11505,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1660072518045175,0.8853243190887481,0.0,0.0,468,0,45.0,3,3,0,6,True
RPSI07_RS11510,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,1,0.1960328103345483,0.8542974788801522,0.0,0.0,346,0,43.17,3,3,3,1,False
RPSI07_RS11515,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_conditional,0,0.1652551929683773,0.8711223540341619,0.0,1.0,486,0,41.76,3,3,0,40,True
RPSI07_RS11520,,UNRESOLVED,unknown,0,,0,0.42750176312279,0.6306817875283832,0.1578947368421052,1.0,108,0,40.87,3,3,5,20,False
RPSI07_RS11525,,UNRESOLVED,unknown,0,,0,0.6783686908553057,0.35136554083789195,0.4090909090909091,0.0,121,0,40.46,3,3,10,16,False
RPSI07_RS11530,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2111545708722989,0.780121543661722,0.0294117647058823,1.0,380,0,39.63,3,3,2,57,True
RPSI07_RS11535,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.1991593781430695,0.7943869457999273,0.054054054054054,13.0,690,1,37.74,3,3,23,555,True
RPSI07_RS11540,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1780349704645089,0.815246450499186,0.0,0.0,381,1,36.13,3,3,0,18,True
RPSI07_RS11545,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.1971152554948318,0.818982051765129,0.0256410256410256,6.0,512,0,34.79,3,3,12,218,True
RPSI07_RS11550,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2096746607614242,0.7796608133817711,0.0263157894736842,2.0,389,0,33.44,3,3,5,203,True
RPSI07_RS11555,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,1,0.7946606483061454,0.14491879696318768,0.4871794871794871,12.0,158,1,32.55,3,3,207,90,False
RPSI07_RS11560,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2679337786819228,0.6858853033412988,0.0384615384615384,0.0,165,1,31.93,3,3,1,30,False
RPSI07_RS11565,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9232080427157848,0.042901928135964544,0.9210526315789472,0.0,371,1,31.13,3,3,42,3,False
RPSI07_RS11570,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1642593040730385,0.8398211975523682,0.04,0.0,533,1,29.36,3,3,2,31,False
RPSI07_RS11575,,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.8165505692233388,0.1528404293782773,0.5588235294117647,8.0,203,0,28.23,3,3,243,143,False
RPSI07_RS11580,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.933009156205704,0.038960216989428205,0.975609756097561,2.0,458,1,27.02,3,3,76,1,False
RPSI07_RS11585,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2764677072876326,0.7383978390308922,0.0625,0.0,195,1,25.79,3,3,5,76,True
RPSI07_RS11590,,UNRESOLVED,unknown,0,E_geometry,1,0.3805243271819006,0.6241474813986032,0.1470588235294117,3.0,189,1,25.12,3,3,14,62,True
RPSI07_RS11595,,UNRESOLVED,unknown,0,E_geometry,1,0.3764430802798286,0.6628803191371236,0.1470588235294117,3.0,199,1,24.49,3,3,14,62,True
RPSI07_RS11600,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.9294316784700106,0.05438158568165839,0.9166666666666666,0.0,323,0,23.63,3,3,39,3,True
RPSI07_RS11605,,UNRESOLVED,unknown,0,E_cons_core,1,0.883454138662613,0.08719260539492268,0.9090909090909092,0.0,627,0,22.13,3,3,36,3,False
RPSI07_RS11610,,UNRESOLVED,unknown,0,E_cons_core,1,0.8446509305423199,0.14960773721453763,0.631578947368421,0.0,110,0,20.9,3,3,29,15,False
RPSI07_RS11615,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2984378009338749,0.7090696762386571,0.1538461538461538,0.0,384,0,20.05,3,3,7,38,True
RPSI07_RS11620,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2842934468958504,0.7116372515502893,0.1282051282051282,0.0,357,0,18.93,3,3,8,40,True
RPSI07_RS11625,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.1540585184777581,0.8198574140533744,0.1052631578947368,0.0,730,1,17.23,3,3,5,38,True
RPSI07_RS11630,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,1,0.2695071568601188,0.7303454236441235,0.0,0.0,68,0,16.01,3,3,3,5,False
RPSI07_RS11650,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_ortho,0,0.1735359291678662,0.8813321518667272,0.0,0.0,397,0,12.19,2,3,0,2,True
RPSI07_RS11655,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_ortho,0,0.1640485960596162,0.9103977697142351,0.0,0.0,411,1,10.62,2,3,0,9,True
RPSI07_RS11675,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_mobile|N_ortho|P_rogue,0,0.2309719683080702,0.7775448087354694,0.0,0.0,149,1,3.49,3,3,0,6,True
RPSI07_RS11690,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry|F_core_redundant,0,0.959448259786424,0.02494208150897023,0.6097560975609756,61.0,315,1,6.74,3,3,1653,605,True
RPSI07_RS11695,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.1514914462273834,0.8643737526529994,0.0,1.0,480,1,8.2,3,3,0,45,True
RPSI07_RS11700,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|E_ortho|P_rogue,1,0.2536031556498975,0.6738046214031604,0.0,0.0,81,1,9.1,3,3,3,0,False
RPSI07_RS11705,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3367605305845735,0.6607812343202544,0.125,0.0,167,1,9.63,3,3,8,39,True
RPSI07_RS11710,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9488039644240684,0.02504897769323179,1.0,0.0,292,1,10.39,3,3,41,1,False
RPSI07_RS11715,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2589861659730573,0.7671530250324192,0.0,0.0,93,0,10.96,3,3,1,2,False
RPSI07_RS11720,,UNRESOLVED,unknown,0,,0,0.5775816362774683,0.3098991757651728,0.3846153846153846,0.0,275,0,11.53,3,3,18,31,False
RPSI07_RS11725,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2821469772710928,0.6905917809086884,0.0769230769230769,1.0,241,0,12.34,3,3,4,48,True
RPSI07_RS11730,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1792831219607739,0.8553719037156459,0.0,0.0,348,1,13.34,3,3,0,32,True
RPSI07_RS11735,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2172976651261136,0.81733831878194,0.0666666666666666,0.0,379,1,14.48,3,3,1,23,False
RPSI07_RS11745,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3273566845239816,0.657689748488237,0.1111111111111111,0.0,163,1,15.94,3,3,6,33,True
RPSI07_RS11750,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.220715224078396,0.7537269148817093,0.0,0.0,197,1,16.47,3,3,0,10,True
RPSI07_RS11755,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho,0,0.1969606203444631,0.8134674917803385,0.0,3.0,341,1,17.27,3,3,0,35,True
RPSI07_RS11770,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2844608606431637,0.7429261546999917,0.0555555555555555,1.0,166,1,21.91,3,3,6,69,True
RPSI07_RS11775,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.253494918133186,0.7126538358970452,0.0434782608695652,0.0,233,0,22.51,3,3,2,29,False
RPSI07_RS11780,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2418333140999456,0.7785167450332863,0.0,0.0,160,0,23.14,3,3,0,16,True
RPSI07_RS11785,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.251085131842454,0.7606103412878387,0.0,0.0,131,0,23.63,3,3,0,19,True
RPSI07_RS11790,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3073074684305744,0.6578220622561963,0.1071428571428571,0.0,241,0,24.36,3,3,5,36,True
RPSI07_RS11795,,UNRESOLVED,unknown,0,,0,0.4194434696091058,0.5623494451442563,0.1739130434782608,0.0,126,0,24.9,3,3,4,26,True
RPSI07_RS11800,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1969340351556485,0.8016636159562581,0.0384615384615384,0.0,416,0,25.77,3,3,1,33,False
RPSI07_RS11805,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1825183618312028,0.7786870846882703,0.0,0.0,373,0,26.96,3,3,0,27,True
RPSI07_RS11810,,CONDITIONAL_SUSPECT,unknown,0,N_long_lagging|P_conditional,0,0.3913806064849375,0.5686175675519612,0.2758620689655172,2.0,498,0,28.27,3,3,30,61,False
RPSI07_RS11815,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core|F_core_redundant,0,0.9636845268536004,0.021455946077752745,0.6097560975609756,61.0,297,0,29.63,3,3,1653,605,True
RPSI07_RS11820,,CONDITIONAL_SUSPECT,unknown,0,N_long_lagging|P_conditional,0,0.40282578777415,0.5844685420327456,0.2758620689655172,2.0,473,0,30.8,3,3,30,61,False
RPSI07_RS11825,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3209413353997113,0.5710623044608756,0.1071428571428571,0.0,186,1,31.9,3,3,3,30,True
RPSI07_RS11830,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2271251857643362,0.7979200185495499,0.03125,0.0,299,0,32.7,3,3,1,40,False
RPSI07_RS11835,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|E_ortho|P_rogue,1,0.2528106664688593,0.7777562550787598,0.0,0.0,112,1,33.6,3,3,3,0,False
RPSI07_RS11840,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.1718865429706769,0.8458423742259671,0.0,2.0,439,1,34.42,3,3,0,36,True
RPSI07_RS11845,,UNRESOLVED,unknown,0,,1,0.3433667963724123,0.6812288372143358,0.1785714285714285,1.0,360,0,35.71,3,3,9,40,True
RPSI07_RS11850,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1582302253502195,0.8576343782504208,0.0,0.0,487,0,37.37,3,3,0,60,True
RPSI07_RS11855,,UNRESOLVED,unknown,0,,0,0.3646669212867142,0.5706929997405179,0.1794871794871795,0.0,290,0,38.56,3,3,22,91,True
RPSI07_RS11860,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.0435282227466042,0.9683229869371204,0.04,0.0,1430,0,41.15,3,3,1,29,False
RPSI07_RS11865,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.0761567303822632,0.9337973847637755,0.0,0.0,956,1,44.9,3,3,0,37,True
RPSI07_RS11870,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2272986459994735,0.7192743268059245,0.0,0.0,207,1,46.64,3,3,0,4,True
RPSI07_RS11875,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.120535225776758,0.9000454469845015,0.0,0.0,685,0,48.04,3,3,0,3,True
RPSI07_RS11880,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1497592295941396,0.8605160335161811,0.0,0.0,539,0,50.09,3,3,0,5,True
RPSI07_RS11885,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,1,0.2545744911437148,0.688785884445056,0.0,0.0,149,0,51.31,3,3,0,3,False
RPSI07_RS11890,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.173344884358843,0.8201227305994598,0.0512820512820512,0.0,570,0,52.45,3,3,2,43,False
RPSI07_RS11895,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.9459191619097764,0.03041429271416781,0.9666666666666668,0.0,310,0,51.11,3,3,35,2,False
RPSI07_RS11900,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2362224204195137,0.7658122294307973,0.0666666666666666,0.0,353,1,50.0,3,3,1,20,False
RPSI07_RS11905,,UNRESOLVED,unknown,0,N_redundancy,0,0.575110189514116,0.3786381295094032,0.3142857142857143,5.0,238,0,49.09,3,3,68,86,False
RPSI07_RS11910,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1368122974007806,0.8660364306841788,0.0,0.0,573,1,47.74,3,3,0,35,True
RPSI07_RS11915,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1474731136946407,0.837727556564329,0.0,0.0,519,1,46.09,3,3,0,53,True
RPSI07_RS11920,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1924847817384444,0.759448675933052,0.0,0.0,328,1,44.82,3,3,0,13,True
RPSI07_RS11925,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1717610054438372,0.7981673659907056,0.0,0.0,409,1,43.72,3,3,0,33,True
RPSI07_RS11930,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9135426054713724,0.049014351219655174,0.8888888888888888,0.0,372,1,42.49,3,3,37,7,False
RPSI07_RS11935,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,1,0.2754949980756377,0.6659297105013506,0.032258064516129,0.0,132,1,41.74,3,3,1,35,False
RPSI07_RS11940,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2800522402324022,0.8061337681301625,0.0,0.0,63,0,41.43,3,3,0,3,True
RPSI07_RS11945,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9341991289274124,0.029692965989147915,0.8974358974358975,0.0,217,1,40.72,3,3,40,5,False
RPSI07_RS11955,,UNRESOLVED,unknown,0,E_geometry,0,0.3788073776603025,0.5584917468053958,0.1428571428571428,0.0,135,1,39.49,3,3,4,29,True
RPSI07_RS11960,,UNRESOLVED,unknown,0,E_cons_core,1,0.8939765500846353,0.07885681328780401,0.9487179487179488,0.0,654,1,37.93,3,3,41,4,False
RPSI07_RS11965,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.7962272691291378,0.15212581470144226,0.6666666666666666,0.0,381,1,36.24,3,3,29,16,False
RPSI07_RS11970,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1232986661268083,0.8580634601327884,0.0,0.0,627,1,34.69,3,3,0,10,True
RPSI07_RS11975,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2233904478617834,0.7550677425990349,0.0,0.0,229,0,33.45,3,3,0,8,True
RPSI07_RS11980,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2209779149225327,0.7377724383988745,0.0,0.0,236,0,32.75,3,3,0,16,True
RPSI07_RS11985,,UNRESOLVED,unknown,0,,1,0.6891913005585111,0.25379741830643726,0.4871794871794871,0.0,274,0,31.98,3,3,24,26,False
RPSI07_RS11990,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2269581602895733,0.7892979364906992,0.0,0.0,215,0,31.19,3,3,0,12,True
RPSI07_RS11995,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.9515976485574098,0.0249930370649396,0.9487179487179488,0.0,170,0,30.58,3,3,59,3,True
RPSI07_RS12000,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_long_lagging,0,0.1718044957301029,0.828694220874019,0.0384615384615384,0.0,516,0,29.55,2,3,1,29,True
RPSI07_RS12005,,UNRESOLVED,unknown,0,,1,0.4492657582139073,0.5261067911208549,0.24,0.0,225,0,28.43,3,3,15,34,False
RPSI07_RS12010,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.9064222084781528,0.05234288867293127,0.8125,0.0,234,0,27.62,3,3,31,6,False
RPSI07_RS12015,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2800444151888808,0.7448331963636716,0.1219512195121951,0.0,357,0,26.71,3,3,18,124,True
RPSI07_RS12020,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.671137640476461,0.2457753576695366,0.5121951219512195,0.0,354,1,25.5,3,3,27,20,False
RPSI07_RS12025,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2473378000194942,0.7304522736451903,0.0,0.0,140,0,24.68,3,3,0,3,True
RPSI07_RS12030,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2630392043873772,0.663348463366654,0.0,0.0,90,0,24.28,3,3,0,3,True
RPSI07_RS12035,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1846091360212966,0.7896707277226881,0.0,0.0,358,0,23.61,3,3,0,39,True
RPSI07_RS12040,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2242952865734558,0.7588315610634918,0.0,0.0,213,0,22.65,3,3,0,24,True
RPSI07_RS12045,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.258242956450502,0.6946646350097998,0.0454545454545454,0.0,219,0,22.0,3,3,1,25,False
RPSI07_RS12050,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.21454276693455,0.7739262999461499,0.0,0.0,245,0,21.29,3,3,0,14,True
RPSI07_RS12055,,UNRESOLVED,unknown,0,,0,0.3703619102162858,0.5440309810444756,0.1333333333333333,2.0,172,0,20.67,3,3,10,35,True
RPSI07_RS12060,,UNRESOLVED,unknown,0,,0,0.3943877609912172,0.5427292663610094,0.1666666666666666,1.0,178,0,20.05,3,3,20,69,True
RPSI07_RS12065,,UNRESOLVED,unknown,0,,0,0.6393522490386369,0.25850476212416457,0.4615384615384615,0.0,324,0,19.3,3,3,20,25,False
RPSI07_RS12070,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.1629012759644448,0.8283299303296451,0.0769230769230769,0.0,638,0,17.85,3,3,3,42,False
RPSI07_RS12075,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.1678105619117057,0.8310663290316584,0.0476190476190476,1.0,559,0,15.99,3,3,1,31,True
RPSI07_RS12080,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2194564035845202,0.8103401396695129,0.0,0.0,221,0,14.77,3,3,0,25,True
RPSI07_RS12085,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2222466079110847,0.7967780538822669,0.0,0.0,210,0,13.78,3,3,2,9,False
RPSI07_RS12090,,UNRESOLVED,unknown,0,E_geometry,0,0.3849443021495546,0.6373720438525506,0.1935483870967742,0.0,219,1,12.91,3,3,11,58,True
RPSI07_RS12095,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2309394876769449,0.8118114099080782,0.04,0.0,282,0,12.15,3,3,1,28,False
RPSI07_RS12100,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.9108392681343982,0.06260047452449556,0.9428571428571428,0.0,518,0,10.96,3,3,38,3,False
RPSI07_RS12105,,CONFIDENT_ESSENTIAL,essential,4,E_score|E_cons_core|E_geometry|E_ortho,1,0.962857196674856,0.020411358201735674,1.0,0.0,89,1,9.74,3,3,44,0,True
RPSI07_RS12110,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.9163782418276092,0.058665442404568155,0.8,0.0,108,0,9.3,3,3,5,5,False
RPSI07_RS12115,,UNRESOLVED,unknown,0,E_geometry,1,0.4767088906058787,0.5203717547887452,0.3170731707317073,0.0,309,1,8.32,3,3,22,42,False
RPSI07_RS12120,,UNRESOLVED,unknown,0,,1,0.5082552870239544,0.5085905818614803,0.3902439024390244,0.0,446,0,7.04,3,3,20,27,False
RPSI07_RS12125,,UNRESOLVED,unknown,0,,0,0.4453870483570904,0.6192034223339534,0.2,0.0,106,0,6.14,3,3,5,24,False
RPSI07_RS12130,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.175041145557915,0.8399367263390757,0.0,0.0,350,1,5.07,3,3,0,17,True
RPSI07_RS12135,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|N_mobile|E_ortho,1,0.9454906550050218,0.025662210343045423,1.0,0.0,343,0,4.01,3,3,45,0,True
RPSI07_RS12140,,UNRESOLVED,unknown,0,E_geometry|N_mobile,1,0.4300866403802487,0.6142912569920591,0.21875,0.0,162,1,3.14,3,3,8,30,False
