organism,locus_tag,ortholog_prior,n_orthologs
ccrescentus,CCNA_00069,0.8333333333333334,6
ccrescentus,CCNA_00070,0.5,2
ccrescentus,CCNA_00071,0.5,0
ccrescentus,CCNA_00072,0.5,0
ccrescentus,CCNA_00073,0.5,0
ccrescentus,CCNA_00074,0.0,2
ccrescentus,CCNA_00075,0.0,2
ccrescentus,CCNA_00076,0.5,0
ccrescentus,CCNA_00077,0.0,2
ccrescentus,CCNA_00078,0.0,2
ccrescentus,CCNA_00079,0.5,0
ccrescentus,CCNA_00080,0.5,0
ccrescentus,CCNA_00081,0.5,0
ccrescentus,CCNA_00082,0.5,0
ccrescentus,CCNA_00083,0.0,2
ccrescentus,CCNA_00084,0.6666666666666666,3
ccrescentus,CCNA_00085,0.5,0
ccrescentus,CCNA_00086,0.0,1
ccrescentus,CCNA_00087,0.5,0
ccrescentus,CCNA_00088,0.0,2
ccrescentus,CCNA_00089,0.5,0
ccrescentus,CCNA_00090,0.6666666666666666,3
ccrescentus,CCNA_00091,0.5,0
ccrescentus,CCNA_00092,0.5,0
ccrescentus,CCNA_00093,0.5,0
ccrescentus,CCNA_00094,0.5,0
ccrescentus,CCNA_00095,0.5,0
ccrescentus,CCNA_00096,0.0,1
ccrescentus,CCNA_00097,0.5,0
ccrescentus,CCNA_00098,0.5,0
ccrescentus,CCNA_00099,0.5,0
ccrescentus,CCNA_00100,0.6666666666666666,3
ccrescentus,CCNA_00101,0.0,2
ccrescentus,CCNA_00102,0.5,0
ccrescentus,CCNA_00103,0.5,0
ccrescentus,CCNA_00104,0.5,2
ccrescentus,CCNA_00105,0.0,1
ccrescentus,CCNA_00106,0.5,0
ccrescentus,CCNA_00107,0.0,1
ccrescentus,CCNA_00108,0.5,0
ccrescentus,CCNA_00109,0.5,0
ccrescentus,CCNA_00110,0.5,0
ccrescentus,CCNA_00111,0.5,0
ccrescentus,CCNA_00112,0.5,0
ccrescentus,CCNA_00113,0.5,0
ccrescentus,CCNA_00114,0.5,0
ccrescentus,CCNA_00115,0.5,0
ccrescentus,CCNA_00116,1.0,3
ccrescentus,CCNA_00117,1.0,3
ccrescentus,CCNA_00118,0.5,0
ccrescentus,CCNA_00119,0.0,1
ccrescentus,CCNA_00120,0.5,0
ccrescentus,CCNA_00121,0.5,0
ccrescentus,CCNA_00122,0.5,0
ccrescentus,CCNA_00123,0.0,1
ccrescentus,CCNA_00124,0.5,0
ccrescentus,CCNA_00125,0.5,0
ccrescentus,CCNA_00126,0.5,0
ccrescentus,CCNA_00127,0.5,0
ccrescentus,CCNA_00128,1.0,1
ccrescentus,CCNA_00129,0.5,0
ccrescentus,CCNA_00131,0.5,0
ccrescentus,CCNA_00132,0.0,2
ccrescentus,CCNA_00133,0.0,2
ccrescentus,CCNA_00134,0.5,0
ccrescentus,CCNA_00135,0.5,0
ccrescentus,CCNA_00136,0.0,2
ccrescentus,CCNA_00138,0.5,0
ccrescentus,CCNA_00139,0.0,3
ccrescentus,CCNA_00141,0.5,0
ccrescentus,CCNA_00142,0.5,0
ccrescentus,CCNA_00143,0.25,4
ccrescentus,CCNA_00144,0.0,3
ccrescentus,CCNA_00145,0.0,4
ccrescentus,CCNA_00146,0.0,1
ccrescentus,CCNA_00147,0.5,0
ccrescentus,CCNA_00148,0.5,0
ccrescentus,CCNA_00149,0.5,0
ccrescentus,CCNA_00150,0.5,0
ccrescentus,CCNA_00151,0.3333333333333333,3
ccrescentus,CCNA_00152,0.5,0
ccrescentus,CCNA_00153,0.6666666666666666,3
ccrescentus,CCNA_00154,0.0,1
ccrescentus,CCNA_00155,1.0,2
ccrescentus,CCNA_00156,0.0,1
ccrescentus,CCNA_00157,0.5,0
ccrescentus,CCNA_00158,0.0,1
ccrescentus,CCNA_00159,1.0,5
ccrescentus,CCNA_00160,0.5,0
ccrescentus,CCNA_00162,0.5,0
ccrescentus,CCNA_00163,0.5,0
ccrescentus,CCNA_00164,0.5,0
ccrescentus,CCNA_00165,0.5,0
ccrescentus,CCNA_00166,0.5,0
ccrescentus,CCNA_00167,0.5,0
ccrescentus,CCNA_00168,0.5,0
ccrescentus,CCNA_00169,0.5,0
ccrescentus,CCNA_00170,0.5,0
ccrescentus,CCNA_00171,0.5,0
ccrescentus,CCNA_00172,0.0,1
ccrescentus,CCNA_00173,0.0,2
ccrescentus,CCNA_00174,0.0,1
ccrescentus,CCNA_00175,0.0,1
ccrescentus,CCNA_00176,0.5,0
ccrescentus,CCNA_00177,0.5,0
ccrescentus,CCNA_00178,0.5,0
ccrescentus,CCNA_00179,0.5,0
ccrescentus,CCNA_00180,0.5,0
ccrescentus,CCNA_00181,0.5,0
ccrescentus,CCNA_00182,0.5,0
ccrescentus,CCNA_00183,0.0,2
ccrescentus,CCNA_00184,0.5,0
ccrescentus,CCNA_00185,0.0,1
ccrescentus,CCNA_00186,0.0,2
ccrescentus,CCNA_00187,0.5,0
ccrescentus,CCNA_00188,0.0,1
ccrescentus,CCNA_00189,0.5,0
ccrescentus,CCNA_00190,0.0,2
ccrescentus,CCNA_00191,0.5,0
ccrescentus,CCNA_00192,0.5,0
ccrescentus,CCNA_00193,0.5,2
ccrescentus,CCNA_00194,0.5,0
ccrescentus,CCNA_00195,0.0,1
ccrescentus,CCNA_00196,0.0,1
ccrescentus,CCNA_00197,0.8,5
ccrescentus,CCNA_00199,0.5,0
ccrescentus,CCNA_00200,0.0,1
ccrescentus,CCNA_00201,0.0,2
ccrescentus,CCNA_00202,0.5,0
ccrescentus,CCNA_00203,0.5,0
ccrescentus,CCNA_00204,0.0,2
ccrescentus,CCNA_00205,0.0,1
ccrescentus,CCNA_00206,0.0,1
ccrescentus,CCNA_00207,0.0,1
ccrescentus,CCNA_00208,0.5,0
ccrescentus,CCNA_00209,0.5,0
ccrescentus,CCNA_00210,0.5,0
ccrescentus,CCNA_00211,0.5,0
ccrescentus,CCNA_00212,0.5,0
ccrescentus,CCNA_00213,0.5,0
ccrescentus,CCNA_00214,0.0,1
ccrescentus,CCNA_00215,0.5,0
ccrescentus,CCNA_00216,0.5,0
ccrescentus,CCNA_00218,0.5,0
ccrescentus,CCNA_00220,0.5,0
ccrescentus,CCNA_00221,0.5,0
ccrescentus,CCNA_00222,0.0,2
ccrescentus,CCNA_00223,0.5,0
ccrescentus,CCNA_00224,0.5,0
ccrescentus,CCNA_00225,0.5,0
ccrescentus,CCNA_00226,0.5,0
ccrescentus,CCNA_00227,0.0,2
ccrescentus,CCNA_00228,0.5,0
ccrescentus,CCNA_00229,0.5,0
ccrescentus,CCNA_00230,0.3333333333333333,3
ccrescentus,CCNA_00231,0.3333333333333333,3
ccrescentus,CCNA_00232,0.5,0
ccrescentus,CCNA_00233,0.5,0
ccrescentus,CCNA_00234,0.0,1
ccrescentus,CCNA_00235,0.5,0
ccrescentus,CCNA_00236,0.5,0
ccrescentus,CCNA_00237,0.0,1
ccrescentus,CCNA_00238,0.5,2
ccrescentus,CCNA_00239,0.5,0
ccrescentus,CCNA_00240,0.0,1
ccrescentus,CCNA_00241,0.3333333333333333,3
ccrescentus,CCNA_00243,0.5,0
ccrescentus,CCNA_00244,0.5,0
ccrescentus,CCNA_00245,0.5,0
ccrescentus,CCNA_00246,0.0,2
ccrescentus,CCNA_00247,0.5,0
ccrescentus,CCNA_00248,0.5,0
ccrescentus,CCNA_00249,0.5,0
ccrescentus,CCNA_00250,0.5,0
ccrescentus,CCNA_00251,0.5,0
ccrescentus,CCNA_00253,0.0,2
ccrescentus,CCNA_00254,0.0,1
ccrescentus,CCNA_00255,0.0,2
ccrescentus,CCNA_00256,0.5,0
ccrescentus,CCNA_00257,0.5,2
ccrescentus,CCNA_00259,0.5,0
ccrescentus,CCNA_00260,0.5,0
ccrescentus,CCNA_00261,0.5,0
ccrescentus,CCNA_00262,0.0,1
ccrescentus,CCNA_00263,0.5,0
ccrescentus,CCNA_00264,0.0,2
ccrescentus,CCNA_00266,0.5,0
ccrescentus,CCNA_00267,0.0,1
ccrescentus,CCNA_00268,1.0,2
ccrescentus,CCNA_00269,0.5,2
ccrescentus,CCNA_00270,0.0,3
ccrescentus,CCNA_00271,0.5,0
ccrescentus,CCNA_00272,0.0,1
ccrescentus,CCNA_00273,0.6666666666666666,3
ccrescentus,CCNA_00274,0.5,0
ccrescentus,CCNA_00275,0.5,0
ccrescentus,CCNA_00276,0.5,0
ccrescentus,CCNA_00277,1.0,1
ccrescentus,CCNA_00278,0.0,2
ccrescentus,CCNA_00279,0.5,0
ccrescentus,CCNA_00280,0.0,2
ccrescentus,CCNA_00281,0.6666666666666666,3
ccrescentus,CCNA_00282,0.5,0
ccrescentus,CCNA_00283,0.0,1
ccrescentus,CCNA_00284,0.5,0
ccrescentus,CCNA_00285,0.5,2
ccrescentus,CCNA_00286,0.5,0
ccrescentus,CCNA_00287,0.5,0
ccrescentus,CCNA_00288,0.0,2
ccrescentus,CCNA_00289,0.5,0
ccrescentus,CCNA_00290,0.5,0
ccrescentus,CCNA_00291,0.0,2
ccrescentus,CCNA_00292,0.0,2
ccrescentus,CCNA_00293,0.0,2
ccrescentus,CCNA_00294,0.4,5
ccrescentus,CCNA_00295,0.0,2
ccrescentus,CCNA_00296,0.25,4
ccrescentus,CCNA_00297,0.5,0
ccrescentus,CCNA_00298,0.5,0
ccrescentus,CCNA_00299,0.6666666666666666,3
ccrescentus,CCNA_00300,0.5,0
ccrescentus,CCNA_00301,0.0,2
ccrescentus,CCNA_00302,0.5,0
ccrescentus,CCNA_00303,1.0,1
ccrescentus,CCNA_00304,0.5,2
ccrescentus,CCNA_00305,0.0,2
ccrescentus,CCNA_00306,0.5,0
ccrescentus,CCNA_00307,0.5,2
ccrescentus,CCNA_00308,0.5,0
ccrescentus,CCNA_00309,0.5,0
ccrescentus,CCNA_00310,1.0,1
ccrescentus,CCNA_00311,0.0,1
ccrescentus,CCNA_00312,0.0,1
ccrescentus,CCNA_00313,0.5,0
ccrescentus,CCNA_00314,0.5,0
ccrescentus,CCNA_00315,0.5,0
ccrescentus,CCNA_00316,0.5,2
ccrescentus,CCNA_00317,1.0,6
ccrescentus,CCNA_00318,0.5,0
ccrescentus,CCNA_00319,0.5,0
ccrescentus,CCNA_00320,0.8333333333333334,6
ccrescentus,CCNA_00321,0.6666666666666666,3
ccrescentus,CCNA_00322,0.5,0
ccrescentus,CCNA_00323,0.0,2
ccrescentus,CCNA_00326,0.5,0
ccrescentus,CCNA_00327,0.0,1
ccrescentus,CCNA_00328,0.0,2
ccrescentus,CCNA_00329,0.5,0
ccrescentus,CCNA_00330,0.0,1
ccrescentus,CCNA_00331,0.0,1
ccrescentus,CCNA_00332,0.0,2
ccrescentus,CCNA_00333,0.5,0
ccrescentus,CCNA_00334,0.5,0
ccrescentus,CCNA_00335,0.5,0
ccrescentus,CCNA_00336,0.5,0
ccrescentus,CCNA_00337,0.5,0
ccrescentus,CCNA_00338,0.5,0
ccrescentus,CCNA_00339,0.5,0
ccrescentus,CCNA_00340,0.5,4
ccrescentus,CCNA_00341,0.3333333333333333,3
ccrescentus,CCNA_00342,0.0,3
ccrescentus,CCNA_00343,0.2,5
ccrescentus,CCNA_00344,0.5,0
ccrescentus,CCNA_00345,0.0,1
ccrescentus,CCNA_00346,0.4,5
ccrescentus,CCNA_00347,0.5,0
ccrescentus,CCNA_00348,0.5,0
ccrescentus,CCNA_00349,0.0,1
ccrescentus,CCNA_00352,0.0,1
ccrescentus,CCNA_00353,0.5,0
ccrescentus,CCNA_00354,0.5,0
ccrescentus,CCNA_00355,0.5,0
ccrescentus,CCNA_00356,0.5,0
ccrescentus,CCNA_00357,0.5,0
ccrescentus,CCNA_00358,0.0,1
ccrescentus,CCNA_00359,0.5,0
ccrescentus,CCNA_00360,0.0,1
ccrescentus,CCNA_00361,0.5,0
ccrescentus,CCNA_00362,0.0,2
ccrescentus,CCNA_00363,0.0,1
ccrescentus,CCNA_00364,0.5,0
ccrescentus,CCNA_00365,0.5,0
ccrescentus,CCNA_00366,0.0,1
ccrescentus,CCNA_00367,0.5,0
ccrescentus,CCNA_00368,0.5,0
ccrescentus,CCNA_00369,0.0,2
ccrescentus,CCNA_00370,0.5,0
ccrescentus,CCNA_00371,0.5,0
ccrescentus,CCNA_00372,1.0,1
ccrescentus,CCNA_00373,0.5,0
ccrescentus,CCNA_00374,0.5,0
ccrescentus,CCNA_00375,0.5,0
ccrescentus,CCNA_00376,0.0,2
ccrescentus,CCNA_00377,0.5,0
ccrescentus,CCNA_00378,0.5,0
ccrescentus,CCNA_00379,0.5,0
ccrescentus,CCNA_00380,0.5,0
ccrescentus,CCNA_00381,0.0,3
ccrescentus,CCNA_00382,0.0,1
ccrescentus,CCNA_00383,0.0,3
ccrescentus,CCNA_00384,0.5,0
ccrescentus,CCNA_00385,0.5,0
ccrescentus,CCNA_00386,0.0,3
ccrescentus,CCNA_00387,0.5,0
ccrescentus,CCNA_00388,0.5,0
ccrescentus,CCNA_00389,0.5,0
ccrescentus,CCNA_00390,0.5,0
ccrescentus,CCNA_00391,0.5,0
ccrescentus,CCNA_00392,0.0,2
ccrescentus,CCNA_00393,0.5,0
ccrescentus,CCNA_00394,0.5,0
ccrescentus,CCNA_00395,0.5,0
ccrescentus,CCNA_00396,0.5,0
ccrescentus,CCNA_00397,0.0,1
ccrescentus,CCNA_00398,0.5,0
ccrescentus,CCNA_00399,0.5,0
ccrescentus,CCNA_00400,0.5,0
ccrescentus,CCNA_00401,0.0,1
ccrescentus,CCNA_00402,0.5,0
ccrescentus,CCNA_00403,0.0,1
ccrescentus,CCNA_00404,0.5,0
ccrescentus,CCNA_00405,0.0,1
ccrescentus,CCNA_00406,0.5,0
ccrescentus,CCNA_00407,0.5,0
ccrescentus,CCNA_00408,0.0,1
ccrescentus,CCNA_00409,0.5,0
ccrescentus,CCNA_00410,0.5,0
ccrescentus,CCNA_00411,0.0,1
ccrescentus,CCNA_00412,0.0,3
ccrescentus,CCNA_00413,0.5,0
ccrescentus,CCNA_00414,0.5,0
ccrescentus,CCNA_00415,0.5,0
ccrescentus,CCNA_00416,0.0,1
ccrescentus,CCNA_00417,0.5,0
ccrescentus,CCNA_00419,0.0,1
ccrescentus,CCNA_00420,0.5,0
ccrescentus,CCNA_00421,0.5,0
ccrescentus,CCNA_00422,0.5,0
ccrescentus,CCNA_00423,0.5,0
ccrescentus,CCNA_00424,0.0,1
ccrescentus,CCNA_00426,0.5,0
ccrescentus,CCNA_00427,0.5,0
ccrescentus,CCNA_00428,0.5,0
ccrescentus,CCNA_00429,0.5,0
ccrescentus,CCNA_00430,0.5,0
ccrescentus,CCNA_00431,0.5,0
ccrescentus,CCNA_00432,0.0,1
ccrescentus,CCNA_00433,0.5,0
ccrescentus,CCNA_00434,0.5,0
ccrescentus,CCNA_00435,0.0,1
ccrescentus,CCNA_00436,0.0,3
ccrescentus,CCNA_00437,0.5,0
ccrescentus,CCNA_00438,0.5,0
ccrescentus,CCNA_00439,0.5,0
ccrescentus,CCNA_00440,0.5,0
ccrescentus,CCNA_00441,0.0,1
ccrescentus,CCNA_00442,0.0,1
ccrescentus,CCNA_00443,0.0,1
ccrescentus,CCNA_00444,0.0,1
ccrescentus,CCNA_00445,0.0,1
ccrescentus,CCNA_00446,0.5,0
ccrescentus,CCNA_00447,0.5,0
ccrescentus,CCNA_00448,0.5,0
ccrescentus,CCNA_00449,0.5,0
ccrescentus,CCNA_00450,0.5,0
ccrescentus,CCNA_00451,0.5,0
ccrescentus,CCNA_00452,0.0,2
ccrescentus,CCNA_00453,0.5,0
ccrescentus,CCNA_00454,0.0,1
ccrescentus,CCNA_00455,0.5,0
ccrescentus,CCNA_00456,0.5,0
ccrescentus,CCNA_00457,0.5,4
ccrescentus,CCNA_00458,0.5,0
ccrescentus,CCNA_00460,0.5,0
ccrescentus,CCNA_00464,0.5,0
ccrescentus,CCNA_00465,1.0,4
ccrescentus,CCNA_00466,0.5,0
ccrescentus,CCNA_00467,0.5,0
ccrescentus,CCNA_00468,0.5,0
ccrescentus,CCNA_00469,0.5,0
ccrescentus,CCNA_00470,0.5,0
ccrescentus,CCNA_00471,0.0,1
ccrescentus,CCNA_00472,0.0,2
ccrescentus,CCNA_00473,0.5,0
ccrescentus,CCNA_00474,0.5,0
ccrescentus,CCNA_00475,0.5,0
ccrescentus,CCNA_00476,0.5,0
ccrescentus,CCNA_00477,0.5,0
ccrescentus,CCNA_00478,0.5,0
ccrescentus,CCNA_00479,0.5,0
ccrescentus,CCNA_00480,0.5,0
ccrescentus,CCNA_00481,0.5,0
ccrescentus,CCNA_00482,0.5,0
ccrescentus,CCNA_00483,0.5,0
ccrescentus,CCNA_00484,0.5,0
ccrescentus,CCNA_00485,0.0,3
ccrescentus,CCNA_00486,0.5,0
ccrescentus,CCNA_00487,0.5,0
ccrescentus,CCNA_00488,0.0,1
ccrescentus,CCNA_00489,1.0,1
ccrescentus,CCNA_00490,0.0,1
ccrescentus,CCNA_00491,1.0,3
ccrescentus,CCNA_00492,1.0,7
ccrescentus,CCNA_00493,0.5,0
ccrescentus,CCNA_00494,0.5,0
ccrescentus,CCNA_00495,0.0,2
ccrescentus,CCNA_00496,1.0,5
ccrescentus,CCNA_00497,0.5,0
ccrescentus,CCNA_00498,0.5,0
ccrescentus,CCNA_00499,0.5,0
ccrescentus,CCNA_00500,0.0,1
ccrescentus,CCNA_00501,0.5,0
ccrescentus,CCNA_00502,0.0,1
ccrescentus,CCNA_00503,0.5,0
ccrescentus,CCNA_00504,0.0,7
ccrescentus,CCNA_00505,0.5,0
ccrescentus,CCNA_00506,0.5,0
ccrescentus,CCNA_00507,0.5,0
ccrescentus,CCNA_00508,0.5,0
ccrescentus,CCNA_00509,0.5,0
ccrescentus,CCNA_00510,0.5,0
ccrescentus,CCNA_00511,0.5,0
ccrescentus,CCNA_00512,0.2,5
ccrescentus,CCNA_00514,0.0,1
ccrescentus,CCNA_00515,0.5,2
ccrescentus,CCNA_00516,0.5,0
ccrescentus,CCNA_00517,0.8,5
ccrescentus,CCNA_00518,0.5,0
ccrescentus,CCNA_00519,0.5,0
ccrescentus,CCNA_00520,1.0,6
ccrescentus,CCNA_00521,0.5,0
ccrescentus,CCNA_00522,0.5,0
ccrescentus,CCNA_00523,0.0,2
ccrescentus,CCNA_00524,0.5,0
ccrescentus,CCNA_00525,1.0,1
ccrescentus,CCNA_00526,0.5,0
ccrescentus,CCNA_00527,0.5,0
ccrescentus,CCNA_00528,0.5,2
ccrescentus,CCNA_00529,0.5,0
ccrescentus,CCNA_00530,1.0,3
ccrescentus,CCNA_00531,1.0,3
ccrescentus,CCNA_00532,0.5,0
ccrescentus,CCNA_00533,0.5,0
ccrescentus,CCNA_00534,0.5,0
ccrescentus,CCNA_00535,0.5,0
ccrescentus,CCNA_00536,1.0,7
ccrescentus,CCNA_00537,0.8571428571428571,7
ccrescentus,CCNA_00538,0.5,0
ccrescentus,CCNA_00539,0.5,0
ccrescentus,CCNA_00540,0.0,1
ccrescentus,CCNA_00541,0.5,0
ccrescentus,CCNA_00542,0.5,0
ccrescentus,CCNA_00543,0.5,0
ccrescentus,CCNA_00544,0.3333333333333333,3
ccrescentus,CCNA_00545,0.0,1
ccrescentus,CCNA_00546,0.5,0
ccrescentus,CCNA_00547,0.5,0
ccrescentus,CCNA_00548,0.5,0
ccrescentus,CCNA_00549,0.5,0
ccrescentus,CCNA_00550,0.5,0
ccrescentus,CCNA_00551,0.5,0
ccrescentus,CCNA_00552,0.5,0
ccrescentus,CCNA_00553,0.0,3
ccrescentus,CCNA_00554,0.5,0
ccrescentus,CCNA_00555,0.5,0
ccrescentus,CCNA_00556,0.5,0
ccrescentus,CCNA_00557,0.5,0
ccrescentus,CCNA_00558,0.5,0
ccrescentus,CCNA_00559,1.0,2
ccrescentus,CCNA_00560,0.0,1
ccrescentus,CCNA_00561,0.5,0
ccrescentus,CCNA_00562,0.5,2
ccrescentus,CCNA_00563,0.5,0
ccrescentus,CCNA_00564,0.5,0
ccrescentus,CCNA_00565,0.0,2
ccrescentus,CCNA_00566,0.5,0
ccrescentus,CCNA_00567,0.0,1
ccrescentus,CCNA_00568,0.5,0
ccrescentus,CCNA_00569,0.5,0
ccrescentus,CCNA_00570,0.5,0
ccrescentus,CCNA_00571,0.5,0
ccrescentus,CCNA_00572,0.0,1
ccrescentus,CCNA_00573,0.5,0
ccrescentus,CCNA_00574,0.5,0
ccrescentus,CCNA_00575,0.5,0
ccrescentus,CCNA_00576,0.5,0
ccrescentus,CCNA_00578,0.5,0
ccrescentus,CCNA_00579,0.5,0
ccrescentus,CCNA_00580,0.5,0
ccrescentus,CCNA_00582,0.5,0
ccrescentus,CCNA_00583,0.5,0
ccrescentus,CCNA_00585,0.5,0
ccrescentus,CCNA_00586,0.5,0
ccrescentus,CCNA_00587,0.5,0
ccrescentus,CCNA_00588,0.5,0
ccrescentus,CCNA_00589,0.5,0
ccrescentus,CCNA_00590,0.5,0
ccrescentus,CCNA_00591,0.5,0
ccrescentus,CCNA_00592,0.5,0
ccrescentus,CCNA_00593,0.5,0
ccrescentus,CCNA_00594,0.5,0
ccrescentus,CCNA_00595,0.5,0
ccrescentus,CCNA_00596,0.5,0
ccrescentus,CCNA_00597,0.5,0
ccrescentus,CCNA_00598,0.5,0
ccrescentus,CCNA_00600,0.5,0
ccrescentus,CCNA_00601,0.0,2
ccrescentus,CCNA_00602,0.0,1
ccrescentus,CCNA_00603,0.5,0
ccrescentus,CCNA_00604,0.5,0
ccrescentus,CCNA_00605,0.5,0
ccrescentus,CCNA_00607,0.5,0
ccrescentus,CCNA_00608,0.5,0
ccrescentus,CCNA_00609,0.5,0
ccrescentus,CCNA_00610,0.5,0
ccrescentus,CCNA_00611,0.5,0
ccrescentus,CCNA_00612,0.5,0
ccrescentus,CCNA_00613,0.5,0
ccrescentus,CCNA_00614,0.0,1
ccrescentus,CCNA_00615,0.5,0
ccrescentus,CCNA_00616,0.5,0
ccrescentus,CCNA_00617,0.0,1
ccrescentus,CCNA_00618,0.0,2
ccrescentus,CCNA_00619,0.5,0
ccrescentus,CCNA_00620,0.5,2
ccrescentus,CCNA_00621,0.5,0
ccrescentus,CCNA_00622,0.5,0
ccrescentus,CCNA_00623,0.5,0
ccrescentus,CCNA_00624,0.5,0
ccrescentus,CCNA_00625,0.5,0
ccrescentus,CCNA_00626,0.5,0
ccrescentus,CCNA_00627,0.5,0
ccrescentus,CCNA_00628,0.0,1
ccrescentus,CCNA_00629,0.5,0
ccrescentus,CCNA_00630,0.5,0
ccrescentus,CCNA_00631,0.5,0
ccrescentus,CCNA_00632,0.5,0
ccrescentus,CCNA_00633,0.5,0
ccrescentus,CCNA_00634,0.5,0
ccrescentus,CCNA_00635,0.5,0
ccrescentus,CCNA_00636,0.5,0
ccrescentus,CCNA_00637,0.5,0
ccrescentus,CCNA_00638,0.5,0
ccrescentus,CCNA_00639,0.5,0
ccrescentus,CCNA_00640,0.5,0
ccrescentus,CCNA_00641,0.5,0
ccrescentus,CCNA_00642,0.5,0
ccrescentus,CCNA_00643,0.5,0
ccrescentus,CCNA_00644,0.5,0
ccrescentus,CCNA_00645,0.5,0
ccrescentus,CCNA_00646,0.5,0
ccrescentus,CCNA_00647,0.5,0
ccrescentus,CCNA_00648,0.0,1
ccrescentus,CCNA_00649,0.0,1
ccrescentus,CCNA_00650,0.0,1
ccrescentus,CCNA_00651,0.0,3
ccrescentus,CCNA_00652,0.5,0
ccrescentus,CCNA_00653,0.0,1
ccrescentus,CCNA_00654,0.5,0
ccrescentus,CCNA_00655,0.5,0
ccrescentus,CCNA_00656,0.0,1
ccrescentus,CCNA_00657,0.5,0
ccrescentus,CCNA_00658,0.5,0
ccrescentus,CCNA_00659,0.0,1
ccrescentus,CCNA_00660,0.5,0
ccrescentus,CCNA_00661,0.5,0
ccrescentus,CCNA_00662,0.5,0
ccrescentus,CCNA_00663,0.5,0
ccrescentus,CCNA_00664,0.0,2
ccrescentus,CCNA_00665,0.5,0
ccrescentus,CCNA_00666,0.5,0
ccrescentus,CCNA_00667,0.5,0
ccrescentus,CCNA_00668,0.5,0
ccrescentus,CCNA_00669,0.5,0
ccrescentus,CCNA_00670,1.0,2
ccrescentus,CCNA_00671,1.0,1
ccrescentus,CCNA_00672,0.5,0
ccrescentus,CCNA_00673,0.0,1
ccrescentus,CCNA_00674,0.0,1
ccrescentus,CCNA_00675,0.0,1
ccrescentus,CCNA_00676,0.5,0
ccrescentus,CCNA_00677,0.8571428571428571,7
ccrescentus,CCNA_00678,0.8333333333333334,6
ccrescentus,CCNA_00679,0.5,0
ccrescentus,CCNA_00680,0.5,0
ccrescentus,CCNA_00681,0.0,1
ccrescentus,CCNA_00682,0.0,2
ccrescentus,CCNA_00683,0.5,0
ccrescentus,CCNA_00684,0.5,0
ccrescentus,CCNA_00685,0.0,1
ccrescentus,CCNA_00686,0.5,0
ccrescentus,CCNA_00687,0.5,0
ccrescentus,CCNA_00688,0.5,0
ccrescentus,CCNA_00689,0.5,0
ccrescentus,CCNA_00690,0.5,0
ccrescentus,CCNA_00691,1.0,2
ccrescentus,CCNA_00692,0.5,0
ccrescentus,CCNA_00693,0.0,1
ccrescentus,CCNA_00694,0.5,0
ccrescentus,CCNA_00695,0.0,1
ccrescentus,CCNA_00696,0.5,0
ccrescentus,CCNA_00698,0.5,0
ccrescentus,CCNA_00699,1.0,1
ccrescentus,CCNA_00700,0.5,0
ccrescentus,CCNA_00701,0.0,1
ccrescentus,CCNA_00703,0.5,0
ccrescentus,CCNA_00704,0.5,0
ccrescentus,CCNA_00705,0.5,0
ccrescentus,CCNA_00706,0.5,0
ccrescentus,CCNA_00707,0.5,0
ccrescentus,CCNA_00709,0.5,0
ccrescentus,CCNA_00710,0.5,0
ccrescentus,CCNA_00711,0.5,0
ccrescentus,CCNA_00712,0.5,0
ccrescentus,CCNA_00714,0.5,0
ccrescentus,CCNA_00716,0.5,0
ccrescentus,CCNA_00718,0.5,0
ccrescentus,CCNA_00719,0.5,0
ccrescentus,CCNA_00720,0.5,0
ccrescentus,CCNA_00721,1.0,4
ccrescentus,CCNA_00722,1.0,2
ccrescentus,CCNA_00723,0.5,0
ccrescentus,CCNA_00724,0.5,0
ccrescentus,CCNA_00725,0.0,3
ccrescentus,CCNA_00726,0.0,2
ccrescentus,CCNA_00727,0.5,0
ccrescentus,CCNA_00728,0.5,0
ccrescentus,CCNA_00729,0.5,0
ccrescentus,CCNA_00730,0.5,0
ccrescentus,CCNA_00731,0.0,2
ccrescentus,CCNA_00732,0.5,0
ccrescentus,CCNA_00733,0.5,0
ccrescentus,CCNA_00734,0.5,0
ccrescentus,CCNA_00735,0.5,0
ccrescentus,CCNA_00736,0.5,2
ccrescentus,CCNA_00737,1.0,6
ccrescentus,CCNA_00738,0.0,1
ccrescentus,CCNA_00740,1.0,3
ccrescentus,CCNA_00741,0.5,0
ccrescentus,CCNA_00742,0.5,0
ccrescentus,CCNA_00743,0.5,0
ccrescentus,CCNA_00744,0.5,0
ccrescentus,CCNA_00745,0.0,1
ccrescentus,CCNA_00746,0.5,0
ccrescentus,CCNA_00747,0.5,0
ccrescentus,CCNA_00748,0.0,1
ccrescentus,CCNA_00749,0.0,2
ccrescentus,CCNA_00750,0.5,0
ccrescentus,CCNA_00751,0.0,1
ccrescentus,CCNA_00752,0.0,2
ccrescentus,CCNA_00753,0.0,2
ccrescentus,CCNA_00754,0.0,1
ccrescentus,CCNA_00755,0.5,0
ccrescentus,CCNA_00756,0.5,0
ccrescentus,CCNA_00757,0.8,5
ccrescentus,CCNA_00758,0.6666666666666666,3
ccrescentus,CCNA_00759,0.5,0
ccrescentus,CCNA_00760,0.5,0
ccrescentus,CCNA_00761,0.5,0
ccrescentus,CCNA_00762,0.5,0
