locus_tag,gene_name,true_essential,v15_call,v15_conf,ortholog_prior,n_orthologs,memory_prior,n_memory_neighbors,fallback_prior,fallback_source,cascade_a_call,cascade_a_source,cascade_b_call,cascade_b_source
JCVISYN3A_0425,pstS,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0426,pstA,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0427,pstB,1,1,0.9,0.2,5,0.15702239022971795,7,0.18710671706891538,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0428,phoU,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0429,ftsY,1,1,0.8,1.0,6,1.0,8,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0430,,1,0,0.0,0.0,1,0.0,1,0.0,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0431,,1,0,0.0,0.6666666666666666,3,0.696629213483146,3,0.6756554307116105,orth+mem,1,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0432,metK,1,1,0.8,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0433,cutC,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0434,rlmFO,0,0,0.0,0.0,1,0.0,1,0.0,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0435,manA,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0437,yhaM,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0438,hinT,0,0,0.0,0.5,2,0.6070640176600441,2,0.5321192052980133,orth+mem,1,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0439,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0440,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0441,iscS,1,1,0.8,0.6666666666666666,6,0.6269372693726937,8,0.6547478474784747,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0442,iscU,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0443,yggN,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0444,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0445,pgi,1,1,1.0,1.0,3,1.0,3,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0448,,1,1,0.8,0.0,1,0.5,2,0.15000000000000002,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0447,dut,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0451,gapdh,1,1,0.8,0.0,4,0.0,10,0.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0452,parE,1,1,0.9,1.0,3,1.0,10,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0453,parC,1,1,0.9,1.0,3,1.0,10,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0475,ldh,1,1,1.0,0.6666666666666666,3,0.6356275303643725,3,0.6573549257759784,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0478,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0479,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0481,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0154,,1,0,0.0,0.3333333333333333,6,0.27071290944123316,8,0.31454720616570325,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0482,rpsU,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0493,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0494,nanE,0,0,0.0,0.0,1,0.0,1,0.0,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0495,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0499,rpmA,1,1,0.9,0.8333333333333334,6,0.8568437581784872,6,0.8403864607868796,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0500,prp;ysxB,1,1,0.8,1.0,1,1.0,1,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0501,rplU,1,1,0.9,0.8,5,0.8329344183820009,5,0.8098803255146002,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0503,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0930,rpmG,0,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0504,rsmI,0,0,0.0,0.25,4,0.25357710651828297,4,0.25107313195548486,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0505,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0511,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0512,plsC,1,1,1.0,1.0,2,1.0,2,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0513,acpS,1,1,0.8,1.0,1,1.0,1,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0515,dctD,1,1,1.0,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0516,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0517,rluD,0,0,0.0,0.4,5,0.32412177985948476,6,0.3772365339578454,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0518,lspA,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0519,ileRS,1,1,0.8,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0520,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0521,sepF,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0522,ftsZ,0,0,0.0,0.8333333333333334,6,0.8404458598726117,7,0.835467091295117,orth+mem,1,fallback(orth+mem),1,fallback_strong(orth+mem)
JCVISYN3A_0523,ftsA,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0524,rsmH; mraW,0,0,0.0,0.6666666666666666,3,0.6864337936636881,3,0.6725968047657731,orth+mem,1,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0525,mraZ,0,0,0.0,1.0,2,0.7037037037037036,3,0.9111111111111111,orth+mem,1,fallback(orth+mem),1,fallback_strong(orth+mem)
JCVISYN3A_0526,rpmF,1,1,0.9,1.0,2,1.0,3,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0528,pheRS,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0527,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0529,pheS,1,1,0.8,1.0,7,1.0,7,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0530,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0535,argRS,1,1,0.8,1.0,5,1.0,5,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0536,frr,1,1,0.8,1.0,4,1.0,4,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0537,pyrH,1,1,1.0,1.0,7,1.0,7,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0538,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0539,tsf,1,1,0.8,0.8571428571428571,7,0.8558017273751408,7,0.8567405182125423,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0540,rpsB,1,1,0.9,0.8571428571428571,7,0.8447224895733078,7,0.8534167468719923,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0541,dnaJ,1,1,0.8,0.42857142857142855,7,0.4318274318274318,7,0.4295482295482296,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0542,dnaK,1,1,0.8,0.7142857142857143,7,0.6468160377358491,10,0.6940448113207547,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0543,grpE,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0545,clpB,1,1,0.8,0.2,5,0.2724679029957205,7,0.22174037089871615,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0544,hrcA,1,0,0.0,1.0,2,1.0,2,1.0,orth+mem,1,fallback(orth+mem),1,fallback_strong(orth+mem)
JCVISYN3A_0548,,0,0,0.0,0.0,6,0.0,6,0.0,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0549,rgdB,0,0,0.0,0.0,2,0.0,2,0.0,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0931,met14p,0,0,0.0,0.0,1,0.0,1,0.0,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0592,,1,0,0.0,1.0,1,1.0,1,1.0,orth+mem,1,fallback(orth+mem),1,fallback_strong(orth+mem)
JCVISYN3A_0593,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0599,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0600,rnjA,1,1,0.9,0.6,5,0.719775474956822,6,0.6359326424870466,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0604,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0601,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0605,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0606,pgk,1,1,1.0,0.8,5,0.838152610441767,5,0.8114457831325301,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0607,gapDH,1,1,1.0,1.0,4,0.8669396110542477,6,0.9600818833162743,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0608,dnaI,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0609,dnaB,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0610,mutM,0,0,0.0,0.3333333333333333,3,0.38212180746561886,3,0.34796987557301895,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0611,polA,1,1,0.8,0.0,1,0.4975124378109453,2,0.1492537313432836,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0612,dnaE,1,1,0.8,1.0,4,1.0,7,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0613,tyrRS,1,1,0.8,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0614,pncB,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0615,,1,0,0.0,1.0,1,1.0,1,1.0,orth+mem,1,fallback(orth+mem),1,fallback_strong(orth+mem)
JCVISYN3A_0616,fakB,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0617,fakB,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0620,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0621,acpA,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0622,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0623,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0634,leuRS,1,1,0.8,1.0,7,1.0,7,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0636,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0638,rplM,1,1,0.9,0.8571428571428571,7,0.8526845637583891,7,0.8558053691275167,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0637,rpsI,1,1,0.9,0.8333333333333334,6,0.8448060075093867,6,0.8367751355861495,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0639,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0640,truA,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0641,ecfT,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0642,ecfA,1,1,0.9,0.5,4,0.40777338603425556,8,0.4723320158102767,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0643,ecfA,1,1,0.9,1.0,2,0.6243745532523232,7,0.887312365975697,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0644,rplQ,1,1,0.9,1.0,5,1.0,5,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0645,rpoA,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0646,rpsK,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0647,rpsM,1,1,0.9,1.0,7,1.0,7,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0648,rpmJ,1,1,0.9,0.6,5,0.6301150895140665,5,0.60903452685422,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0649,infA,1,1,0.8,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0651,adk,1,1,1.0,0.8571428571428571,7,0.865219172470299,7,0.8595657517410897,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0650,map,1,1,0.8,0.5714285714285714,7,0.41530054644808745,9,0.5245901639344263,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0652,secY,1,1,0.9,1.0,5,1.0,5,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0653,rplO,1,1,0.9,1.0,5,1.0,5,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0654,rpsE,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0655,rplR,1,1,0.9,1.0,5,1.0,5,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0656,rplF,1,1,0.9,1.0,7,1.0,7,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0657,rpsH,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0658,rpsN,1,1,0.9,1.0,2,1.0,2,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0660,rplX,1,1,0.9,1.0,2,1.0,2,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0659,rplE,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0661,rplN,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0662,rpsQ,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0663,rpmC,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0664,rplP,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0665,rpsC,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0666,rplV,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0667,rpsS,1,1,0.9,1.0,7,1.0,7,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0668,rplB,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0669,rplW,1,1,0.9,1.0,5,1.0,5,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0670,rplD,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0671,rplC,1,1,0.9,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0672,rpsJ,1,1,0.9,0.75,4,0.7347576862949452,4,0.7454273058884835,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0684,folD,1,1,1.0,0.5,6,0.5283778835591358,7,0.5085133650677407,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0685,natA,1,1,0.9,1.0,2,1.0,2,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0686,trkA,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0687,gatB,1,1,0.8,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0688,gatA,1,1,0.8,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0689,gatC,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0690,ligA,1,1,0.8,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0691,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0692,,0,0,0.0,,0,1.0,1,1.0,mem_only,1,fallback(mem_only),1,fallback_strong(mem_only)
JCVISYN3A_0693,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0694,ptsH,1,1,0.8,0.75,4,0.7905731119442957,4,0.7621719335832886,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0695,pcrA,1,1,0.8,0.3333333333333333,6,0.2811671087533157,8,0.31768346595932806,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0696,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0697,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0706,thiB,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0707,thiQ,1,1,0.9,0.0,2,0.0,5,0.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0708,thiB,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0710,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0726,nagB,0,0,0.0,0.0,1,0.0,1,0.0,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0727,tpiA,1,1,1.0,0.8333333333333334,6,0.8240702047638947,6,0.8305543947625018,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0728,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0729,pgm,1,1,1.0,0.75,4,0.7656903765690377,4,0.7547071129707112,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0730,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0732,deoC,0,0,0.0,0.6666666666666666,3,0.7135761589403974,3,0.6807395143487859,orth+mem,1,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0733,deoB,1,1,1.0,0.6666666666666666,3,0.6698212407991587,3,0.6676130389064143,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0747,punA,1,1,1.0,0.6666666666666666,3,0.7097069597069596,3,0.6795787545787546,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0771,nrdE,1,1,0.9,0.6,5,0.5788359788359787,5,0.5936507936507937,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0772,nrdI,1,1,0.9,0.6,5,0.564121037463977,5,0.5892363112391932,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0773,nrdF,1,1,0.9,0.6,5,0.5544058744993325,5,0.5863217623497998,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0774,secG,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0775,rnr,1,1,0.8,0.75,4,0.5899503722084368,5,0.701985111662531,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0776,smpB,1,1,0.8,0.5,4,0.49537648612945845,4,0.49861294583883753,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0777,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0778,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0779,ptsG,1,1,1.0,0.6666666666666666,3,0.675025075225677,3,0.6691741892343698,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0787,mgtA,1,1,1.0,0.0,2,0.0,3,0.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0789,atpC,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0790,atpD,1,1,0.9,0.8333333333333334,6,0.7662735849056603,7,0.8132154088050315,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0791,atpG,1,1,0.9,0.75,4,0.7448747152619589,4,0.7484624145785876,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0792,atpA,1,1,0.9,0.8333333333333334,6,0.7646239554317549,7,0.8127205199628599,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0793,atpD,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0794,atpF,1,1,0.9,1.0,1,1.0,1,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0795,atpE,1,1,0.9,,0,1.0,1,1.0,mem_only,1,v15>=0.5,1,v15_essential
JCVISYN3A_0796,atpB,1,1,0.9,1.0,1,1.0,1,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0797,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0798,upp,1,1,0.8,0.3333333333333333,6,0.30842776203966005,6,0.32586166194523136,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0799,glyA,1,1,1.0,0.5714285714285714,7,0.4818688981868898,8,0.544560669456067,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0800,rpiB,1,1,0.8,1.0,2,1.0,2,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0803,rpoC,1,1,0.9,0.8571428571428571,7,0.876397107166338,7,0.8629191321499015,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0804,rpoB,1,1,0.9,1.0,7,1.0,7,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0805,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0806,rplG,1,1,0.9,1.0,4,1.0,4,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0807,rplJ,1,1,0.9,1.0,2,1.0,2,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0809,rplA,1,1,0.9,0.7142857142857143,7,0.7314585056520541,7,0.7194375516956162,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0810,rplK,1,1,0.9,0.8333333333333334,6,0.8454700854700854,6,0.836974358974359,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0813,galE,1,1,1.0,0.4,5,0.32786093674553357,6,0.37835828102366004,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0814,glf,1,1,1.0,1.0,4,1.0,4,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0817,whiA,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0818,lgt,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0819,trx,1,1,0.8,0.7142857142857143,7,0.5481019240769631,10,0.664430577223089,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0820,lgt,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0821,hpr; ptsH,0,0,0.0,1.0,3,1.0,3,1.0,orth+mem,1,fallback(orth+mem),1,fallback_strong(orth+mem)
JCVISYN3A_0822,ecfS,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0823,folC,1,1,0.8,1.0,1,1.0,1,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0824,uvrA,1,1,0.8,0.3333333333333333,6,0.35952848722986247,6,0.3411918795022921,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0825,uvrB,1,1,0.8,0.3333333333333333,6,0.32266848196051734,6,0.3301338779214885,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0826,yqeN,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0827,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0830,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0831,prs,1,1,1.0,1.0,6,1.0,6,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0832,pth,1,1,0.8,0.8333333333333334,6,0.8244034218820352,6,0.830654359897944,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0833,rplI,1,1,0.9,0.5,4,0.5018615040953089,4,0.5005584512285927,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0834,dnaC,1,1,0.8,1.0,6,0.8754563894523327,7,0.9626369168356999,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0835,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0836,ecfS,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0837,cysRS,1,1,0.8,1.0,7,1.0,7,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0838,rlmB,0,0,0.0,0.5,2,0.4928909952606635,2,0.49786729857819906,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0932,rpmG,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0839,secE,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0840,nusG,1,1,0.8,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0852,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0851,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0853,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0859,topA,1,1,0.8,1.0,4,1.0,4,1.0,orth+mem,1,v15>=0.5,1,v15_essential
