organism,locus_tag,gene_name,product,essential,log_length_bp,gc,upstream_gc,upstream_at_skew,position_norm,operon_run_length,is_hypothetical,is_uncharacterized,is_putative,kw_replication,kw_transcription,kw_translation,kw_atp,kw_membrane,kw_synthase,kw_kinase,kw_dehydrogenase,kw_protease,kw_rrna,kw_chaperone
mtuberculosis,Rv0990c,-,Hypothetical protein,0,6.489204931325317,0.6864535768645358,0.65,-0.14285714285714285,0.2511078917709313,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv0991c,-,Conserved serine rich protein,0,5.811140992976701,0.6276276276276276,0.57,-0.06976744186046512,0.25123641855029044,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv0992c,-,Conserved hypothetical protein,0,6.38856140554563,0.7138047138047138,0.68,-0.3125,0.2513580316316418,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv0993,galU,UTP--glucose-1-phosphate uridylyltransferase GalU (UDP-glucose pyrophosphorylase,1,6.826545223556594,0.6612377850162866,0.68,0.3125,0.25155240855104305,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv0994,moeA1,Probable molybdopterin biosynthesis protein MoeA1,0,7.156176637480615,0.6814988290398126,0.7,0.13333333333333333,0.2518192092905594,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv0995,rimJ,Ribosomal-protein-alanine acetyltransferase RimJ (acetylating enzyme for N-termi,0,6.418364935936212,0.6797385620915033,0.64,-0.05555555555555555,0.2520478146820651,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv0996,-,Probable conserved transmembrane protein,0,6.982862751468942,0.6731662024141133,0.62,0.05263157894736842,0.252275513359078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv0997,-,Hypothetical protein,0,6.07073772800249,0.6527777777777778,0.68,0.0625,0.25263513899479817,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv0998,-,Conserved hypothetical protein,0,6.910750787961936,0.654690618762475,0.68,0.0,0.25280288117597244,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv0999,-,Unknown protein,0,6.633318433280377,0.6627140974967062,0.68,0.0625,0.25300632524030203,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1000c,-,Conserved hypothetical protein,0,6.428105272684596,0.6650485436893204,0.63,0.24324324324324326,0.2531635268654971,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1001,arcA,Probable arginine deiminase ArcA (adi) (ad) (arginine dihydrolase),0,7.098375638590786,0.6567411083540116,0.64,-0.16666666666666666,0.25337875821823347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1003,-,Conserved protein,0,6.755768921984255,0.6923076923076923,0.68,-0.1875,0.2539820633739028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1004c,-,Probable membrane protein,0,7.13966033596492,0.746031746031746,0.66,0.11764705882352941,0.25422415614348937,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1005c,pabB,Probable para-aminobenzoate synthase component I PABD,1,7.228388451573604,0.6899055918663762,0.66,0.35294117647058826,0.25453957944768396,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1007c,metS,Methionyl-tRNA synthetase MetS (MetRS) (methionine--tRNA ligase),1,7.353081920515432,0.6410256410256411,0.69,-0.03225806451612903,0.25529067906568514,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1009,rpfB,Probable resuscitation-promoting factor RpfB,0,6.993932975223189,0.682277318640955,0.48,-0.2692307692307692,0.2558373145655523,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1010,ksgA,"Probable dimethyladenosine transferase KsgA (S-adenosylmethionine-6-N', N'-adeno",0,6.86171134048073,0.6698113207547169,0.71,-0.034482758620689655,0.2560625197777099,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mtuberculosis,Rv1011,ispE,Probable 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase IspE (CMK) (4-(cytidi,1,6.826545223556594,0.6851248642779587,0.69,-0.16129032258064516,0.2562942986699405,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1012,-,Hypothetical protein,0,5.68697535633982,0.6768707482993197,0.7,-0.2,0.256435632791511,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1013,pks16,Putative polyketide synthase Pks16,0,7.400009517162692,0.6623853211009174,0.66,0.11764705882352941,0.25670028008410684,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1014c,pth,Probable peptidyl-tRNA hydrolase Pth,1,6.3578422665081,0.6684027777777778,0.7,0.4666666666666667,0.256967420841558,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1017c,prsA,Probable ribose-phosphate pyrophosphokinase PrsA (phosphoribosyl pyrophosphate s,1,6.889591308354466,0.6401630988786952,0.63,0.24324324324324326,0.25750476251787363,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1018c,glmU,Probable UDP-N-acetylglucosamine pyrophosphorylase GlmU,1,7.305860032684009,0.6747311827956989,0.53,-0.19148936170212766,0.2578052250329364,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1019,-,Probable transcriptional regulatory protein (probably TetR-family),0,6.38856140554563,0.6498316498316499,0.67,0.3939393939393939,0.25809877384999136,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1020,mfd,Probable transcription-repair coupling factor Mfd (TRCF),0,8.217708406845306,0.6877192982456141,0.67,0.21212121212121213,0.258599166910724,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1021,-,Conserved protein,0,6.88653164253051,0.621676891615542,0.6,0.35,0.25912970822834336,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1022,lpqU,Probable conserved lipoprotein LpqU,0,6.597145701886651,0.674863387978142,0.59,0.2682926829268293,0.2593432394914057,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1024,-,Possible conserved membrane protein,1,6.5337888379333435,0.6885007278020379,0.64,0.05555555555555555,0.2598191512608318,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1025,-,Conserved protein,1,6.150602768446279,0.688034188034188,0.77,0.043478260869565216,0.259953685023706,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1026,-,Conserved protein,0,6.8679744089702925,0.6895833333333333,0.71,-0.034482758620689655,0.2601132667744448,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1027c,kdpE,Probable transcriptional regulatory protein KdpE,0,6.525029657843462,0.6328928046989721,0.7,-0.13333333333333333,0.2604008086079847,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1028c,kdpD,Probable sensor protein KdpD,0,7.857093864902493,0.6724738675958188,0.62,0.05263157894736842,0.26076984140656806,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1028A,kdpF,Probable membrane protein KdpF,0,4.543294782270004,0.5698924731182796,0.62,0.10526315789473684,0.26112595352362855,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1029,kdpA,Probable potassium-transporting ATPase a chain KdpA (potassium-translocating ATP,0,7.448333860897476,0.6346153846153846,0.58,-0.23809523809523808,0.2613307576596974,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1030,kdpB,Probable potassium-transporting P-type ATPase B chain KdpB (potassium-translocat,0,7.664346632098617,0.6563380281690141,0.63,-0.4594594594594595,0.26176575393763435,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1031,kdpC,Probable potassium-transporting ATPase C chain KdpC (potassium-translocating ATP,0,6.3473892096560105,0.6631578947368421,0.61,-0.4358974358974359,0.26207154340034255,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1032c,trcS,Two component sensor histidine kinase TrcS,0,7.333676395657684,0.6496732026143791,0.58,0.09523809523809523,0.26231023599058106,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1034c,-,Probable transposase (fragment),0,5.968707559985366,0.6820512820512821,0.62,0.10526315789473684,0.2627459123043877,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1035c,-,Probable transposase (fragment),0,6.5337888379333435,0.7088791848617176,0.63,-0.35135135135135137,0.26288316621074037,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1036c,-,Probable IS1560 transposase (fragment),0,5.8289456176102075,0.616519174041298,0.58,-0.047619047619047616,0.2630069327390122,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1037c,esxI,Putative ESAT-6 like protein EsxI (ESAT-6 like protein 1),0,5.655991810819852,0.631578947368421,0.64,0.4444444444444444,0.26310259111800616,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1038c,esxJ,ESAT-6 like protein EsxJ (ESAT-6 like protein 2),0,5.697093486505405,0.632996632996633,0.6,0.35,0.2631744482415633,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1039c,PPE15,PPE family protein PPE15,0,7.0707241072602764,0.689625850340136,0.57,0.5348837209302325,0.2633742654479215,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1040c,PE8,PE family protein PE8,0,6.720220155135295,0.6896135265700483,0.63,0.2972972972972973,0.26361862500374017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1041c,-,Probable is like-2 transposase,0,6.762729506931879,0.6504629629629629,0.6,-0.25,0.2640812760737086,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1042c,-,Probable is like-2 transposase,0,6.013715156042802,0.6446078431372549,0.6,0.1,0.2641474662316855,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1044,-,Conserved hypothetical protein,1,6.437751649736401,0.6474358974358975,0.64,0.0,0.26461646430310376,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1045,-,Hypothetical protein,0,6.78332520060396,0.6235827664399093,0.67,0.09090909090909091,0.2647862465918869,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1046c,-,Hypothetical protein,0,6.26530121273771,0.638095238095238,0.62,0.05263157894736842,0.2649794901181721,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1047,-,Probable transposase,0,7.130098510125578,0.6658653846153846,0.58,0.23809523809523808,0.26522441637054883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1048c,-,Hypothetical protein,0,7.018401799069201,0.6191756272401434,0.71,-0.034482758620689655,0.2655755415578987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1049,-,Probable transcriptional repressor protein,0,6.104793232414985,0.6935123042505593,0.59,0.024390243902439025,0.2658052803425205,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1050,-,Probable oxidoreductase,0,6.810142450115136,0.67439293598234,0.55,-0.06666666666666667,0.26596950900503497,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mtuberculosis,Rv1051c,-,Conserved hypothetical protein,0,6.6293632534374485,0.6587301587301587,0.68,0.1875,0.2661936941633881,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1052,-,Hypothetical protein,0,5.968707559985366,0.6051282051282051,0.63,-0.08108108108108109,0.2665552465674056,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1053c,-,Hypothetical protein,0,5.6240175061873385,0.5833333333333334,0.58,0.0,0.2666076093293668,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1054,-,Probable integrase (fragment),0,5.755742213586912,0.6507936507936508,0.66,-0.35294117647058826,0.2668198938600015,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1055,-,Possible integrase (fragment),0,4.912654885736052,0.6074074074074074,0.69,0.16129032258064516,0.2668699898357305,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1056,-,Conserved protein,0,6.641182169740591,0.6444444444444445,0.67,0.030303030303030304,0.2670295715864693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1057,-,Conserved hypothetical protein,0,7.075808863978387,0.6692047377326565,0.69,0.4838709677419355,0.2674776018852408,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1058,fadD14,Probable medium chain fatty-acid-CoA ligase FadD14 (fatty-acid-CoA synthetase) (,0,7.398174092970465,0.6323529411764706,0.64,0.0,0.26782056664215514,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1059,-,Conserved protein,0,6.97166860472579,0.6488262910798122,0.58,0.047619047619047616,0.26814324366229236,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1060,-,Unknown protein,0,6.163314804034641,0.6540084388185654,0.71,-0.034482758620689655,0.26832946015125814,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1061,-,Conserved protein,0,6.762729506931879,0.6354166666666666,0.7,-0.4666666666666667,0.26848858854475044,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1062,-,Conserved hypothetical protein,0,6.755768921984255,0.6818181818181818,0.59,0.17073170731707318,0.26868466555382575,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1063c,-,Conserved hypothetical protein,0,6.988413181999592,0.6879039704524469,0.57,0.3953488372093023,0.26890465715764955,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1064c,lpqV,Possible lipoprotein LpqV,0,6.042632833682381,0.6976190476190476,0.59,0.36585365853658536,0.2690931404328474,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1065,-,Conserved hypothetical protein,0,6.342121418721152,0.673721340388007,0.6,-0.4,0.2692301676605769,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1066,-,Conserved hypothetical protein,0,5.983936280687191,0.7323232323232324,0.67,0.3333333333333333,0.2693384067031589,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1067c,PE_PGRS19,PE-PGRS family protein PE_PGRS19,0,7.60339933974067,0.7844311377245509,0.51,0.30612244897959184,0.26961654137383567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1068c,PE_PGRS20,PE-PGRS family protein PE_PGRS20,0,7.239214973779806,0.7528735632183908,0.62,-0.10526315789473684,0.2700766989789488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1069c,-,Conserved protein,0,7.475905969367397,0.6485260770975056,0.58,0.047619047619047616,0.27051622882935,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1070c,echA8,Probable enoyl-CoA hydratase EchA8 (enoyl hydrase) (unsaturated acyl-CoA hydrata,0,6.652863029353347,0.6459948320413437,0.6,0.1,0.2708029772877087,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1071c,echA9,Possible enoyl-CoA hydratase EchA9 (enoyl hydrase) (unsaturated acyl-CoA hydrata,0,6.946013991099227,0.6551059730250481,0.62,0.05263157894736842,0.2710108415851908,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1072,-,Probable conserved transmembrane protein,0,6.731018100482083,0.6284348864994026,0.6,0.2,0.2712655150183655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1075c,-,Conserved exported protein,0,6.852242569051878,0.6867724867724868,0.53,-0.02127659574468085,0.27199111329125575,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1076,lipU,Possible lipase LipU,0,6.796823718274855,0.6521252796420581,0.63,-0.13513513513513514,0.27228930902008647,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1077,cbs,Probable cystathionine beta-synthase Cbs (serine sulfhydrase) (beta-thionase) (h,0,7.241366283322318,0.6637992831541218,0.7,0.13333333333333333,0.2725614367072482,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1078,pra,Probable proline-rich antigen homolog Pra,0,6.584791392385716,0.6625172890733056,0.6,-0.2,0.2728470517724908,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1079,metB,Cystathionine gamma-synthase MetB (CGS) (O-succinylhomoserine [thiol]-lyase),0,7.0630481633881725,0.6478149100257069,0.64,0.1111111111111111,0.2730682901087423,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1080c,greA,Probable transcription elongation factor GreA (transcript cleavage factor GreA),0,6.206575926724928,0.6343434343434343,0.62,0.42105263157894735,0.2732725275482531,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1081c,-,Probable conserved membrane protein,0,6.077642243349034,0.6781609195402298,0.61,-0.23076923076923078,0.27341986865333856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1082,mca,Mycothiol conjugate amidase Mca (mycothiol S-conjugate amidase),0,6.7661917146603505,0.6597462514417531,0.61,0.23076923076923078,0.2735903309779913,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1083,-,Conserved hypothetical protein,0,5.5909869805108565,0.6292134831460674,0.69,-0.03225806451612903,0.2737179510428577,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1084,-,Conserved protein,0,7.612336837167746,0.7190900098911969,0.72,0.5,0.2739742112263948,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1085c,-,Possible hemolysin-like protein,0,6.593044534142437,0.6666666666666666,0.59,0.3170731707317073,0.27430822217769246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1086,-,Short (C15) chain Z-isoprenyl diphosphate synthase (Z-FPP synthase) (Z-farnesyl ,0,6.672032945461067,0.6501901140684411,0.59,-0.2682926829268293,0.2745052059012606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1087,PE_PGRS21,PE-PGRS family protein PE_PGRS21,0,7.742835955430749,0.7769097222222222,0.56,0.045454545454545456,0.2748956598297371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1088,PE9,PE family protein PE9,0,6.077642243349034,0.6666666666666666,0.36,0.03125,0.2753532106306834,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1089,PE10,PE family protein PE10,0,5.8971538676367405,0.6528925619834711,0.62,0.0,0.2754030799277893,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1089A,celA2a,"Probable cellulase CelA2a (endo-1,4-beta-glucanase) (endoglucanase) (carboxymeth",0,4.663439094112067,0.6666666666666666,0.63,0.40540540540540543,0.2755433939955553,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1090,celA2b,"Probable cellulase CelA2b (endo-1,4-beta-glucanase) (endoglucanase) (carboxymeth",0,6.124683390894205,0.6140350877192983,0.67,0.030303030303030304,0.27560176374103146,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1091,PE_PGRS22,PE-PGRS family protein PE_PGRS22,0,7.848933726364071,0.7861046057767369,0.56,0.0,0.2760376667334613,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1092c,coaA,Probable pantothenate kinase CoaA (pantothenic acid kinase),1,6.84587987526405,0.6283280085197018,0.72,0.2857142857142857,0.2764836569246239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1093,glyA1,Serine hydroxymethyltransferase 1 GlyA1,1,7.156176637480615,0.6713505074160812,0.64,-0.05555555555555555,0.276822994823567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1094,desA2,Possible acyl-[acyl-carrier protein] desaturase DesA2 (acyl-[ACP] desaturase) (s,1,6.720220155135295,0.6364734299516909,0.63,0.02702702702702703,0.2770856020085539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1095,phoH2,Probable PHOH-like protein PhoH2 (phosphate starvation-inducible protein PSIH),0,7.172424577124845,0.6682027649769585,0.72,-0.14285714285714285,0.2773746172531447,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1096,-,Possible glycosyl hydrolase,0,6.776506992372183,0.6381278538812786,0.7,-0.2,0.27764096463541466,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mtuberculosis,Rv1097c,-,Probable membrane glycine and proline rich protein,0,6.78332520060396,0.6587301587301587,0.66,0.058823529411764705,0.27784066850246125,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
