locus_tag,true_essential,lnn_prob,ortholog_prior,n_orthologs,v15_call,v15_conf,v15_syn3a_partner,cascade_call,cascade_strategy
Rv0829,0,0.6702213883399963,,0,,0.0,,0,ortholog_prior_alone
Rv0830,0,0.2666984498500824,,0,,0.0,,0,ortholog_prior_alone
Rv0831c,0,0.5947368144989014,,0,,0.0,,0,ortholog_prior_alone
Rv0832,0,0.19454631209373474,,0,,0.0,,0,ortholog_prior_alone
Rv0833,0,0.29408887028694153,,0,,0.0,,0,ortholog_prior_alone
Rv0834c,0,0.32451876997947693,,0,,0.0,,0,ortholog_prior_alone
Rv0835,0,0.30889037251472473,,0,,0.0,,0,ortholog_prior_alone
Rv0836c,0,0.19782081246376038,,0,,0.0,,0,ortholog_prior_alone
Rv0837c,0,0.23580794036388397,,0,,0.0,,0,ortholog_prior_alone
Rv0838,0,0.5485124588012695,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0839,0,0.5165987014770508,,0,,0.0,,0,ortholog_prior_alone
Rv0840c,0,0.6634736657142639,,0,,0.0,,0,ortholog_prior_alone
Rv0841,0,0.44995275139808655,,0,,0.0,,0,ortholog_prior_alone
Rv0842,0,0.4792802333831787,,0,,0.0,,0,ortholog_prior_alone
Rv0843,0,0.4516729712486267,,0,,0.0,,0,ortholog_prior_alone
Rv0844c,0,0.4167101979255676,,0,,0.0,,0,ortholog_prior_alone
Rv0845,0,0.5164996981620789,,0,,0.0,,0,ortholog_prior_alone
Rv0846c,0,0.20323295891284943,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0847,0,0.6219969391822815,,0,,0.0,,0,ortholog_prior_alone
Rv0848,0,0.2962528169155121,,0,,0.0,,0,ortholog_prior_alone
Rv0849,0,0.314645916223526,,0,,0.0,,0,ortholog_prior_alone
Rv0850,0,0.4347687363624573,,0,,0.0,,0,ortholog_prior_alone
Rv0851c,0,0.5103234052658081,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0852,0,0.5819960236549377,,0,,0.0,,0,ortholog_prior_alone
Rv0853c,0,0.5802304744720459,,0,,0.0,,0,ortholog_prior_alone
Rv0854,0,0.6223245859146118,,0,,0.0,,0,ortholog_prior_alone
Rv0855,0,0.5681925415992737,,0,,0.0,,0,ortholog_prior_alone
Rv0856,0,0.5238162279129028,,0,,0.0,,0,ortholog_prior_alone
Rv0857,0,0.5550494194030762,,0,,0.0,,0,ortholog_prior_alone
Rv0858c,0,0.43369778990745544,0.0,3,,0.0,,0,ortholog_prior_alone
Rv0859,0,0.7500540018081665,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0860,0,0.7444755434989929,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0861c,0,0.7643365859985352,,0,,0.0,,0,ortholog_prior_alone
Rv0862c,0,0.5977537035942078,,0,,0.0,,0,ortholog_prior_alone
Rv0863,0,0.4781504273414612,,0,,0.0,,0,ortholog_prior_alone
Rv0864,0,0.49159565567970276,,0,,0.0,,0,ortholog_prior_alone
Rv0865,0,0.46830031275749207,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0866,0,0.6828476190567017,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0867c,0,0.5077618956565857,,0,,0.0,,0,ortholog_prior_alone
Rv0868c,0,0.3626616597175598,,0,,0.0,,0,ortholog_prior_alone
Rv0869c,0,0.20953230559825897,0.0,3,,0.0,,0,ortholog_prior_alone
Rv0870c,0,0.2863001823425293,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0871,0,0.2966108024120331,,0,,0.0,,0,ortholog_prior_alone
Rv0872c,0,0.400712251663208,,0,,0.0,,0,ortholog_prior_alone
Rv0873,0,0.3595787286758423,,0,,0.0,,0,ortholog_prior_alone
Rv0874c,0,0.45688343048095703,,0,,0.0,,0,ortholog_prior_alone
Rv0875c,0,0.6754494309425354,,0,,0.0,,0,ortholog_prior_alone
Rv0876c,0,0.7268645167350769,,0,,0.0,,0,ortholog_prior_alone
Rv0879c,0,0.6916437745094299,,0,,0.0,,0,ortholog_prior_alone
Rv0881,0,0.34554097056388855,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0882,0,0.3160753548145294,,0,,0.0,,0,ortholog_prior_alone
Rv0883c,1,0.3224027752876282,,0,,0.0,,0,ortholog_prior_alone
Rv0884c,1,0.7116526365280151,,0,,0.0,,0,ortholog_prior_alone
Rv0885,0,0.40786316990852356,,0,,0.0,,0,ortholog_prior_alone
Rv0886,0,0.6019505858421326,,0,,0.0,,0,ortholog_prior_alone
Rv0887c,0,0.45782577991485596,,0,,0.0,,0,ortholog_prior_alone
Rv0888,0,0.375332772731781,,0,,0.0,,0,ortholog_prior_alone
Rv0889c,0,0.584889829158783,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0890c,0,0.36267369985580444,,0,,0.0,,0,ortholog_prior_alone
Rv0891c,0,0.3708106577396393,,0,,0.0,,0,ortholog_prior_alone
Rv0892,0,0.35919031500816345,,0,,0.0,,0,ortholog_prior_alone
Rv0893c,0,0.238841712474823,,0,,0.0,,0,ortholog_prior_alone
Rv0894,0,0.34326037764549255,,0,,0.0,,0,ortholog_prior_alone
Rv0895,0,0.5665479302406311,,0,,0.0,,0,ortholog_prior_alone
Rv0897c,0,0.528367817401886,,0,,0.0,,0,ortholog_prior_alone
Rv0899,0,0.4205600619316101,,0,,0.0,,0,ortholog_prior_alone
Rv0900,0,0.41298991441726685,,0,,0.0,,0,ortholog_prior_alone
Rv0901,0,0.38459500670433044,,0,,0.0,,0,ortholog_prior_alone
Rv0902c,1,0.5329875349998474,,0,,0.0,,0,ortholog_prior_alone
Rv0903c,1,0.3820045590400696,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0904c,0,0.2849395275115967,1.0,1,,0.0,,0,ortholog_prior_alone
Rv0905,0,0.3923070728778839,,0,,0.0,,0,ortholog_prior_alone
Rv0906,0,0.479298859834671,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0907,0,0.2799227833747864,,0,,0.0,,0,ortholog_prior_alone
Rv0908,0,0.4209132790565491,,0,,0.0,,0,ortholog_prior_alone
Rv0909,0,0.542317271232605,,0,,0.0,,0,ortholog_prior_alone
Rv0910,0,0.5793970823287964,,0,,0.0,,0,ortholog_prior_alone
Rv0911,0,0.485106885433197,,0,,0.0,,0,ortholog_prior_alone
Rv0912,0,0.3286179304122925,,0,,0.0,,0,ortholog_prior_alone
Rv0913c,0,0.3754541277885437,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0914c,0,0.3724629580974579,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0915c,0,0.5283975005149841,,0,,0.0,,0,ortholog_prior_alone
Rv0916c,0,0.5168169140815735,,0,,0.0,,0,ortholog_prior_alone
Rv0917,0,0.528344452381134,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0918,0,0.5001479387283325,,0,,0.0,,0,ortholog_prior_alone
Rv0919,0,0.4477691650390625,,0,,0.0,,0,ortholog_prior_alone
Rv0920c,0,0.5303147435188293,,0,,0.0,,0,ortholog_prior_alone
Rv0921,0,0.6508192420005798,,0,,0.0,,0,ortholog_prior_alone
Rv0922,0,0.5772483944892883,,0,,0.0,,0,ortholog_prior_alone
Rv0923c,0,0.36602067947387695,,0,,0.0,,0,ortholog_prior_alone
Rv0924c,0,0.4325176477432251,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0925c,0,0.5161362290382385,,0,,0.0,,0,ortholog_prior_alone
Rv0926c,0,0.46300292015075684,,0,,0.0,,0,ortholog_prior_alone
Rv0927c,0,0.4298727810382843,,0,,0.0,,0,ortholog_prior_alone
Rv0928,0,0.6318695545196533,,0,,0.0,,0,ortholog_prior_alone
Rv0929,0,0.4793642461299896,,0,,0.0,,0,ortholog_prior_alone
Rv0930,0,0.4083930552005768,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0932c,0,0.6130964159965515,,0,,0.0,,0,ortholog_prior_alone
Rv0933,0,0.4807405471801758,,0,,0.0,,0,ortholog_prior_alone
Rv0934,0,0.527194619178772,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0935,0,0.4718817472457886,0.0,3,,0.0,,0,ortholog_prior_alone
Rv0936,0,0.4574722349643707,,0,,0.0,,0,ortholog_prior_alone
Rv0937c,0,0.5726169943809509,,0,,0.0,,0,ortholog_prior_alone
Rv0938,0,0.6673946976661682,,0,,0.0,,0,ortholog_prior_alone
Rv0939,0,0.4897107481956482,,0,,0.0,,0,ortholog_prior_alone
Rv0940c,0,0.5154966115951538,,0,,0.0,,0,ortholog_prior_alone
Rv0941c,0,0.3496376872062683,,0,,0.0,,0,ortholog_prior_alone
Rv0942,0,0.25853851437568665,,0,,0.0,,0,ortholog_prior_alone
Rv0943c,0,0.43894484639167786,,0,,0.0,,0,ortholog_prior_alone
Rv0944,0,0.578673779964447,0.0,1,0.0,0.0,JCVISYN3A_0610,0,ortholog_prior_alone
Rv0945,0,0.5522639751434326,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0948c,1,0.3324263393878937,,0,,0.0,,0,ortholog_prior_alone
Rv0949,0,0.5495043992996216,0.75,4,1.0,0.8,JCVISYN3A_0695,0,ortholog_prior_alone
Rv0950c,0,0.3347536623477936,,0,,0.0,,0,ortholog_prior_alone
Rv0951,1,0.745704710483551,0.5,4,,0.0,,0,ortholog_prior_alone
Rv0952,1,0.6761936545372009,0.3333333333333333,3,,0.0,,0,ortholog_prior_alone
Rv0953c,0,0.6770612597465515,,0,,0.0,,0,ortholog_prior_alone
Rv0954,0,0.3318968415260315,,0,,0.0,,0,ortholog_prior_alone
Rv0955,0,0.4160380959510803,,0,,0.0,,0,ortholog_prior_alone
Rv0956,1,0.6304056644439697,0.0,3,,0.0,,0,ortholog_prior_alone
Rv0957,1,0.4859126806259155,0.3333333333333333,3,,0.0,,0,ortholog_prior_alone
Rv0958,0,0.5562301874160767,,0,,0.0,,0,ortholog_prior_alone
Rv0959,0,0.41382545232772827,,0,,0.0,,0,ortholog_prior_alone
Rv0959A,0,0.48546746373176575,,0,,0.0,,0,ortholog_prior_alone
Rv0960,0,0.4103269577026367,,0,,0.0,,0,ortholog_prior_alone
Rv0961,0,0.2897369861602783,,0,,0.0,,0,ortholog_prior_alone
Rv0962c,0,0.4174455404281616,,0,,0.0,,0,ortholog_prior_alone
Rv0963c,0,0.5918061137199402,,0,,0.0,,0,ortholog_prior_alone
Rv0964c,0,0.36282190680503845,,0,,0.0,,0,ortholog_prior_alone
Rv0965c,0,0.2967562675476074,,0,,0.0,,0,ortholog_prior_alone
Rv0966c,0,0.312308669090271,,0,,0.0,,0,ortholog_prior_alone
Rv0968,0,0.659462571144104,,0,,0.0,,0,ortholog_prior_alone
Rv0969,0,0.5677434206008911,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0970,0,0.3812066912651062,,0,,0.0,,0,ortholog_prior_alone
Rv0971c,0,0.6796889305114746,,0,,0.0,,0,ortholog_prior_alone
Rv0972c,0,0.6257505416870117,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0973c,0,0.6431551575660706,,0,,0.0,,0,ortholog_prior_alone
Rv0974c,0,0.45223528146743774,,0,,0.0,,0,ortholog_prior_alone
Rv0975c,0,0.5602384805679321,,0,,0.0,,0,ortholog_prior_alone
Rv0976c,0,0.5851620435714722,,0,,0.0,,0,ortholog_prior_alone
Rv0982,1,0.3939110338687897,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0983,0,0.4060969054698944,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0984,0,0.2439798265695572,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0985c,0,0.44134193658828735,0.0,3,,0.0,,0,ortholog_prior_alone
Rv0986,0,0.6030505895614624,0.5,4,0.0,0.0,JCVISYN3A_0030,0,ortholog_prior_alone
Rv0987,0,0.5751619935035706,,0,,0.0,,0,ortholog_prior_alone
Rv0988,0,0.40189602971076965,,0,,0.0,,0,ortholog_prior_alone
Rv0989c,0,0.5590415000915527,,0,,0.0,,0,ortholog_prior_alone
Rv0990c,0,0.39924684166908264,,0,,0.0,,0,ortholog_prior_alone
Rv0991c,0,0.5081230401992798,,0,,0.0,,0,ortholog_prior_alone
Rv0992c,0,0.3760533928871155,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0993,1,0.6108585000038147,0.6666666666666666,6,1.0,1.0,JCVISYN3A_0115,0,ortholog_prior_alone
Rv0994,0,0.41352224349975586,,0,,0.0,,0,ortholog_prior_alone
Rv0995,0,0.40101173520088196,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0996,0,0.3554685413837433,,0,,0.0,,0,ortholog_prior_alone
Rv0997,0,0.3181796371936798,,0,,0.0,,0,ortholog_prior_alone
Rv0998,0,0.472084641456604,,0,,0.0,,0,ortholog_prior_alone
Rv0999,0,0.6126331686973572,,0,,0.0,,0,ortholog_prior_alone
Rv1000c,0,0.6368765234947205,,0,,0.0,,0,ortholog_prior_alone
Rv1001,0,0.6311888098716736,,0,,0.0,,0,ortholog_prior_alone
Rv1003,0,0.6228814125061035,0.25,4,,0.0,,0,ortholog_prior_alone
Rv1004c,0,0.41425207257270813,,0,,0.0,,0,ortholog_prior_alone
Rv1005c,1,0.6003744006156921,0.0,2,,0.0,,0,ortholog_prior_alone
Rv1007c,1,0.7983236312866211,1.0,4,1.0,0.8,JCVISYN3A_0012,0,ortholog_prior_alone
Rv1009,0,0.593342125415802,,0,,0.0,,0,ortholog_prior_alone
Rv1010,0,0.4011784791946411,0.0,3,,0.0,,0,ortholog_prior_alone
Rv1011,1,0.39546334743499756,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1012,0,0.3584710359573364,,0,,0.0,,0,ortholog_prior_alone
Rv1013,0,0.36005231738090515,,0,,0.0,,0,ortholog_prior_alone
Rv1014c,1,0.8122566342353821,0.8333333333333334,6,1.0,0.8,JCVISYN3A_0832,0,ortholog_prior_alone
Rv1017c,1,0.723278820514679,1.0,6,1.0,1.0,JCVISYN3A_0831,0,ortholog_prior_alone
Rv1018c,1,0.48877638578414917,1.0,4,,0.0,,0,ortholog_prior_alone
Rv1019,0,0.5825536251068115,,0,,0.0,,0,ortholog_prior_alone
Rv1020,0,0.4186252951622009,0.0,3,,0.0,,0,ortholog_prior_alone
Rv1021,0,0.49464935064315796,,0,,0.0,,0,ortholog_prior_alone
Rv1022,0,0.5406676530838013,,0,,0.0,,0,ortholog_prior_alone
Rv1024,1,0.536881685256958,,0,,0.0,,0,ortholog_prior_alone
Rv1025,1,0.5113130807876587,,0,,0.0,,0,ortholog_prior_alone
Rv1026,0,0.6274592876434326,,0,,0.0,,0,ortholog_prior_alone
Rv1027c,0,0.6517521142959595,0.0,3,,0.0,,0,ortholog_prior_alone
Rv1028c,0,0.6455949544906616,0.0,3,,0.0,,0,ortholog_prior_alone
Rv1028A,0,0.4366642236709595,,0,,0.0,,0,ortholog_prior_alone
Rv1029,0,0.5027570724487305,0.0,3,,0.0,,0,ortholog_prior_alone
Rv1030,0,0.7313165068626404,0.0,3,,0.0,,0,ortholog_prior_alone
Rv1031,0,0.7632136344909668,0.0,3,,0.0,,0,ortholog_prior_alone
Rv1032c,0,0.5255130529403687,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1034c,0,0.46066367626190186,,0,,0.0,,0,ortholog_prior_alone
Rv1035c,0,0.5114670395851135,,0,,0.0,,0,ortholog_prior_alone
Rv1036c,0,0.660866379737854,,0,,0.0,,0,ortholog_prior_alone
Rv1037c,0,0.2492634356021881,,0,,0.0,,0,ortholog_prior_alone
Rv1038c,0,0.34231793880462646,,0,,0.0,,0,ortholog_prior_alone
Rv1039c,0,0.5096974968910217,,0,,0.0,,0,ortholog_prior_alone
Rv1040c,0,0.3806350529193878,,0,,0.0,,0,ortholog_prior_alone
Rv1041c,0,0.5777668356895447,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1042c,0,0.6357807517051697,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1044,1,0.4921519458293915,,0,,0.0,,0,ortholog_prior_alone
Rv1045,0,0.5883065462112427,,0,,0.0,,0,ortholog_prior_alone
Rv1046c,0,0.4612632989883423,,0,,0.0,,0,ortholog_prior_alone
Rv1047,0,0.33467236161231995,,0,,0.0,,0,ortholog_prior_alone
Rv1048c,0,0.35480520129203796,,0,,0.0,,0,ortholog_prior_alone
Rv1049,0,0.3440242111682892,,0,,0.0,,0,ortholog_prior_alone
Rv1050,0,0.3080807626247406,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1051c,0,0.26931920647621155,,0,,0.0,,0,ortholog_prior_alone
Rv1052,0,0.5224027633666992,,0,,0.0,,0,ortholog_prior_alone
Rv1053c,0,0.44012799859046936,,0,,0.0,,0,ortholog_prior_alone
Rv1054,0,0.4452034831047058,,0,,0.0,,0,ortholog_prior_alone
Rv1055,0,0.3706461787223816,,0,,0.0,,0,ortholog_prior_alone
Rv1056,0,0.3672092854976654,,0,,0.0,,0,ortholog_prior_alone
Rv1057,0,0.46085017919540405,,0,,0.0,,0,ortholog_prior_alone
Rv1058,0,0.5706989169120789,0.0,2,,0.0,,0,ortholog_prior_alone
Rv1059,0,0.3941669762134552,,0,,0.0,,0,ortholog_prior_alone
Rv1060,0,0.37308698892593384,,0,,0.0,,0,ortholog_prior_alone
Rv1061,0,0.5163956880569458,,0,,0.0,,0,ortholog_prior_alone
Rv1062,0,0.34409278631210327,,0,,0.0,,0,ortholog_prior_alone
Rv1063c,0,0.30503910779953003,0.0,2,,0.0,,0,ortholog_prior_alone
Rv1064c,0,0.4139707386493683,,0,,0.0,,0,ortholog_prior_alone
Rv1065,0,0.20572598278522491,,0,,0.0,,0,ortholog_prior_alone
Rv1066,0,0.2548151910305023,,0,,0.0,,0,ortholog_prior_alone
Rv1067c,0,0.5237155556678772,,0,,0.0,,0,ortholog_prior_alone
Rv1068c,0,0.2715398967266083,,0,,0.0,,0,ortholog_prior_alone
Rv1069c,0,0.45448413491249084,,0,,0.0,,0,ortholog_prior_alone
Rv1070c,0,0.3623429238796234,0.0,2,,0.0,,0,ortholog_prior_alone
Rv1071c,0,0.5369813442230225,0.0,2,,0.0,,0,ortholog_prior_alone
Rv1072,0,0.5393151044845581,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1075c,0,0.6786721348762512,,0,,0.0,,0,ortholog_prior_alone
Rv1076,0,0.6430041193962097,,0,,0.0,,0,ortholog_prior_alone
Rv1077,0,0.7389573454856873,,0,,0.0,,0,ortholog_prior_alone
Rv1078,0,0.610706627368927,,0,,0.0,,0,ortholog_prior_alone
Rv1079,0,0.6765287518501282,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1080c,0,0.20792393386363983,0.0,3,,0.0,,0,ortholog_prior_alone
Rv1081c,0,0.30435672402381897,,0,,0.0,,0,ortholog_prior_alone
Rv1082,0,0.5100124478340149,,0,,0.0,,0,ortholog_prior_alone
Rv1083,0,0.5358566641807556,,0,,0.0,,0,ortholog_prior_alone
Rv1084,0,0.44609469175338745,,0,,0.0,,0,ortholog_prior_alone
Rv1085c,0,0.4308640658855438,0.0,2,,0.0,,0,ortholog_prior_alone
Rv1086,0,0.646242618560791,,0,,0.0,,0,ortholog_prior_alone
Rv1087,0,0.578726053237915,,0,,0.0,,0,ortholog_prior_alone
Rv1088,0,0.47151950001716614,,0,,0.0,,0,ortholog_prior_alone
Rv1089,0,0.49056851863861084,,0,,0.0,,0,ortholog_prior_alone
Rv1089A,0,0.4724976420402527,,0,,0.0,,0,ortholog_prior_alone
Rv1090,0,0.552267849445343,,0,,0.0,,0,ortholog_prior_alone
Rv1091,0,0.5903311371803284,,0,,0.0,,0,ortholog_prior_alone
Rv1092c,1,0.5446728467941284,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1093,1,0.38293886184692383,0.5,2,1.0,1.0,JCVISYN3A_0799,0,ortholog_prior_alone
Rv1094,1,0.61707603931427,,0,,0.0,,0,ortholog_prior_alone
Rv1095,0,0.5924956798553467,,0,,0.0,,0,ortholog_prior_alone
Rv1096,0,0.5289314985275269,,0,,0.0,,0,ortholog_prior_alone
Rv1097c,0,0.3541741669178009,,0,,0.0,,0,ortholog_prior_alone
Rv1098c,1,0.49545586109161377,0.3333333333333333,3,,0.0,,0,ortholog_prior_alone
Rv1099c,0,0.3426433205604553,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1100,0,0.4446949362754822,,0,,0.0,,0,ortholog_prior_alone
Rv1101c,0,0.6052782535552979,,0,,0.0,,0,ortholog_prior_alone
Rv1102c,0,0.6175019145011902,,0,,0.0,,0,ortholog_prior_alone
Rv1103c,0,0.6143059134483337,,0,,0.0,,0,ortholog_prior_alone
Rv1104,0,0.5128016471862793,,0,,0.0,,0,ortholog_prior_alone
Rv1105,0,0.23903901875019073,,0,,0.0,,0,ortholog_prior_alone
Rv1106c,0,0.6346473693847656,,0,,0.0,,0,ortholog_prior_alone
Rv1107c,0,0.7051827311515808,,0,,0.0,,0,ortholog_prior_alone
Rv1108c,0,0.6019765138626099,0.0,2,1.0,0.9,JCVISYN3A_0106,0,ortholog_prior_alone
Rv1109c,0,0.40181460976600647,,0,,0.0,,0,ortholog_prior_alone
Rv1110,1,0.6332207918167114,1.0,1,,0.0,,0,ortholog_prior_alone
Rv1111c,1,0.3166593909263611,,0,,0.0,,0,ortholog_prior_alone
Rv1112,0,0.6618059873580933,0.2,5,0.0,0.0,JCVISYN3A_0872,0,ortholog_prior_alone
Rv1113,0,0.4112420380115509,,0,,0.0,,0,ortholog_prior_alone
Rv1114,0,0.43062129616737366,,0,,0.0,,0,ortholog_prior_alone
Rv1115,0,0.6571176052093506,,0,,0.0,,0,ortholog_prior_alone
Rv1116,0,0.6220048666000366,,0,,0.0,,0,ortholog_prior_alone
Rv1116A,0,0.37372398376464844,,0,,0.0,,0,ortholog_prior_alone
Rv1117,0,0.5050306916236877,,0,,0.0,,0,ortholog_prior_alone
Rv1118c,0,0.3627525568008423,,0,,0.0,,0,ortholog_prior_alone
Rv1120c,0,0.5394733548164368,,0,,0.0,,0,ortholog_prior_alone
Rv1121,0,0.4601426124572754,,0,,0.0,,0,ortholog_prior_alone
Rv1122,1,0.6217273473739624,,0,,0.0,,0,ortholog_prior_alone
Rv1123c,0,0.5281664133071899,,0,,0.0,,0,ortholog_prior_alone
Rv1124,0,0.44442474842071533,,0,,0.0,,0,ortholog_prior_alone
Rv1125,0,0.47441595792770386,,0,,0.0,,0,ortholog_prior_alone
Rv1126c,0,0.5306205153465271,,0,,0.0,,0,ortholog_prior_alone
Rv1127c,0,0.5906496047973633,1.0,1,,0.0,,0,ortholog_prior_alone
Rv1128c,0,0.5641837120056152,,0,,0.0,,0,ortholog_prior_alone
Rv1129c,0,0.27264904975891113,,0,,0.0,,0,ortholog_prior_alone
Rv1130,0,0.6243209838867188,,0,,0.0,,0,ortholog_prior_alone
Rv1131,0,0.5337627530097961,0.0,2,,0.0,,0,ortholog_prior_alone
Rv1132,0,0.41252604126930237,,0,,0.0,,0,ortholog_prior_alone
Rv1133c,1,0.5319637656211853,0.0,2,,0.0,,0,ortholog_prior_alone
Rv1134,0,0.5405113697052002,,0,,0.0,,0,ortholog_prior_alone
Rv1135c,0,0.3061484694480896,,0,,0.0,,0,ortholog_prior_alone
Rv1135A,0,0.4399840235710144,,0,,0.0,,0,ortholog_prior_alone
Rv1136,0,0.6111372709274292,,0,,0.0,,0,ortholog_prior_alone
Rv1137c,0,0.2598472833633423,,0,,0.0,,0,ortholog_prior_alone
Rv1138c,0,0.40936166048049927,,0,,0.0,,0,ortholog_prior_alone
Rv1139c,0,0.3495251536369324,,0,,0.0,,0,ortholog_prior_alone
Rv1140,0,0.4238591492176056,,0,,0.0,,0,ortholog_prior_alone
Rv1141c,0,0.36484044790267944,,0,,0.0,,0,ortholog_prior_alone
Rv1142c,0,0.32411524653434753,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1148c,0,0.38013899326324463,,0,,0.0,,0,ortholog_prior_alone
Rv1149,0,0.6338430643081665,,0,,0.0,,0,ortholog_prior_alone
Rv1151c,0,0.3754619359970093,0.0,3,,0.0,,0,ortholog_prior_alone
Rv1152,0,0.42880186438560486,,0,,0.0,,0,ortholog_prior_alone
Rv1153c,0,0.5613583326339722,,0,,0.0,,0,ortholog_prior_alone
Rv1154c,0,0.5176401734352112,,0,,0.0,,0,ortholog_prior_alone
Rv1155,0,0.35632890462875366,,0,,0.0,,0,ortholog_prior_alone
Rv1156,0,0.4614734947681427,,0,,0.0,,0,ortholog_prior_alone
Rv1157c,0,0.6191928386688232,,0,,0.0,,0,ortholog_prior_alone
Rv1158c,0,0.4899553656578064,,0,,0.0,,0,ortholog_prior_alone
Rv1159,0,0.6362026929855347,,0,,0.0,,0,ortholog_prior_alone
Rv1159A,0,0.7120048403739929,,0,,0.0,,0,ortholog_prior_alone
Rv1160,0,0.6541966795921326,0.5,2,,0.0,,0,ortholog_prior_alone
Rv1161,0,0.718407928943634,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1162,0,0.6494154930114746,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1163,0,0.5437538027763367,,0,,0.0,,0,ortholog_prior_alone
Rv1164,0,0.5527397394180298,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1165,0,0.7018545269966125,0.0,3,,0.0,,0,ortholog_prior_alone
Rv1166,1,0.6044061779975891,,0,,0.0,,0,ortholog_prior_alone
Rv1167c,0,0.5011537075042725,,0,,0.0,,0,ortholog_prior_alone
Rv1168c,0,0.49685749411582947,,0,,0.0,,0,ortholog_prior_alone
Rv1169c,0,0.24146819114685059,,0,,0.0,,0,ortholog_prior_alone
Rv1170,0,0.4045299291610718,,0,,0.0,,0,ortholog_prior_alone
Rv1171,0,0.22389544546604156,,0,,0.0,,0,ortholog_prior_alone
Rv1172c,0,0.34346088767051697,,0,,0.0,,0,ortholog_prior_alone
Rv1173,0,0.50385981798172,,0,,0.0,,0,ortholog_prior_alone
Rv1174c,0,0.31170469522476196,,0,,0.0,,0,ortholog_prior_alone
Rv1175c,0,0.4760803282260895,0.0,2,,0.0,,0,ortholog_prior_alone
Rv1176c,0,0.3853221535682678,0.0,1,,0.0,,0,ortholog_prior_alone
Rv1177,1,0.6032792925834656,1.0,2,,0.0,,0,ortholog_prior_alone
Rv1178,0,0.46335065364837646,,0,,0.0,,0,ortholog_prior_alone
Rv1179c,0,0.25284087657928467,,0,,0.0,,0,ortholog_prior_alone
Rv1180,0,0.6441431641578674,,0,,0.0,,0,ortholog_prior_alone
Rv1181,0,0.6742708683013916,,0,,0.0,,0,ortholog_prior_alone
Rv1182,0,0.5772882699966431,,0,,0.0,,0,ortholog_prior_alone
Rv1183,0,0.6296042799949646,,0,,0.0,,0,ortholog_prior_alone
Rv1184c,0,0.38193777203559875,,0,,0.0,,0,ortholog_prior_alone
Rv1185c,0,0.7156340479850769,,0,,0.0,,0,ortholog_prior_alone
Rv1186c,0,0.6808492541313171,,0,,0.0,,0,ortholog_prior_alone
Rv1187,0,0.39832770824432373,,0,,0.0,,0,ortholog_prior_alone
Rv1188,0,0.4295259416103363,,0,,0.0,,0,ortholog_prior_alone
Rv1189,0,0.6844019889831543,,0,,0.0,,0,ortholog_prior_alone
Rv1190,0,0.48495230078697205,,0,,0.0,,0,ortholog_prior_alone
Rv1191,0,0.7002509236335754,,0,,0.0,,0,ortholog_prior_alone
Rv1192,0,0.610179603099823,,0,,0.0,,0,ortholog_prior_alone
Rv1193,0,0.7162176966667175,0.0,2,,0.0,,0,ortholog_prior_alone
Rv1194c,0,0.5875459909439087,,0,,0.0,,0,ortholog_prior_alone
Rv1199c,0,0.3278830945491791,,0,,0.0,,0,ortholog_prior_alone
Rv1200,0,0.34917977452278137,0.0,3,,0.0,,0,ortholog_prior_alone
