organism,locus_tag,b_number,gene_name,product,source
beril_Keio,15257,b1135,rluE,23S rRNA pseudouridine(2457) synthase,synteny_chain
beril_Keio,15258,b1136,icd,isocitrate dehydrogenase,synteny_chain
beril_Keio,15262,b1137,ymfD,putative SAM-dependent methyltransferase YmfD,synteny_chain
beril_Keio,15267,b1138,ymfE,uncharacterized protein YmfE,synteny_chain
beril_Keio,15275,b1139,lit,cell death peptidase Lit,synteny_chain
beril_Keio,15278,b1140,intE,putative integrase,synteny_chain
beril_Keio,15280,b1141,xisE,putative excisionase,synteny_chain
beril_Keio,15282,b1142,ymfH,putative protein YmfH,synteny_chain
beril_Keio,15284,b1143,ymfI,uncharacterized protein YmfI,synteny_chain
beril_Keio,15285,b1144,ymfJ,uncharacterized protein YmfJ,synteny_chain
beril_Keio,15286,b1145,ymfK,putative repressor protein YmfK,synteny_chain
beril_Keio,15288,b1146,ymfT,putative DNA-binding transcriptional regulator YmfT,synteny_chain
beril_Keio,15290,b1147,ymfL,uncharacterized protein YmfL,synteny_chain
beril_Keio,15296,b1148,ymfM,cell division inhibitor YmfM,synteny_chain
beril_Keio,15303,b1185,dsbB,protein thiol:quinone oxidoreductase DsbB,synteny_chain
beril_Keio,15305,b1186,nhaB,Na(+):H(+) antiporter NhaB,synteny_chain
beril_Keio,15306,b1187,fadR,DNA-binding transcriptional dual regulator FadR,synteny_chain
beril_Keio,15307,b1188,ycgB,PF04293 family protein YcgB,synteny_chain
beril_Keio,15308,b1189,dadA,D-amino acid dehydrogenase,synteny_chain
beril_Keio,15309,b1190,dadX,alanine racemase 2,synteny_chain
beril_Keio,15310,b4740,ymgM,protein YmgM,synteny_chain
beril_Keio,15311,b1191,cvrA,putative K(+):H(+) antiporter,synteny_chain
beril_Keio,15312,b1192,ldcA,murein tetrapeptide carboxypeptidase,synteny_chain
beril_Keio,15313,b1193,emtA,lytic murein transglycosylase E,synteny_chain
beril_Keio,15314,b1194,ycgR,flagellar brake protein YcgR,synteny_chain
beril_Keio,15315,b1195,ymgE,PF04226 family protein YmgE,synteny_chain
beril_Keio,15316,b1196,ycgY,uncharacterized protein YcgY,synteny_chain
beril_Keio,15317,b1197,treA,periplasmic trehalase,synteny_chain
beril_Keio,15319,b1198,dhaM,dihydroxyacetone kinase subunit M,synteny_chain
beril_Keio,15320,b1199,dhaL,dihydroxyacetone kinase subunit L,synteny_walk
beril_Keio,15321,b1200,dhaK,dihydroxyacetone kinase subunit K,synteny_walk
beril_Keio,15322,b1201,dhaR,DNA-binding transcriptional dual regulator DhaR,synteny_walk
beril_Keio,15323,b1202,ycgV,putative autotransporter adhesin YcgV,synteny_walk
beril_Keio,15325,b1203,ychF,redox-responsive ATPase YchF,synteny_walk
beril_Keio,15326,b1204,pth,peptidyl-tRNA hydrolase,synteny_walk
beril_Keio,15327,b1205,ychH,stress-induced protein,synteny_walk
beril_Keio,15328,b1206,dauA,aerobic C4-dicarboxylate transporter DauA,synteny_walk
beril_Keio,15329,b1207,prs,ribose-phosphate diphosphokinase,synteny_walk
beril_Keio,15330,b1208,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,anchor_product
beril_Keio,15331,b1209,lolB,outer membrane lipoprotein LolB,synteny_walk
beril_Keio,15332,b1210,hemA,glutamyl-tRNA reductase,anchor_product
beril_Keio,15333,b1211,prfA,peptide chain release factor RF1,synteny_walk
beril_Keio,15334,b1212,prmC,protein-(glutamine-N(5)) methyltransferase,synteny_walk
beril_Keio,15335,b1213,ychQ,SirB family protein YchQ,synteny_walk
beril_Keio,15336,b1214,ychA,transglutaminase-like/TPR repeat-containing protein,synteny_chain
beril_Keio,15337,b1215,kdsA,3-deoxy-D-manno-octulosonate 8-phosphate synthase,synteny_chain
beril_Keio,15338,b4419,ldrA,small toxic polypeptide LdrA,synteny_chain
beril_Keio,15339,b4421,ldrB,small toxic polypeptide LdrB,synteny_chain
beril_Keio,15340,b4423,ldrC,small toxic polypeptide LdrC,synteny_chain
beril_Keio,15341,b1216,chaA,Na(+)/K(+):H(+) antiporter ChaA,synteny_chain
beril_Keio,15342,b1217,chaB,putative cation transport regulator ChaB,synteny_chain
beril_Keio,15343,b1223,narK,nitrate:nitrite antiporter NarK,synteny_chain
beril_Keio,15344,b1224,narG,nitrate reductase A subunit alpha,synteny_chain
beril_Keio,15345,b1225,narH,nitrate reductase A subunit beta,synteny_chain
beril_Keio,15346,b1226,narJ,nitrate reductase 1 molybdenum cofactor assembly chaperone,synteny_chain
beril_Keio,15347,b1227,narI,nitrate reductase A subunit gamma,synteny_chain
beril_Keio,15348,b1228,ychS,putative uncharacterized protein YchS,synteny_chain
beril_Keio,15349,b1229,tpr,protamine-like protein,synteny_chain
beril_Keio,15352,b1232,purU,formyltetrahydrofolate deformylase,anchor_product
beril_Keio,15353,b1233,ychJ,NTF2-like domain-containing protein YchJ,synteny_walk
beril_Keio,15354,b1234,rssA,putative patatin-like phospholipase RssA,synteny_walk
beril_Keio,15355,b1235,rssB,regulator of RpoS,synteny_walk
beril_Keio,15356,b1236,galU,UTP--glucose-1-phosphate uridylyltransferase,synteny_walk
beril_Keio,15357,b1237,hns,DNA-binding transcriptional dual regulator H-NS,synteny_walk
beril_Keio,15358,b1238,tdk,thymidine/deoxyuridine kinase,synteny_walk
beril_Keio,15361,b1241,adhE,fused acetaldehyde-CoA dehydrogenase and Fe-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE,synteny_walk
beril_Keio,15362,b4771,ychT,protein YchT,synteny_chain
beril_Keio,15363,b1242,ychE,MarC family putative inner membrane protein YchE,synteny_chain
beril_Keio,15364,b4711,insH21,IS5 transposase and trans-activator,synteny_chain
beril_Keio,15365,b1243,oppA,oligopeptide ABC transporter periplasmic binding protein,synteny_chain
beril_Keio,15367,b1244,oppB,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB,synteny_chain
beril_Keio,15368,b1245,oppC,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC,synteny_chain
beril_Keio,15369,b1246,oppD,murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD,synteny_chain
beril_Keio,15371,b1252,tonB,Ton complex subunit TonB,synteny_chain
beril_Keio,15372,b1253,yciA,acyl-CoA thioesterase YciA,synteny_chain
beril_Keio,15373,b1254,yciB,inner membrane protein YciB,synteny_chain
beril_Keio,15374,b1255,yciC,putative inner membrane protein,synteny_chain
beril_Keio,15375,b1256,ompW,outer membrane protein W,synteny_chain
beril_Keio,15376,b1257,yciE,DUF892 domain-containing protein YciE,synteny_chain
beril_Keio,15377,b1258,yciF,DUF892 domain-containing protein YciF,synteny_chain
beril_Keio,15378,b1259,yciG,stress-induced bacterial acidophilic repeat motifs-containing protein YciG,synteny_chain
beril_Keio,15380,b1260,trpA,tryptophan synthase subunit alpha,anchor_product
beril_Keio,15381,b1261,trpB,tryptophan synthase subunit beta,anchor_product
beril_Keio,15382,b1262,trpC,fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase,synteny_walk
beril_Keio,15383,b1263,trpD,anthranilate synthase subunit TrpD,synteny_walk
beril_Keio,15384,b1264,trpE,anthranilate synthase subunit TrpE,synteny_walk
beril_Keio,15386,b1265,trpL,trp operon leader peptide,synteny_chain
beril_Keio,15387,b1266,rnm,RNase AM,synteny_chain
beril_Keio,15388,b1267,yciO,putative RNA-binding protein YciO,synteny_chain
beril_Keio,15389,b1268,yciQ,DUF2207 domain-containing protein YciQ,synteny_chain
beril_Keio,15390,b1269,rluB,23S rRNA pseudouridine(2605) synthase,synteny_chain
beril_Keio,15391,b1274,topA,DNA topoisomerase I,synteny_chain
beril_Keio,15392,b1275,cysB,DNA-binding transcriptional dual regulator CysB,synteny_chain
beril_Keio,15393,b4522,ymiA,uncharacterized protein YmiA,synteny_chain
beril_Keio,15394,b4523,yciX,uncharacterized protein YciX,synteny_chain
beril_Keio,15395,b4741,ymiC,protein YmiC,synteny_chain
beril_Keio,15396,b1276,acnA,aconitate hydratase 1,synteny_walk
beril_Keio,15397,b1277,ribA,GTP cyclohydrolase 2,synteny_walk
beril_Keio,15398,b1278,pgpB,phosphatidylglycerophosphatase B,anchor_product
beril_Keio,15399,b1279,lapA,lipopolysaccharide assembly protein A,synteny_chain
beril_Keio,15400,b1280,lapB,lipopolysaccharide assembly protein B,synteny_walk
beril_Keio,15401,b1281,pyrF,orotidine-5'-phosphate decarboxylase,anchor_product
beril_Keio,15402,b1282,yciH,putative translation factor,synteny_walk
beril_Keio,15403,b1283,osmB,osmotically-inducible lipoprotein OsmB,synteny_walk
beril_Keio,15404,b1284,yciT,DNA-binding transcriptional dual regulator YciT,synteny_walk
beril_Keio,15405,b4596,yciZ,UPF0509 family protein YciZ,synteny_walk
beril_Keio,15406,b4772,ymiD,protein YmiD,synteny_chain
beril_Keio,15407,b1285,pdeR,cyclic di-GMP phosphodiesterase PdeR,synteny_chain
beril_Keio,15408,b4672,ymiB,putative protein YmiB,synteny_chain
beril_Keio,15409,b1286,rnb,RNase II,synteny_chain
beril_Keio,15410,b1287,yciW,putative peroxidase YciW,synteny_chain
beril_Keio,15411,b1288,fabI,enoyl-[acyl-carrier-protein] reductase,synteny_chain
beril_Keio,15412,b1289,ycjD,DUF559 domain-containing protein YcjD,synteny_chain
beril_Keio,15413,b1290,sapF,putrescine ABC exporter ATP binding protein SapF,synteny_chain
beril_Keio,15414,b1291,sapD,putrescine ABC exporter ATP binding protein SapD,synteny_chain
beril_Keio,15415,b1292,sapC,putrescine ABC exporter membrane protein SapC,synteny_chain
beril_Keio,15416,b1293,sapB,putrescine ABC exporter membrane subunit SapB,synteny_chain
beril_Keio,15417,b1294,sapA,putative periplasmic binding protein SapA,synteny_chain
beril_Keio,15418,b1295,ymjA,DUF2543 domain-containing protein YmjA,synteny_chain
beril_Keio,15419,b1296,puuP,putrescine:H(+) symporter PuuP,synteny_chain
beril_Keio,15420,b4742,ymjE,protein YmjE,synteny_chain
beril_Keio,15444,b2480,bcp,thiol peroxidase,anchor_product
beril_Keio,15445,b2481,hyfA,hydrogenase 4 component A,synteny_chain
beril_Keio,15446,b2482,hyfB,hydrogenase 4 component B,synteny_chain
beril_Keio,15447,b2483,hyfC,hydrogenase 4 component C,synteny_chain
beril_Keio,15448,b1330,ynaI,small conductance mechanosensitive channel YnaI,synteny_chain
beril_Keio,15449,b1331,insH4,IS5 transposase and trans-activator,synteny_chain
beril_Keio,15452,b1332,ynaJ,DUF2534 domain-containing protein YnaJ,synteny_walk
beril_Keio,15453,b1333,uspE,universal stress protein E,synteny_walk
beril_Keio,15454,b1334,fnr,DNA-binding transcriptional dual regulator FNR,synteny_walk
beril_Keio,15455,b1335,ogt,methylated-DNA--[protein]-cysteine S-methyltransferase,anchor_product
beril_Keio,15456,b1336,abgT,p-aminobenzoyl glutamate:H(+) symporter,synteny_walk
beril_Keio,15457,b1337,abgB,p-aminobenzoyl-glutamate hydrolase subunit B,synteny_chain
beril_Keio,15458,b1338,abgA,p-aminobenzoyl-glutamate hydrolase subunit A,synteny_chain
beril_Keio,15459,b1339,abgR,putative LysR-type DNA-binding transcriptional regulator AbgR,synteny_chain
beril_Keio,15460,b1340,smrA,DNA endonuclease SmrA,synteny_chain
beril_Keio,15462,b1341,dgcM,diguanylate cyclase DgcM,synteny_chain
beril_Keio,15463,b4773,ynaN,protein YnaN,synteny_chain
beril_Keio,15464,b1342,zntB,Zn(2(+)):H(+) symporter,synteny_chain
beril_Keio,15465,b4743,ynaL,protein YnaL,synteny_chain
beril_Keio,15485,b1343,dbpA,ATP-dependent RNA helicase DbpA,synteny_chain
beril_Keio,15492,b1344,ttcA,tRNA cytosine(32) 2-sulfurtransferase TtcA,synteny_chain
beril_Keio,15495,b1345,intR,putative integrase,synteny_chain
beril_Keio,15496,b1346,xisR,excisionase,synteny_chain
beril_Keio,15498,b1347,rcbA,double-strand break reduction protein,synteny_chain
beril_Keio,15499,b1348,ralR,endodeoxyribonuclease toxin RalR,synteny_chain
beril_Keio,15500,b1349,recT,recombinase RecT,synteny_chain
beril_Keio,15561,b1444,patD,gamma-aminobutyraldehyde dehydrogenase,synteny_chain
beril_Keio,15562,b4598,yncL,uncharacterized protein YncL,synteny_chain
beril_Keio,15563,b1445,ortT,orphan toxin OrtT,synteny_chain
beril_Keio,15564,b1446,ydcY,DUF2526 domain-containing protein YdcY,synteny_chain
beril_Keio,15565,b1447,ydcZ,putative transport protein YdcZ,synteny_chain
beril_Keio,15566,b1448,mnaT,L-amino acid N-acyltransferase,synteny_chain
beril_Keio,15567,b1449,curA,NADPH-dependent curcumin/dihydrocurcumin reductase,synteny_chain
beril_Keio,15568,b1450,mcbR,DNA-binding transcriptional dual regulator McbR,synteny_chain
beril_Keio,15569,b1451,pqqU,pyrroloquinoline quinone outer membrane transporter,synteny_chain
beril_Keio,15570,b1452,yncE,PQQ-like domain-containing protein YncE,synteny_chain
beril_Keio,15571,b1453,ansP,L-asparagine transporter,synteny_chain
beril_Keio,15572,b1454,yncG,putative glutathione S-transferase YncG,synteny_chain
beril_Keio,15573,b1455,yncH,DUF5445 domain-containing protein YncH,synteny_chain
beril_Keio,15574,b1457,ydcD,uncharacterized protein YdcD,synteny_chain
beril_Keio,15575,b4745,yncO,protein YncO,synteny_chain
beril_Keio,15581,b1460,ydcC,H repeat-associated putative transposase YdcC,synteny_walk
beril_Keio,15582,b1461,pptA,tautomerase PptA,anchor_product
beril_Keio,15583,b1462,yddH,flavin reductase-like protein YddH,synteny_walk
beril_Keio,15584,b1463,nhoA,arylamine N-acetyltransferase,synteny_walk
beril_Keio,15585,b1464,yddE,PF02567 family protein YddE,synteny_chain
beril_Keio,15586,b1465,narV,nitrate reductase Z subunit gamma,synteny_chain
beril_Keio,15587,b1466,narW,NarW%2C putative private chaperone for NarZ nitrate reductase subunit,synteny_chain
beril_Keio,15588,b1467,narY,nitrate reductase Z subunit beta,synteny_chain
beril_Keio,15589,b1468,narZ,nitrate reductase Z subunit alpha,synteny_chain
beril_Keio,15590,b1469,narU,nitrate/nitrite transporter NarU,synteny_chain
beril_Keio,15594,b1475,fdnH,formate dehydrogenase N subunit beta,synteny_chain
beril_Keio,15595,b1476,fdnI,formate dehydrogenase N subunit gamma,synteny_chain
beril_Keio,15596,b1477,yddM,DNA-binding transcriptional regulator YddM,synteny_chain
beril_Keio,15597,b1478,adhP,ethanol dehydrogenase/alcohol dehydrogenase,synteny_chain
beril_Keio,15598,b1479,maeA,malate dehydrogenase (oxaloacetate-decarboxylating),synteny_chain
beril_Keio,15599,b1480,sra,ribosome-associated protein Sra,synteny_chain
beril_Keio,15600,b1481,bdm,biofilm-dependent modulation protein,synteny_walk
beril_Keio,15601,b1482,osmC,osmotically inducible peroxiredoxin OsmC,synteny_walk
beril_Keio,15603,b1483,ddpF,putative D%2CD-dipeptide ABC transporter ATP-binding subunit DdpF,synteny_walk
beril_Keio,15605,b1484,ddpD,putative D%2CD-dipeptide ABC transporter ATP-binding subunit DdpD,synteny_walk
beril_Keio,15606,b1485,ddpC,putative D%2CD-dipeptide ABC transporter membrane subunit DdpC,synteny_walk
beril_Keio,15607,b1486,ddpB,putative D%2CD-dipeptide ABC transporter membrane subunit DdpB,synteny_walk
beril_Keio,15608,b1487,ddpA,putative D%2CD-dipeptide ABC transporter periplasmic binding protein,synteny_walk
beril_Keio,15609,b1488,ddpX,D-alanyl-D-alanine dipeptidase,anchor_product
beril_Keio,15610,b1489,dosP,oxygen-sensing c-di-GMP phosphodiesterase DosP,synteny_chain
beril_Keio,15611,b1490,dosC,diguanylate cyclase DosC,synteny_chain
beril_Keio,15612,b4746,yddY,protein YddY,synteny_chain
beril_Keio,15613,b1491,digH,divisome localized glycosyl hydrolase,synteny_chain
beril_Keio,15614,b1492,gadC,L-glutamate:4-aminobutyrate antiporter,synteny_chain
beril_Keio,15615,b1493,gadB,glutamate decarboxylase B,synteny_chain
beril_Keio,15616,b1494,pqqL,periplasmic metalloprotease,synteny_chain
beril_Keio,15617,b1495,yddB,putative TonB-dependent receptor YddB,synteny_chain
beril_Keio,15618,b1496,yddA,ABC transporter family protein YddA,synteny_chain
beril_Keio,15619,b4747,yneP,protein YneP,synteny_chain
beril_Keio,15622,b1497,ydeM,putative anaerobic sulfatase maturation enzyme YdeM,synteny_chain
beril_Keio,15625,b1498,ydeN,putative sulfatase YdeN,synteny_chain
beril_Keio,15628,b1499,ydeO,DNA-binding transcriptional dual regulator YdeO,synteny_chain
beril_Keio,15629,b1500,safA,two-component system connector SafA,synteny_chain
beril_Keio,15632,b1501,ydeP,putative oxidoreductase YdeP,synteny_chain
beril_Keio,15712,b1594,mlc,DNA-binding transcriptional repressor Mlc,synteny_chain
beril_Keio,15713,b1595,ynfL,putative DNA-binding transcriptional regulator YnfL,synteny_chain
beril_Keio,15714,b1596,ynfM,putative transporter YnfM,synteny_chain
beril_Keio,15715,b1597,asr,periplasmic chaperone Asr,synteny_chain
beril_Keio,15716,b4601,ydgU,uncharacterized protein YdgU,synteny_chain
beril_Keio,15717,b1598,ydgD,putative serine protease YdgD,synteny_chain
beril_Keio,15719,b1599,mdtI,multidrug/spermidine efflux pump membrane subunit MdtI,synteny_chain
beril_Keio,15720,b1600,mdtJ,multidrug/spermidine efflux pump membrane subunit MdtJ,synteny_chain
beril_Keio,15721,b4777,mdtU,protein MdtU,synteny_chain
beril_Keio,15722,b1601,tqsA,autoinducer 2 exporter,synteny_chain
beril_Keio,15723,b1602,pntB,pyridine nucleotide transhydrogenase subunit beta,synteny_chain
beril_Keio,15724,b1603,pntA,pyridine nucleotide transhydrogenase subunit alpha,synteny_chain
beril_Keio,15725,b1604,ydgH,DUF1471 domain-containing protein YdgH,synteny_chain
beril_Keio,15726,b1605,ydgI,putative arginine:ornithine antiporter,synteny_chain
beril_Keio,15727,b1606,folM,dihydromonapterin reductase,synteny_chain
beril_Keio,15728,b1607,ydgC,GlpM family protein,anchor_product
beril_Keio,15729,b1608,rstA,DNA-binding transcriptional regulator RstA,synteny_walk
beril_Keio,15730,b1609,rstB,sensor histidine kinase RstB,synteny_walk
beril_Keio,15731,b1610,tus,DNA replication terminus site-binding protein,anchor_product
beril_Keio,15732,b1611,fumC,fumarase C,synteny_chain
beril_Keio,15733,b1612,fumA,fumarase A,synteny_chain
beril_Keio,15734,b1613,manA,mannose-6-phosphate isomerase,anchor_product
beril_Keio,15735,b1614,ydgA,DUF945 domain-containing protein YdgA,synteny_walk
beril_Keio,15738,b1615,uidC,outer membrane porin family protein UidC,synteny_walk
beril_Keio,15739,b1616,uidB,glucuronide:H(+) symporter,synteny_chain
beril_Keio,15740,b1617,uidA,beta-glucuronidase,synteny_chain
beril_Keio,15741,b1620,malI,DNA-binding transcriptional repressor MalI,synteny_chain
beril_Keio,15742,b1621,malX,PTS enzyme IIBC component MalX,synteny_chain
beril_Keio,15743,b1622,malY,negative regulator of MalT activity/cystathionine beta-lyase,synteny_chain
beril_Keio,15744,b1623,add,adenosine deaminase,anchor_product
beril_Keio,15745,b1624,ydgJ,putative oxidoreductase YdgJ,synteny_chain
beril_Keio,15746,b4409,blr,beta-lactam resistance protein,synteny_chain
beril_Keio,15747,b1625,cnu,H-NS- and StpA-binding protein,synteny_chain
beril_Keio,15748,b1626,ydgK,DUF2569 domain-containing inner membrane protein YdgK,synteny_chain
beril_Keio,15749,b1628,rsxB,SoxR [2Fe-2S] reducing system protein RsxB,synteny_chain
beril_Keio,15750,b1629,rsxC,SoxR [2Fe-2S] reducing system protein RsxC,synteny_chain
beril_Keio,15751,b1630,rsxD,SoxR [2Fe-2S] reducing system protein RsxD,synteny_chain
beril_Keio,15752,b1631,rsxG,SoxR [2Fe-2S] reducing system flavoprotein RsxG,synteny_chain
beril_Keio,15753,b1632,rsxE,SoxR [2Fe-2S] reducing system protein RsxE,synteny_chain
beril_Keio,15754,b1633,nth,endonuclease III,anchor_product
beril_Keio,15755,b1634,dtpA,dipeptide/tripeptide:H(+) symporter DtpA,synteny_walk
beril_Keio,15756,b1635,gstA,glutathione S-transferase GstA,synteny_walk
beril_Keio,15757,b1636,pdxY,pyridoxal kinase 2,synteny_walk
beril_Keio,15758,b1637,tyrS,tyrosine--tRNA ligase,anchor_product
beril_Keio,15759,b1638,pdxH,pyridoxine/pyridoxamine 5'-phosphate oxidase,synteny_walk
beril_Keio,15760,b1639,mliC,inhibitor of c-type lysozyme%2C putative lipoprotein,synteny_chain
beril_Keio,15761,b1640,anmK,anhydro-N-acetylmuramic acid kinase,anchor_product
beril_Keio,15763,b1641,slyB,outer membrane lipoprotein SlyB,synteny_chain
beril_Keio,15764,b1642,slyA,DNA-binding transcriptional dual regulator SlyA,synteny_chain
beril_Keio,15765,b1643,ydhI,DUF1656 domain-containing protein YdhI,synteny_chain
beril_Keio,15766,b1646,sodC,superoxide dismutase (Cu-Zn),synteny_chain
beril_Keio,15767,b1647,ydhF,putative oxidoreductase YdhF,synteny_chain
beril_Keio,15769,b1648,ydhL,DUF1289 domain-containing protein YdhL,synteny_walk
beril_Keio,15770,b1649,nemR,DNA-binding transcriptional repressor NemR,synteny_walk
beril_Keio,15771,b1650,nemA,N-ethylmaleimide reductase,synteny_walk
beril_Keio,15772,b1651,gloA,lactoylglutathione lyase,anchor_product
beril_Keio,15773,b1652,rnt,ribonuclease T,anchor_product
beril_Keio,15774,b1653,lhr,ATP-dependent helicase Lhr,synteny_walk
beril_Keio,15775,b1654,grxD,glutaredoxin 4,synteny_walk
beril_Keio,15776,b1655,mepH,peptidoglycan endopeptidase/peptidoglycan L%2CD-carboxypeptidase MepH,synteny_chain
beril_Keio,15777,b1656,sodB,superoxide dismutase (Fe),synteny_chain
beril_Keio,15778,b1658,purR,DNA-binding transcriptional repressor PurR,synteny_chain
beril_Keio,15779,b1659,punR,DNA-binding transcriptional activator PunR,synteny_chain
beril_Keio,15780,b1660,punC,purine nucleoside transporter PunC,synteny_chain
beril_Keio,15782,b1661,cfa,cyclopropane fatty acyl phospholipid synthase,anchor_product
beril_Keio,15783,b1662,ribC,riboflavin synthase,anchor_product
beril_Keio,15786,b1663,mdtK,multidrug efflux pump MdtK,synteny_walk
beril_Keio,15787,b1664,ydhQ,putative adhesin-related protein YdhQ,synteny_walk
beril_Keio,15790,b1667,ydhR,putative monooxygenase YdhR,synteny_chain
beril_Keio,15794,b1668,ydhS,FAD/NAD(P) binding domain-containing protein YdhS,synteny_chain
beril_Keio,15795,b1669,ydhT,uncharacterized protein YdhT,synteny_chain
beril_Keio,15796,b1670,ydhU,putative cytochrome YdhU,synteny_chain
beril_Keio,15797,b1671,ydhX,putative 4Fe-4S ferredoxin-like protein YdhX,synteny_chain
beril_Keio,15798,b1672,ydhW,uncharacterized protein YdhW,synteny_chain
beril_Keio,15799,b1673,ydhV,putative oxidoreductase YdhV,synteny_chain
beril_Keio,15800,b1674,ydhY,putative 4Fe-4S ferredoxin-like protein YdhY,synteny_chain
beril_Keio,15801,b1675,fumD,fumarase D,synteny_chain
beril_Keio,15802,b4817,ynhH,protein YnhH,synteny_chain
beril_Keio,15803,b1676,pykF,pyruvate kinase 1,synteny_chain
beril_Keio,15804,b1677,lpp,murein lipoprotein,synteny_chain
beril_Keio,15805,b1678,ldtE,L%2CD-transpeptidase LdtE,synteny_chain
beril_Keio,15806,b1679,sufE,sulfur carrier protein SufE,synteny_chain
beril_Keio,15807,b1691,ydiN,putative transporter YdiN,synteny_chain
beril_Keio,15809,b1692,ydiB,quinate/shikimate dehydrogenase,synteny_chain
beril_Keio,15811,b1693,aroD,3-dehydroquinate dehydratase,synteny_chain
beril_Keio,15812,b1694,ydiF,putative acetate-CoA transferase YdiF,synteny_chain
beril_Keio,15813,b1695,ydiO,putative acyl-CoA dehydrogenase YdiO,synteny_chain
beril_Keio,15814,b1696,ydiP,DNA-binding transcriptional regulator YdiP,synteny_chain
beril_Keio,15815,b1697,ydiQ,putative electron transfer flavoprotein subunit YdiQ,synteny_chain
beril_Keio,15816,b1698,ydiR,putative electron transfer flavoprotein subunit YdiR,synteny_chain
beril_Keio,15817,b1699,ydiS,putative electron transfer flavoprotein-quinone oxidoreductase YdiS,synteny_chain
beril_Keio,15818,b1700,ydiT,ferredoxin-like protein YdiT,synteny_chain
beril_Keio,15819,b1701,fadK,medium-chain-fatty-acid--CoA ligase,synteny_chain
beril_Keio,15820,b1702,ppsA,phosphoenolpyruvate synthetase,synteny_chain
beril_Keio,15821,b1703,ppsR,phosphoenolpyruvate synthetase regulatory protein,synteny_chain
beril_Keio,15822,b1704,aroH,3-deoxy-7-phosphoheptulonate synthase%2C Trp-sensitive,synteny_chain
beril_Keio,15823,b1705,ydiE,PF10636 family protein YdiE,synteny_chain
beril_Keio,15825,b1706,selO,protein adenylyltransferase SelO,anchor_product
beril_Keio,15826,b1707,rflP,anti-FlhDC factor RflP,synteny_chain
beril_Keio,15827,b1708,nlpC,NlpC/P60 family lipoprotein NlpC,synteny_chain
beril_Keio,15828,b1709,btuD,vitamin B12 ABC transporter ATP binding subunit,synteny_chain
beril_Keio,15829,b1710,btuE,thioredoxin/glutathione peroxidase BtuE,synteny_chain
beril_Keio,15830,b1711,btuC,vitamin B12 ABC transporter membrane subunit,synteny_chain
beril_Keio,15831,b1712,ihfA,integration host factor subunit alpha,synteny_chain
beril_Keio,15832,b1713,pheT,phenylalanine--tRNA ligase subunit beta,anchor_product
beril_Keio,15833,b1714,pheS,phenylalanine--tRNA ligase,synteny_walk
beril_Keio,15835,b1716,rplT,50S ribosomal subunit protein L20,synteny_walk
beril_Keio,15836,b1717,rpmI,50S ribosomal subunit protein L35,synteny_walk
beril_Keio,15837,b1718,infC,translation initiation factor IF-3,anchor_product
beril_Keio,15838,b1719,thrS,threonine--tRNA ligase,anchor_product
beril_Keio,15840,b4535,yniD,uncharacterized protein YniD,synteny_walk
beril_Keio,15841,b1722,ydiY,acid-inducible putative outer membrane protein YdiY,synteny_chain
beril_Keio,15842,b1723,pfkB,6-phosphofructokinase 2,synteny_chain
beril_Keio,15843,b1724,ydiZ,putative endoribonuclease YdiZ,synteny_chain
beril_Keio,15844,b1725,yniA,putative kinase YniA,synteny_chain
beril_Keio,15845,b1730,ydjO,protein YdjO,synteny_chain
beril_Keio,15846,b1731,cedA,cell division modulator,synteny_chain
beril_Keio,15847,b1732,katE,catalase HPII,synteny_chain
beril_Keio,15851,b1733,chbG,chitooligosaccharide monodeacetylase ChbG,synteny_walk
beril_Keio,15852,b1734,chbF,monoacetylchitobiose-6-phosphate hydrolase,synteny_walk
beril_Keio,15853,b1735,chbR,DNA binding transcriptional dual regulator ChbR,synteny_walk
beril_Keio,15854,b1736,chbA,N%2CN'-diacetylchitobiose-specific PTS enzyme IIA component,synteny_walk
beril_Keio,15855,b1737,chbC,N%2CN'-diacetylchitobiose-specific PTS enzyme IIC component,synteny_walk
beril_Keio,15856,b1738,chbB,N%2CN'-diacetylchitobiose-specific PTS enzyme IIB component,synteny_walk
beril_Keio,15857,b1739,osmE,osmotically-inducible lipoprotein OsmE,anchor_product
beril_Keio,15858,b1740,nadE,NH3-dependent NAD(+) synthetase,synteny_walk
beril_Keio,15859,b1741,cho,excinuclease Cho,synteny_walk
beril_Keio,15860,b1742,ves,HutD family protein Ves,synteny_walk
beril_Keio,15861,b1743,spy,ATP-independent periplasmic chaperone,synteny_walk
beril_Keio,15862,b1744,astE,succinylglutamate desuccinylase,synteny_walk
beril_Keio,15863,b1745,astB,N-succinylarginine dihydrolase,synteny_walk
beril_Keio,15864,b1746,astD,aldehyde dehydrogenase,synteny_walk
beril_Keio,15865,b1747,astA,arginine N-succinyltransferase,synteny_walk
beril_Keio,15866,b1748,astC,succinylornithine transaminase,synteny_chain
