organism,locus_tag,og_id,cooccur_max_jaccard,cooccur_n_neighbors_50,cooccur_n_neighbors_80,cooccur_essential_neighbor_frac
beril_RalstoniaPSI07,RPSI07_RS22350,OG00314,0.9688,1673,77,0.2929
beril_BFirm,BPHYT_RS02655,OG00314,0.9688,1673,77,0.2929
beril_Magneto,AMB_RS10955,OG00314,0.9688,1673,77,0.2929
beril_psRCH2,GFF4255,OG00314,0.9688,1673,77,0.2929
beril_WCS417,GFF61,OG00314,0.9688,1673,77,0.2929
beril_SB2B,6939393,OG00314,0.9688,1673,77,0.2929
beril_PV4,5207589,OG00314,0.9688,1673,77,0.2929
beril_SyringaeB728a_mexBdelta,Psyr_0285,OG00314,0.9688,1673,77,0.2929
beril_Putida,PP_0105,OG00314,0.9688,1673,77,0.2929
beril_MR1,203678,OG00314,0.9688,1673,77,0.2929
beril_Marino,GFF3832,OG00314,0.9688,1673,77,0.2929
beril_RalstoniaGMI1000,RS_RS01795,OG00314,0.9688,1673,77,0.2929
beril_Caulo,CCNA_03514,OG00314,0.9688,1673,77,0.2929
beril_Kang,B158DRAFT_0135,OG00314,0.9688,1673,77,0.2929
beril_pseudo6_N2E2,Pf6N2E2_4100,OG00314,0.9688,1673,77,0.2929
beril_SyringaeB728a,Psyr_0285,OG00314,0.9688,1673,77,0.2929
beril_pseudo3_N2E3,AO353_10840,OG00314,0.9688,1673,77,0.2929
beril_RalstoniaUW163,UW163_RS02625,OG00314,0.9688,1673,77,0.2929
beril_azobra,AZOBR_RS10575,OG00314,0.9688,1673,77,0.2929
beril_acidovorax_3H11,Ac3H11_3890,OG00314,0.9688,1673,77,0.2929
beril_RalstoniaBSBF1503,RALBFv3_RS10955,OG00314,0.9688,1673,77,0.2929
beril_Burk376,H281DRAFT_01992,OG00314,0.9688,1673,77,0.2929
beril_Smeli,SMc00012,OG00314,0.9688,1673,77,0.2929
beril_HerbieS,HSERO_RS20780,OG00314,0.9688,1673,77,0.2929
beril_pseudo5_N2C3_1,AO356_11170,OG00314,0.9688,1673,77,0.2929
beril_Cup4G11,RR42_RS01885,OG00314,0.9688,1673,77,0.2929
beril_ANA3,7026864,OG00314,0.9688,1673,77,0.2929
beril_Dino,3607734,OG00314,0.9688,1673,77,0.2929
beril_Korea,Ga0059261_2003,OG00314,0.9688,1673,77,0.2929
beril_pseudo13_GW456_L13,PfGW456L13_612,OG00314,0.9688,1673,77,0.2929
beril_Burk376,H281DRAFT_02791,OG00315,0.7333,1434,0,0.3285
beril_PV4,5210657,OG00315,0.7333,1434,0,0.3285
beril_MR1,200856,OG00315,0.7333,1434,0,0.3285
beril_SyringaeB728a,Psyr_0368,OG00315,0.7333,1434,0,0.3285
beril_acidovorax_3H11,Ac3H11_2907,OG00315,0.7333,1434,0,0.3285
beril_SB2B,6937892,OG00315,0.7333,1434,0,0.3285
beril_Pedo557,CA265_RS03415,OG00315,0.7333,1434,0,0.3285
beril_Caulo,CCNA_03592,OG00315,0.7333,1434,0,0.3285
beril_acidovorax_3H11,Ac3H11_75,OG00315,0.7333,1434,0,0.3285
beril_pseudo3_N2E3,AO353_12230,OG00315,0.7333,1434,0,0.3285
beril_Dda3937,DDA3937_RS18985,OG00315,0.7333,1434,0,0.3285
beril_HerbieS,HSERO_RS23955,OG00315,0.7333,1434,0,0.3285
beril_psRCH2,GFF3883,OG00315,0.7333,1434,0,0.3285
beril_Koxy,BWI76_RS17595,OG00315,0.7333,1434,0,0.3285
beril_SyringaeB728a_mexBdelta,Psyr_0368,OG00315,0.7333,1434,0,0.3285
beril_WCS417,GFF334,OG00315,0.7333,1434,0,0.3285
beril_pseudo5_N2C3_1,AO356_09650,OG00315,0.7333,1434,0,0.3285
beril_Koxy,BWI76_RS02435,OG00315,0.7333,1434,0,0.3285
beril_Keio,18177,OG00315,0.7333,1434,0,0.3285
beril_pseudo13_GW456_L13,PfGW456L13_331,OG00315,0.7333,1434,0,0.3285
beril_BFirm,BPHYT_RS26170,OG00315,0.7333,1434,0,0.3285
beril_pseudo6_N2E2,Pf6N2E2_3809,OG00315,0.7333,1434,0,0.3285
beril_Korea,Ga0059261_3764,OG00315,0.7333,1434,0,0.3285
beril_pseudo1_N1B4,Pf1N1B4_1592,OG00315,0.7333,1434,0,0.3285
beril_Pedo557,CA265_RS03085,OG00315,0.7333,1434,0,0.3285
beril_Ponti,CA264_15555,OG00315,0.7333,1434,0,0.3285
beril_Putida,PP_5037,OG00315,0.7333,1434,0,0.3285
beril_Marino,GFF2066,OG00315,0.7333,1434,0,0.3285
beril_Putida,PP_4032,OG00315,0.7333,1434,0,0.3285
beril_azobra,AZOBR_RS19080,OG00316,0.6667,53,0,0.0566
beril_pseudo3_N2E3,AO353_05450,OG00316,0.6667,53,0,0.0566
beril_Cup4G11,RR42_RS36045,OG00316,0.6667,53,0,0.0566
beril_pseudo13_GW456_L13,PfGW456L13_5068,OG00316,0.6667,53,0,0.0566
beril_pseudo1_N1B4,Pf1N1B4_1139,OG00316,0.6667,53,0,0.0566
beril_psRCH2,GFF3285,OG00316,0.6667,53,0,0.0566
beril_Putida,PP_0863,OG00316,0.6667,53,0,0.0566
beril_HerbieS,HSERO_RS21890,OG00316,0.6667,53,0,0.0566
beril_WCS417,GFF787,OG00316,0.6667,53,0,0.0566
beril_BFirm,BPHYT_RS34985,OG00317,0.7,35,0,0.0571
beril_Burk376,H281DRAFT_00703,OG00317,0.7,35,0,0.0571
beril_Burk376,H281DRAFT_03645,OG00317,0.7,35,0,0.0571
beril_Cup4G11,RR42_RS34600,OG00317,0.7,35,0,0.0571
beril_pseudo1_N1B4,Pf1N1B4_5707,OG00317,0.7,35,0,0.0571
beril_pseudo5_N2C3_1,AO356_29165,OG00317,0.7,35,0,0.0571
beril_Putida,PP_3197,OG00317,0.7,35,0,0.0571
beril_HerbieS,HSERO_RS05035,OG00317,0.7,35,0,0.0571
beril_pseudo3_N2E3,AO353_23130,OG00317,0.7,35,0,0.0571
beril_Cup4G11,RR42_RS13655,OG00317,0.7,35,0,0.0571
beril_HerbieS,HSERO_RS05590,OG00318,0.75,32,0,0.0938
beril_azobra,AZOBR_RS04120,OG00318,0.75,32,0,0.0938
beril_BFirm,BPHYT_RS05135,OG00318,0.75,32,0,0.0938
beril_Dino,3609504,OG00318,0.75,32,0,0.0938
beril_SyringaeB728a_mexBdelta,Psyr_4383,OG00318,0.75,32,0,0.0938
beril_SyringaeB728a,Psyr_4383,OG00318,0.75,32,0,0.0938
beril_acidovorax_3H11,Ac3H11_1663,OG00318,0.75,32,0,0.0938
beril_azobra,AZOBR_RS18020,OG00318,0.75,32,0,0.0938
beril_Marino,GFF3850,OG00318,0.75,32,0,0.0938
beril_Btheta,352627,OG00318,0.75,32,0,0.0938
beril_HerbieS,HSERO_RS18245,OG00318,0.75,32,0,0.0938
beril_Cola,Echvi_2610,OG00318,0.75,32,0,0.0938
beril_Phaeo,GFF2917,OG00318,0.75,32,0,0.0938
beril_Ddia6719,HGI48_RS04550,OG00318,0.75,32,0,0.0938
beril_Btheta,352611,OG00318,0.75,32,0,0.0938
beril_Ponti,CA264_09020,OG00318,0.75,32,0,0.0938
beril_Ddia6719,HGI48_RS15950,OG00318,0.75,32,0,0.0938
beril_DdiaME23,DZA65_RS17025,OG00318,0.75,32,0,0.0938
beril_DdiaME23,DZA65_RS04475,OG00318,0.75,32,0,0.0938
beril_Dda3937,DDA3937_RS04590,OG00318,0.75,32,0,0.0938
beril_Pedo557,CA265_RS05000,OG00318,0.75,32,0,0.0938
beril_acidovorax_3H11,Ac3H11_4388,OG00318,0.75,32,0,0.0938
beril_Korea,Ga0059261_3763,OG00318,0.75,32,0,0.0938
beril_Smeli,SMa0259,OG00318,0.75,32,0,0.0938
beril_Cup4G11,RR42_RS16840,OG00318,0.75,32,0,0.0938
beril_HerbieS,HSERO_RS08350,OG00318,0.75,32,0,0.0938
beril_Caulo,CCNA_03456,OG00318,0.75,32,0,0.0938
beril_Korea,Ga0059261_4138,OG00318,0.75,32,0,0.0938
beril_Caulo,CCNA_02383,OG00318,0.75,32,0,0.0938
beril_SyringaeB728a_mexBdelta,Psyr_4164,OG00319,1.0,1484,29,0.314
beril_DvH,206235,OG00319,1.0,1484,29,0.314
beril_RalstoniaGMI1000,RS_RS00290,OG00319,1.0,1484,29,0.314
beril_pseudo5_N2C3_1,AO356_07135,OG00319,1.0,1484,29,0.314
beril_Smeli,SMc01353,OG00319,1.0,1484,29,0.314
beril_psRCH2,GFF3265,OG00319,1.0,1484,29,0.314
beril_HerbieS,HSERO_RS23310,OG00319,1.0,1484,29,0.314
beril_RalstoniaPSI07,RPSI07_RS23660,OG00319,1.0,1484,29,0.314
beril_Caulo,CCNA_02520,OG00319,1.0,1484,29,0.314
beril_BFirm,BPHYT_RS01550,OG00319,1.0,1484,29,0.314
beril_Cup4G11,RR42_RS00585,OG00319,1.0,1484,29,0.314
beril_Pedo557,CA265_RS07480,OG00319,1.0,1484,29,0.314
beril_Putida,PP_0932,OG00319,1.0,1484,29,0.314
beril_azobra,AZOBR_RS20640,OG00319,1.0,1484,29,0.314
beril_Cola,Echvi_2206,OG00319,1.0,1484,29,0.314
beril_RalstoniaUW163,UW163_RS03875,OG00319,1.0,1484,29,0.314
beril_Miya,8502126,OG00319,1.0,1484,29,0.314
beril_Ponti,CA264_00155,OG00319,1.0,1484,29,0.314
beril_Korea,Ga0059261_0081,OG00319,1.0,1484,29,0.314
beril_pseudo1_N1B4,Pf1N1B4_1100,OG00319,1.0,1484,29,0.314
beril_RalstoniaBSBF1503,RALBFv3_RS09705,OG00319,1.0,1484,29,0.314
beril_Burk376,H281DRAFT_02222,OG00319,1.0,1484,29,0.314
beril_SyringaeB728a,Psyr_4164,OG00319,1.0,1484,29,0.314
beril_acidovorax_3H11,Ac3H11_3337,OG00319,1.0,1484,29,0.314
beril_PS,Dsui_0887,OG00319,1.0,1484,29,0.314
beril_Magneto,AMB_RS08000,OG00319,1.0,1484,29,0.314
beril_Dino,3609402,OG00319,1.0,1484,29,0.314
beril_Phaeo,GFF2166,OG00319,1.0,1484,29,0.314
beril_pseudo3_N2E3,AO353_05255,OG00319,1.0,1484,29,0.314
beril_WCS417,GFF836,OG00319,1.0,1484,29,0.314
beril_pseudo6_N2E2,Pf6N2E2_3288,OG00319,1.0,1484,29,0.314
beril_pseudo13_GW456_L13,PfGW456L13_5034,OG00319,1.0,1484,29,0.314
beril_Marino,GFF2512,OG00319,1.0,1484,29,0.314
beril_SynE,Synpcc7942_2322,OG00319,1.0,1484,29,0.314
beril_pseudo1_N1B4,Pf1N1B4_4275,OG00320,1.0,790,3,0.1785
beril_Koxy,BWI76_RS14050,OG00320,1.0,790,3,0.1785
beril_RalstoniaGMI1000,RS_RS06205,OG00320,1.0,790,3,0.1785
beril_Phaeo,GFF712,OG00320,1.0,790,3,0.1785
beril_BFirm,BPHYT_RS13920,OG00320,1.0,790,3,0.1785
beril_Caulo,CCNA_01358,OG00320,1.0,790,3,0.1785
beril_Smeli,SMc00433,OG00320,1.0,790,3,0.1785
beril_pseudo6_N2E2,Pf6N2E2_513,OG00320,1.0,790,3,0.1785
beril_RalstoniaPSI07,RPSI07_RS17890,OG00320,1.0,790,3,0.1785
beril_Koxy,BWI76_RS03105,OG00320,1.0,790,3,0.1785
beril_pseudo5_N2C3_1,AO356_23165,OG00320,1.0,790,3,0.1785
beril_Dda3937,DDA3937_RS03730,OG00320,1.0,790,3,0.1785
beril_WCS417,GFF2325,OG00320,1.0,790,3,0.1785
beril_HerbieS,HSERO_RS12135,OG00320,1.0,790,3,0.1785
beril_Ddia6719,HGI48_RS03770,OG00320,1.0,790,3,0.1785
beril_pseudo3_N2E3,AO353_23195,OG00320,1.0,790,3,0.1785
beril_Burk376,H281DRAFT_04457,OG00320,1.0,790,3,0.1785
beril_RalstoniaBSBF1503,RALBFv3_RS15465,OG00320,1.0,790,3,0.1785
beril_RalstoniaGMI1000,RS_RS06250,OG00320,1.0,790,3,0.1785
beril_SyringaeB728a_mexBdelta,Psyr_3273,OG00320,1.0,790,3,0.1785
beril_Koxy,BWI76_RS10210,OG00320,1.0,790,3,0.1785
beril_DdiaME23,DZA65_RS03895,OG00320,1.0,790,3,0.1785
beril_SyringaeB728a,Psyr_3273,OG00320,1.0,790,3,0.1785
beril_Dino,3607863,OG00320,1.0,790,3,0.1785
beril_RalstoniaUW163,UW163_RS12925,OG00320,1.0,790,3,0.1785
beril_pseudo3_N2E3,AO353_21340,OG00320,1.0,790,3,0.1785
beril_Pedo557,CA265_RS16325,OG00321,0.6429,9,0,0.0
beril_BFirm,BPHYT_RS14335,OG00321,0.6429,9,0,0.0
beril_Smeli,SM_b21330,OG00321,0.6429,9,0,0.0
beril_Dyella79,N515DRAFT_0888,OG00321,0.6429,9,0,0.0
beril_HerbieS,HSERO_RS06030,OG00321,0.6429,9,0,0.0
beril_BFirm,BPHYT_RS05620,OG00321,0.6429,9,0,0.0
beril_HerbieS,HSERO_RS06000,OG00321,0.6429,9,0,0.0
beril_Phaeo,GFF2659,OG00321,0.6429,9,0,0.0
beril_Dino,3610798,OG00321,0.6429,9,0,0.0
beril_Koxy,BWI76_RS01885,OG00321,0.6429,9,0,0.0
beril_acidovorax_3H11,Ac3H11_2163,OG00321,0.6429,9,0,0.0
beril_Keio,18073,OG00321,0.6429,9,0,0.0
beril_BFirm,BPHYT_RS28010,OG00321,0.6429,9,0,0.0
beril_Burk376,H281DRAFT_00256,OG00321,0.6429,9,0,0.0
beril_Cola,Echvi_3456,OG00321,0.6429,9,0,0.0
beril_Burk376,H281DRAFT_04369,OG00321,0.6429,9,0,0.0
beril_acidovorax_3H11,Ac3H11_4318,OG00322,0.7857,1231,0,0.3363
beril_RalstoniaUW163,UW163_RS11345,OG00322,0.7857,1231,0,0.3363
beril_BFirm,BPHYT_RS25470,OG00322,0.7857,1231,0,0.3363
beril_Burk376,H281DRAFT_02736,OG00322,0.7857,1231,0,0.3363
beril_Marino,GFF3201,OG00322,0.7857,1231,0,0.3363
beril_RalstoniaUW163,UW163_RS10080,OG00322,0.7857,1231,0,0.3363
beril_Magneto,AMB_RS18240,OG00322,0.7857,1231,0,0.3363
beril_WCS417,GFF2826,OG00322,0.7857,1231,0,0.3363
beril_Phaeo,GFF2872,OG00322,0.7857,1231,0,0.3363
beril_Cup4G11,RR42_RS10840,OG00322,0.7857,1231,0,0.3363
beril_RalstoniaBSBF1503,RALBFv3_RS03590,OG00322,0.7857,1231,0,0.3363
beril_Putida,PP_2959,OG00322,0.7857,1231,0,0.3363
beril_SyringaeB728a_mexBdelta,Psyr_2544,OG00322,0.7857,1231,0,0.3363
beril_Phaeo,GFF2100,OG00322,0.7857,1231,0,0.3363
beril_BFirm,BPHYT_RS23205,OG00322,0.7857,1231,0,0.3363
beril_psRCH2,GFF1054,OG00322,0.7857,1231,0,0.3363
beril_Burk376,H281DRAFT_01015,OG00322,0.7857,1231,0,0.3363
beril_Phaeo,GFF3790,OG00322,0.7857,1231,0,0.3363
beril_pseudo3_N2E3,AO353_24465,OG00322,0.7857,1231,0,0.3363
beril_RalstoniaGMI1000,RS_RS09535,OG00322,0.7857,1231,0,0.3363
beril_pseudo13_GW456_L13,PfGW456L13_3729,OG00322,0.7857,1231,0,0.3363
beril_Marino,GFF3892,OG00322,0.7857,1231,0,0.3363
beril_RalstoniaGMI1000,RS_RS11035,OG00322,0.7857,1231,0,0.3363
beril_Dino,3606690,OG00322,0.7857,1231,0,0.3363
beril_Marino,GFF1717,OG00322,0.7857,1231,0,0.3363
beril_BFirm,BPHYT_RS23005,OG00322,0.7857,1231,0,0.3363
beril_acidovorax_3H11,Ac3H11_146,OG00322,0.7857,1231,0,0.3363
beril_Smeli,SM_b20278,OG00322,0.7857,1231,0,0.3363
beril_RalstoniaPSI07,RPSI07_RS13640,OG00322,0.7857,1231,0,0.3363
beril_Marino,GFF1021,OG00322,0.7857,1231,0,0.3363
beril_Cup4G11,RR42_RS27180,OG00322,0.7857,1231,0,0.3363
beril_Burk376,H281DRAFT_01356,OG00322,0.7857,1231,0,0.3363
beril_Burk376,H281DRAFT_05867,OG00322,0.7857,1231,0,0.3363
beril_Cup4G11,RR42_RS04675,OG00322,0.7857,1231,0,0.3363
beril_azobra,AZOBR_RS10745,OG00322,0.7857,1231,0,0.3363
beril_acidovorax_3H11,Ac3H11_2,OG00322,0.7857,1231,0,0.3363
beril_HerbieS,HSERO_RS07910,OG00322,0.7857,1231,0,0.3363
beril_BFirm,BPHYT_RS33160,OG00322,0.7857,1231,0,0.3363
beril_Putida,PP_3639,OG00322,0.7857,1231,0,0.3363
beril_RalstoniaPSI07,RPSI07_RS14990,OG00322,0.7857,1231,0,0.3363
beril_RalstoniaBSBF1503,RALBFv3_RS02380,OG00322,0.7857,1231,0,0.3363
beril_HerbieS,HSERO_RS00855,OG00322,0.7857,1231,0,0.3363
beril_HerbieS,HSERO_RS18125,OG00322,0.7857,1231,0,0.3363
beril_ANA3,7022682,OG00322,0.7857,1231,0,0.3363
beril_SyringaeB728a,Psyr_2544,OG00322,0.7857,1231,0,0.3363
beril_Burk376,H281DRAFT_02504,OG00322,0.7857,1231,0,0.3363
beril_Burk376,H281DRAFT_03494,OG00322,0.7857,1231,0,0.3363
beril_Kang,B158DRAFT_1499,OG00322,0.7857,1231,0,0.3363
beril_RalstoniaUW163,UW163_RS25440,OG00323,0.75,174,0,0.1149
beril_RalstoniaBSBF1503,RALBFv3_RS24620,OG00323,0.75,174,0,0.1149
beril_RalstoniaUW163,UW163_RS17795,OG00323,0.75,174,0,0.1149
beril_HerbieS,HSERO_RS17400,OG00323,0.75,174,0,0.1149
beril_pseudo3_N2E3,AO353_06965,OG00324,1.0,1630,784,0.3061
beril_Putida,PP_0461,OG00324,1.0,1630,784,0.3061
beril_Caulo,CCNA_01313,OG00324,1.0,1630,784,0.3061
beril_pseudo6_N2E2,Pf6N2E2_4866,OG00324,1.0,1630,784,0.3061
beril_pseudo13_GW456_L13,PfGW456L13_1261,OG00324,1.0,1630,784,0.3061
beril_Magneto,AMB_RS15735,OG00324,1.0,1630,784,0.3061
beril_SyringaeB728a_mexBdelta,Psyr_4541,OG00324,1.0,1630,784,0.3061
beril_Pedo557,CA265_RS16890,OG00324,1.0,1630,784,0.3061
beril_ANA3,7022965,OG00324,1.0,1630,784,0.3061
beril_Phaeo,GFF159,OG00324,1.0,1630,784,0.3061
beril_Burk376,H281DRAFT_05575,OG00324,1.0,1630,784,0.3061
beril_RalstoniaPSI07,RPSI07_RS10090,OG00324,1.0,1630,784,0.3061
beril_PV4,5207639,OG00324,1.0,1630,784,0.3061
beril_PS,Dsui_0352,OG00324,1.0,1630,784,0.3061
beril_Btheta,352247,OG00324,1.0,1630,784,0.3061
beril_DvH,206752,OG00324,1.0,1630,784,0.3061
beril_RalstoniaUW163,UW163_RS06465,OG00324,1.0,1630,784,0.3061
beril_Smeli,SMc01302,OG00324,1.0,1630,784,0.3061
beril_Keio,17376,OG00324,1.0,1630,784,0.3061
beril_Ponti,CA264_19380,OG00324,1.0,1630,784,0.3061
beril_RalstoniaGMI1000,RS_RS15090,OG00324,1.0,1630,784,0.3061
beril_Ddia6719,HGI48_RS19350,OG00324,1.0,1630,784,0.3061
beril_DdiaME23,DZA65_RS20470,OG00324,1.0,1630,784,0.3061
beril_RalstoniaBSBF1503,RALBFv3_RS07155,OG00324,1.0,1630,784,0.3061
beril_pseudo5_N2C3_1,AO356_14680,OG00324,1.0,1630,784,0.3061
beril_Dino,3606859,OG00324,1.0,1630,784,0.3061
beril_azobra,AZOBR_RS11435,OG00324,1.0,1630,784,0.3061
beril_SynE,Synpcc7942_2225,OG00324,1.0,1630,784,0.3061
beril_Koxy,BWI76_RS25805,OG00324,1.0,1630,784,0.3061
beril_WCS417,GFF4976,OG00324,1.0,1630,784,0.3061
beril_SyringaeB728a,Psyr_4541,OG00324,1.0,1630,784,0.3061
beril_psRCH2,GFF3533,OG00324,1.0,1630,784,0.3061
beril_Dyella79,N515DRAFT_0680,OG00324,1.0,1630,784,0.3061
beril_Marino,GFF399,OG00324,1.0,1630,784,0.3061
beril_pseudo1_N1B4,Pf1N1B4_2589,OG00324,1.0,1630,784,0.3061
beril_HerbieS,HSERO_RS00605,OG00324,1.0,1630,784,0.3061
beril_MR1,199433,OG00324,1.0,1630,784,0.3061
beril_Kang,B158DRAFT_1883,OG00324,1.0,1630,784,0.3061
beril_BFirm,BPHYT_RS18080,OG00324,1.0,1630,784,0.3061
beril_Miya,8499308,OG00324,1.0,1630,784,0.3061
beril_Dda3937,DDA3937_RS19250,OG00324,1.0,1630,784,0.3061
beril_Korea,Ga0059261_3736,OG00324,1.0,1630,784,0.3061
beril_SB2B,6936015,OG00324,1.0,1630,784,0.3061
beril_Cup4G11,RR42_RS19220,OG00324,1.0,1630,784,0.3061
beril_Cola,Echvi_0248,OG00324,1.0,1630,784,0.3061
beril_pseudo5_N2C3_1,AO356_04105,OG00326,0.8125,1543,5,0.3027
beril_pseudo1_N1B4,Pf1N1B4_1446,OG00326,0.8125,1543,5,0.3027
beril_psRCH2,GFF550,OG00326,0.8125,1543,5,0.3027
beril_WCS417,GFF3383,OG00326,0.8125,1543,5,0.3027
beril_pseudo5_N2C3_1,AO356_23100,OG00326,0.8125,1543,5,0.3027
beril_DdiaME23,DZA65_RS04305,OG00326,0.8125,1543,5,0.3027
beril_pseudo13_GW456_L13,PfGW456L13_2681,OG00326,0.8125,1543,5,0.3027
beril_pseudo3_N2E3,AO353_13015,OG00326,0.8125,1543,5,0.3027
beril_Keio,14474,OG00326,0.8125,1543,5,0.3027
beril_Ddia6719,HGI48_RS04390,OG00326,0.8125,1543,5,0.3027
beril_pseudo6_N2E2,Pf6N2E2_3804,OG00326,0.8125,1543,5,0.3027
beril_Burk376,H281DRAFT_05156,OG00326,0.8125,1543,5,0.3027
beril_BFirm,BPHYT_RS10355,OG00326,0.8125,1543,5,0.3027
beril_Koxy,BWI76_RS07860,OG00326,0.8125,1543,5,0.3027
beril_pseudo13_GW456_L13,PfGW456L13_4126,OG00326,0.8125,1543,5,0.3027
beril_pseudo6_N2E2,Pf6N2E2_3643,OG00326,0.8125,1543,5,0.3027
beril_pseudo1_N1B4,Pf1N1B4_527,OG00326,0.8125,1543,5,0.3027
beril_WCS417,GFF3943,OG00326,0.8125,1543,5,0.3027
beril_SyringaeB728a_mexBdelta,Psyr_2922,OG00326,0.8125,1543,5,0.3027
beril_pseudo1_N1B4,Pf1N1B4_112,OG00326,0.8125,1543,5,0.3027
beril_SyringaeB728a,Psyr_2922,OG00326,0.8125,1543,5,0.3027
beril_Caulo,CCNA_02432,OG00326,0.8125,1543,5,0.3027
beril_HerbieS,HSERO_RS21270,OG00326,0.8125,1543,5,0.3027
beril_BFirm,BPHYT_RS13305,OG00326,0.8125,1543,5,0.3027
beril_DdiaME23,DZA65_RS17865,OG00326,0.8125,1543,5,0.3027
beril_pseudo3_N2E3,AO353_26565,OG00326,0.8125,1543,5,0.3027
beril_pseudo1_N1B4,Pf1N1B4_1586,OG00326,0.8125,1543,5,0.3027
beril_pseudo5_N2C3_1,AO356_28930,OG00326,0.8125,1543,5,0.3027
beril_pseudo13_GW456_L13,PfGW456L13_3115,OG00326,0.8125,1543,5,0.3027
beril_WCS417,GFF462,OG00326,0.8125,1543,5,0.3027
beril_pseudo6_N2E2,Pf6N2E2_35,OG00326,0.8125,1543,5,0.3027
beril_pseudo1_N1B4,Pf1N1B4_4092,OG00326,0.8125,1543,5,0.3027
beril_acidovorax_3H11,Ac3H11_1064,OG00326,0.8125,1543,5,0.3027
beril_BFirm,BPHYT_RS07475,OG00326,0.8125,1543,5,0.3027
beril_Putida,PP_4921,OG00326,0.8125,1543,5,0.3027
beril_Methanococcus_JJ,MMJJ_RS01005,OG00326,0.8125,1543,5,0.3027
beril_Putida,PP_3655,OG00326,0.8125,1543,5,0.3027
beril_BFirm,BPHYT_RS11565,OG00326,0.8125,1543,5,0.3027
beril_Ddia6719,HGI48_RS16790,OG00326,0.8125,1543,5,0.3027
beril_Burk376,H281DRAFT_00380,OG00326,0.8125,1543,5,0.3027
beril_Koxy,BWI76_RS10525,OG00326,0.8125,1543,5,0.3027
beril_pseudo3_N2E3,AO353_12255,OG00326,0.8125,1543,5,0.3027
beril_pseudo1_N1B4,Pf1N1B4_4518,OG00326,0.8125,1543,5,0.3027
beril_pseudo13_GW456_L13,PfGW456L13_3798,OG00326,0.8125,1543,5,0.3027
beril_Smeli,SMc00922,OG00326,0.8125,1543,5,0.3027
beril_BFirm,BPHYT_RS05095,OG00326,0.8125,1543,5,0.3027
beril_pseudo13_GW456_L13,PfGW456L13_3505,OG00326,0.8125,1543,5,0.3027
beril_Koxy,BWI76_RS07010,OG00326,0.8125,1543,5,0.3027
beril_Marino,GFF2826,OG00326,0.8125,1543,5,0.3027
beril_SyringaeB728a,Psyr_3531,OG00326,0.8125,1543,5,0.3027
beril_Putida,PP_3641,OG00326,0.8125,1543,5,0.3027
beril_pseudo5_N2C3_1,AO356_21250,OG00326,0.8125,1543,5,0.3027
beril_pseudo6_N2E2,Pf6N2E2_2657,OG00326,0.8125,1543,5,0.3027
beril_WCS417,GFF4172,OG00326,0.8125,1543,5,0.3027
beril_Burk376,H281DRAFT_00179,OG00326,0.8125,1543,5,0.3027
beril_WCS417,GFF1926,OG00326,0.8125,1543,5,0.3027
beril_pseudo13_GW456_L13,PfGW456L13_4437,OG00326,0.8125,1543,5,0.3027
beril_SyringaeB728a_mexBdelta,Psyr_3531,OG00326,0.8125,1543,5,0.3027
beril_pseudo5_N2C3_1,AO356_20825,OG00326,0.8125,1543,5,0.3027
beril_pseudo6_N2E2,Pf6N2E2_6053,OG00326,0.8125,1543,5,0.3027
beril_WCS417,GFF4125,OG00326,0.8125,1543,5,0.3027
beril_Dda3937,DDA3937_RS04415,OG00326,0.8125,1543,5,0.3027
beril_RalstoniaBSBF1503,RALBFv3_RS15370,OG00326,0.8125,1543,5,0.3027
beril_Putida,PP_0709,OG00326,0.8125,1543,5,0.3027
beril_Dda3937,DDA3937_RS16705,OG00326,0.8125,1543,5,0.3027
beril_pseudo5_N2C3_1,AO356_04125,OG00326,0.8125,1543,5,0.3027
beril_acidovorax_3H11,Ac3H11_2955,OG00326,0.8125,1543,5,0.3027
beril_Putida,PP_3187,OG00326,0.8125,1543,5,0.3027
beril_WCS417,GFF339,OG00326,0.8125,1543,5,0.3027
beril_RalstoniaGMI1000,RS_RS06180,OG00326,0.8125,1543,5,0.3027
beril_Methanococcus_S2,MMP_RS04115,OG00326,0.8125,1543,5,0.3027
beril_pseudo1_N1B4,Pf1N1B4_406,OG00326,0.8125,1543,5,0.3027
beril_WCS417,GFF3947,OG00326,0.8125,1543,5,0.3027
beril_pseudo5_N2C3_1,AO356_09625,OG00326,0.8125,1543,5,0.3027
beril_pseudo5_N2C3_1,AO356_08805,OG00326,0.8125,1543,5,0.3027
beril_RalstoniaUW163,UW163_RS12835,OG00326,0.8125,1543,5,0.3027
beril_BFirm,BPHYT_RS11715,OG00326,0.8125,1543,5,0.3027
beril_pseudo6_N2E2,Pf6N2E2_499,OG00326,0.8125,1543,5,0.3027
beril_SyringaeB728a,Psyr_0545,OG00326,0.8125,1543,5,0.3027
beril_RalstoniaPSI07,RPSI07_RS17985,OG00326,0.8125,1543,5,0.3027
beril_pseudo6_N2E2,Pf6N2E2_2662,OG00326,0.8125,1543,5,0.3027
beril_pseudo13_GW456_L13,PfGW456L13_325,OG00326,0.8125,1543,5,0.3027
beril_BFirm,BPHYT_RS31510,OG00326,0.8125,1543,5,0.3027
beril_Putida,PP_4035,OG00326,0.8125,1543,5,0.3027
beril_psRCH2,GFF760,OG00326,0.8125,1543,5,0.3027
