organism,locus_tag,product,cog,func_class,source
mtub,Rv0974c,acetyl-/propionyl-CoA carboxylase subunit beta,,,gff_direct
mtub,Rv0975c,acyl-CoA dehydrogenase FadE13,,,gff_direct
mtub,Rv0976c,hypothetical protein,,,gff_direct
mtub,Rv0979A,50S ribosomal protein L32,,,gff_direct
mtub,Rv0979c,hypothetical protein,,,gff_direct
mtub,Rv0981,two-component response regulator MrpA,,,gff_direct
mtub,Rv0982,two component histidine-protein kinase/phosphatase MprB,,,gff_direct
mtub,Rv0983,serine protease PepD,,,gff_direct
mtub,Rv0984,pterin-4-alpha-carbinolamine dehydratase,,,gff_direct
mtub,Rv0985c,large-conductance ion mechanosensitive channel,,,gff_direct
mtub,Rv0986,adhesion component ABC transporter ATP-binding protein,,,gff_direct
mtub,Rv0987,adhesion component ABC transporter permease,,,gff_direct
mtub,Rv0988,hypothetical protein,,,gff_direct
mtub,Rv0989c,polyprenyl-diphosphate synthase GrcC,,,gff_direct
mtub,Rv0990c,hypothetical protein,,,gff_direct
mtub,Rv0991c,hypothetical protein,,,gff_direct
mtub,Rv0992c,5-formyltetrahydrofolate cyclo-ligase,,,gff_direct
mtub,Rv0993,UTP--glucose-1-phosphate uridylyltransferase,,,gff_direct
mtub,Rv0994,molybdopterin molybdenumtransferase 1,,,gff_direct
mtub,Rv0995,ribosomal-protein-alanine acetyltransferase RimJ,,,gff_direct
mtub,Rv0996,transmembrane protein,,,gff_direct
mtub,Rv0997,hypothetical protein,,,gff_direct
mtub,Rv0998,acetyltransferase Pat,,,gff_direct
mtub,Rv0999,hypothetical protein,,,gff_direct
mtub,Rv1000c,hypothetical protein,,,gff_direct
mtub,Rv1001,arginine deiminase,,,gff_direct
mtub,Rv1002c,dolichyl-phosphate-mannose--protein mannosyltransferase,,,gff_direct
mtub,Rv1003,rRNA small subunit methyltransferase I,,,gff_direct
mtub,Rv1004c,membrane protein,,,gff_direct
mtub,Rv1005c,para-aminobenzoate synthase component I,,,gff_direct
mtub,Rv1006,hypothetical protein,,,gff_direct
mtub,Rv1007c,methionine--tRNA ligase,,,gff_direct
mtub,Rv1008,deoxyribonuclease TatD,,,gff_direct
mtub,Rv1009,resuscitation-promoting factor RpfB,,,gff_direct
mtub,Rv1010,rRNA small subunit methyltransferase A,,,gff_direct
mtub,Rv1011,4-diphosphocytidyl-2C-methyl-D-erythritol kinase,,,gff_direct
mtub,Rv1012,hypothetical protein,,,gff_direct
mtub,Rv1013,polyketide synthase,,,gff_direct
mtub,Rv1014c,peptidyl-tRNA hydrolase,,,gff_direct
mtub,Rv1015c,50S ribosomal protein L25/general stress protein Ctc,,,gff_direct
mtub,Rv1016c,lipoprotein LpqT,,,gff_direct
mtub,Rv1017c,ribose-phosphate pyrophosphokinase,,,gff_direct
mtub,Rv1018c,bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase,,,gff_direct
mtub,Rv1019,transcriptional regulator,,,gff_direct
mtub,Rv1020,transcription-repair coupling factor,,,gff_direct
mtub,Rv1021,nucleoside triphosphate pyrophosphohydrolase,,,gff_direct
mtub,Rv1022,lipoprotein LpqU,,,gff_direct
mtub,Rv1023,enolase,,,gff_direct
mtub,Rv1024,membrane protein,,,gff_direct
mtub,Rv1025,hypothetical protein,,,gff_direct
mtub,Rv1026,hypothetical protein,,,gff_direct
mtub,Rv1027c,transcriptional regulator KdpE,,,gff_direct
mtub,Rv1028A,membrane protein KdpF,,,gff_direct
mtub,Rv1028c,sensor protein KdpD,,,gff_direct
mtub,Rv1029,potassium-transporting ATPase subunit A,,,gff_direct
mtub,Rv1030,potassium-transporting ATPase subunit B,,,gff_direct
mtub,Rv1031,potassium-transporting ATPase subunit C,,,gff_direct
mtub,Rv1032c,two component sensor histidine kinase TrcS,,,gff_direct
mtub,Rv1033c,two component transcriptional regulator TrcR,,,gff_direct
mtub,Rv1037c,ESAT-6 like protein EsxI,,,gff_direct
mtub,Rv1038c,ESAT-6 like protein EsxJ,,,gff_direct
mtub,Rv1043c,hypothetical protein,,,gff_direct
mtub,Rv1044,hypothetical protein,,,gff_direct
mtub,Rv1045,hypothetical protein,,,gff_direct
mtub,Rv1046c,,,,none
mtub,Rv1048c,hypothetical protein,,,gff_direct
mtub,Rv1049,transcriptional repressor,,,gff_direct
mtub,Rv1050,oxidoreductase,,,gff_direct
mtub,Rv1051c,hypothetical protein,,,gff_direct
mtub,Rv1052,hypothetical protein,,,gff_direct
mtub,Rv1053c,,,,none
mtub,Rv1055,,,,none
mtub,Rv1056,hypothetical protein,,,gff_direct
mtub,Rv1057,hypothetical protein,,,gff_direct
mtub,Rv1058,fatty-acid--CoA ligase FadD14,,,gff_direct
mtub,Rv1059,hypothetical protein,,,gff_direct
mtub,Rv1060,hypothetical protein,,,gff_direct
mtub,Rv1061,hypothetical protein,,,gff_direct
mtub,Rv1062,hypothetical protein,,,gff_direct
mtub,Rv1063c,NTE family protein,,,gff_direct
mtub,Rv1064c,lipoprotein LpqV,,,gff_direct
mtub,Rv1065,hypothetical protein,,,gff_direct
mtub,Rv1066,hypothetical protein,,,gff_direct
mtub,Rv1069c,hypothetical protein,,,gff_direct
mtub,Rv1070c,enoyl-CoA hydratase EchA8,,,gff_direct
mtub,Rv1071c,enoyl-CoA hydratase EchA9,,,gff_direct
mtub,Rv1072,transmembrane protein,,,gff_direct
mtub,Rv1073,hypothetical protein,,,gff_direct
mtub,Rv1074c,beta-ketoacyl CoA thiolase FadA,,,gff_direct
mtub,Rv1075c,hypothetical protein,,,gff_direct
mtub,Rv1076,lipase LipU,,,gff_direct
mtub,Rv1077,cystathionine beta-synthase,,,gff_direct
mtub,Rv1078,hypothetical protein,,,gff_direct
mtub,Rv1079,cystathionine gamma-synthase,,,gff_direct
mtub,Rv1080c,transcription elongation factor GreA,,,gff_direct
mtub,Rv1081c,membrane protein,,,gff_direct
mtub,Rv1082,mycothiol S-conjugate amidase,,,gff_direct
mtub,Rv1083,hypothetical protein,,,gff_direct
mtub,Rv1084,hypothetical protein,,,gff_direct
mtub,Rv1085c,hemolysin-like protein,,,gff_direct
mtub,Rv1086,(2Z%2C6E)-farnesyl diphosphate synthase,,,gff_direct
mtub,Rv1087A,,,,none
mtub,Rv1089A,,,,none
mtub,Rv1090,,,,none
mtub,Rv1092c,pantothenate kinase,,,gff_direct
mtub,Rv1093,serine hydroxymethyltransferase,,,gff_direct
mtub,Rv1094,acyl-ACP desaturase DesA,,,gff_direct
mtub,Rv1095,phosphate starvation-inducible protein PsiH,,,gff_direct
mtub,Rv1096,glycosyl hydrolase,,,gff_direct
mtub,Rv1097c,hypothetical protein,,,gff_direct
mtub,Rv1098c,fumarate hydratase,,,gff_direct
mtub,Rv1099c,fructose 1%2C6-bisphosphatase,,,gff_direct
mtub,Rv1100,hypothetical protein,,,gff_direct
mtub,Rv1101c,hypothetical protein,,,gff_direct
mtub,Rv1102c,mRNA interferase MazF3,,,gff_direct
mtub,Rv1103c,antitoxin MazE3,,,gff_direct
mtub,Rv1104,,,,none
mtub,Rv1105,,,,none
mtub,Rv1106c,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase,,,gff_direct
mtub,Rv1107c,exodeoxyribonuclease VII small subunit,,,gff_direct
mtub,Rv1108c,exodeoxyribonuclease VII large subunit,,,gff_direct
mtub,Rv1109c,hypothetical protein,,,gff_direct
mtub,Rv1110,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,,,gff_direct
mtub,Rv1111c,hypothetical protein,,,gff_direct
mtub,Rv1112,GTP-binding protein,,,gff_direct
mtub,Rv1113,antitoxin VapB32,,,gff_direct
mtub,Rv1114,ribonuclease VapC32,,,gff_direct
mtub,Rv1115,hypothetical protein,,,gff_direct
mtub,Rv1116,hypothetical protein,,,gff_direct
mtub,Rv1116A,,,,none
mtub,Rv1117,hypothetical protein,,,gff_direct
mtub,Rv1118c,hypothetical protein,,,gff_direct
mtub,Rv1119c,hypothetical protein,,,gff_direct
mtub,Rv1120c,hypothetical protein,,,gff_direct
mtub,Rv1121,glucose-6-phosphate 1-dehydrogenase,,,gff_direct
mtub,Rv1122,6-phosphogluconate dehydrogenase (decarboxylating),,,gff_direct
mtub,Rv1123c,peroxidase BpoB,,,gff_direct
mtub,Rv1124,epoxide hydrolase EphC,,,gff_direct
mtub,Rv1125,hypothetical protein,,,gff_direct
mtub,Rv1126c,hypothetical protein,,,gff_direct
mtub,Rv1127c,pyruvate%2C phosphate dikinase PpdK,,,gff_direct
mtub,Rv1128c,hypothetical protein,,,gff_direct
mtub,Rv1129c,transcriptional regulator,,,gff_direct
mtub,Rv1130,2-methylcitrate dehydratase,,,gff_direct
mtub,Rv1131,methylcitrate synthase PrpC,,,gff_direct
mtub,Rv1132,hypothetical protein,,,gff_direct
mtub,Rv1133c,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,,,gff_direct
mtub,Rv1134,hypothetical protein,,,gff_direct
mtub,Rv1135A,,,,none
mtub,Rv1136,,,,none
mtub,Rv1137c,,,,none
mtub,Rv1138c,oxidoreductase,,,gff_direct
mtub,Rv1139c,hypothetical protein,,,gff_direct
mtub,Rv1140,integral membrane protein,,,gff_direct
mtub,Rv1141c,enoyl-CoA hydratase EchA11,,,gff_direct
mtub,Rv1142c,enoyl-CoA hydratase EchA10,,,gff_direct
mtub,Rv1143,alpha-methylacyl-CoA racemase,,,gff_direct
mtub,Rv1144,oxidoreductase,,,gff_direct
mtub,Rv1145,transmembrane transport protein,,,gff_direct
mtub,Rv1146,transmembrane transport protein,,,gff_direct
mtub,Rv1147,hypothetical protein,,,gff_direct
mtub,Rv1148c,hypothetical protein,,,gff_direct
mtub,Rv1151c,NAD-dependent protein deacylase,,,gff_direct
mtub,Rv1152,transcriptional regulator,,,gff_direct
mtub,Rv1153c,O-methyltransferase,,,gff_direct
mtub,Rv1154c,hypothetical protein,,,gff_direct
mtub,Rv1155,pyridoxine/pyridoxamine 5'-phosphate oxidase,,,gff_direct
mtub,Rv1156,hypothetical protein,,,gff_direct
mtub,Rv1159,polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol pentamannoside mannosyltransferase,,,gff_direct
mtub,Rv1159A,4a-hydroxytetrahydrobiopterin dehydratase,,,gff_direct
mtub,Rv1160,8-oxo-dGTP diphosphatase,,,gff_direct
mtub,Rv1161,nitrate reductase subunit alpha,,,gff_direct
mtub,Rv1162,nitrate reductase subunit beta,,,gff_direct
mtub,Rv1163,nitrate reductase subunit delta,,,gff_direct
mtub,Rv1164,nitrate reductase subunit gamma,,,gff_direct
mtub,Rv1165,GTP-binding translation elongation factor,,,gff_direct
mtub,Rv1166,monoacyl phosphatidylinositol tetramannoside-binding protein LpqW,,,gff_direct
mtub,Rv1167c,transcriptional regulator,,,gff_direct
mtub,Rv1170,1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase,,,gff_direct
mtub,Rv1171,hypothetical protein,,,gff_direct
mtub,Rv1173,FO synthase,,,gff_direct
mtub,Rv1175c,NADPH dependent 2%2C4-dienoyl-CoA reductase FadH,,,gff_direct
mtub,Rv1176c,hypothetical protein,,,gff_direct
mtub,Rv1177,ferredoxin FdxC,,,gff_direct
mtub,Rv1178,aminotransferase,,,gff_direct
mtub,Rv1179c,hypothetical protein,,,gff_direct
mtub,Rv1180,polyketide beta-ketoacyl synthase,,,gff_direct
mtub,Rv1181,polyketide beta-ketoacyl synthase,,,gff_direct
mtub,Rv1182,acyltransferase papA3,,,gff_direct
mtub,Rv1183,transmembrane transport protein MmpL10,,,gff_direct
mtub,Rv1185c,fatty-acid--CoA ligase FadD21,,,gff_direct
mtub,Rv1186c,hypothetical protein,,,gff_direct
mtub,Rv1187,pyrroline-5-carboxylate dehydrogenase RocA,,,gff_direct
mtub,Rv1188,proline dehydrogenase,,,gff_direct
mtub,Rv1189,ECF RNA polymerase sigma factor SigI,,,gff_direct
mtub,Rv1190,hypothetical protein,,,gff_direct
mtub,Rv1191,hypothetical protein,,,gff_direct
mtub,Rv1192,hypothetical protein,,,gff_direct
mtub,Rv1193,fatty-acid--CoA ligase FadD36,,,gff_direct
mtub,Rv1194c,hypothetical protein,,,gff_direct
mtub,Rv1197,ESAT-6 like protein EsxK,,,gff_direct
mtub,Rv1200,integral membrane transport protein,,,gff_direct
mtub,Rv1201c,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase,,,gff_direct
mtub,Rv1202,succinyl-diaminopimelate desuccinylase DapE,,,gff_direct
mtub,Rv1203c,hypothetical protein,,,gff_direct
mtub,Rv1204c,hypothetical protein,,,gff_direct
mtub,Rv1205,hypothetical protein,,,gff_direct
mtub,Rv1206,fatty-acid--CoA ligase FadD6,,,gff_direct
mtub,Rv1207,dihydropteroate synthase,,,gff_direct
mtub,Rv1208,glucosyl-3-phosphoglycerate synthase,,,gff_direct
mtub,Rv1209,hypothetical protein,,,gff_direct
mtub,Rv1210,DNA-3-methyladenine glycosylase I TagA,,,gff_direct
mtub,Rv1211,hypothetical protein,,,gff_direct
mtub,Rv1212c,capsular glucan synthase,,,gff_direct
mtub,Rv1213,glucose-1-phosphate adenylyltransferase,,,gff_direct
mtub,Rv1215c,hypothetical protein,,,gff_direct
mtub,Rv1216c,integral membrane protein,,,gff_direct
mtub,Rv1217c,tetronasin ABC transporter integral membrane protein,,,gff_direct
mtub,Rv1218c,tetronasin ABC transporter ATP-binding protein,,,gff_direct
mtub,Rv1219c,transcriptional regulator,,,gff_direct
mtub,Rv1220c,methyltransferase,,,gff_direct
mtub,Rv1221,ECF RNA polymerase sigma factor SigE,,,gff_direct
mtub,Rv1222,anti-sigma E factor RseA,,,gff_direct
mtub,Rv1223,serine protease HtrA,,,gff_direct
mtub,Rv1224,Sec-independent protein translocase protein TatB,,,gff_direct
mtub,Rv1225c,hypothetical protein,,,gff_direct
mtub,Rv1226c,transmembrane protein,,,gff_direct
mtub,Rv1227c,transmembrane protein,,,gff_direct
mtub,Rv1228,lipoprotein LpqX,,,gff_direct
mtub,Rv1229c,multiple resistance/pH adaptation protein,,,gff_direct
mtub,Rv1230c,membrane protein,,,gff_direct
mtub,Rv1231c,membrane protein,,,gff_direct
mtub,Rv1232c,hypothetical protein,,,gff_direct
mtub,Rv1233c,hypothetical protein,,,gff_direct
mtub,Rv1234,transmembrane protein,,,gff_direct
mtub,Rv1235,trehalose ABC transporter substrate-binding lipoprotein LpqY,,,gff_direct
mtub,Rv1236,sugar ABC transporter permease SugA,,,gff_direct
mtub,Rv1237,sugar ABC transporter permease SugB,,,gff_direct
mtub,Rv1238,sugar ABC transporter ATP-binding protein SugC,,,gff_direct
mtub,Rv1239c,magnesium and cobalt transport transmembrane protein CorA,,,gff_direct
mtub,Rv1240,malate dehydrogenase,,,gff_direct
mtub,Rv1241,antitoxin VapB33,,,gff_direct
mtub,Rv1244,lipoprotein LpqZ,,,gff_direct
mtub,Rv1245c,short-chain type dehydrogenase/reductase,,,gff_direct
mtub,Rv1246c,toxin RelE,,,gff_direct
mtub,Rv1247c,antitoxin RelB,,,gff_direct
mtub,Rv1248c,multifunctional 2-oxoglutarate dehydrogenase E1 component /2-oxoglutarate dehydrogenase dihydrolipoyllysine-residue succinyltransferase,,,gff_direct
mtub,Rv1249c,membrane protein,,,gff_direct
mtub,Rv1250,MFS-type drug transporter,,,gff_direct
mtub,Rv1251c,hypothetical protein,,,gff_direct
mtub,Rv1252c,lipoprotein LprE,,,gff_direct
mtub,Rv1253,ATP-dependent RNA helicase DeaD,,,gff_direct
mtub,Rv1254,acyltransferase,,,gff_direct
mtub,Rv1257c,oxidoreductase,,,gff_direct
mtub,Rv1258c,multidrug-efflux transporter,,,gff_direct
mtub,Rv1259,uracil DNA glycosylase,,,gff_direct
mtub,Rv1260,oxidoreductase,,,gff_direct
mtub,Rv1261c,hypothetical protein,,,gff_direct
mtub,Rv1262c,hypothetical protein,,,gff_direct
mtub,Rv1263,amidase AmiB,,,gff_direct
mtub,Rv1264,adenylyl cyclase,,,gff_direct
mtub,Rv1265,hypothetical protein,,,gff_direct
mtub,Rv1266c,serine/threonine-protein kinase PknH,,,gff_direct
mtub,Rv1267c,transcriptional regulator EmbR,,,gff_direct
mtub,Rv1268c,hypothetical protein,,,gff_direct
mtub,Rv1269c,hypothetical protein,,,gff_direct
mtub,Rv1270c,lipoprotein LprA,,,gff_direct
mtub,Rv1271c,hypothetical protein,,,gff_direct
mtub,Rv1272c,drug ABC transporter ATP-binding protein,,,gff_direct
mtub,Rv1273c,drug ABC transporter ATP-binding protein,,,gff_direct
mtub,Rv1274,lipoprotein LprB,,,gff_direct
mtub,Rv1275,lipoprotein LprC,,,gff_direct
mtub,Rv1276c,hypothetical protein,,,gff_direct
mtub,Rv1277,hypothetical protein,,,gff_direct
mtub,Rv1278,hypothetical protein,,,gff_direct
mtub,Rv1279,GMC-type oxidoreductase,,,gff_direct
mtub,Rv1281c,oligopeptide ABC transporter ATP-binding protein OppD,,,gff_direct
mtub,Rv1282c,oligopeptide ABC transporter permease OppC,,,gff_direct
mtub,Rv1283c,oligopeptide ABC transporter permease OppB,,,gff_direct
mtub,Rv1284,beta-carbonic anhydrase,,,gff_direct
mtub,Rv1285,sulfate adenylyltransferase subunit 2,,,gff_direct
mtub,Rv1286,adenylyl-sulfate kinase,,,gff_direct
mtub,Rv1287,HTH-type transcriptional regulator,,,gff_direct
mtub,Rv1288,hypothetical protein,,,gff_direct
mtub,Rv1289,hypothetical protein,,,gff_direct
mtub,Rv1290A,hypothetical protein,,,gff_direct
mtub,Rv1290c,hypothetical protein,,,gff_direct
mtub,Rv1292,arginine--tRNA ligase,,,gff_direct
mtub,Rv1293,diaminopimelate decarboxylase,,,gff_direct
mtub,Rv1294,homoserine dehydrogenase,,,gff_direct
mtub,Rv1295,threonine synthase,,,gff_direct
mtub,Rv1296,homoserine kinase,,,gff_direct
mtub,Rv1297,transcription termination factor Rho,,,gff_direct
mtub,Rv1298,50S ribosomal protein L31,,,gff_direct
mtub,Rv1299,peptide chain release factor PrfA,,,gff_direct
mtub,Rv1300,release factor glutamine methyltransferase,,,gff_direct
mtub,Rv1301,threonylcarbamoyl-AMP synthase,,,gff_direct
mtub,Rv1302,decaprenyl-phosphate N-acetylglucosaminephosphotransferase,,,gff_direct
mtub,Rv1303,hypothetical protein,,,gff_direct
mtub,Rv1304,ATP synthase subunit A,,,gff_direct
mtub,Rv1305,ATP synthase subunit C,,,gff_direct
mtub,Rv1306,ATP synthase subunit B,,,gff_direct
mtub,Rv1307,ATP synthase subunit b/delta,,,gff_direct
mtub,Rv1308,ATP synthase subunit alpha,,,gff_direct
mtub,Rv1309,ATP synthase subunit gamma,,,gff_direct
mtub,Rv1310,ATP synthase subunit beta,,,gff_direct
mtub,Rv1311,ATP synthase subunit epsilon,,,gff_direct
mtub,Rv1312,hypothetical protein,,,gff_direct
mtub,Rv1314c,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,,,gff_direct
mtub,Rv1315,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,,,gff_direct
mtub,Rv1316c,methylated-DNA--protein-cysteine methyltransferase,,,gff_direct
mtub,Rv1317c,bifunctional regulatory protein/DNA repair enzyme AlkA,,,gff_direct
mtub,Rv1318c,adenylate cyclase,,,gff_direct
mtub,Rv1319c,adenylate cyclase,,,gff_direct
mtub,Rv1320c,adenylate cyclase,,,gff_direct
mtub,Rv1321,endonuclease NucS,,,gff_direct
mtub,Rv1322,hypothetical protein,,,gff_direct
mtub,Rv1322A,hypothetical protein,,,gff_direct
mtub,Rv1323,acetyl-CoA acetyltransferase,,,gff_direct
mtub,Rv1324,thioredoxin,,,gff_direct
mtub,Rv1326c,1%2C4-alpha-glucan branching protein,,,gff_direct
mtub,Rv1327c,alpha-1%2C4-glucan:maltose-1-phosphate maltosyltransferase,,,gff_direct
mtub,Rv1328,glycogen phosphorylase,,,gff_direct
mtub,Rv1329c,ATP-dependent helicase DinG,,,gff_direct
mtub,Rv1330c,nicotinic acid phosphoribosyltransferase PncB1,,,gff_direct
mtub,Rv1331,ATP-dependent Clp protease adapter protein ClpS,,,gff_direct
mtub,Rv1332,transcriptional regulator,,,gff_direct
mtub,Rv1333,hydrolase,,,gff_direct
mtub,Rv1334,[CysO]-cysteine peptidase,,,gff_direct
mtub,Rv1335,sulfur carrier protein CysO,,,gff_direct
mtub,Rv1336,O-phosphoserine sulfhydrylase,,,gff_direct
mtub,Rv1337,integral membrane protein,,,gff_direct
mtub,Rv1338,glutamate racemase,,,gff_direct
mtub,Rv1339,hypothetical protein,,,gff_direct
mtub,Rv1340,ribonuclease PH,,,gff_direct
mtub,Rv1341,non-canonical purine NTP pyrophosphatase,,,gff_direct
mtub,Rv1342c,hypothetical protein,,,gff_direct
mtub,Rv1343c,lipoprotein LprD,,,gff_direct
mtub,Rv1344,acyl carrier protein MbtL,,,gff_direct
mtub,Rv1345,long-chain-fatty-acid--ACP ligase MbtM,,,gff_direct
mtub,Rv1346,acyl-[acyl-carrier-protein] dehydrogenase MbtN,,,gff_direct
mtub,Rv1347c,lysine N-acetyltransferase MbtK,,,gff_direct
mtub,Rv1348,iron ABC transporter ATP-binding protein/permease IrtA,,,gff_direct
mtub,Rv1349,iron ABC transporter ATP-binding protein/permease IrtB,,,gff_direct
mtub,Rv1350,3-oxoacyl-ACP reductase FabG,,,gff_direct
mtub,Rv1351,hypothetical protein,,,gff_direct
mtub,Rv1352,hypothetical protein,,,gff_direct
mtub,Rv1353c,HTH-type transcriptional regulator,,,gff_direct
mtub,Rv1354c,hypothetical protein,,,gff_direct
mtub,Rv1355c,molybdopterin biosynthesis protein MoeY,,,gff_direct
mtub,Rv1356c,hypothetical protein,,,gff_direct
mtub,Rv1357c,hypothetical protein,,,gff_direct
mtub,Rv1358,transcriptional regulator,,,gff_direct
mtub,Rv1359,transcriptional regulator,,,gff_direct
mtub,Rv1360,oxidoreductase,,,gff_direct
mtub,Rv1362c,membrane protein,,,gff_direct
mtub,Rv1363c,membrane protein,,,gff_direct
mtub,Rv1364c,sigma factor regulatory protein,,,gff_direct
mtub,Rv1365c,anti-sigma-F factor antagonist RsfA,,,gff_direct
mtub,Rv1366,hypothetical protein,,,gff_direct
mtub,Rv1367c,hypothetical protein,,,gff_direct
mtub,Rv1368,lipoprotein LprF,,,gff_direct
mtub,Rv1371,membrane protein,,,gff_direct
mtub,Rv1372,alpha-pyrone synthesis polyketide synthase-like protein,,,gff_direct
mtub,Rv1373,glycolipid sulfotransferase,,,gff_direct
mtub,Rv1374c,hypothetical protein,,,gff_direct
mtub,Rv1375,hypothetical protein,,,gff_direct
mtub,Rv1376,hypothetical protein,,,gff_direct
mtub,Rv1377c,transferase,,,gff_direct
mtub,Rv1378c,hypothetical protein,,,gff_direct
mtub,Rv1379,bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase,,,gff_direct
mtub,Rv1380,aspartate carbamoyltransferase,,,gff_direct
mtub,Rv1381,dihydroorotase,,,gff_direct
mtub,Rv1382,hypothetical protein,,,gff_direct
mtub,Rv1383,carbamoyl-phosphate synthase small subunit,,,gff_direct
mtub,Rv1384,carbamoyl-phosphate synthase large subunit,,,gff_direct
mtub,Rv1385,orotidine 5'-phosphate decarboxylase,,,gff_direct
mtub,Rv1388,integration host factor MihF,,,gff_direct
mtub,Rv1389,guanylate kinase,,,gff_direct
mtub,Rv1390,DNA-directed RNA polymerase subunit omega,,,gff_direct
mtub,Rv1391,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase,,,gff_direct
mtub,Rv1392,S-adenosylmethionine synthetase,,,gff_direct
mtub,Rv1393c,monoxygenase,,,gff_direct
mtub,Rv1394c,cytochrome P450 Cyp132,,,gff_direct
mtub,Rv1395,HTH-type transcriptional regulator,,,gff_direct
mtub,Rv1397c,ribonuclease VapC10,,,gff_direct
mtub,Rv1398c,antitoxin VapB10,,,gff_direct
mtub,Rv1399c,carboxylesterase NlhH,,,gff_direct
mtub,Rv1400c,lipase,,,gff_direct
mtub,Rv1401,membrane protein,,,gff_direct
mtub,Rv1402,primosomal protein N',,,gff_direct
mtub,Rv1403c,methyltransferase,,,gff_direct
mtub,Rv1404,transcriptional regulator,,,gff_direct
mtub,Rv1405c,methyltransferase,,,gff_direct
mtub,Rv1406,methionyl-tRNA formyltransferase,,,gff_direct
mtub,Rv1407,16S rRNA m5C967 methyltransferase,,,gff_direct
mtub,Rv1408,ribulose-phosphate 3-epimerase,,,gff_direct
mtub,Rv1409,bifunctional riboflavin biosynthesis diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino) uracil reductase,,,gff_direct
mtub,Rv1410c,aminoglycosides/tetracycline-transport integral membrane protein,,,gff_direct
mtub,Rv1411c,lipoprotein LprG,,,gff_direct
mtub,Rv1412,riboflavin synthase,,,gff_direct
mtub,Rv1413,hypothetical protein,,,gff_direct
mtub,Rv1414,hypothetical protein,,,gff_direct
mtub,Rv1415,bifunctional riboflavin biosynthesis GTP cyclohydrolase II/3%2C4-dihydroxy-2-butanone 4-phosphate synthase,,,gff_direct
mtub,Rv1416,6%2C7-dimethyl-8-ribityllumazine synthase,,,gff_direct
mtub,Rv1417,membrane protein,,,gff_direct
mtub,Rv1418,lipoprotein LprH,,,gff_direct
mtub,Rv1419,hypothetical protein,,,gff_direct
mtub,Rv1420,excinuclease ABC subunit UvrC,,,gff_direct
mtub,Rv1421,hypothetical protein,,,gff_direct
mtub,Rv1422,hypothetical protein,,,gff_direct
mtub,Rv1423,transcriptional regulator WhiA,,,gff_direct
mtub,Rv1424c,membrane protein,,,gff_direct
mtub,Rv1425,diacyglycerol O-acyltransferase,,,gff_direct
mtub,Rv1426c,esterase LipO,,,gff_direct
mtub,Rv1427c,acyl-CoA synthetase,,,gff_direct
mtub,Rv1428c,hypothetical protein,,,gff_direct
mtub,Rv1429,hypothetical protein,,,gff_direct
mtub,Rv1431,hypothetical protein,,,gff_direct
mtub,Rv1432,dehydrogenase,,,gff_direct
mtub,Rv1433,hypothetical protein,,,gff_direct
mtub,Rv1434,hypothetical protein,,,gff_direct
mtub,Rv1435c,hypothetical protein,,,gff_direct
mtub,Rv1436,glyceraldehyde 3-phosphate dehydrogenase,,,gff_direct
mtub,Rv1437,phosphoglycerate kinase,,,gff_direct
mtub,Rv1438,triosephosphate isomerase,,,gff_direct
mtub,Rv1439c,hypothetical protein,,,gff_direct
mtub,Rv1440,protein-export membrane protein SecG,,,gff_direct
mtub,Rv1442,biotin sulfoxide reductase BisC,,,gff_direct
mtub,Rv1443c,hypothetical protein,,,gff_direct
mtub,Rv1444c,hypothetical protein,,,gff_direct
mtub,Rv1445c,6-phosphogluconolactonase,,,gff_direct
mtub,Rv1446c,OXPP cycle protein OpcA,,,gff_direct
mtub,Rv1447c,glucose-6-phosphate 1-dehydrogenase,,,gff_direct
mtub,Rv1448c,transaldolase,,,gff_direct
mtub,Rv1449c,transketolase,,,gff_direct
mtub,Rv1451,protoheme IX farnesyltransferase,,,gff_direct
mtub,Rv1453,transcriptional activator protein,,,gff_direct
mtub,Rv1454c,quinone reductase,,,gff_direct
mtub,Rv1455,hypothetical protein,,,gff_direct
mtub,Rv1456c,antibiotic ABC transporter permease,,,gff_direct
mtub,Rv1457c,antibiotic ABC transporter permease,,,gff_direct
mtub,Rv1458c,antibiotic ABC transporter ATP-binding protein,,,gff_direct
mtub,Rv1459c,alpha-(1->6)-mannopyranosyltransferase,,,gff_direct
mtub,Rv1460,transcriptional regulator,,,gff_direct
mtub,Rv1462,hypothetical protein,,,gff_direct
mtub,Rv1463,ABC transporter ATP-binding protein,,,gff_direct
