organism,locus_tag,og_id,prev_og_id,next_og_id,prev_locus_tag,next_locus_tag
beril_HerbieS,HSERO_RS22065,OG00363,OG06263,OG01587,HSERO_RS22060,HSERO_RS22070
beril_HerbieS,HSERO_RS22070,OG01587,OG00363,OG00798,HSERO_RS22065,HSERO_RS22075
beril_HerbieS,HSERO_RS22075,OG00798,OG01587,OG00921,HSERO_RS22070,HSERO_RS22080
beril_HerbieS,HSERO_RS22080,OG00921,OG00798,OG00111,HSERO_RS22075,HSERO_RS22085
beril_HerbieS,HSERO_RS22085,OG00111,OG00921,OG02727,HSERO_RS22080,HSERO_RS22110
beril_HerbieS,HSERO_RS22110,OG02727,OG00111,OG00525,HSERO_RS22085,HSERO_RS22120
beril_HerbieS,HSERO_RS22120,OG00525,OG02727,OG00608,HSERO_RS22110,HSERO_RS22125
beril_HerbieS,HSERO_RS22125,OG00608,OG00525,OG00325,HSERO_RS22120,HSERO_RS22130
beril_HerbieS,HSERO_RS22130,OG00325,OG00608,OG00169,HSERO_RS22125,HSERO_RS22135
beril_HerbieS,HSERO_RS22135,OG00169,OG00325,OG14058,HSERO_RS22130,HSERO_RS22140
beril_HerbieS,HSERO_RS22140,OG14058,OG00169,OG05659,HSERO_RS22135,HSERO_RS22150
beril_HerbieS,HSERO_RS22150,OG05659,OG14058,OG00424,HSERO_RS22140,HSERO_RS22160
beril_HerbieS,HSERO_RS22160,OG00424,OG05659,OG00605,HSERO_RS22150,HSERO_RS22165
beril_HerbieS,HSERO_RS22165,OG00605,OG00424,OG00128,HSERO_RS22160,HSERO_RS22170
beril_HerbieS,HSERO_RS22170,OG00128,OG00605,OG00446,HSERO_RS22165,HSERO_RS22190
beril_HerbieS,HSERO_RS22190,OG00446,OG00128,OG01203,HSERO_RS22170,HSERO_RS22195
beril_HerbieS,HSERO_RS22195,OG01203,OG00446,OG01199,HSERO_RS22190,HSERO_RS22200
beril_HerbieS,HSERO_RS22200,OG01199,OG01203,OG01606,HSERO_RS22195,HSERO_RS22205
beril_HerbieS,HSERO_RS22205,OG01606,OG01199,OG00407,HSERO_RS22200,HSERO_RS22210
beril_HerbieS,HSERO_RS22210,OG00407,OG01606,OG00407,HSERO_RS22205,HSERO_RS22215
beril_HerbieS,HSERO_RS22215,OG00407,OG00407,OG00361,HSERO_RS22210,HSERO_RS22220
beril_HerbieS,HSERO_RS22220,OG00361,OG00407,OG01617,HSERO_RS22215,HSERO_RS22225
beril_HerbieS,HSERO_RS22225,OG01617,OG00361,OG01856,HSERO_RS22220,HSERO_RS22230
beril_HerbieS,HSERO_RS22230,OG01856,OG01617,OG01619,HSERO_RS22225,HSERO_RS22235
beril_HerbieS,HSERO_RS22235,OG01619,OG01856,OG00643,HSERO_RS22230,HSERO_RS22240
beril_HerbieS,HSERO_RS22240,OG00643,OG01619,OG01052,HSERO_RS22235,HSERO_RS22245
beril_HerbieS,HSERO_RS22245,OG01052,OG00643,OG00355,HSERO_RS22240,HSERO_RS22250
beril_HerbieS,HSERO_RS22250,OG00355,OG01052,OG00061,HSERO_RS22245,HSERO_RS22255
beril_HerbieS,HSERO_RS22255,OG00061,OG00355,OG00294,HSERO_RS22250,HSERO_RS22260
beril_HerbieS,HSERO_RS22260,OG00294,OG00061,OG00960,HSERO_RS22255,HSERO_RS22265
beril_HerbieS,HSERO_RS22265,OG00960,OG00294,OG00355,HSERO_RS22260,HSERO_RS22270
beril_HerbieS,HSERO_RS22270,OG00355,OG00960,OG01052,HSERO_RS22265,HSERO_RS22275
beril_HerbieS,HSERO_RS22275,OG01052,OG00355,OG00019,HSERO_RS22270,HSERO_RS22280
beril_HerbieS,HSERO_RS22280,OG00019,OG01052,OG00032,HSERO_RS22275,HSERO_RS22285
beril_HerbieS,HSERO_RS22285,OG00032,OG00019,OG00482,HSERO_RS22280,HSERO_RS22290
beril_HerbieS,HSERO_RS22290,OG00482,OG00032,OG00294,HSERO_RS22285,HSERO_RS22295
beril_HerbieS,HSERO_RS22295,OG00294,OG00482,OG00355,HSERO_RS22290,HSERO_RS22300
beril_HerbieS,HSERO_RS22300,OG00355,OG00294,OG00143,HSERO_RS22295,HSERO_RS22305
beril_HerbieS,HSERO_RS22305,OG00143,OG00355,OG00019,HSERO_RS22300,HSERO_RS22310
beril_HerbieS,HSERO_RS22310,OG00019,OG00143,OG00528,HSERO_RS22305,HSERO_RS22315
beril_HerbieS,HSERO_RS22315,OG00528,OG00019,OG00799,HSERO_RS22310,HSERO_RS22330
beril_HerbieS,HSERO_RS22330,OG00799,OG00528,OG04948,HSERO_RS22315,HSERO_RS22335
beril_HerbieS,HSERO_RS22335,OG04948,OG00799,OG01412,HSERO_RS22330,HSERO_RS22340
beril_HerbieS,HSERO_RS22340,OG01412,OG04948,OG04928,HSERO_RS22335,HSERO_RS22345
beril_HerbieS,HSERO_RS22345,OG04928,OG01412,OG01512,HSERO_RS22340,HSERO_RS22350
beril_HerbieS,HSERO_RS22350,OG01512,OG04928,OG01283,HSERO_RS22345,HSERO_RS22355
beril_HerbieS,HSERO_RS22355,OG01283,OG01512,OG00047,HSERO_RS22350,HSERO_RS22360
beril_HerbieS,HSERO_RS22360,OG00047,OG01283,OG00020,HSERO_RS22355,HSERO_RS22365
beril_HerbieS,HSERO_RS22365,OG00020,OG00047,OG01749,HSERO_RS22360,HSERO_RS22370
beril_HerbieS,HSERO_RS22370,OG01749,OG00020,OG00134,HSERO_RS22365,HSERO_RS22385
beril_HerbieS,HSERO_RS22385,OG00134,OG01749,OG00003,HSERO_RS22370,HSERO_RS22395
beril_HerbieS,HSERO_RS22395,OG00003,OG00134,OG01095,HSERO_RS22385,HSERO_RS22400
beril_HerbieS,HSERO_RS22400,OG01095,OG00003,OG00231,HSERO_RS22395,HSERO_RS22405
beril_HerbieS,HSERO_RS22405,OG00231,OG01095,OG00194,HSERO_RS22400,HSERO_RS22410
beril_HerbieS,HSERO_RS22410,OG00194,OG00231,OG00672,HSERO_RS22405,HSERO_RS22415
beril_HerbieS,HSERO_RS22415,OG00672,OG00194,OG00699,HSERO_RS22410,HSERO_RS22420
beril_HerbieS,HSERO_RS22420,OG00699,OG00672,OG00019,HSERO_RS22415,HSERO_RS22425
beril_HerbieS,HSERO_RS22425,OG00019,OG00699,OG00231,HSERO_RS22420,HSERO_RS22430
beril_HerbieS,HSERO_RS22430,OG00231,OG00019,OG00034,HSERO_RS22425,HSERO_RS22435
beril_HerbieS,HSERO_RS22435,OG00034,OG00231,OG01117,HSERO_RS22430,HSERO_RS22440
beril_HerbieS,HSERO_RS22440,OG01117,OG00034,OG00616,HSERO_RS22435,HSERO_RS22450
beril_HerbieS,HSERO_RS22450,OG00616,OG01117,OG01407,HSERO_RS22440,HSERO_RS22455
beril_HerbieS,HSERO_RS22455,OG01407,OG00616,OG00555,HSERO_RS22450,HSERO_RS22460
beril_HerbieS,HSERO_RS22460,OG00555,OG01407,OG00361,HSERO_RS22455,HSERO_RS22465
beril_HerbieS,HSERO_RS22465,OG00361,OG00555,OG00407,HSERO_RS22460,HSERO_RS22470
beril_HerbieS,HSERO_RS22470,OG00407,OG00361,OG00143,HSERO_RS22465,HSERO_RS22475
beril_HerbieS,HSERO_RS22475,OG00143,OG00407,OG00421,HSERO_RS22470,HSERO_RS22480
beril_HerbieS,HSERO_RS22480,OG00421,OG00143,OG01897,HSERO_RS22475,HSERO_RS22485
beril_HerbieS,HSERO_RS22485,OG01897,OG00421,OG00576,HSERO_RS22480,HSERO_RS22500
beril_HerbieS,HSERO_RS22500,OG00576,OG01897,OG01112,HSERO_RS22485,HSERO_RS22510
beril_HerbieS,HSERO_RS22510,OG01112,OG00576,OG00079,HSERO_RS22500,HSERO_RS22515
beril_HerbieS,HSERO_RS22515,OG00079,OG01112,OG10129,HSERO_RS22510,HSERO_RS22520
beril_HerbieS,HSERO_RS22520,OG10129,OG00079,OG00575,HSERO_RS22515,HSERO_RS22525
beril_HerbieS,HSERO_RS22525,OG00575,OG10129,OG01639,HSERO_RS22520,HSERO_RS22530
beril_HerbieS,HSERO_RS22530,OG01639,OG00575,OG00135,HSERO_RS22525,HSERO_RS22535
beril_HerbieS,HSERO_RS22535,OG00135,OG01639,OG13205,HSERO_RS22530,HSERO_RS22540
beril_HerbieS,HSERO_RS22540,OG13205,OG00135,OG00231,HSERO_RS22535,HSERO_RS22550
beril_HerbieS,HSERO_RS22550,OG00231,OG13205,OG00003,HSERO_RS22540,HSERO_RS22560
beril_HerbieS,HSERO_RS22560,OG00003,OG00231,OG00192,HSERO_RS22550,HSERO_RS22565
beril_HerbieS,HSERO_RS22565,OG00192,OG00003,OG00624,HSERO_RS22560,HSERO_RS22570
beril_HerbieS,HSERO_RS22570,OG00624,OG00192,OG00194,HSERO_RS22565,HSERO_RS22575
beril_HerbieS,HSERO_RS22575,OG00194,OG00624,OG00380,HSERO_RS22570,HSERO_RS22580
beril_HerbieS,HSERO_RS22580,OG00380,OG00194,OG00860,HSERO_RS22575,HSERO_RS22585
beril_HerbieS,HSERO_RS22585,OG00860,OG00380,OG00770,HSERO_RS22580,HSERO_RS22590
beril_HerbieS,HSERO_RS22590,OG00770,OG00860,OG04215,HSERO_RS22585,HSERO_RS22595
beril_HerbieS,HSERO_RS22595,OG04215,OG00770,OG12887,HSERO_RS22590,HSERO_RS22610
beril_HerbieS,HSERO_RS22610,OG12887,OG04215,OG00419,HSERO_RS22595,HSERO_RS22615
beril_HerbieS,HSERO_RS22615,OG00419,OG12887,OG04882,HSERO_RS22610,HSERO_RS22620
beril_HerbieS,HSERO_RS22620,OG04882,OG00419,OG00019,HSERO_RS22615,HSERO_RS22625
beril_HerbieS,HSERO_RS22625,OG00019,OG04882,OG00837,HSERO_RS22620,HSERO_RS22630
beril_HerbieS,HSERO_RS22630,OG00837,OG00019,OG00891,HSERO_RS22625,HSERO_RS22640
beril_HerbieS,HSERO_RS22640,OG00891,OG00837,OG00071,HSERO_RS22630,HSERO_RS22645
beril_HerbieS,HSERO_RS22645,OG00071,OG00891,OG00072,HSERO_RS22640,HSERO_RS22650
beril_HerbieS,HSERO_RS22650,OG00072,OG00071,OG01310,HSERO_RS22645,HSERO_RS22655
beril_HerbieS,HSERO_RS22655,OG01310,OG00072,OG00584,HSERO_RS22650,HSERO_RS22660
beril_HerbieS,HSERO_RS22660,OG00584,OG01310,OG00245,HSERO_RS22655,HSERO_RS22665
beril_HerbieS,HSERO_RS22665,OG00245,OG00584,OG00016,HSERO_RS22660,HSERO_RS22670
beril_HerbieS,HSERO_RS22670,OG00016,OG00245,OG00067,HSERO_RS22665,HSERO_RS22675
beril_HerbieS,HSERO_RS22675,OG00067,OG00016,OG00221,HSERO_RS22670,HSERO_RS22680
beril_HerbieS,HSERO_RS22680,OG00221,OG00067,OG00896,HSERO_RS22675,HSERO_RS22685
beril_HerbieS,HSERO_RS22685,OG00896,OG00221,OG01365,HSERO_RS22680,HSERO_RS22690
beril_HerbieS,HSERO_RS22690,OG01365,OG00896,OG00032,HSERO_RS22685,HSERO_RS22695
beril_HerbieS,HSERO_RS22695,OG00032,OG01365,OG00044,HSERO_RS22690,HSERO_RS22700
beril_HerbieS,HSERO_RS22700,OG00044,OG00032,OG11316,HSERO_RS22695,HSERO_RS22705
beril_HerbieS,HSERO_RS22705,OG11316,OG00044,OG01849,HSERO_RS22700,HSERO_RS22710
beril_HerbieS,HSERO_RS22710,OG01849,OG11316,OG00030,HSERO_RS22705,HSERO_RS22715
beril_HerbieS,HSERO_RS22715,OG00030,OG01849,OG00016,HSERO_RS22710,HSERO_RS22720
beril_HerbieS,HSERO_RS22720,OG00016,OG00030,OG00245,HSERO_RS22715,HSERO_RS22725
beril_HerbieS,HSERO_RS22725,OG00245,OG00016,OG00523,HSERO_RS22720,HSERO_RS22730
beril_HerbieS,HSERO_RS22730,OG00523,OG00245,OG01025,HSERO_RS22725,HSERO_RS22735
beril_HerbieS,HSERO_RS22735,OG01025,OG00523,OG10467,HSERO_RS22730,HSERO_RS22740
beril_HerbieS,HSERO_RS22740,OG10467,OG01025,OG00574,HSERO_RS22735,HSERO_RS22745
beril_HerbieS,HSERO_RS22745,OG00574,OG10467,OG00071,HSERO_RS22740,HSERO_RS22750
beril_HerbieS,HSERO_RS22750,OG00071,OG00574,OG01399,HSERO_RS22745,HSERO_RS22755
beril_HerbieS,HSERO_RS22755,OG01399,OG00071,OG03890,HSERO_RS22750,HSERO_RS22760
beril_HerbieS,HSERO_RS22760,OG03890,OG01399,OG00682,HSERO_RS22755,HSERO_RS22765
beril_HerbieS,HSERO_RS22765,OG00682,OG03890,OG00019,HSERO_RS22760,HSERO_RS22770
beril_HerbieS,HSERO_RS22770,OG00019,OG00682,OG11838,HSERO_RS22765,HSERO_RS22780
beril_HerbieS,HSERO_RS22780,OG11838,OG00019,OG01697,HSERO_RS22770,HSERO_RS22785
beril_HerbieS,HSERO_RS22785,OG01697,OG11838,OG10702,HSERO_RS22780,HSERO_RS22790
beril_HerbieS,HSERO_RS22790,OG10702,OG01697,OG00348,HSERO_RS22785,HSERO_RS22795
beril_HerbieS,HSERO_RS22795,OG00348,OG10702,OG00134,HSERO_RS22790,HSERO_RS22805
beril_HerbieS,HSERO_RS22805,OG00134,OG00348,OG01146,HSERO_RS22795,HSERO_RS22810
beril_HerbieS,HSERO_RS22810,OG01146,OG00134,OG00994,HSERO_RS22805,HSERO_RS22820
beril_HerbieS,HSERO_RS22820,OG00994,OG01146,OG00036,HSERO_RS22810,HSERO_RS22825
beril_HerbieS,HSERO_RS22825,OG00036,OG00994,OG00053,HSERO_RS22820,HSERO_RS22830
beril_HerbieS,HSERO_RS22830,OG00053,OG00036,OG00711,HSERO_RS22825,HSERO_RS22835
beril_HerbieS,HSERO_RS22835,OG00711,OG00053,OG00411,HSERO_RS22830,HSERO_RS22840
beril_HerbieS,HSERO_RS22840,OG00411,OG00711,OG00383,HSERO_RS22835,HSERO_RS22860
beril_HerbieS,HSERO_RS22860,OG00383,OG00411,OG02046,HSERO_RS22840,HSERO_RS22865
beril_HerbieS,HSERO_RS22865,OG02046,OG00383,OG00486,HSERO_RS22860,HSERO_RS22870
beril_HerbieS,HSERO_RS22870,OG00486,OG02046,OG00517,HSERO_RS22865,HSERO_RS22875
beril_HerbieS,HSERO_RS22875,OG00517,OG00486,OG01933,HSERO_RS22870,HSERO_RS22880
beril_HerbieS,HSERO_RS22880,OG01933,OG00517,OG01271,HSERO_RS22875,HSERO_RS22900
beril_HerbieS,HSERO_RS22900,OG01271,OG01933,OG14527,HSERO_RS22880,HSERO_RS22905
beril_HerbieS,HSERO_RS22905,OG14527,OG01271,OG00045,HSERO_RS22900,HSERO_RS22910
beril_HerbieS,HSERO_RS22910,OG00045,OG14527,OG06912,HSERO_RS22905,HSERO_RS22915
beril_HerbieS,HSERO_RS22915,OG06912,OG00045,OG00255,HSERO_RS22910,HSERO_RS22925
beril_HerbieS,HSERO_RS22925,OG00255,OG06912,OG14526,HSERO_RS22915,HSERO_RS22930
beril_HerbieS,HSERO_RS22930,OG14526,OG00255,OG00556,HSERO_RS22925,HSERO_RS22940
beril_HerbieS,HSERO_RS22940,OG00556,OG14526,OG00988,HSERO_RS22930,HSERO_RS22945
beril_HerbieS,HSERO_RS22945,OG00988,OG00556,OG00502,HSERO_RS22940,HSERO_RS22950
beril_HerbieS,HSERO_RS22950,OG00502,OG00988,OG00189,HSERO_RS22945,HSERO_RS22955
beril_HerbieS,HSERO_RS22955,OG00189,OG00502,OG04265,HSERO_RS22950,HSERO_RS22960
beril_HerbieS,HSERO_RS22960,OG04265,OG00189,OG01827,HSERO_RS22955,HSERO_RS22965
beril_HerbieS,HSERO_RS22965,OG01827,OG04265,OG00660,HSERO_RS22960,HSERO_RS22970
beril_HerbieS,HSERO_RS22970,OG00660,OG01827,OG00067,HSERO_RS22965,HSERO_RS22975
beril_HerbieS,HSERO_RS22975,OG00067,OG00660,OG01052,HSERO_RS22970,HSERO_RS22980
beril_HerbieS,HSERO_RS22980,OG01052,OG00067,OG00255,HSERO_RS22975,HSERO_RS22985
beril_HerbieS,HSERO_RS22985,OG00255,OG01052,OG01190,HSERO_RS22980,HSERO_RS22990
beril_HerbieS,HSERO_RS22990,OG01190,OG00255,OG00647,HSERO_RS22985,HSERO_RS23000
beril_HerbieS,HSERO_RS23000,OG00647,OG01190,OG00349,HSERO_RS22990,HSERO_RS23005
beril_HerbieS,HSERO_RS23005,OG00349,OG00647,OG00355,HSERO_RS23000,HSERO_RS23010
beril_HerbieS,HSERO_RS23010,OG00355,OG00349,OG00032,HSERO_RS23005,HSERO_RS23015
beril_HerbieS,HSERO_RS23015,OG00032,OG00355,OG00074,HSERO_RS23010,HSERO_RS23020
beril_HerbieS,HSERO_RS23020,OG00074,OG00032,OG00009,HSERO_RS23015,HSERO_RS23035
beril_HerbieS,HSERO_RS23035,OG00009,OG00074,OG11279,HSERO_RS23020,HSERO_RS23040
beril_HerbieS,HSERO_RS23040,OG11279,OG00009,OG00128,HSERO_RS23035,HSERO_RS23050
beril_HerbieS,HSERO_RS23050,OG00128,OG11279,OG00424,HSERO_RS23040,HSERO_RS23055
beril_HerbieS,HSERO_RS23055,OG00424,OG00128,OG00605,HSERO_RS23050,HSERO_RS23060
beril_HerbieS,HSERO_RS23060,OG00605,OG00424,OG00536,HSERO_RS23055,HSERO_RS23065
beril_HerbieS,HSERO_RS23065,OG00536,OG00605,OG00245,HSERO_RS23060,HSERO_RS23070
beril_HerbieS,HSERO_RS23070,OG00245,OG00536,OG00067,HSERO_RS23065,HSERO_RS23075
beril_HerbieS,HSERO_RS23075,OG00067,OG00245,OG00128,HSERO_RS23070,HSERO_RS23080
beril_HerbieS,HSERO_RS23080,OG00128,OG00067,OG00605,HSERO_RS23075,HSERO_RS23085
beril_HerbieS,HSERO_RS23085,OG00605,OG00128,OG00424,HSERO_RS23080,HSERO_RS23090
beril_HerbieS,HSERO_RS23090,OG00424,OG00605,OG04327,HSERO_RS23085,HSERO_RS23095
beril_HerbieS,HSERO_RS23095,OG04327,OG00424,OG01344,HSERO_RS23090,HSERO_RS23110
beril_HerbieS,HSERO_RS23110,OG01344,OG04327,OG01397,HSERO_RS23095,HSERO_RS23115
beril_HerbieS,HSERO_RS23115,OG01397,OG01344,OG00499,HSERO_RS23110,HSERO_RS23125
beril_HerbieS,HSERO_RS23125,OG00499,OG01397,OG01795,HSERO_RS23115,HSERO_RS23130
beril_HerbieS,HSERO_RS23130,OG01795,OG00499,OG01718,HSERO_RS23125,HSERO_RS23135
beril_HerbieS,HSERO_RS23135,OG01718,OG01795,OG13214,HSERO_RS23130,HSERO_RS23140
beril_HerbieS,HSERO_RS23140,OG13214,OG01718,OG01081,HSERO_RS23135,HSERO_RS23145
beril_HerbieS,HSERO_RS23145,OG01081,OG13214,OG01038,HSERO_RS23140,HSERO_RS23150
beril_HerbieS,HSERO_RS23150,OG01038,OG01081,OG00143,HSERO_RS23145,HSERO_RS23155
beril_HerbieS,HSERO_RS23155,OG00143,OG01038,OG00143,HSERO_RS23150,HSERO_RS23160
beril_HerbieS,HSERO_RS23160,OG00143,OG00143,OG00099,HSERO_RS23155,HSERO_RS23165
beril_HerbieS,HSERO_RS23165,OG00099,OG00143,OG00101,HSERO_RS23160,HSERO_RS23170
beril_HerbieS,HSERO_RS23170,OG00101,OG00099,OG01097,HSERO_RS23165,HSERO_RS23175
beril_HerbieS,HSERO_RS23175,OG01097,OG00101,OG00646,HSERO_RS23170,HSERO_RS23180
beril_HerbieS,HSERO_RS23180,OG00646,OG01097,OG00447,HSERO_RS23175,HSERO_RS23185
beril_HerbieS,HSERO_RS23185,OG00447,OG00646,OG01638,HSERO_RS23180,HSERO_RS23190
beril_HerbieS,HSERO_RS23190,OG01638,OG00447,OG00970,HSERO_RS23185,HSERO_RS23195
beril_HerbieS,HSERO_RS23195,OG00970,OG01638,OG00019,HSERO_RS23190,HSERO_RS23200
beril_HerbieS,HSERO_RS23200,OG00019,OG00970,OG00005,HSERO_RS23195,HSERO_RS23205
beril_HerbieS,HSERO_RS23205,OG00005,OG00019,OG05568,HSERO_RS23200,HSERO_RS23210
beril_HerbieS,HSERO_RS23210,OG05568,OG00005,OG00995,HSERO_RS23205,HSERO_RS23225
beril_HerbieS,HSERO_RS23225,OG00995,OG05568,OG01023,HSERO_RS23210,HSERO_RS23230
beril_HerbieS,HSERO_RS23230,OG01023,OG00995,OG00224,HSERO_RS23225,HSERO_RS23235
beril_HerbieS,HSERO_RS23235,OG00224,OG01023,OG00975,HSERO_RS23230,HSERO_RS23240
beril_HerbieS,HSERO_RS23240,OG00975,OG00224,OG00045,HSERO_RS23235,HSERO_RS23245
beril_HerbieS,HSERO_RS23245,OG00045,OG00975,OG00093,HSERO_RS23240,HSERO_RS23250
beril_HerbieS,HSERO_RS23250,OG00093,OG00045,OG00172,HSERO_RS23245,HSERO_RS23255
beril_HerbieS,HSERO_RS23255,OG00172,OG00093,OG00132,HSERO_RS23250,HSERO_RS23260
beril_HerbieS,HSERO_RS23260,OG00132,OG00172,OG00112,HSERO_RS23255,HSERO_RS23265
beril_HerbieS,HSERO_RS23265,OG00112,OG00132,OG00305,HSERO_RS23260,HSERO_RS23270
beril_HerbieS,HSERO_RS23270,OG00305,OG00112,OG00896,HSERO_RS23265,HSERO_RS23275
beril_HerbieS,HSERO_RS23275,OG00896,OG00305,OG01535,HSERO_RS23270,HSERO_RS23280
beril_HerbieS,HSERO_RS23280,OG01535,OG00896,OG00067,HSERO_RS23275,HSERO_RS23285
beril_HerbieS,HSERO_RS23285,OG00067,OG01535,OG01554,HSERO_RS23280,HSERO_RS23290
beril_HerbieS,HSERO_RS23290,OG01554,OG00067,OG04803,HSERO_RS23285,HSERO_RS23300
beril_HerbieS,HSERO_RS23300,OG04803,OG01554,OG00398,HSERO_RS23290,HSERO_RS23305
beril_HerbieS,HSERO_RS23305,OG00398,OG04803,OG00319,HSERO_RS23300,HSERO_RS23310
beril_HerbieS,HSERO_RS23310,OG00319,OG00398,OG02723,HSERO_RS23305,HSERO_RS23315
beril_HerbieS,HSERO_RS23315,OG02723,OG00319,OG02489,HSERO_RS23310,HSERO_RS23320
beril_HerbieS,HSERO_RS23320,OG02489,OG02723,OG01801,HSERO_RS23315,HSERO_RS23325
beril_HerbieS,HSERO_RS23325,OG01801,OG02489,OG02678,HSERO_RS23320,HSERO_RS23330
beril_HerbieS,HSERO_RS23330,OG02678,OG01801,OG01179,HSERO_RS23325,HSERO_RS23335
beril_HerbieS,HSERO_RS23335,OG01179,OG02678,OG02042,HSERO_RS23330,HSERO_RS23340
beril_HerbieS,HSERO_RS23340,OG02042,OG01179,OG00831,HSERO_RS23335,HSERO_RS23345
beril_HerbieS,HSERO_RS23345,OG00831,OG02042,OG00276,HSERO_RS23340,HSERO_RS23355
beril_HerbieS,HSERO_RS23355,OG00276,OG00831,OG00921,HSERO_RS23345,HSERO_RS23360
beril_HerbieS,HSERO_RS23360,OG00921,OG00276,OG01855,HSERO_RS23355,HSERO_RS23365
beril_HerbieS,HSERO_RS23365,OG01855,OG00921,OG00381,HSERO_RS23360,HSERO_RS23370
beril_HerbieS,HSERO_RS23370,OG00381,OG01855,OG02121,HSERO_RS23365,HSERO_RS23380
beril_HerbieS,HSERO_RS23380,OG02121,OG00381,OG00600,HSERO_RS23370,HSERO_RS23385
beril_HerbieS,HSERO_RS23385,OG00600,OG02121,OG01794,HSERO_RS23380,HSERO_RS23390
beril_HerbieS,HSERO_RS23390,OG01794,OG00600,OG02502,HSERO_RS23385,HSERO_RS23395
beril_HerbieS,HSERO_RS23395,OG02502,OG01794,OG00004,HSERO_RS23390,HSERO_RS23400
beril_HerbieS,HSERO_RS23400,OG00004,OG02502,OG01324,HSERO_RS23395,HSERO_RS23405
beril_HerbieS,HSERO_RS23405,OG01324,OG00004,OG08099,HSERO_RS23400,HSERO_RS23410
beril_HerbieS,HSERO_RS23410,OG08099,OG01324,OG00019,HSERO_RS23405,HSERO_RS23415
beril_HerbieS,HSERO_RS23415,OG00019,OG08099,OG01648,HSERO_RS23410,HSERO_RS23425
beril_HerbieS,HSERO_RS23425,OG01648,OG00019,OG01233,HSERO_RS23415,HSERO_RS23430
beril_HerbieS,HSERO_RS23430,OG01233,OG01648,OG00821,HSERO_RS23425,HSERO_RS23435
beril_HerbieS,HSERO_RS23435,OG00821,OG01233,OG00299,HSERO_RS23430,HSERO_RS23440
beril_HerbieS,HSERO_RS23440,OG00299,OG00821,OG00076,HSERO_RS23435,HSERO_RS23445
beril_HerbieS,HSERO_RS23445,OG00076,OG00299,OG02797,HSERO_RS23440,HSERO_RS23450
beril_HerbieS,HSERO_RS23450,OG02797,OG00076,OG01817,HSERO_RS23445,HSERO_RS23455
beril_HerbieS,HSERO_RS23455,OG01817,OG02797,OG01351,HSERO_RS23450,HSERO_RS23460
beril_HerbieS,HSERO_RS23460,OG01351,OG01817,OG00437,HSERO_RS23455,HSERO_RS23465
beril_HerbieS,HSERO_RS23465,OG00437,OG01351,OG01445,HSERO_RS23460,HSERO_RS23470
beril_HerbieS,HSERO_RS23470,OG01445,OG00437,OG00176,HSERO_RS23465,HSERO_RS23475
beril_HerbieS,HSERO_RS23475,OG00176,OG01445,OG00258,HSERO_RS23470,HSERO_RS23485
beril_HerbieS,HSERO_RS23485,OG00258,OG00176,OG00194,HSERO_RS23475,HSERO_RS23495
beril_HerbieS,HSERO_RS23495,OG00194,OG00258,OG00801,HSERO_RS23485,HSERO_RS23500
beril_HerbieS,HSERO_RS23500,OG00801,OG00194,OG00355,HSERO_RS23495,HSERO_RS23510
beril_HerbieS,HSERO_RS23510,OG00355,OG00801,OG01772,HSERO_RS23500,HSERO_RS23515
beril_HerbieS,HSERO_RS23515,OG01772,OG00355,OG01100,HSERO_RS23510,HSERO_RS23520
beril_HerbieS,HSERO_RS23520,OG01100,OG01772,OG13674,HSERO_RS23515,HSERO_RS23525
beril_HerbieS,HSERO_RS23525,OG13674,OG01100,OG00650,HSERO_RS23520,HSERO_RS23530
beril_HerbieS,HSERO_RS23530,OG00650,OG13674,OG00055,HSERO_RS23525,HSERO_RS23535
beril_HerbieS,HSERO_RS23535,OG00055,OG00650,OG01223,HSERO_RS23530,HSERO_RS23540
beril_HerbieS,HSERO_RS23540,OG01223,OG00055,OG05123,HSERO_RS23535,HSERO_RS23545
beril_HerbieS,HSERO_RS23545,OG05123,OG01223,OG00361,HSERO_RS23540,HSERO_RS23550
beril_HerbieS,HSERO_RS23550,OG00361,OG05123,OG00288,HSERO_RS23545,HSERO_RS23555
beril_HerbieS,HSERO_RS23555,OG00288,OG00361,OG00099,HSERO_RS23550,HSERO_RS23560
beril_HerbieS,HSERO_RS23560,OG00099,OG00288,OG01025,HSERO_RS23555,HSERO_RS23565
beril_HerbieS,HSERO_RS23565,OG01025,OG00099,OG00541,HSERO_RS23560,HSERO_RS23575
beril_HerbieS,HSERO_RS23575,OG00541,OG01025,OG00093,HSERO_RS23565,HSERO_RS23580
beril_HerbieS,HSERO_RS23580,OG00093,OG00541,OG05180,HSERO_RS23575,HSERO_RS23585
beril_HerbieS,HSERO_RS23585,OG05180,OG00093,OG00132,HSERO_RS23580,HSERO_RS23590
beril_HerbieS,HSERO_RS23590,OG00132,OG05180,OG00394,HSERO_RS23585,HSERO_RS23595
beril_HerbieS,HSERO_RS23595,OG00394,OG00132,OG00305,HSERO_RS23590,HSERO_RS23600
beril_HerbieS,HSERO_RS23600,OG00305,OG00394,OG00671,HSERO_RS23595,HSERO_RS23605
beril_HerbieS,HSERO_RS23605,OG00671,OG00305,OG05045,HSERO_RS23600,HSERO_RS23610
beril_HerbieS,HSERO_RS23610,OG05045,OG00671,OG01490,HSERO_RS23605,HSERO_RS23615
