gene,ensg,fba_essential,hart_truth,subsystem,druggability
HSD17B11,ENSG00000198189,0,,Leukotriene metabolism,0.9
HSD17B12,ENSG00000149084,0,,Arachidonic acid metabolism,0.9
HSD17B14,ENSG00000087076,0,,Bile acid biosynthesis,0.9
HSD17B2,ENSG00000086696,0,,Androgen metabolism,0.9
HSD17B3,ENSG00000130948,0,,Androgen metabolism,0.9
HSD17B4,ENSG00000133835,0,,Cholesterol metabolism,0.9
HSD17B6,ENSG00000025423,0,,Androgen metabolism,0.9
HSD17B7,ENSG00000132196,0,,Cholesterol biosynthesis 1 (Bloch pathwa,0.9
HSD17B8,ENSG00000204228,0,,Leukotriene metabolism,0.9
HSD3B1,ENSG00000203857,0,,Bile acid biosynthesis,0.9
HSD3B2,ENSG00000203859,0,,Bile acid biosynthesis,0.9
HSD3B7,ENSG00000099377,0,,Leukotriene metabolism,0.9
HSPA9,ENSG00000113013,0,1,Sulfur metabolism,0.9
HTATIP2,ENSG00000109854,0,,Leukotriene metabolism,0.9
HUWE1,ENSG00000086758,0,1,Isolated,0.9
HYAL1,ENSG00000114378,0,,Chondroitin sulfate degradation,0.9
HYAL2,ENSG00000068001,0,,Chondroitin sulfate degradation,0.9
HYAL3,ENSG00000186792,0,,Chondroitin sulfate degradation,0.9
HYAL4,ENSG00000106302,0,,Chondroitin sulfate degradation,0.9
HYI,ENSG00000178922,0,,"Glycine, serine and threonine metabolism",0.9
HYKK,ENSG00000188266,0,,Isolated,0.9
IBA57,ENSG00000181873,0,,Sulfur metabolism,0.9
ICMT,ENSG00000116237,0,,Terpenoid backbone biosynthesis,0.9
IDH1,ENSG00000138413,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
IDH2,ENSG00000182054,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
IDH3A,ENSG00000166411,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
IDH3B,ENSG00000101365,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
IDH3G,ENSG00000067829,0,,Bile acid biosynthesis,0.9
IDI1,ENSG00000067064,0,,Cholesterol biosynthesis 1 (Bloch pathwa,0.9
IDI2,ENSG00000148377,0,,Cholesterol biosynthesis 1 (Bloch pathwa,0.9
IDNK,ENSG00000148057,0,,Pentose phosphate pathway,0.9
IDO1,ENSG00000131203,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
IDO2,ENSG00000188676,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
IDS,ENSG00000010404,0,,Heparan sulfate degradation,0.9
IDUA,ENSG00000127415,0,,Heparan sulfate degradation,0.9
IL4I1,ENSG00000104951,0,,Cysteine and methionine metabolism,0.9
IMPA1,ENSG00000133731,0,,Inositol phosphate metabolism,0.9
IMPA2,ENSG00000141401,0,,Inositol phosphate metabolism,0.9
IMPDH1,ENSG00000106348,0,,Purine metabolism,0.9
IMPDH2,ENSG00000178035,0,,Purine metabolism,0.9
INMT,ENSG00000241644,0,,Serotonin and melatonin biosynthesis,0.9
INPP1,ENSG00000151689,0,,Inositol phosphate metabolism,0.9
INPP4A,ENSG00000040933,0,,Inositol phosphate metabolism,0.9
INPP4B,ENSG00000109452,0,,Inositol phosphate metabolism,0.9
INPP5A,ENSG00000068383,0,,Inositol phosphate metabolism,0.9
INPP5B,ENSG00000204084,0,,Inositol phosphate metabolism,0.9
INPP5D,ENSG00000168918,0,,Inositol phosphate metabolism,0.9
INPP5E,ENSG00000148384,0,,Inositol phosphate metabolism,0.9
INPP5F,ENSG00000198825,0,,Inositol phosphate metabolism,0.9
INPP5J,ENSG00000185133,0,,Inositol phosphate metabolism,0.9
INPP5K,ENSG00000132376,0,,Inositol phosphate metabolism,0.9
INPPL1,ENSG00000165458,0,,Inositol phosphate metabolism,0.9
IP6K1,ENSG00000176095,0,,Inositol phosphate metabolism,0.9
IP6K2,ENSG00000068745,0,,Inositol phosphate metabolism,0.9
IP6K3,ENSG00000161896,0,,Inositol phosphate metabolism,0.9
IPMK,ENSG00000151151,0,,Inositol phosphate metabolism,0.9
IPPK,ENSG00000127080,0,,Inositol phosphate metabolism,0.9
ISCA2,ENSG00000165898,0,,Lipoic acid metabolism,0.9
ISCU,ENSG00000136003,0,1,Sulfur metabolism,0.9
ISYNA1,ENSG00000105655,0,,Inositol phosphate metabolism,0.9
ITCH,ENSG00000078747,0,,Isolated,0.9
ITPA,ENSG00000125877,0,,Pyrimidine metabolism,0.9
ITPK1,ENSG00000100605,0,,Inositol phosphate metabolism,0.9
ITPKA,ENSG00000137825,0,,Inositol phosphate metabolism,0.9
ITPKB,ENSG00000143772,0,,Inositol phosphate metabolism,0.9
ITPKC,ENSG00000086544,0,,Inositol phosphate metabolism,0.9
IVD,ENSG00000128928,0,,"Glycine, serine and threonine metabolism",0.9
KANSL3,ENSG00000114982,0,1,Isolated,0.9
KAT2A,ENSG00000108773,0,,Isolated,0.9
KAT2B,ENSG00000114166,0,,Isolated,0.9
KAT5,ENSG00000172977,0,,Isolated,0.9
KAT6A,ENSG00000083168,0,,Isolated,0.9
KAT6B,ENSG00000156650,0,,Isolated,0.9
KAT7,ENSG00000136504,0,,Isolated,0.9
KAT8,ENSG00000103510,0,1,Isolated,0.9
KCNJ11,ENSG00000187486,0,,Transport reactions,0.9
KCNJ8,ENSG00000121361,0,,Transport reactions,0.9
KDSR,ENSG00000119537,0,,Sphingolipid metabolism,0.9
KHK,ENSG00000138030,0,,Galactose metabolism,0.9
KL,ENSG00000133116,0,,Miscellaneous,0.9
KLHL23,ENSG00000213160,0,,Vitamin B6 metabolism,0.9
KLK1,ENSG00000167748,0,,Isolated,0.9
KLK2,ENSG00000167751,0,,Isolated,0.9
KMO,ENSG00000117009,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
KMT2A,ENSG00000118058,0,,Lysine metabolism,0.9
KMT2B,ENSG00000272333,0,,Lysine metabolism,0.9
KMT2C,ENSG00000055609,0,,Lysine metabolism,0.9
KMT2D,ENSG00000167548,0,,Lysine metabolism,0.9
KMT5A,ENSG00000183955,0,,Lysine metabolism,0.9
KMT5B,ENSG00000110066,0,,Lysine metabolism,0.9
KMT5C,ENSG00000133247,0,,Lysine metabolism,0.9
KPNA6,ENSG00000025800,0,,Transport reactions,0.9
KYAT1,ENSG00000171097,0,,"Alanine, aspartate and glutamate metabol",0.9
KYAT3,ENSG00000137944,0,,Tryptophan metabolism,0.9
KYNU,ENSG00000115919,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
L2HGDH,ENSG00000087299,0,,Butanoate metabolism,0.9
LALBA,ENSG00000167531,0,0,Galactose metabolism,0.9
LAP3,ENSG00000002549,0,,Glutathione metabolism,0.9
LBR,ENSG00000143815,0,,Cholesterol biosynthesis 1 (Bloch pathwa,0.9
LCAT,ENSG00000213398,0,,Glycerophospholipid metabolism,0.9
LCLAT1,ENSG00000172954,0,,Glycerophospholipid metabolism,0.9
LCT,ENSG00000115850,0,0,Sphingolipid metabolism,0.9
LDHA,ENSG00000134333,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
LDHAL6A,ENSG00000166800,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
LDHAL6B,ENSG00000171989,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
LDHB,ENSG00000111716,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
LDHC,ENSG00000166796,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
LDHD,ENSG00000166816,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
LDLR,ENSG00000130164,0,,Transport reactions,0.9
LENEP,ENSG00000163352,0,,Riboflavin metabolism,0.9
LGMN,ENSG00000100600,0,,Protein degradation,0.9
LHPP,ENSG00000107902,0,,Oxidative phosphorylation,0.9
LIAS,ENSG00000121897,0,,Lipoic acid metabolism,0.9
LIPA,ENSG00000107798,0,,Formation and hydrolysis of cholesterol ,0.9
LIPC,ENSG00000166035,0,,Acylglycerides metabolism,0.9
LIPE,ENSG00000079435,0,,Acylglycerides metabolism,0.9
LIPF,ENSG00000182333,0,,Acylglycerides metabolism,0.9
LIPG,ENSG00000101670,0,,Acylglycerides metabolism,0.9
LIPT1,ENSG00000144182,0,,Miscellaneous,0.9
LIPT2,ENSG00000175536,0,,Lipoic acid metabolism,0.9
LOX,ENSG00000113083,0,,Isolated,0.9
LOXL2,ENSG00000134013,0,,Fatty acid biosynthesis,0.9
LPCAT1,ENSG00000153395,0,,Glycerophospholipid metabolism,0.9
LPCAT2,ENSG00000087253,0,,Glycerophospholipid metabolism,0.9
LPCAT3,ENSG00000111684,0,,Glycerophospholipid metabolism,0.9
LPCAT4,ENSG00000176454,0,,Glycerophospholipid metabolism,0.9
LPGAT1,ENSG00000123684,0,,Glycerophospholipid metabolism,0.9
LPIN1,ENSG00000134324,0,,Glycerolipid metabolism,0.9
LPIN2,ENSG00000101577,0,,Glycerolipid metabolism,0.9
LPIN3,ENSG00000132793,0,,Glycerolipid metabolism,0.9
LPL,ENSG00000175445,0,,Acylglycerides metabolism,0.9
LPO,ENSG00000167419,0,,Estrogen metabolism,0.9
LRAT,ENSG00000121207,0,,Vitamin A metabolism,0.9
LRP2,ENSG00000081479,0,,Vitamin D metabolism,0.9
LRSAM1,ENSG00000148356,0,,Isolated,0.9
LRTOMT,ENSG00000184154,0,,Estrogen metabolism,0.9
LSS,ENSG00000160285,0,,Cholesterol biosynthesis 1 (Bloch pathwa,0.9
LTA4H,ENSG00000111144,0,,Leukotriene metabolism,0.9
LTC4S,ENSG00000213316,0,,Leukotriene metabolism,0.9
LYPLA1,ENSG00000120992,0,,Glycerophospholipid metabolism,0.9
LYPLA2,ENSG00000011009,0,,Glycerophospholipid metabolism,0.9
LYRM4,ENSG00000214113,0,,Sulfur metabolism,0.9
LYZL1,ENSG00000120563,0,0,Starch and sucrose metabolism,0.9
MACROD1,ENSG00000133315,0,,Histidine metabolism,0.9
MACROD2,ENSG00000172264,0,,Histidine metabolism,0.9
MAN1A1,ENSG00000111885,0,,N-glycan metabolism,0.9
MAN1A2,ENSG00000198162,0,,N-glycan metabolism,0.9
MAN1B1,ENSG00000177239,0,,N-glycan metabolism,0.9
MAN1C1,ENSG00000117643,0,,N-glycan metabolism,0.9
MAN2A1,ENSG00000112893,0,,N-glycan metabolism,0.9
MAN2A2,ENSG00000196547,0,,N-glycan metabolism,0.9
MAN2B1,ENSG00000104774,0,,N-glycan metabolism,0.9
MAN2B2,ENSG00000013288,0,,N-glycan metabolism,0.9
MAN2C1,ENSG00000140400,0,,N-glycan metabolism,0.9
MANBA,ENSG00000109323,0,,N-glycan metabolism,0.9
MANSC1,ENSG00000111261,0,,Amino sugar and nucleotide sugar metabol,0.9
MAOA,ENSG00000189221,0,,Histidine metabolism,0.9
MAOB,ENSG00000069535,0,,Histidine metabolism,0.9
MARCHF1,ENSG00000145416,0,,Isolated,0.9
MARCHF10,ENSG00000173838,0,,Isolated,0.9
MARCHF11,ENSG00000183654,0,,Isolated,0.9
MARCHF2,ENSG00000099785,0,,Isolated,0.9
MARCHF3,ENSG00000173926,0,,Isolated,0.9
MARCHF4,ENSG00000144583,0,,Isolated,0.9
MARCHF5,ENSG00000198060,0,,Isolated,0.9
MARCHF6,ENSG00000145495,0,,Isolated,0.9
MARCHF7,ENSG00000136536,0,,Isolated,0.9
MARCHF8,ENSG00000165406,0,,Isolated,0.9
MARCHF9,ENSG00000139266,0,,Isolated,0.9
MARS2,ENSG00000247626,0,1,Metabolism of other amino acids,0.9
MAT1A,ENSG00000151224,0,,Cysteine and methionine metabolism,0.9
MAT2A,ENSG00000168906,0,,Cysteine and methionine metabolism,0.9
MAT2B,ENSG00000038274,0,,Cysteine and methionine metabolism,0.9
MBOAT1,ENSG00000172197,0,,Glycerophospholipid metabolism,0.9
MBOAT2,ENSG00000143797,0,,Glycerophospholipid metabolism,0.9
MBOAT4,ENSG00000177669,0,,Leukotriene metabolism,0.9
MBOAT7,ENSG00000125505,0,,Leukotriene metabolism,0.9
MCAT,ENSG00000100294,0,,Fatty acid oxidation,0.9
MCCC1,ENSG00000078070,0,,"Valine, leucine, and isoleucine metaboli",0.9
MCCC2,ENSG00000131844,0,,"Valine, leucine, and isoleucine metaboli",0.9
MCEE,ENSG00000124370,0,,"Valine, leucine, and isoleucine metaboli",0.9
MDH1,ENSG00000014641,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
MDH1B,ENSG00000138400,0,,Leukotriene metabolism,0.9
MDH2,ENSG00000146701,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
MDM2,ENSG00000135679,0,,Isolated,0.9
MDP1,ENSG00000213920,0,,Inositol phosphate metabolism,0.9
ME1,ENSG00000065833,0,,Pyruvate metabolism,0.9
ME2,ENSG00000082212,0,,Pyruvate metabolism,0.9
ME3,ENSG00000151376,0,,Pyruvate metabolism,0.9
MECR,ENSG00000116353,0,,Fatty acid oxidation,0.9
METTL1,ENSG00000037897,0,,Isolated,0.9
METTL3,ENSG00000165819,0,,Isolated,0.9
MGAM,ENSG00000257335,0,,Starch and sucrose metabolism,0.9
MGAT1,ENSG00000131446,0,,N-glycan metabolism,0.9
MGAT2,ENSG00000168282,0,,N-glycan metabolism,0.9
MGAT3,ENSG00000128268,0,,N-glycan metabolism,0.9
MGAT4A,ENSG00000071073,0,,N-glycan metabolism,0.9
MGAT4B,ENSG00000161013,0,,N-glycan metabolism,0.9
MGAT4C,ENSG00000182050,0,,N-glycan metabolism,0.9
MGAT5,ENSG00000152127,0,,N-glycan metabolism,0.9
MGAT5B,ENSG00000167889,0,,Glycosphingolipid metabolism,0.9
MGLL,ENSG00000074416,0,,Acylglycerides metabolism,0.9
MGMT,ENSG00000170430,0,,Isolated,0.9
MGRN1,ENSG00000102858,0,,Isolated,0.9
MGST1,ENSG00000008394,0,,Arachidonic acid metabolism,0.9
MGST2,ENSG00000085871,0,,Arachidonic acid metabolism,0.9
MGST3,ENSG00000143198,0,,Arachidonic acid metabolism,0.9
MIB1,ENSG00000101752,0,,Isolated,0.9
MIB2,ENSG00000197530,0,,Isolated,0.9
MID1,ENSG00000101871,0,,Isolated,0.9
MIF,ENSG00000240972,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
MINPP1,ENSG00000107789,0,,Inositol phosphate metabolism,0.9
MIOX,ENSG00000100253,0,,Inositol phosphate metabolism,0.9
MKRN1,ENSG00000133606,0,,Isolated,0.9
MKRN2,ENSG00000075975,0,,Isolated,0.9
MKRN3,ENSG00000179455,0,,Isolated,0.9
MLYCD,ENSG00000103150,0,,"Valine, leucine, and isoleucine metaboli",0.9
MMAB,ENSG00000139428,0,,Vitamin B12 metabolism,0.9
MMUT,ENSG00000146085,0,,"Valine, leucine, and isoleucine metaboli",0.9
MOCS1,ENSG00000124615,0,,Folate metabolism,0.9
MOCS2,ENSG00000164172,0,,Folate metabolism,0.9
MOGAT1,ENSG00000124003,0,,Acylglycerides metabolism,0.9
MOGAT2,ENSG00000166391,0,,Acylglycerides metabolism,0.9
MOGAT3,ENSG00000106384,0,0,Acylglycerides metabolism,0.9
MOGS,ENSG00000115275,0,,N-glycan metabolism,0.9
MPC1,ENSG00000060762,0,,Transport reactions,0.9
MPC1L,ENSG00000238205,0,,Transport reactions,0.9
MPC2,ENSG00000143158,0,,Transport reactions,0.9
MPI,ENSG00000178802,0,,Fructose and mannose metabolism,0.9
MPO,ENSG00000005381,0,,Estrogen metabolism,0.9
MPST,ENSG00000128309,0,,Cysteine and methionine metabolism,0.9
MRI1,ENSG00000037757,0,,Cysteine and methionine metabolism,0.9
MRPL58,ENSG00000167862,0,,Isolated,0.9
MSMO1,ENSG00000052802,0,,Cholesterol metabolism,0.9
MSRA,ENSG00000175806,0,,Isolated,0.9
MT-ATP6,ENSG00000198899,0,,Oxidative phosphorylation,0.9
MT-ATP8,ENSG00000228253,0,,Oxidative phosphorylation,0.9
MT-CO1,ENSG00000198804,0,,Oxidative phosphorylation,0.9
MT-CO2,ENSG00000198712,0,,Oxidative phosphorylation,0.9
MT-CO3,ENSG00000198938,0,,Oxidative phosphorylation,0.9
MT-CYB,ENSG00000198727,0,,Oxidative phosphorylation,0.9
MT-ND1,ENSG00000198888,0,,Oxidative phosphorylation,0.9
MT-ND2,ENSG00000198763,0,,Oxidative phosphorylation,0.9
MT-ND3,ENSG00000198840,0,,Oxidative phosphorylation,0.9
MT-ND4,ENSG00000198886,0,,Oxidative phosphorylation,0.9
MT-ND4L,ENSG00000212907,0,,Oxidative phosphorylation,0.9
MT-ND5,ENSG00000198786,0,,Oxidative phosphorylation,0.9
MT-ND6,ENSG00000198695,0,,Oxidative phosphorylation,0.9
MTAP,ENSG00000099810,0,,Arginine and proline metabolism,0.9
MTFMT,ENSG00000103707,0,,Aminoacyl-tRNA biosynthesis,0.9
MTHFD1,ENSG00000100714,0,,Folate metabolism,0.9
MTHFD1L,ENSG00000120254,0,,Folate metabolism,0.9
MTHFD2,ENSG00000065911,0,,Folate metabolism,0.9
MTHFD2L,ENSG00000163738,0,,Folate metabolism,0.9
MTHFR,ENSG00000177000,0,,Folate metabolism,0.9
MTHFS,ENSG00000136371,0,,Folate metabolism,0.9
MTM1,ENSG00000171100,0,,Inositol phosphate metabolism,0.9
MTMR1,ENSG00000063601,0,,Inositol phosphate metabolism,0.9
MTMR12,ENSG00000150712,0,,Inositol phosphate metabolism,0.9
MTMR14,ENSG00000163719,0,,Inositol phosphate metabolism,0.9
MTMR2,ENSG00000087053,0,,Transport reactions,0.9
MTMR6,ENSG00000139505,0,,Inositol phosphate metabolism,0.9
MTMR7,ENSG00000003987,0,,Inositol phosphate metabolism,0.9
MTMR8,ENSG00000102043,0,,Inositol phosphate metabolism,0.9
MTR,ENSG00000116984,0,,Cysteine and methionine metabolism,0.9
MTREX,ENSG00000039123,0,,Transport reactions,0.9
MTRR,ENSG00000124275,0,,Isolated,0.9
MUL1,ENSG00000090432,0,,Isolated,0.9
MVD,ENSG00000167508,0,,Cholesterol metabolism,0.9
MVK,ENSG00000110921,0,1,Cholesterol biosynthesis 1 (Bloch pathwa,0.9
MYCBP2,ENSG00000005810,0,,Isolated,0.9
MYLIP,ENSG00000007944,0,,Isolated,0.9
MYLK,ENSG00000065534,0,,Isolated,0.9
MYLK2,ENSG00000101306,0,,Isolated,0.9
MYLK3,ENSG00000140795,0,,Isolated,0.9
MYLK4,ENSG00000145949,0,,Isolated,0.9
MYO5B,ENSG00000167306,0,,Leukotriene metabolism,0.9
NAA10,ENSG00000102030,0,1,Leukotriene metabolism,0.9
NAA40,ENSG00000110583,0,,Leukotriene metabolism,0.9
NAA60,ENSG00000122390,0,,Leukotriene metabolism,0.9
NAA80,ENSG00000243477,0,,Leukotriene metabolism,0.9
NAAA,ENSG00000138744,0,,Histidine metabolism,0.9
NADK2,ENSG00000152620,0,,Nicotinate and nicotinamide metabolism,0.9
NADSYN1,ENSG00000172890,0,,Nicotinate and nicotinamide metabolism,0.9
NAE1,ENSG00000159593,0,,Transport reactions,0.9
NAGA,ENSG00000198951,0,,Glycosphingolipid biosynthesis-globo ser,0.9
NAGK,ENSG00000124357,0,,Amino sugar and nucleotide sugar metabol,0.9
NAGLU,ENSG00000108784,0,,Heparan sulfate degradation,0.9
NAGPA,ENSG00000103174,0,,Isolated,0.9
NAGS,ENSG00000161653,0,,Cysteine and methionine metabolism,0.9
NALCN,ENSG00000102452,0,,Transport reactions,0.9
NAMPT,ENSG00000105835,0,1,Nicotinate and nicotinamide metabolism,0.9
NANP,ENSG00000170191,0,,Amino sugar and nucleotide sugar metabol,0.9
NANS,ENSG00000095380,0,,Amino sugar and nucleotide sugar metabol,0.9
NAPRT,ENSG00000147813,0,,Nicotinate and nicotinamide metabolism,0.9
NAT1,ENSG00000171428,0,,Isolated,0.9
NAT14,ENSG00000090971,0,,Leukotriene metabolism,0.9
NAT16,ENSG00000167011,0,,Leukotriene metabolism,0.9
NAT2,ENSG00000156006,0,,Isolated,0.9
NAT8,ENSG00000144035,0,,Leukotriene metabolism,0.9
NAT8L,ENSG00000185818,0,,"Alanine, aspartate and glutamate metabol",0.9
NAT9,ENSG00000109065,0,,Leukotriene metabolism,0.9
NCOA1,ENSG00000084676,0,,Isolated,0.9
NCOA3,ENSG00000124151,0,,Isolated,0.9
NDST1,ENSG00000070614,0,,Serotonin and melatonin biosynthesis,0.9
NDST2,ENSG00000166507,0,,Chondroitin / heparan sulfate biosynthes,0.9
NDST3,ENSG00000164100,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
NDST4,ENSG00000138653,0,0,Serotonin and melatonin biosynthesis,0.9
NDUFA1,ENSG00000125356,0,,Oxidative phosphorylation,0.9
NDUFA10,ENSG00000130414,0,,Oxidative phosphorylation,0.9
NDUFA11,ENSG00000174886,0,,Oxidative phosphorylation,0.9
NDUFA12,ENSG00000184752,0,,Oxidative phosphorylation,0.9
NDUFA13,ENSG00000186010,0,1,Oxidative phosphorylation,0.9
NDUFA2,ENSG00000131495,0,,Oxidative phosphorylation,0.9
NDUFA3,ENSG00000170906,0,,Oxidative phosphorylation,0.9
NDUFA4,ENSG00000189043,0,,Oxidative phosphorylation,0.9
NDUFA5,ENSG00000128609,0,,Oxidative phosphorylation,0.9
NDUFA6,ENSG00000184983,0,,Oxidative phosphorylation,0.9
NDUFA7,ENSG00000267855,0,,Oxidative phosphorylation,0.9
NDUFA8,ENSG00000119421,0,,Oxidative phosphorylation,0.9
NDUFA9,ENSG00000139180,0,,Oxidative phosphorylation,0.9
NDUFAB1,ENSG00000004779,0,,Lipoic acid metabolism,0.9
NDUFB1,ENSG00000183648,0,,Oxidative phosphorylation,0.9
NDUFB10,ENSG00000140990,0,,Oxidative phosphorylation,0.9
NDUFB11,ENSG00000147123,0,,Oxidative phosphorylation,0.9
NDUFB2,ENSG00000090266,0,,Oxidative phosphorylation,0.9
NDUFB3,ENSG00000119013,0,,Oxidative phosphorylation,0.9
NDUFB4,ENSG00000065518,0,,Oxidative phosphorylation,0.9
NDUFB5,ENSG00000136521,0,,Oxidative phosphorylation,0.9
NDUFB6,ENSG00000165264,0,,Oxidative phosphorylation,0.9
NDUFB7,ENSG00000099795,0,,Oxidative phosphorylation,0.9
NDUFB8,ENSG00000166136,0,,Oxidative phosphorylation,0.9
NDUFB9,ENSG00000147684,0,,Oxidative phosphorylation,0.9
NDUFC1,ENSG00000109390,0,,Oxidative phosphorylation,0.9
NDUFC2,ENSG00000151366,0,,Oxidative phosphorylation,0.9
NDUFS1,ENSG00000023228,0,,Oxidative phosphorylation,0.9
NDUFS2,ENSG00000158864,0,,Oxidative phosphorylation,0.9
NDUFS3,ENSG00000213619,0,,Oxidative phosphorylation,0.9
NDUFS4,ENSG00000164258,0,,Oxidative phosphorylation,0.9
NDUFS5,ENSG00000168653,0,,Oxidative phosphorylation,0.9
NDUFS6,ENSG00000145494,0,,Oxidative phosphorylation,0.9
NDUFS7,ENSG00000115286,0,,Oxidative phosphorylation,0.9
NDUFS8,ENSG00000110717,0,,Oxidative phosphorylation,0.9
NDUFV1,ENSG00000167792,0,,Oxidative phosphorylation,0.9
NDUFV2,ENSG00000178127,0,,Oxidative phosphorylation,0.9
NDUFV3,ENSG00000160194,0,,Oxidative phosphorylation,0.9
NEDD4,ENSG00000069869,0,,Isolated,0.9
NEDD4L,ENSG00000049759,0,,Isolated,0.9
NEU1,ENSG00000204386,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
NEU2,ENSG00000115488,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
NEU3,ENSG00000162139,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
NEU4,ENSG00000204099,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
NEURL1,ENSG00000107954,0,,Isolated,0.9
NEURL1B,ENSG00000214357,0,,Isolated,0.9
NFS1,ENSG00000244005,0,,Sulfur metabolism,0.9
NFU1,ENSG00000169599,0,,Lipoic acid metabolism,0.9
NGLY1,ENSG00000151092,0,,Isolated,0.9
NHLRC1,ENSG00000187566,0,,Isolated,0.9
NIT2,ENSG00000114021,0,,"Alanine, aspartate and glutamate metabol",0.9
NKTR,ENSG00000114857,0,,Isolated,0.9
NLN,ENSG00000123213,0,,Miscellaneous,0.9
NME1,ENSG00000239672,0,,Pyrimidine metabolism,0.9
NME2,ENSG00000243678,0,,Pyrimidine metabolism,0.9
NME3,ENSG00000103024,0,,Pyrimidine metabolism,0.9
NME4,ENSG00000103202,0,,Pyrimidine metabolism,0.9
NME6,ENSG00000172113,0,,Pyrimidine metabolism,0.9
NME7,ENSG00000143156,0,,Purine metabolism,0.9
NMNAT1,ENSG00000173614,0,,Nicotinate and nicotinamide metabolism,0.9
NMNAT2,ENSG00000157064,0,,Nicotinate and nicotinamide metabolism,0.9
NMNAT3,ENSG00000163864,0,,Nicotinate and nicotinamide metabolism,0.9
NMRK1,ENSG00000106733,0,,Nicotinate and nicotinamide metabolism,0.9
NMRK2,ENSG00000077009,0,,Nicotinate and nicotinamide metabolism,0.9
NMT1,ENSG00000136448,0,1,Isolated,0.9
NMT2,ENSG00000152465,0,,Isolated,0.9
NNMT,ENSG00000166741,0,,Nicotinate and nicotinamide metabolism,0.9
NNT,ENSG00000112992,0,,Transport reactions,0.9
NOS1,ENSG00000089250,0,,Arginine and proline metabolism,0.9
NOS2,ENSG00000007171,0,,Arginine and proline metabolism,0.9
NOS3,ENSG00000164867,0,,Arginine and proline metabolism,0.9
NPC1,ENSG00000141458,0,,Transport reactions,0.9
NPC1L1,ENSG00000015520,0,,Transport reactions,0.9
NPEPPS,ENSG00000141279,0,,Glutathione metabolism,0.9
NPL,ENSG00000135838,0,,Amino sugar and nucleotide sugar metabol,0.9
NPR1,ENSG00000169418,0,,Purine metabolism,0.9
NPR2,ENSG00000159899,0,,Purine metabolism,0.9
NQO1,ENSG00000181019,0,,Isolated,0.9
NQO2,ENSG00000124588,0,,Isolated,0.9
NSD1,ENSG00000165671,0,,Lysine metabolism,0.9
NSD2,ENSG00000109685,0,,Lysine metabolism,0.9
NSD3,ENSG00000147548,0,,Lysine metabolism,0.9
NSDHL,ENSG00000147383,0,,Cholesterol metabolism,0.9
NT5C,ENSG00000125458,0,,Pyrimidine metabolism,0.9
NT5C1A,ENSG00000116981,0,,Pyrimidine metabolism,0.9
NT5C1B,ENSG00000185013,0,,Pyrimidine metabolism,0.9
NT5C2,ENSG00000076685,0,,Pyrimidine metabolism,0.9
NT5C3A,ENSG00000122643,0,,Pyrimidine metabolism,0.9
NT5C3B,ENSG00000141698,0,,Pyrimidine metabolism,0.9
NT5DC3,ENSG00000111696,0,,Inositol phosphate metabolism,0.9
NT5E,ENSG00000135318,0,,Pyrimidine metabolism,0.9
NT5M,ENSG00000205309,0,,Pyrimidine metabolism,0.9
NTAN1,ENSG00000157045,0,,Histidine metabolism,0.9
NTAQ1,ENSG00000156795,0,,Histidine metabolism,0.9
NTPCR,ENSG00000135778,0,,Thiamine metabolism,0.9
NUDT10,ENSG00000122824,0,,Inositol phosphate metabolism,0.9
NUDT11,ENSG00000196368,0,,Inositol phosphate metabolism,0.9
NUDT12,ENSG00000112874,0,,Nicotinate and nicotinamide metabolism,0.9
NUDT14,ENSG00000183828,0,,Pyrimidine metabolism,0.9
NUDT2,ENSG00000164978,0,,Isolated,0.9
NUDT3,ENSG00000272325,0,,Inositol phosphate metabolism,0.9
NUDT4,ENSG00000173598,0,1,Inositol phosphate metabolism,0.9
NUDT5,ENSG00000165609,0,,Purine metabolism,0.9
NUDT9,ENSG00000170502,0,,Nucleotide metabolism,0.9
NUP210L,ENSG00000143552,0,,Transport reactions,0.9
NUP62CL,ENSG00000198088,0,,Transport reactions,0.9
OARD1,ENSG00000124596,0,,Histidine metabolism,0.9
OAT,ENSG00000065154,0,,Arginine and proline metabolism,0.9
