locus_tag,product,essential,conservation,n_paralogs,gene_len_aa,n_sisters_present,absent_in_a_sister,rogue
RS_RS05920,ArnT family glycosyltransferase,1,0.8,0.0,599,3,False,False
RS_RS05925,type B 50S ribosomal protein L31,1,0.9736842105263158,0.0,88,3,False,False
RS_RS05930,hypothetical protein,0,0.0,0.0,188,1,True,False
RS_RS05935,M90 family metallopeptidase,0,0.037037037037037,0.0,289,3,False,False
RS_RS05940,LuxR C-terminal-related transcriptional regulator,1,0.4210526315789473,11.0,223,3,False,False
RS_RS05945,sigma-54 dependent transcriptional regulator,1,0.2631578947368421,5.0,459,3,False,False
RS_RS05950,transcription termination factor Rho,1,0.9696969696969696,0.0,421,3,False,False
RS_RS05955,thioredoxin TrxA,1,0.8205128205128205,0.0,109,3,False,False
RS_RS05960,PD-(D/E)XK nuclease family protein,1,0.5,0.0,963,3,False,False
RS_RS05965,UvrD-helicase domain-containing protein,1,0.6363636363636364,0.0,1178,3,False,False
RS_RS05970,DNA polymerase III subunit gamma/tau,1,1.0,0.0,729,3,False,False
RS_RS05975,YbaB/EbfC family nucleoid-associated protein,1,0.6666666666666666,0.0,116,3,False,False
RS_RS05980,recombination mediator RecR,0,0.0769230769230769,0.0,208,3,False,False
RS_RS05985,carbohydrate porin,0,0.0,0.0,474,3,False,False
RS_RS05990,LysR substrate-binding domain-containing protein,1,0.6097560975609756,57.0,307,3,False,False
RS_RS05995,CaiB/BaiF CoA transferase family protein,0,0.0303030303030303,2.0,403,3,False,False
RS_RS06000,ABC transporter substrate-binding protein,0,0.0769230769230769,2.0,350,3,False,False
RS_RS06005,ABC transporter ATP-binding protein,1,0.28125,3.0,271,3,False,False
RS_RS06010,ABC transporter permease,0,0.28125,3.0,264,3,False,False
RS_RS06015,TetR/AcrR family transcriptional regulator,0,0.5365853658536586,15.0,210,3,False,False
RS_RS06020,alkene reductase,1,0.054054054054054,3.0,369,3,False,True
RS_RS06025,NADPH:quinone oxidoreductase family protein,0,0.358974358974359,14.0,325,3,False,False
RS_RS06030,5'/3'-nucleotidase SurE,0,0.0789473684210526,0.0,252,3,False,False
RS_RS06035,protein-L-isoaspartate(D-aspartate) O-methyltransferase,0,0.3333333333333333,0.0,322,3,False,False
RS_RS06040,peptidoglycan DD-metalloendopeptidase family protein,0,0.44,0.0,276,3,False,False
RS_RS06045,RNA polymerase sigma factor RpoS,0,0.2068965517241379,0.0,378,3,False,False
RS_RS06050,endonuclease/exonuclease/phosphatase family protein,0,0.0,0.0,290,3,False,False
RS_RS06055,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,0,0.0,0.0,451,3,False,False
RS_RS06060,Bax inhibitor-1/YccA family protein,0,0.1764705882352941,0.0,234,3,False,False
RS_RS06065,nucleoside-diphosphate kinase,1,0.8048780487804879,0.0,142,3,False,False
RS_RS06070,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,0,0.1282051282051282,0.0,384,3,False,False
RS_RS06075,type IV pilus biogenesis/stability protein PilW,1,0.0952380952380952,0.0,264,3,False,True
RS_RS06080,helix-turn-helix domain-containing protein,1,0.1785714285714285,0.0,368,3,False,False
RS_RS06085,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,1,1.0,0.0,432,3,False,False
RS_RS06090,histidine--tRNA ligase,1,0.951219512195122,0.0,441,3,False,False
RS_RS06095,YfgM family protein,1,0.4230769230769231,0.0,212,3,False,False
RS_RS06100,outer membrane protein assembly factor BamB,1,0.5806451612903226,0.0,389,3,False,False
RS_RS06105,ribosome biogenesis GTPase Der,1,1.0,0.0,448,3,False,False
RS_RS06110,RNA chaperone Hfq,1,0.8064516129032258,0.0,80,3,False,False
RS_RS06115,GTPase HflX,0,0.081081081081081,0.0,418,3,False,False
RS_RS06120,FtsH protease activity modulator HflK,0,0.1818181818181818,0.0,460,3,False,False
RS_RS06125,protease modulator HflC,1,0.2307692307692307,2.0,305,3,False,False
RS_RS06130,DUF2065 domain-containing protein,1,0.25,0.0,67,3,False,False
RS_RS06135,ATP phosphoribosyltransferase regulatory subunit,1,0.2631578947368421,0.0,387,3,False,False
RS_RS06140,adenylosuccinate synthase,1,0.7804878048780488,0.0,447,3,False,False
RS_RS06145,phosphoribosyltransferase,0,0.0476190476190476,0.0,194,3,False,False
RS_RS06155,ribonuclease R,0,0.0256410256410256,0.0,864,3,False,False
RS_RS06160,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,0,0.1081081081081081,0.0,250,3,False,False
RS_RS06165,SIR2 family NAD-dependent protein deacylase,0,0.0909090909090909,0.0,250,3,False,False
RS_RS06170,transaldolase,0,0.225,0.0,320,3,False,False
RS_RS06175,ribose-5-phosphate isomerase RpiA,1,0.8285714285714286,0.0,229,3,False,False
RS_RS06180,NCS1 family nucleobase:cation symporter-1,0,0.0416666666666666,0.0,503,3,False,False
RS_RS06185,methyl-accepting chemotaxis protein,1,0.1034482758620689,8.0,515,3,False,False
RS_RS06190,oxidative damage protection protein,1,0.2307692307692307,0.0,92,3,False,False
RS_RS06200,5-deoxy-glucuronate isomerase,0,0.0,0.0,272,3,False,False
RS_RS06205,myo-inosose-2 dehydratase,0,0.0555555555555555,1.0,310,3,False,False
RS_RS06210,3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione acylhydrolase (decyclizing),0,0.0,0.0,628,3,False,False
RS_RS06215,bifunctional 5-dehydro-2-deoxygluconokinase/5-dehydro-2-deoxyphosphogluconate aldolase,0,0.0,0.0,651,3,False,False
RS_RS06220,sugar ABC transporter substrate-binding protein,1,0.1290322580645161,2.0,310,3,False,False
RS_RS06225,sugar ABC transporter ATP-binding protein,0,0.2682926829268293,8.0,510,3,False,False
RS_RS06230,ABC transporter permease,0,0.1923076923076923,3.0,342,3,False,False
RS_RS06235,sugar phosphate isomerase/epimerase family protein,0,0.0,0.0,304,0,True,False
RS_RS06240,TIM barrel protein,0,0.1111111111111111,0.0,274,3,False,False
RS_RS06245,Gfo/Idh/MocA family protein,0,0.2121212121212121,4.0,338,3,False,False
RS_RS06250,TIM barrel protein,0,0.0555555555555555,1.0,309,3,False,False
RS_RS06255,Gfo/Idh/MocA family protein,0,0.2121212121212121,4.0,391,3,False,False
RS_RS06260,MurR/RpiR family transcriptional regulator,1,0.1333333333333333,4.0,293,3,False,False
RS_RS06265,amino-acid N-acetyltransferase,1,0.32,0.0,466,3,False,False
RS_RS06270,ATP-dependent RNA helicase HrpA,0,0.0,0.0,1332,3,False,False
RS_RS06275,cytochrome D1 domain-containing protein,1,0.0,0.0,331,3,False,True
RS_RS06280,polysaccharide deacetylase family protein,0,0.0,0.0,274,3,False,False
RS_RS06285,sterol desaturase family protein,0,0.0,0.0,325,3,False,False
RS_RS06290,EI24 domain-containing protein,0,0.0,0.0,286,3,False,False
RS_RS06295,competence/damage-inducible protein A,0,0.0,0.0,273,3,False,False
RS_RS06300,rhodanese-like domain-containing protein,0,0.1111111111111111,1.0,159,3,False,False
RS_RS06305,3-hydroxylaminophenol mutase,1,0.6923076923076923,1.0,472,3,False,False
RS_RS06310,hypothetical protein,0,0.0,0.0,171,3,False,False
RS_RS06315,nitrogen regulation protein NR(II),0,0.0606060606060606,0.0,401,3,False,False
RS_RS06320,nitrogen regulation protein NR(I),1,0.2631578947368421,5.0,503,3,False,False
RS_RS06325,hypothetical protein,0,0.0,0.0,109,3,False,False
RS_RS06330,HAD family hydrolase,0,0.5,0.0,296,3,False,False
RS_RS06335,sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB,0,0.0,1.0,439,3,False,False
RS_RS06340,sn-glycerol-3-phosphate ABC transporter permease UgpA,0,0.074074074074074,2.0,294,3,False,False
RS_RS06345,sn-glycerol-3-phosphate ABC transporter permease UgpE,0,0.1111111111111111,2.0,283,3,False,False
RS_RS06350,sn-glycerol-3-phosphate import ATP-binding protein UgpC,1,0.1794871794871795,6.0,366,3,False,False
RS_RS06355,glycerophosphodiester phosphodiesterase,0,0.1578947368421052,1.0,253,3,False,False
RS_RS06360,2-oxoglutarate dehydrogenase E1 component,1,0.9722222222222222,0.0,954,3,False,False
RS_RS06365,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,1,0.9473684210526316,2.0,419,3,False,False
RS_RS06370,dihydrolipoyl dehydrogenase,1,0.902439024390244,3.0,479,3,False,False
RS_RS06375,cell division protein ZapE,0,0.0909090909090909,0.0,366,3,False,False
RS_RS06380,2-phosphosulfolactate phosphatase,0,0.0,0.0,283,3,False,False
RS_RS06385,heavy metal translocating P-type ATPase,0,0.2439024390243902,2.0,848,3,False,False
RS_RS06390,cbb3-type cytochrome oxidase assembly protein CcoS,1,0.6666666666666666,0.0,59,3,False,False
RS_RS06395,cytochrome-c oxidase%2C cbb3-type subunit I,0,0.1923076923076923,1.0,486,3,False,False
RS_RS06400,cytochrome-c oxidase%2C cbb3-type subunit II,0,0.36,0.0,224,3,False,False
RS_RS06405,cbb3-type cytochrome oxidase subunit 3,0,0.0,0.0,61,3,False,False
RS_RS06410,cytochrome-c oxidase%2C cbb3-type subunit III,0,0.32,0.0,315,3,False,False
RS_RS06415,cytochrome c oxidase accessory protein CcoG,0,0.037037037037037,0.0,488,3,False,False
RS_RS06420,membrane protein,1,0.0,0.0,77,3,False,True
RS_RS06425,hypothetical protein,0,0.0,0.0,85,3,False,False
RS_RS06430,fumarate/nitrate reduction transcriptional regulator Fnr,0,0.5384615384615384,3.0,243,3,False,False
RS_RS06435,sulfite exporter TauE/SafE family protein,0,0.3333333333333333,0.0,249,3,False,False
RS_RS06440,SMC-Scp complex subunit ScpB,1,0.3703703703703703,0.0,305,3,False,False
RS_RS06445,pseudouridine synthase,0,0.0,0.0,599,3,False,False
RS_RS06450,ribosome maturation factor RimP,1,0.8157894736842105,0.0,163,3,False,False
RS_RS06455,transcription termination factor NusA,1,0.7435897435897436,0.0,492,3,False,False
RS_RS06460,translation initiation factor IF-2,1,1.0,0.0,965,3,False,False
RS_RS06465,30S ribosome-binding factor RbfA,1,0.8108108108108109,0.0,124,3,False,False
RS_RS06470,tRNA pseudouridine(55) synthase TruB,0,0.0606060606060606,0.0,315,3,False,False
RS_RS06475,DHA2 family efflux MFS transporter permease subunit,1,0.0256410256410256,8.0,519,3,False,True
RS_RS06480,HlyD family secretion protein,0,0.0263157894736842,4.0,429,3,False,False
RS_RS06485,AdeC/AdeK/OprM family multidrug efflux complex outer membrane factor,0,0.2631578947368421,19.0,510,3,False,False
RS_RS06490,MarR family winged helix-turn-helix transcriptional regulator,1,0.4871794871794871,13.0,171,3,False,False
RS_RS06495,translational GTPase TypA,1,0.4210526315789473,0.0,607,3,False,False
RS_RS06505,enoyl-CoA hydratase/isomerase family protein,0,0.0384615384615384,1.0,377,3,False,False
RS_RS06510,tRNA dihydrouridine(20/20a) synthase DusA,0,0.0,0.0,345,3,False,False
RS_RS06525,DUF4440 domain-containing protein,0,0.0,0.0,130,3,False,False
RS_RS06530,dipeptidase,0,0.0,0.0,576,3,False,False
RS_RS06540,transcriptional repressor LexA,1,0.625,0.0,217,3,False,False
RS_RS06545,ferredoxin--NADP reductase,1,0.5294117647058824,0.0,259,3,False,False
RS_RS06550,asparaginase,0,0.0666666666666666,0.0,332,3,False,False
RS_RS06555,30S ribosomal protein S6,1,1.0,0.0,123,3,False,False
RS_RS06560,primosomal replication protein N,1,1.0,0.0,109,3,False,False
RS_RS06565,30S ribosomal protein S18,1,0.9487179487179488,0.0,93,3,False,False
RS_RS06570,50S ribosomal protein L9,1,0.5945945945945946,0.0,151,3,False,False
RS_RS06575,replicative DNA helicase,1,1.0,0.0,464,3,False,False
RS_RS06580,DUF47 domain-containing protein,0,0.25,0.0,209,3,False,False
RS_RS06585,inorganic phosphate transporter,0,0.3888888888888889,0.0,337,3,False,False
RS_RS06590,C40 family peptidase,0,0.0,0.0,259,3,False,False
RS_RS06595,hypothetical protein,0,0.125,0.0,142,3,False,False
RS_RS06600,PhoH family protein,0,0.0,0.0,573,3,False,False
RS_RS06605,peroxiredoxin,1,0.0512820512820512,0.0,155,3,False,True
RS_RS06610,4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase,1,0.3076923076923077,0.0,298,3,False,False
RS_RS06615,bifunctional UDP-4-keto-pentose/UDP-xylose synthase,1,0.8048780487804879,3.0,352,3,False,False
RS_RS06620,formyltransferase,1,0.4285714285714285,0.0,312,3,False,False
RS_RS06625,glycosyltransferase,1,0.3333333333333333,0.0,333,3,False,False
RS_RS06630,DegT/DnrJ/EryC1/StrS family aminotransferase,1,0.3076923076923077,1.0,387,3,False,False
RS_RS06635,SMR family transporter,1,0.4666666666666667,0.0,124,3,False,False
RS_RS06640,glycosyltransferase family 39 protein,1,0.16,0.0,557,3,False,False
RS_RS06645,Mth938-like domain-containing protein,1,0.2307692307692307,0.0,127,3,False,False
RS_RS06650,pyridoxal phosphate-dependent aminotransferase,0,0.1951219512195122,7.0,414,3,False,False
RS_RS06655,homoserine dehydrogenase,1,0.6071428571428571,0.0,440,3,False,False
RS_RS06660,threonine synthase,1,0.5833333333333334,0.0,482,3,False,False
RS_RS06665,uracil-DNA glycosylase family protein,0,0.0833333333333333,0.0,206,3,False,False
RS_RS06670,molybdopterin molybdotransferase MoeA,0,0.1,1.0,420,3,False,False
RS_RS06675,molybdopterin converting factor subunit 1,1,0.53125,0.0,86,3,False,False
RS_RS06680,molybdenum cofactor biosynthesis protein MoaE,0,0.2051282051282051,0.0,177,3,False,False
RS_RS06685,fluoride efflux transporter CrcB,0,0.1891891891891892,0.0,127,3,False,False
RS_RS06690,3-hydroxybutyrate oligomer hydrolase family protein,0,0.0,0.0,726,3,False,False
RS_RS06695,ATP-dependent chaperone ClpB,0,0.0,0.0,863,3,False,False
RS_RS06700,sulfate ABC transporter substrate-binding protein,0,0.0,0.0,337,3,False,False
RS_RS06705,NADPH-dependent FMN reductase,0,0.0952380952380952,0.0,215,3,False,False
RS_RS06710,aliphatic sulfonate ABC transporter substrate-binding protein,0,0.0769230769230769,2.0,337,3,False,False
RS_RS06715,FMNH2-dependent alkanesulfonate monooxygenase,0,0.0,0.0,388,3,False,False
RS_RS06720,aliphatic sulfonate ABC transporter permease SsuC,0,0.28125,3.0,265,3,False,False
RS_RS06725,ATP-binding cassette domain-containing protein,1,0.28125,3.0,285,3,False,False
RS_RS06730,TOBE domain-containing protein,0,0.3157894736842105,0.0,72,3,False,False
RS_RS06735,EAL domain-containing protein,0,0.0,0.0,302,3,False,False
RS_RS06740,RBBP9/YdeN family alpha/beta hydrolase,0,0.25,1.0,223,3,False,False
RS_RS06745,sulfate ABC transporter permease subunit CysT,0,0.1052631578947368,2.0,305,3,False,False
RS_RS06750,sulfate ABC transporter permease subunit CysW,0,0.1052631578947368,2.0,327,3,False,False
RS_RS06755,sulfate/molybdate ABC transporter ATP-binding protein,1,0.1794871794871795,6.0,373,3,False,False
RS_RS06760,CysB family HTH-type transcriptional regulator,1,0.6097560975609756,57.0,328,3,False,False
RS_RS06765,NEL-type E3 ubiquitin ligase domain-containing protein,0,0.0,0.0,686,3,False,False
RS_RS06770,2TM domain-containing protein,1,0.0,0.0,98,3,False,True
RS_RS06775,sensor histidine kinase,0,0.0,0.0,415,3,False,False
RS_RS06780,LytR/AlgR family response regulator transcription factor,0,0.09375,0.0,271,3,False,False
RS_RS06785,thiamine pyrophosphate-binding protein,0,0.0,0.0,552,3,False,False
RS_RS06790,ribonuclease E activity regulator RraA,0,0.12,0.0,169,3,False,False
RS_RS06795,gamma-glutamylcyclotransferase family protein,0,0.1111111111111111,0.0,138,3,False,False
RS_RS06800,GALA protein,0,0.0,0.0,621,3,False,False
RS_RS06805,F-box protein,0,0.0,0.0,647,3,False,False
RS_RS06810,isocitrate lyase,0,0.0,0.0,435,3,False,False
RS_RS06815,universal stress protein,0,0.1714285714285714,5.0,145,3,False,False
RS_RS06820,LysR family transcriptional regulator,1,0.6097560975609756,57.0,310,3,False,False
RS_RS06830,haloacid dehalogenase type II,0,0.2682926829268293,7.0,234,3,False,False
RS_RS06835,malate synthase A,0,0.0588235294117647,0.0,527,3,False,False
RS_RS06840,SRPBCC family protein,0,0.0,0.0,157,3,False,False
RS_RS06845,DHA2 family efflux MFS transporter permease subunit,1,0.0256410256410256,8.0,488,3,False,True
RS_RS06850,acyl-CoA-binding protein,0,0.0,0.0,90,3,False,False
RS_RS06855,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,1,1.0,0.0,244,3,False,False
RS_RS06860,ribosomal protein S18-alanine N-acetyltransferase,1,0.081081081081081,0.0,178,3,False,True
RS_RS06865,uracil-DNA glycosylase,1,0.8,0.0,293,3,False,False
RS_RS06870,lysophospholipid transporter LplT,0,0.3846153846153846,0.0,439,3,False,False
RS_RS06875,alanine racemase,1,0.6923076923076923,0.0,376,3,False,False
RS_RS06880,DNA repair protein RadA,0,0.0,0.0,457,3,False,False
RS_RS06885,disulfide bond formation protein B,1,0.2,0.0,160,3,False,False
RS_RS06890,DUF523 domain-containing protein,0,0.0,0.0,174,0,True,False
RS_RS06895,CaiB/BaiF CoA transferase family protein,0,0.0303030303030303,2.0,369,3,False,False
RS_RS06900,ATP-binding cassette domain-containing protein,0,0.0526315789473684,1.0,644,3,False,False
RS_RS06905,MurR/RpiR family transcriptional regulator,1,0.1333333333333333,4.0,333,3,False,False
RS_RS06910,isoaspartyl peptidase/L-asparaginase family protein,0,0.0,0.0,321,3,False,False
RS_RS06915,dipeptide ABC transporter ATP-binding protein,0,0.2682926829268293,8.0,616,3,False,False
RS_RS06920,glutathione ABC transporter substrate-binding protein GsiB,0,0.088235294117647,5.0,518,3,False,False
RS_RS06925,glutathione ABC transporter permease GsiC,0,0.2424242424242424,3.0,308,3,False,False
RS_RS06930,glutathione ABC transporter permease GsiD,0,0.2,2.0,300,3,False,False
RS_RS06935,P1 family peptidase,0,0.0,0.0,342,3,False,False
RS_RS06940,M55 family metallopeptidase,0,0.0,0.0,272,3,False,False
RS_RS06945,chitin-binding domain-containing protein,0,0.0,0.0,117,3,False,False
RS_RS06950,type III secretion system effector XopP,0,0.0,0.0,766,3,False,False
RS_RS06955,GTP cyclohydrolase I FolE,0,0.7714285714285715,0.0,210,0,True,False
RS_RS06960,50S ribosomal protein L3 N(5)-glutamine methyltransferase,0,0.037037037037037,0.0,301,3,False,False
RS_RS06965,class IV adenylate cyclase,0,0.0,0.0,173,3,False,False
RS_RS06970,succinyl-diaminopimelate desuccinylase,1,0.825,4.0,384,3,False,False
RS_RS06975,ArsC family reductase,1,0.3783783783783784,1.0,119,3,False,False
RS_RS06980,hypothetical protein,1,0.0,0.0,138,3,False,True
RS_RS06985,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase,1,1.0,0.0,276,3,False,False
RS_RS06990,succinyldiaminopimelate transaminase,0,0.1951219512195122,7.0,404,3,False,False
RS_RS06995,DMT family transporter,0,0.0,0.0,307,3,False,False
RS_RS07000,alpha/beta fold hydrolase,0,0.4054054054054054,13.0,356,3,False,False
RS_RS07010,cell division protein ZipA C-terminal FtsZ-binding domain-containing protein,0,0.4,0.0,409,3,False,False
RS_RS07015,NAD-dependent DNA ligase LigA,1,0.9743589743589745,0.0,814,3,False,False
RS_RS07020,peptide deformylase,0,0.1578947368421052,0.0,178,3,False,False
RS_RS07025,hypothetical protein,0,0.0,0.0,376,3,False,False
RS_RS07030,pseudouridine synthase,0,0.3333333333333333,0.0,632,3,False,False
RS_RS07035,[protein-PII] uridylyltransferase,1,0.088235294117647,0.0,862,3,False,True
RS_RS07040,type I methionyl aminopeptidase,1,0.6153846153846154,0.0,276,3,False,False
RS_RS07045,30S ribosomal protein S2,1,0.9487179487179488,0.0,248,3,False,False
RS_RS07050,translation elongation factor Ts,1,1.0,0.0,293,3,False,False
RS_RS07055,UMP kinase,1,0.975609756097561,0.0,237,3,False,False
RS_RS07060,ribosome recycling factor,1,1.0,0.0,187,3,False,False
RS_RS07065,polyprenyl diphosphate synthase,1,0.951219512195122,0.0,259,3,False,False
RS_RS07070,phosphatidate cytidylyltransferase,1,0.9743589743589745,0.0,272,3,False,False
RS_RS07075,1-deoxy-D-xylulose-5-phosphate reductoisomerase,1,1.0,0.0,394,3,False,False
RS_RS07080,RIP metalloprotease RseP,0,0.3846153846153846,0.0,463,3,False,False
RS_RS07085,outer membrane protein assembly factor BamA,1,1.0,0.0,766,3,False,False
RS_RS07090,OmpH family outer membrane protein,1,0.7333333333333333,0.0,185,3,False,False
RS_RS07095,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,1,0.9736842105263158,0.0,357,3,False,False
RS_RS07100,3-hydroxyacyl-ACP dehydratase FabZ,1,0.9714285714285714,0.0,165,3,False,False
RS_RS07105,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,1,0.9736842105263158,0.0,272,3,False,False
RS_RS07110,lipid-A-disaccharide synthase,1,1.0,0.0,391,3,False,False
RS_RS07115,ribonuclease HII,1,0.1463414634146341,0.0,237,3,False,False
RS_RS07120,TrmH family RNA methyltransferase,1,0.0434782608695652,0.0,260,3,False,True
RS_RS07125,posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR,1,0.032258064516129,0.0,280,3,False,True
RS_RS07130,phosphoenolpyruvate synthase,0,0.1388888888888889,0.0,796,3,False,False
RS_RS07135,NfeD family protein,0,0.25,0.0,143,3,False,False
RS_RS07140,SPFH domain-containing protein,1,0.2307692307692307,2.0,309,3,False,False
RS_RS07145,SsrA-binding protein SmpB,1,0.717948717948718,0.0,149,3,False,False
RS_RS07150,type II toxin-antitoxin system RatA family toxin,1,0.71875,0.0,146,3,False,False
RS_RS07155,RnfH family protein,1,0.2692307692307692,0.0,119,3,False,False
RS_RS07160,DUF4124 domain-containing protein,0,0.0,0.0,174,3,False,False
RS_RS07165,DMT family transporter,0,0.0,1.0,314,3,False,False
RS_RS07170,IMP dehydrogenase,1,0.7,0.0,488,3,False,False
RS_RS07175,hypothetical protein,0,0.0,0.0,192,3,False,False
RS_RS07180,glutamine-hydrolyzing GMP synthase,1,0.8461538461538461,0.0,540,3,False,False
RS_RS07210,ribbon-helix-helix protein%2C CopG family,0,0.0,0.0,70,2,True,False
RS_RS07215,hypothetical protein,0,0.0,0.0,89,2,True,False
RS_RS07250,pca operon transcription factor PcaQ,1,0.6097560975609756,57.0,320,3,False,False
RS_RS07255,protocatechuate 3%2C4-dioxygenase subunit beta,0,0.0,0.0,247,3,False,False
RS_RS07260,protocatechuate 3%2C4-dioxygenase subunit alpha,0,0.1176470588235294,0.0,233,3,False,False
RS_RS07265,RNA 2'%2C3'-cyclic phosphodiesterase,0,0.1538461538461538,1.0,199,3,False,False
RS_RS07270,DsbA family protein,0,0.0476190476190476,1.0,243,3,False,False
RS_RS07275,MFS transporter,0,0.1463414634146341,10.0,401,3,False,False
RS_RS07280,type II toxin-antitoxin system HipA family toxin,0,0.0,0.0,446,3,False,False
RS_RS07285,helix-turn-helix transcriptional regulator,1,0.0,0.0,82,3,False,True
RS_RS07290,isocitrate lyase/PEP mutase family protein,0,0.0,0.0,280,0,True,False
RS_RS07295,7-carboxy-7-deazaguanine synthase,0,0.05,0.0,213,3,False,False
RS_RS07300,6-carboxytetrahydropterin synthase QueD,1,0.1290322580645161,0.0,159,3,False,False
RS_RS07305,tRNA adenosine(34) deaminase TadA,1,0.8974358974358975,0.0,184,3,False,False
RS_RS07310,muramoyltetrapeptide carboxypeptidase,1,0.4166666666666667,0.0,309,3,False,False
RS_RS07315,ABC-F family ATPase,0,0.0526315789473684,1.0,541,3,False,False
RS_RS07320,hypothetical protein,1,0.0,0.0,99,1,True,True
RS_RS07325,hypothetical protein,0,0.0,0.0,185,3,False,False
RS_RS07330,aldehyde dehydrogenase family protein,0,0.125,13.0,479,3,False,False
RS_RS07335,DUF1289 domain-containing protein,1,0.0,0.0,92,3,False,True
RS_RS07340,glycoside hydrolase family 15 protein,0,0.0,0.0,620,3,False,False
RS_RS07345,DUF2252 domain-containing protein,0,0.0,0.0,414,3,False,False
RS_RS07350,methyl-accepting chemotaxis protein,1,0.1034482758620689,8.0,514,3,False,False
RS_RS07355,MgtC/SapB family protein,0,0.1538461538461538,0.0,241,3,False,False
RS_RS07360,fatty acyl-CoA reductase,0,0.0,0.0,368,3,False,False
RS_RS07365,XdhC family protein,0,0.032258064516129,2.0,344,3,False,False
RS_RS07370,SRPBCC family protein,0,0.0,0.0,214,3,False,False
RS_RS07375,vWA domain-containing protein,0,0.0,0.0,411,3,False,False
RS_RS07380,AAA family ATPase,0,0.0,1.0,302,3,False,False
RS_RS07385,FAD binding domain-containing protein,0,0.0588235294117647,0.0,269,3,False,False
RS_RS07390,xanthine dehydrogenase family protein molybdopterin-binding subunit,0,0.0,1.0,795,3,False,False
RS_RS07395,(2Fe-2S)-binding protein,0,0.28125,3.0,176,3,False,False
RS_RS07400,CreA family protein,0,0.0714285714285714,0.0,158,3,False,False
RS_RS07405,LysR family transcriptional regulator,0,0.0,0.0,319,3,False,False
RS_RS07410,MFS transporter,0,0.0,1.0,518,3,False,False
RS_RS07415,hypothetical protein,1,0.0,0.0,171,3,False,True
RS_RS07420,hypothetical protein,0,0.0,0.0,585,1,True,False
RS_RS07425,transglycosylase domain-containing protein,0,0.0,0.0,1011,3,False,False
RS_RS07430,adenosylmethionine--8-amino-7-oxononanoate transaminase,1,0.3658536585365853,6.0,469,3,False,False
RS_RS07435,8-amino-7-oxononanoate synthase,0,0.2682926829268293,1.0,417,3,False,False
RS_RS07440,dethiobiotin synthase,1,0.1578947368421052,0.0,230,3,False,False
RS_RS07445,hypothetical protein,0,0.0,1.0,173,3,False,False
RS_RS07450,hypothetical protein,0,0.0,0.0,175,3,False,False
RS_RS07455,DUF1653 domain-containing protein,0,0.0666666666666666,0.0,70,3,False,False
RS_RS07460,hypothetical protein,0,0.0,0.0,116,3,False,False
RS_RS07470,hypothetical protein,0,0.0,0.0,209,1,True,False
RS_RS07535,2OG-Fe(II) oxygenase,0,0.0,0.0,234,0,True,False
RS_RS07540,aldo/keto reductase,0,0.0526315789473684,3.0,277,3,False,False
RS_RS07545,tyrosinase family protein,0,0.0,0.0,413,3,False,False
RS_RS07550,hypothetical protein,0,0.0,0.0,314,3,False,False
RS_RS07555,SCO family protein,0,0.0,0.0,550,3,False,False
RS_RS07560,universal stress protein,0,0.1714285714285714,5.0,152,3,False,False
RS_RS07565,zinc-dependent alcohol dehydrogenase family protein,0,0.358974358974359,14.0,339,3,False,False
RS_RS07570,YgaP family membrane protein,0,0.0,0.0,64,3,False,False
RS_RS07575,hypothetical protein,1,0.0,0.0,159,3,False,True
RS_RS07585,TraR/DksA family transcriptional regulator,0,0.0,0.0,123,3,False,False
RS_RS07590,DUF1488 domain-containing protein,0,0.5,1.0,93,3,False,False
RS_RS07595,ribonuclease HI,1,0.6486486486486487,0.0,152,3,False,False
RS_RS07600,class I SAM-dependent methyltransferase,1,0.2903225806451613,0.0,297,3,False,False
RS_RS07605,hydroxyacylglutathione hydrolase,1,0.048780487804878,1.0,276,3,False,True
RS_RS07615,propionate--CoA ligase,0,0.0,0.0,633,3,False,False
RS_RS07620,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,1,0.5853658536585366,0.0,379,3,False,False
RS_RS07625,leucine efflux protein LeuE,1,0.1621621621621621,6.0,225,3,False,False
RS_RS07630,carbamoyl-phosphate synthase large subunit,1,0.5609756097560976,0.0,1082,3,False,False
RS_RS07635,transcription elongation factor GreA,1,0.3421052631578947,1.0,159,3,False,False
RS_RS07640,DUF4149 domain-containing protein,0,0.0,0.0,156,3,False,False
