chromosome,gene,crispr_hit,log_dist,atac_enh,h3k27ac_enh,polr2a_enh,procap_enh,tf_count,promoter_atac,promoter_polii,gene_expr,abc_score
chr1,CD46,1,3.739255803268511,1.62248,10.51026,0.0,0.0,3,6.18371,131.05323,1.123473048210144,0.0796496239
chr1,CD55,0,5.628455346480535,1.62248,10.51026,0.0,0.0,3,7.78725,137.10842,0.7578121423721313,0.0
chr1,NENF,0,5.916849108302561,3.16919,11.79103,110.82491,1.0,2,9.9274,89.73162,1.318563461303711,0.0
chr1,NENF,0,5.913531469185995,5.17677,22.55685,31.76505,1.0,7,9.9274,89.73162,1.318563461303711,0.0
chr1,NENF,0,5.913158208613205,0.962753,22.55685,0.0,0.0,4,9.9274,89.73162,1.318563461303711,0.0
chr1,NENF,0,5.9127602056070225,0.694445,0.0,0.0,0.0,3,9.9274,89.73162,1.318563461303711,0.0
chr1,NENF,0,5.904441252821917,7.69887,15.03367,38.34237,1.0,7,9.9274,89.73162,1.318563461303711,0.0
chr1,NENF,0,5.448288825667122,3.61743,13.41264,0.0,1.0,7,9.9274,89.73162,1.318563461303711,0.0
chr1,NSL1,0,5.805924750996673,3.61743,13.41264,0.0,1.0,7,2.14015,124.97306,1.2445776462554932,0.0
chr1,NENF,0,5.445748943978788,1.04167,13.41264,0.0,1.0,2,9.9274,89.73162,1.318563461303711,0.0
chr1,NENF,0,5.279806060227968,4.73169,15.38036,39.16449,1.0,6,9.9274,89.73162,1.318563461303711,0.0
chr1,NSL1,0,5.724376647004004,1.36364,0.0,0.0,0.0,4,2.14015,124.97306,1.2445776462554932,0.0
chr1,NENF,1,3.3546845539547285,0.511364,3.74665,0.0,0.0,2,9.9274,89.73162,1.318563461303711,0.0769104599
chr1,NSL1,0,5.557696036839705,0.511364,3.74665,0.0,0.0,2,2.14015,124.97306,1.2445776462554932,0.0
chr1,NENF,0,5.460634782014431,0.571339,0.0,0.0,0.0,1,9.9274,89.73162,1.318563461303711,0.0
chr1,NENF,0,5.787502272465255,1.04482,13.54889,0.0,1.0,2,9.9274,89.73162,1.318563461303711,0.0
chr1,RPS6KC1,1,3.7233735670189843,1.04482,13.54889,0.0,1.0,2,4.5644,70.86821,0.19913478195667267,0.1534316748
chr1,EPRS,0,5.4050525185551175,0.883839,4.41118,0.0,1.0,3,6.89394,127.95678,4.582278251647949,0.0
chr1,EPRS,0,5.9639360286510295,3.28599,3.74596,0.0,1.0,5,6.89394,127.95678,4.582278251647949,0.0
chr1,EPRS,0,5.995292449294507,0.868056,15.9886,0.0,1.0,1,6.89394,127.95678,4.582278251647949,0.0
chr1,BROX,0,5.392431372206303,5.67235,17.49556,37.03029,1.0,5,5.77336,60.20429,0.5475251078605652,0.0325093065
chr1,CNIH4,0,5.470197260913912,1.69508,0.0,0.0,0.0,5,5.29356,87.48898,0.7174132466316223,0.0
chr1,CNIH4,0,4.361746717975897,0.710228,7.5291,0.0,0.0,4,5.29356,87.48898,0.7174132466316223,0.0227645682
chr1,DNAH14,0,5.750055350708449,0.710228,7.5291,0.0,0.0,4,0.0,0.0,0.40057000517845154,0.0
chr1,ACBD3,0,5.870218910282308,3.11869,17.83606,67.99794,1.0,6,4.67172,164.08261,0.7357386946678162,0.0
chr1,DNAH14,0,5.7394022322426865,3.11869,17.83606,67.99794,1.0,6,0.0,0.0,0.40057000517845154,0.0
chr1,H3F3A,0,5.790148589676846,3.11869,17.83606,67.99794,1.0,6,10.7355,134.70215,20.499860763549805,0.0
chr1,LBR,0,4.207445853984251,3.11869,17.83606,67.99794,1.0,6,11.6414,89.17263,2.0605413913726807,0.0
chr1,PARP1,0,5.98364116923497,3.11869,17.83606,67.99794,1.0,6,8.17866,146.96879,4.791373252868652,0.0
chr1,PYCR2,0,5.680601992348347,3.11869,17.83606,67.99794,1.0,6,14.899,156.34259,0.9266116619110107,0.0100729352
chr1,SRP9,0,5.522141556526111,3.11869,17.83606,67.99794,1.0,6,13.2986,78.8548,4.1592512130737305,0.010870696
chr1,SRP9,0,3.9341953493478843,1.57828,0.0,0.0,0.0,4,13.2986,78.8548,4.1592512130737305,0.04939028
chr1,H3F3A,0,5.124543348700973,7.73043,26.88491,30.05983,1.0,7,10.7355,134.70215,20.499860763549805,0.0162247241
chr1,LBR,0,5.69872412406858,7.73043,26.88491,30.05983,1.0,7,11.6414,89.17263,2.0605413913726807,0.0
chr1,PARP1,0,5.680733358850503,7.73043,26.88491,30.05983,1.0,7,8.17866,146.96879,4.791373252868652,0.0143181793
chr1,PYCR2,1,3.6336704060514435,7.73043,26.88491,30.05983,1.0,7,14.899,156.34259,0.9266116619110107,0.0
chr1,SRP9,0,5.178481972281088,7.73043,26.88491,30.05983,1.0,7,13.2986,78.8548,4.1592512130737305,0.0
chr1,H3F3A,0,5.114347392242871,1.55619,5.79897,0.0,1.0,4,10.7355,134.70215,20.499860763549805,0.0
chr1,SRP9,0,5.187292233124788,1.55619,5.79897,0.0,1.0,4,13.2986,78.8548,4.1592512130737305,0.0
chr1,H3F3A,0,4.920884761697163,0.51452,0.0,0.0,0.0,0,10.7355,134.70215,20.499860763549805,0.0
chr1,H3F3A,0,4.7750713408353125,1.11742,26.96058,0.0,1.0,3,10.7355,134.70215,20.499860763549805,0.0651316806
chr1,LBR,0,5.758422089243102,1.11742,26.96058,0.0,1.0,3,11.6414,89.17263,2.0605413913726807,0.0
chr1,H3F3A,0,4.769362553903757,4.73485,26.96058,105.35963,1.0,3,10.7355,134.70215,20.499860763549805,0.0651316806
chr1,PARP1,0,5.607481830688638,4.73485,26.96058,105.35963,1.0,3,8.17866,146.96879,4.791373252868652,0.0
chr1,PYCR2,0,4.89606301705356,4.73485,26.96058,105.35963,1.0,3,14.899,156.34259,0.9266116619110107,0.0
chr1,SRP9,0,5.352649374933877,4.73485,26.96058,105.35963,1.0,3,13.2986,78.8548,4.1592512130737305,0.0
chr1,H3F3A,0,4.716312250975609,1.1774,0.0,0.0,0.0,4,10.7355,134.70215,20.499860763549805,0.0172228977
chr1,LBR,0,5.764095395447171,1.1774,0.0,0.0,0.0,4,11.6414,89.17263,2.0605413913726807,0.0
chr1,SRP9,0,5.3654936007315115,1.1774,0.0,0.0,0.0,4,13.2986,78.8548,4.1592512130737305,0.0
chr1,H3F3A,0,4.684414442658931,5.95329,12.85115,0.0,1.0,4,10.7355,134.70215,20.499860763549805,0.0
chr1,H3F3A,0,5.88444812932186,5.68813,0.0,0.0,0.0,1,10.7355,134.70215,20.499860763549805,0.0
chr1,C1orf35,0,5.886304559070366,1.78977,4.49782,0.0,0.0,2,0.0,20.14113,0.8289330005645752,0.0
chr1,ARF1,0,5.860285888105995,3.56061,18.74834,0.0,1.0,5,12.983,132.44994,3.2641968727111816,0.0
chr1,GUK1,0,5.893326139863065,3.56061,18.74834,0.0,1.0,5,9.42867,77.79872,3.0088131427764893,0.0
chr1,MRPL55,0,5.8759659691722455,3.56061,18.74834,0.0,1.0,5,7.9072,153.75481,1.2335610389709473,0.0
chr1,ARF1,0,5.853193674946334,1.02273,9.06425,0.0,0.0,0,12.983,132.44994,3.2641968727111816,0.0
chr1,GUK1,0,5.8867574241622025,1.02273,9.06425,0.0,0.0,0,9.42867,77.79872,3.0088131427764893,0.0
chr1,MRPL55,0,5.869127241735445,1.02273,9.06425,0.0,0.0,0,7.9072,153.75481,1.2335610389709473,0.0
chr1,PARP1,0,5.9829099902599605,1.02273,9.06425,0.0,0.0,0,8.17866,146.96879,4.791373252868652,0.0
chr1,ARF1,0,5.847142469938171,1.43939,4.15388,0.0,0.0,3,12.983,132.44994,3.2641968727111816,0.0
chr1,GUK1,0,5.8811591760128135,1.43939,4.15388,0.0,0.0,3,9.42867,77.79872,3.0088131427764893,0.0
chr1,MRPL55,0,5.863295492756588,1.43939,4.15388,0.0,0.0,3,7.9072,153.75481,1.2335610389709473,0.0
chr1,ARF1,0,5.7405340046144335,0.407197,0.0,0.0,0.0,0,12.983,132.44994,3.2641968727111816,0.0
chr1,C1orf35,0,5.75812960952304,0.407197,0.0,0.0,0.0,0,0.0,20.14113,0.8289330005645752,0.0
chr1,GUK1,0,5.783559864930632,0.407197,0.0,0.0,0.0,0,9.42867,77.79872,3.0088131427764893,0.0
chr1,ARF1,0,5.369234416606825,1.66982,7.12432,0.0,0.0,3,12.983,132.44994,3.2641968727111816,0.0
chr1,GUK1,0,5.4643583748660545,1.66982,7.12432,0.0,0.0,3,9.42867,77.79872,3.0088131427764893,0.0
chr1,ARF1,0,5.355533888418796,0.700758,6.72483,0.0,0.0,2,12.983,132.44994,3.2641968727111816,0.0
chr1,GUK1,0,5.453387148862277,0.700758,6.72483,0.0,0.0,2,9.42867,77.79872,3.0088131427764893,0.0
chr1,ARF1,0,5.635431467480771,0.681818,0.0,0.0,0.0,2,12.983,132.44994,3.2641968727111816,0.0
chr1,CCSAP,0,5.9183905259167675,0.681818,0.0,0.0,0.0,2,5.98169,59.46681,0.12946350872516632,0.0
chr1,GUK1,0,5.573621100107212,0.681818,0.0,0.0,0.0,2,9.42867,77.79872,3.0088131427764893,0.0
chr1,ARF1,0,5.964611261622123,2.54104,0.0,0.0,0.0,3,12.983,132.44994,3.2641968727111816,0.0
chr1,GUK1,0,5.936736864262655,2.54104,0.0,0.0,0.0,3,9.42867,77.79872,3.0088131427764893,0.0
chr1,RAB4A,0,5.425954617472253,2.54104,0.0,0.0,0.0,3,9.67488,43.79234,0.66728675365448,0.0111383445
chr1,ABCB10,0,5.290573247788597,5.49874,0.0,0.0,0.0,6,7.0202,67.90483,0.495136022567749,0.0
chr1,ARV1,0,4.832189461068513,1.33523,10.54971,0.0,0.0,3,11.1269,147.7286,0.5223380923271179,0.0
chr1,C1orf131,0,5.288376677442573,1.33523,10.54971,0.0,0.0,3,8.6774,174.23793,0.6609415411949158,0.0114059445
chr1,EGLN1,0,5.577622757791481,1.33523,10.54971,0.0,0.0,3,0.0,0.0,0.38307052850723267,0.0
chr1,FAM89A,1,3.82516637225655,1.33523,10.54971,0.0,0.0,3,7.79356,102.79343,1.2649579048156738,0.0
chr1,TSNAX,0,5.682798283864605,1.33523,10.54971,0.0,0.0,3,7.00127,167.465,1.0878534317016602,0.0
chr1,FAM89A,1,3.9636461864848433,1.07323,5.99348,0.0,0.0,3,7.79356,102.79343,1.2649579048156738,0.0
chr1,ARV1,0,4.874139581761971,0.719697,3.46683,0.0,0.0,3,11.1269,147.7286,0.5223380923271179,0.0
chr1,EGLN1,0,5.569634876123437,0.719697,3.46683,0.0,0.0,3,0.0,0.0,0.38307052850723267,0.0
chr1,FAM89A,1,4.1328038180019995,0.719697,3.46683,0.0,0.0,3,7.79356,102.79343,1.2649579048156738,0.0
chr1,FAM89A,1,4.412040330191658,0.694445,5.59064,0.0,0.0,4,7.79356,102.79343,1.2649579048156738,0.0
chr1,ARV1,0,5.258011965837564,3.5827,6.42233,21.18491,0.0,7,11.1269,147.7286,0.5223380923271179,0.0
chr1,C1orf131,0,4.90884945882364,3.5827,6.42233,21.18491,0.0,7,8.6774,174.23793,0.6609415411949158,0.0191318142
chr1,GNPAT,0,4.908961944675882,3.5827,6.42233,21.18491,0.0,7,8.6774,174.23793,0.4715169072151184,0.0191318142
chr1,SPRTN,0,5.247938914027252,3.5827,6.42233,21.18491,0.0,7,11.654,94.76645,0.3102720379829407,0.0
chr1,TSNAX,0,5.56647873937296,3.5827,6.42233,21.18491,0.0,7,7.00127,167.465,1.0878534317016602,0.0
chr1,COA6,0,5.821591471701694,2.05493,0.0,0.0,0.0,3,3.8447,174.91791,0.993217408657074,0.0
chr1,COA6,0,5.765037139844461,2.71465,0.0,0.0,0.0,2,3.8447,174.91791,0.993217408657074,0.0
chr1,COA6,0,5.071042050290533,0.877526,0.0,0.0,0.0,5,3.8447,174.91791,0.993217408657074,0.0
chr1,GGPS1,0,5.922270689547036,0.877526,0.0,0.0,0.0,5,9.20139,41.71155,0.3974549174308777,0.0
chr1,TOMM20,0,5.804622546237303,0.877526,0.0,0.0,0.0,5,8.45329,191.51929,7.971323013305664,0.0
chr1,TOMM20,0,5.781875237743989,2.85354,4.952,0.0,0.0,4,8.45329,191.51929,7.971323013305664,0.0
chr1,COA6,0,5.233184010040547,1.30366,7.72364,0.0,0.0,1,3.8447,174.91791,0.993217408657074,0.0
chr1,TOMM20,0,5.766715409252619,1.30366,7.72364,0.0,0.0,1,8.45329,191.51929,7.971323013305664,0.0101956274
chr1,TOMM20,0,5.764641572155624,2.14015,5.57728,0.0,1.0,5,8.45329,191.51929,7.971323013305664,0.0
chr1,ARID4B,0,5.888391813697097,1.99179,0.0,0.0,0.0,2,9.20139,147.94466,1.0851168632507324,0.0
chr1,COA6,0,5.258603763664633,1.99179,0.0,0.0,0.0,2,3.8447,174.91791,0.993217408657074,0.0
chr1,TOMM20,0,5.758983764457124,1.99179,0.0,0.0,0.0,2,8.45329,191.51929,7.971323013305664,0.0
chr1,COA6,0,5.3231489300840416,0.656566,6.0367,0.0,0.0,0,3.8447,174.91791,0.993217408657074,0.0
chr1,GGPS1,0,5.871249429140806,0.656566,6.0367,0.0,0.0,0,9.20139,41.71155,0.3974549174308777,0.0
chr1,IRF2BP2,0,4.408579125408668,0.656566,6.0367,0.0,0.0,0,7.90404,128.22636,0.5413469672203064,0.0112783645
chr1,KCNK1,0,5.986727854875159,0.656566,6.0367,0.0,0.0,0,1.71717,0.0,0.0,0.0
chr1,TOMM20,0,5.736421204562986,0.656566,6.0367,0.0,0.0,0,8.45329,191.51929,7.971323013305664,0.0
chr1,TOMM20,0,5.723277484441142,2.97033,16.19081,32.18916,1.0,4,8.45329,191.51929,7.971323013305664,0.0
chr1,TOMM20,0,5.72188724865366,1.67298,16.19081,0.0,0.0,4,8.45329,191.51929,7.971323013305664,0.0
chr1,TOMM20,0,5.720989872408661,2.44318,16.19081,0.0,1.0,1,8.45329,191.51929,7.971323013305664,0.0
chr1,TOMM20,0,5.712840715520437,3.89205,11.26803,0.0,1.0,3,8.45329,191.51929,7.971323013305664,0.0
chr1,ARID4B,0,5.797996985924772,1.50568,0.0,0.0,0.0,2,9.20139,147.94466,1.0851168632507324,0.0
chr1,COA6,0,5.514162427644564,1.50568,0.0,0.0,0.0,2,3.8447,174.91791,0.993217408657074,0.0
chr1,TOMM20,0,5.632225404096368,1.50568,0.0,0.0,0.0,2,8.45329,191.51929,7.971323013305664,0.0
chr1,COA6,0,5.571087800969498,2.29798,0.0,0.0,0.0,0,3.8447,174.91791,0.993217408657074,0.0
chr1,TOMM20,0,5.583214648672603,2.29798,0.0,0.0,0.0,0,8.45329,191.51929,7.971323013305664,0.0
chr1,COA6,0,5.577351608093975,1.22159,0.0,0.0,0.0,3,3.8447,174.91791,0.993217408657074,0.0
chr1,TOMM20,0,5.577035436045179,1.22159,0.0,0.0,0.0,3,8.45329,191.51929,7.971323013305664,0.0
chr1,ARID4B,0,5.744899788766269,1.91604,4.69474,0.0,1.0,3,9.20139,147.94466,1.0851168632507324,0.0
chr1,COA6,0,5.600959834002153,1.91604,4.69474,0.0,1.0,3,3.8447,174.91791,0.993217408657074,0.0
chr1,GGPS1,0,5.7442209859978215,1.91604,4.69474,0.0,1.0,3,9.20139,41.71155,0.3974549174308777,0.0
chr1,IRF2BP2,0,5.21197440141396,1.91604,4.69474,0.0,1.0,3,7.90404,128.22636,0.5413469672203064,0.0
chr1,TOMM20,0,5.552051006582779,1.91604,4.69474,0.0,1.0,3,8.45329,191.51929,7.971323013305664,0.0
chr1,COA6,0,5.692810799978622,5.16414,16.38139,0.0,1.0,7,3.8447,174.91791,0.993217408657074,0.0
chr1,TOMM20,0,5.419165704230532,5.16414,16.38139,0.0,1.0,7,8.45329,191.51929,7.971323013305664,0.0110632528
chr1,COA6,0,5.693666284121551,2.5947,16.38139,49.22481,1.0,7,3.8447,174.91791,0.993217408657074,0.0
chr1,IRF2BP2,0,5.411389030976191,2.5947,16.38139,49.22481,1.0,7,7.90404,128.22636,0.5413469672203064,0.0
chr1,TOMM20,0,5.4175547243634545,2.5947,16.38139,49.22481,1.0,7,8.45329,191.51929,7.971323013305664,0.0106609227
chr1,TOMM20,0,5.413696986971114,0.883839,5.09854,0.0,0.0,1,8.45329,191.51929,7.971323013305664,0.0
chr1,COA6,0,5.699996331413481,1.51515,13.8937,0.0,1.0,3,3.8447,174.91791,0.993217408657074,0.0
chr1,GGPS1,0,5.655822965772482,1.51515,13.8937,0.0,1.0,3,9.20139,41.71155,0.3974549174308777,0.0
chr1,TOMM20,0,5.40534294455487,1.51515,13.8937,0.0,1.0,3,8.45329,191.51929,7.971323013305664,0.0
chr1,TOMM20,0,5.401815679487473,6.37311,13.8937,0.0,1.0,7,8.45329,191.51929,7.971323013305664,0.0
chr1,COA6,0,5.704360746873327,0.0,3.36106,0.0,0.0,0,3.8447,174.91791,0.993217408657074,0.0
chr1,TOMM20,0,5.396610772626587,0.0,3.36106,0.0,0.0,0,8.45329,191.51929,7.971323013305664,0.0
chr1,COA6,0,5.716619270758372,1.49937,6.49562,0.0,0.0,2,3.8447,174.91791,0.993217408657074,0.0
chr1,IRF2BP2,0,5.454341701355048,1.49937,6.49562,0.0,0.0,2,7.90404,128.22636,0.5413469672203064,0.0
chr1,TOMM20,0,5.370592650536871,1.49937,6.49562,0.0,0.0,2,8.45329,191.51929,7.971323013305664,0.0
chr1,COA6,0,5.7793865074549355,3.64268,13.44228,0.0,1.0,6,3.8447,174.91791,0.993217408657074,0.0
chr1,TOMM20,0,5.186877262952135,3.64268,13.44228,0.0,1.0,6,8.45329,191.51929,7.971323013305664,0.0
chr1,HNRNPU,0,5.752076118798688,1.60669,0.0,0.0,1.0,5,4.74432,175.98028,10.665523529052734,0.0
chr1,COX20,0,5.693323236710082,1.25,0.0,0.0,0.0,1,5.67551,58.19325,1.0114201307296753,0.0
chr1,SMYD3,0,5.283280870672566,5.14205,7.10584,0.0,1.0,2,5.62185,61.72162,1.373511791229248,0.0
chr1,TRIM58,1,3.2605483726369795,4.01515,11.02719,20.5222,1.0,5,5.24306,63.26211,0.26177507638931274,0.1617120056
chr1,ZNF672,1,4.710912420182225,1.43308,20.0935,0.0,1.0,5,7.67361,108.93118,0.2745385468006134,0.0
chr10,GDI2,0,5.989132880664221,0.498738,20.39528,0.0,1.0,1,0.0,0.0,2.71465802192688,0.0
chr10,AKR1C1,1,4.331569001202976,2.31692,8.28513,0.0,1.0,4,0.0,34.15875,0.0,0.0143990677
chr10,GDI2,0,5.914747640174134,0.565025,0.0,0.0,0.0,2,0.0,0.0,2.71465802192688,0.0
chr10,GDI2,0,5.57957554259014,1.55619,13.97978,0.0,1.0,2,0.0,0.0,2.71465802192688,0.0
chr10,GDI2,0,5.574491954509948,0.984849,5.98094,0.0,1.0,2,0.0,0.0,2.71465802192688,0.0
chr10,NET1,1,4.777680509664295,0.549243,17.65136,0.0,0.0,0,8.74685,85.14472,1.2301024198532104,0.0
chr10,GDI2,0,5.560847175406022,1.86553,19.70077,44.86443,1.0,5,0.0,0.0,2.71465802192688,0.0
chr10,RBM17,0,5.785787383004232,1.86553,19.70077,44.86443,1.0,5,4.56755,89.38642,1.751106858253479,0.0
chr10,FBXO18,0,5.613062351428517,3.91414,19.70077,18.9778,1.0,4,10.2841,99.25454,0.0,0.0
chr10,GDI2,0,5.5589376544294495,3.91414,19.70077,18.9778,1.0,4,0.0,0.0,2.71465802192688,0.0
chr10,NET1,1,4.828601900818351,3.91414,19.70077,18.9778,1.0,4,8.74685,85.14472,1.2301024198532104,0.0
chr10,GDI2,0,5.558033810435056,1.20897,19.70077,0.0,1.0,1,0.0,0.0,2.71465802192688,0.0
chr10,GDI2,0,5.467026190410703,4.63068,6.93366,0.0,1.0,6,0.0,0.0,2.71465802192688,0.0
chr10,GDI2,0,5.20417426607352,0.527147,6.28731,0.0,0.0,1,0.0,0.0,2.71465802192688,0.0
chr10,GDI2,0,5.145155990287613,0.656566,0.0,0.0,0.0,4,0.0,0.0,2.71465802192688,0.0
chr10,GDI2,0,5.1633134707212625,1.45202,8.13529,0.0,0.0,3,0.0,0.0,2.71465802192688,0.0
chr10,RBM17,0,5.005210551597038,1.45202,8.13529,0.0,0.0,3,4.56755,89.38642,1.751106858253479,0.0198237547
chr10,ATP5C1,0,5.892328947115885,1.38258,0.0,0.0,0.0,4,9.21402,176.44175,0.0,0.0
chr10,ATP5C1,0,5.880728439357234,3.0303,26.63372,24.33395,1.0,5,9.21402,176.44175,0.0,0.0
chr10,NUDT5,0,5.744702826269526,1.07639,6.97025,0.0,0.0,2,3.27336,72.09355,1.4886267185211182,0.0
chr10,NUDT5,0,5.468238004436335,1.0101,7.20981,0.0,0.0,1,3.27336,72.09355,1.4886267185211182,0.0
chr10,CDC123,0,5.121648466671617,1.29104,0.0,0.0,1.0,4,3.27336,72.09355,1.7349464893341064,0.0166491451
chr10,SEC61A2,1,5.134779345159596,4.14773,0.0,0.0,1.0,6,15.5177,54.60472,0.0,0.0
chr10,DNAJC1,0,5.115400801645507,2.00442,7.00412,0.0,0.0,4,6.35417,62.95649,1.6921991109848022,0.0
chr10,MLLT10,0,5.784995085694883,2.00442,7.00412,0.0,0.0,4,1.78346,55.70934,0.558207631111145,0.0
chr10,DNAJC1,0,5.909976748737315,0.473485,8.3399,0.0,0.0,1,6.35417,62.95649,1.6921991109848022,0.0
chr10,MSRB2,0,5.445531036391449,0.473485,8.3399,0.0,0.0,1,6.01957,62.76886,0.2521730661392212,0.0
chr10,DNAJC1,0,5.910412007500598,1.39205,8.3399,0.0,0.0,2,6.35417,62.95649,1.6921991109848022,0.0
chr10,MSRB2,0,5.444260327457847,1.39205,8.3399,0.0,0.0,2,6.01957,62.76886,0.2521730661392212,0.0125232903
chr10,COMMD3,0,5.869032133168596,0.596591,11.36588,92.51081,1.0,0,2.01705,144.81002,0.8460924029350281,0.0
chr10,KIF5B,0,4.9227150804623,2.61048,5.2422,0.0,1.0,6,7.31377,167.12992,2.402894973754883,0.0204801163
chr10,HNRNPF,0,5.883022865268806,1.41099,15.9536,0.0,1.0,6,5.5019,107.47986,3.2640764713287354,0.0
chr10,HNRNPF,0,5.806290569276725,1.08586,0.0,0.0,0.0,4,5.5019,107.47986,3.2640764713287354,0.0
chr10,HNRNPF,0,4.45131044583783,0.0,0.0,0.0,0.0,1,5.5019,107.47986,3.2640764713287354,0.0106361299
chr10,ZNF22,0,5.7178584901897915,1.03535,5.4524,0.0,0.0,3,3.10291,54.51886,1.4270708560943604,0.0
chr10,CDK1,0,5.93948380874909,1.57513,10.62849,107.59822,1.0,1,13.7311,206.22235,1.3915513753890991,0.0
chr10,PPA1,0,5.53443354215386,3.37753,7.25948,0.0,1.0,2,22.2443,196.14935,5.953272819519043,0.0
chr10,PCBD1,0,5.430250867280894,2.66099,0.0,0.0,0.0,1,2.89142,34.60851,0.7079359292984009,0.0121821732
chr10,PPA1,0,5.586098729941856,2.66099,0.0,0.0,0.0,1,22.2443,196.14935,5.953272819519043,0.0
chr10,EIF4EBP2,0,5.3898196929493745,1.97601,0.0,0.0,0.0,3,5.81755,117.08875,0.5419465899467468,0.0
chr10,PCBD1,0,5.378465129618147,1.97601,0.0,0.0,0.0,3,2.89142,34.60851,0.7079359292984009,0.0
chr10,PPA1,0,5.618924173394306,1.97601,0.0,0.0,0.0,3,22.2443,196.14935,5.953272819519043,0.0
chr10,SAR1A,0,5.680540372299064,1.97601,0.0,0.0,0.0,3,10.0379,175.83725,0.6698036193847656,0.0
chr10,PCBD1,0,5.357513681970812,0.801768,13.41474,0.0,1.0,2,2.89142,34.60851,0.7079359292984009,0.0
chr10,PPA1,0,5.6305255040279425,0.801768,13.41474,0.0,1.0,2,22.2443,196.14935,5.953272819519043,0.0
chr10,SAR1A,0,5.690624844896303,0.801768,13.41474,0.0,1.0,2,10.0379,175.83725,0.6698036193847656,0.0
chr10,PCBD1,0,5.3496252124728985,0.0,4.41118,0.0,0.0,2,2.89142,34.60851,0.7079359292984009,0.0
chr10,ADAMTS14,1,3.7264826967848297,5.56187,11.3804,82.90732,1.0,8,3.26705,35.62087,0.0,0.0682974496
chr10,PPA1,0,5.637057221094293,5.56187,11.3804,82.90732,1.0,8,22.2443,196.14935,5.953272819519043,0.0
chr10,ANAPC16,0,5.550933661476658,4.97159,25.96545,0.0,1.0,4,4.73169,235.3841,1.2922359704971313,0.0
chr10,PSAP,0,4.630905641189032,3.94255,0.0,0.0,1.0,4,17.6547,202.43068,1.4465665817260742,0.0
chr10,ANAPC16,0,4.458698268402751,1.84344,8.0109,0.0,0.0,5,4.73169,235.3841,1.2922359704971313,0.0
chr10,ANAPC16,0,4.5922878159521305,2.14331,6.17342,18.491,1.0,1,4.73169,235.3841,1.2922359704971313,0.0
chr10,MRPS16,0,5.9989494749858885,2.14331,6.17342,18.491,1.0,1,6.56882,189.44496,1.2301876544952393,0.0
chr10,PSAP,0,5.60609747595052,2.14331,6.17342,18.491,1.0,1,17.6547,202.43068,1.4465665817260742,0.0
chr10,ANAPC16,0,4.615202801215409,0.883839,3.70641,0.0,0.0,4,4.73169,235.3841,1.2922359704971313,0.0
chr10,DNAJC9,0,5.996351408938101,0.883839,3.70641,0.0,0.0,4,0.438763,0.0,1.7267814874649048,0.0
chr10,MRPS16,0,5.998025995077561,0.883839,3.70641,0.0,0.0,4,6.56882,189.44496,1.2301876544952393,0.0
chr10,PSAP,0,5.6083709007011375,0.883839,3.70641,0.0,0.0,4,17.6547,202.43068,1.4465665817260742,0.0
chr10,DNAJC9,0,5.99461494048584,9.7096,19.90482,27.80114,1.0,5,0.438763,0.0,1.7267814874649048,0.0
chr10,MRPS16,0,5.996296222668239,9.7096,19.90482,27.80114,1.0,5,6.56882,189.44496,1.2301876544952393,0.0
chr10,PSAP,0,5.64331446988973,2.85038,0.0,0.0,1.0,4,17.6547,202.43068,1.4465665817260742,0.0
chr10,MRPS16,0,5.980145687711054,1.34785,20.00747,0.0,1.0,4,6.56882,189.44496,1.2301876544952393,0.0
chr10,ANAPC16,0,4.966432729906311,2.61995,13.69028,0.0,1.0,5,4.73169,235.3841,1.2922359704971313,0.0
chr10,MRPS16,0,5.97503271767091,2.61995,13.69028,0.0,1.0,5,6.56882,189.44496,1.2301876544952393,0.0
chr10,ANAPC16,0,5.022106552362384,10.5398,25.32511,39.87535,1.0,6,4.73169,235.3841,1.2922359704971313,0.0
chr10,DNAJC9,0,5.9673799353952885,10.5398,25.32511,39.87535,1.0,6,0.438763,0.0,1.7267814874649048,0.0
chr10,MRPS16,0,5.969169804558875,10.5398,25.32511,39.87535,1.0,6,6.56882,189.44496,1.2301876544952393,0.0
chr10,PSAP,0,5.671957382535813,10.5398,25.32511,39.87535,1.0,6,17.6547,202.43068,1.4465665817260742,0.0
chr10,MRPS16,0,5.751549298928116,0.770202,0.0,0.0,0.0,0,6.56882,189.44496,1.2301876544952393,0.0
chr10,ANAPC16,0,5.884298500615546,0.902778,0.0,0.0,0.0,3,4.73169,235.3841,1.2922359704971313,0.0
chr10,CHCHD1,0,5.903049812894287,0.902778,0.0,0.0,0.0,3,5.41983,120.03646,1.411826491355896,0.0
chr10,DNAJC9,0,5.4260881468360544,0.902778,0.0,0.0,0.0,3,0.438763,0.0,1.7267814874649048,0.0
chr10,ANXA7,0,5.681706949373032,0.0,3.60697,0.0,0.0,1,11.6888,116.09486,0.9327408671379089,0.0
chr10,DNAJC9,0,5.810050291217916,0.0,3.60697,0.0,0.0,1,0.438763,0.0,1.7267814874649048,0.0
chr10,MRPS16,0,5.807466022529087,0.0,3.60697,0.0,0.0,1,6.56882,189.44496,1.2301876544952393,0.0
chr10,MRPS16,0,5.831327046909386,1.10164,14.47572,35.80879,1.0,0,6.56882,189.44496,1.2301876544952393,0.0
