organism,locus_tag,essential,leading,oriC_frac,mobile_dist_kb,n_paralogs,gene_len_aa,gc,conservation,score_conservation_only,score_all_combined
beril_RalstoniaBSBF1503,RALBFv3_RS03710,1,1,0.7238,80.34,1.0,300,0.7133,1.0,0.9600385855743632,0.9536590988827365
beril_RalstoniaBSBF1503,RALBFv3_RS03715,0,1,0.7234,80.93,0.0,95,0.6702,0.696969696969697,0.8633340159207346,0.879957957720818
beril_RalstoniaBSBF1503,RALBFv3_RS03720,0,0,0.7229,81.96,2.0,366,0.6366,0.038461538461538464,0.2573995482937222,0.224929874362551
beril_RalstoniaBSBF1503,RALBFv3_RS03725,0,0,0.7222,83.11,15.0,325,0.6749,0.07317073170731707,0.28771126506108813,0.29716225914059724
beril_RalstoniaBSBF1503,RALBFv3_RS03730,0,0,0.7216,84.07,0.0,297,0.7127,0.0,0.22634386782534116,0.20523850997441742
beril_RalstoniaBSBF1503,RALBFv3_RS03735,1,1,0.7211,85.01,0.0,269,0.6605,0.23809523809523808,0.45524087241698635,0.4267217171517053
beril_RalstoniaBSBF1503,RALBFv3_RS03740,0,1,0.7205,85.99,1.0,294,0.6621,0.0,0.22634386782534116,0.20178071361432576
beril_RalstoniaBSBF1503,RALBFv3_RS03745,0,1,0.7199,87.13,0.0,442,0.6863,0.058823529411764705,0.27492629241140953,0.20473350770239188
beril_RalstoniaBSBF1503,RALBFv3_RS03750,0,1,0.7185,89.4,0.0,945,0.667,0.28205128205128205,0.5035616773630962,0.24740937325571724
beril_RalstoniaBSBF1503,RALBFv3_RS03755,0,0,0.7174,91.32,0.0,330,0.6677,0.0,0.22634386782534116,0.20235570971324934
beril_RalstoniaBSBF1503,RALBFv3_RS03760,0,0,0.717,91.43,0.0,143,0.6643,0.5,0.7261136894389578,0.7561360912317644
beril_RalstoniaBSBF1503,RALBFv3_RS03765,1,0,0.7165,90.63,0.0,335,0.6886,0.6666666666666666,0.8467950395195342,0.8280078281952928
beril_RalstoniaBSBF1503,RALBFv3_RS03770,0,0,0.716,89.74,0.0,266,0.6504,0.2,0.41400192771175226,0.40523780338628757
beril_RalstoniaBSBF1503,RALBFv3_RS03775,1,1,0.7151,88.12,2.0,792,0.6696,0.7435897435897436,0.8858231804286648,0.7669125533638087
beril_RalstoniaBSBF1503,RALBFv3_RS03780,1,0,0.7135,85.32,0.0,973,0.6759,1.0,0.9600385855743632,0.8893551478240035
beril_RalstoniaBSBF1503,RALBFv3_RS03785,0,0,0.7123,83.39,3.0,291,0.6541,0.7804878048780488,0.9012704033762411,0.898641927681979
beril_RalstoniaBSBF1503,RALBFv3_RS03790,0,1,0.7117,82.35,0.0,332,0.6365,0.0,0.22634386782534116,0.19131810479058556
beril_RalstoniaBSBF1503,RALBFv3_RS03795,1,1,0.7111,81.31,2.0,73,0.5936,0.9743589743589743,0.9554695691984876,0.964939966230932
beril_RalstoniaBSBF1503,RALBFv3_RS03800,0,1,0.7108,80.69,1.0,97,0.6598,0.5,0.7261136894389578,0.7566045182313779
beril_RalstoniaBSBF1503,RALBFv3_RS03805,0,0,0.7102,79.68,0.0,371,0.6622,0.0,0.22634386782534116,0.18955744037083738
beril_RalstoniaBSBF1503,RALBFv3_RS03810,0,1,0.7095,78.53,0.0,411,0.6886,0.0,0.22634386782534116,0.1698254701754652
beril_RalstoniaBSBF1503,RALBFv3_RS03815,0,0,0.7088,77.3,8.0,327,0.6871,0.13793103448275862,0.3495417698678243,0.335837011113998
beril_RalstoniaBSBF1503,RALBFv3_RS03820,0,0,0.7081,76.07,13.0,393,0.6701,0.06666666666666667,0.2818716065322862,0.26354287405438687
beril_RalstoniaBSBF1503,RALBFv3_RS03825,1,1,0.7076,75.11,8.0,234,0.7279,0.425,0.6557437197420078,0.6574232816917163
beril_RalstoniaBSBF1503,RALBFv3_RS03830,1,1,0.7071,74.38,5.0,258,0.7119,0.35714285714285715,0.5854677851220945,0.569362602075762
beril_RalstoniaBSBF1503,RALBFv3_RS03835,0,1,0.7066,73.48,5.0,342,0.7125,0.034482758620689655,0.25406134837934874,0.2172565677479277
beril_RalstoniaBSBF1503,RALBFv3_RS03840,0,1,0.7061,72.54,4.0,290,0.6828,0.20689655172413793,0.4213960809279022,0.3912774165567495
beril_RalstoniaBSBF1503,RALBFv3_RS03845,0,1,0.7056,71.81,1.0,132,0.702,0.24,0.4573239318897764,0.47381041629264997
beril_RalstoniaBSBF1503,RALBFv3_RS03850,0,1,0.7053,71.22,14.0,271,0.7073,0.40540540540540543,0.635991531618152,0.6431033526819309
beril_RalstoniaBSBF1503,RALBFv3_RS03855,1,1,0.7046,70.09,1.0,454,0.7592,0.975609756097561,0.9557035711282373,0.9340740623210831
beril_RalstoniaBSBF1503,RALBFv3_RS03860,0,1,0.7039,68.79,5.0,401,0.7074,0.23684210526315788,0.45387128764492257,0.3824533086854503
beril_RalstoniaBSBF1503,RALBFv3_RS03865,1,1,0.7033,67.84,1.0,221,0.6908,0.10344827586206896,0.315817853897394,0.29974888595303906
beril_RalstoniaBSBF1503,RALBFv3_RS03870,0,1,0.703,67.17,1.0,230,0.6812,0.19230769230769232,0.4058002324213982,0.38572770511021454
beril_RalstoniaBSBF1503,RALBFv3_RS03875,0,0,0.7024,66.12,6.0,264,0.6907,0.25806451612903225,0.47714347546739305,0.4744947369875252
beril_RalstoniaBSBF1503,RALBFv3_RS03880,0,0,0.7019,65.33,0.0,199,0.6884,0.0,0.22634386782534116,0.2262214242905966
beril_RalstoniaBSBF1503,RALBFv3_RS03885,0,0,0.7012,64.12,11.0,285,0.6444,0.1111111111111111,0.32316166082895176,0.3303455702357967
beril_RalstoniaBSBF1503,RALBFv3_RS03890,0,0,0.7007,63.27,10.0,232,0.6451,0.21875,0.4341857493227996,0.4591121431803743
beril_RalstoniaBSBF1503,RALBFv3_RS03895,0,0,0.7003,62.57,10.0,231,0.6724,0.21875,0.4341857493227996,0.4566676976237749
beril_RalstoniaBSBF1503,RALBFv3_RS03900,1,0,0.6999,61.86,9.0,248,0.6559,0.926829268292683,0.9456543700838324,0.9495776161273772
beril_RalstoniaBSBF1503,RALBFv3_RS03905,0,1,0.6991,60.42,11.0,309,0.6311,0.1111111111111111,0.32316166082895176,0.308617784916034
beril_RalstoniaBSBF1503,RALBFv3_RS03910,1,1,0.6984,59.24,8.0,426,0.7379,0.2631578947368421,0.4827474567221455,0.4038984061253218
beril_RalstoniaBSBF1503,RALBFv3_RS03915,0,1,0.6972,57.25,0.0,457,0.6302,0.0,0.22634386782534116,0.15787282833115526
beril_RalstoniaBSBF1503,RALBFv3_RS03920,0,1,0.6964,55.77,0.0,530,0.6792,0.0,0.22634386782534116,0.14124060071250222
beril_RalstoniaBSBF1503,RALBFv3_RS03925,0,1,0.6956,54.49,0.0,329,0.7112,0.0,0.22634386782534116,0.18003867137269425
beril_RalstoniaBSBF1503,RALBFv3_RS03930,0,1,0.6949,53.26,0.0,484,0.7025,0.0,0.22634386782534116,0.1481879974393664
beril_RalstoniaBSBF1503,RALBFv3_RS03935,0,1,0.6943,52.26,0.0,187,0.7201,0.0,0.22634386782534116,0.21259162917590171
beril_RalstoniaBSBF1503,RALBFv3_RS03940,0,1,0.693,49.95,0.0,1320,0.7141,0.0,0.22634386782534116,0.046535559666722855
beril_RalstoniaBSBF1503,RALBFv3_RS03945,0,1,0.6911,46.56,0.0,950,0.6888,0.0,0.22634386782534116,0.07878705087854244
beril_RalstoniaBSBF1503,RALBFv3_RS03950,0,0,0.6896,44.05,1.0,438,0.6583,0.05128205128205128,0.26834922492448193,0.20139506479278704
beril_RalstoniaBSBF1503,RALBFv3_RS03955,0,1,0.6891,43.22,1.0,156,0.6816,0.24,0.4573239318897764,0.4535079304777926
beril_RalstoniaBSBF1503,RALBFv3_RS03960,0,1,0.6889,42.82,3.0,177,0.6968,0.22857142857142856,0.4448504786127116,0.43812234187711474
beril_RalstoniaBSBF1503,RALBFv3_RS03965,1,1,0.6886,42.3,0.0,76,0.6579,0.0,0.22634386782534116,0.2427701424469859
beril_RalstoniaBSBF1503,RALBFv3_RS03970,1,0,0.6882,41.62,0.0,92,0.6703,0.0,0.22634386782534116,0.2486749335204431
beril_RalstoniaBSBF1503,RALBFv3_RS03975,0,1,0.6876,40.56,0.0,575,0.6974,0.0,0.22634386782534116,0.12923230845453376
beril_RalstoniaBSBF1503,RALBFv3_RS03980,0,0,0.6867,39.11,1.0,268,0.6891,0.08333333333333333,0.2969784750070805,0.26904799478583646
beril_RalstoniaBSBF1503,RALBFv3_RS03985,0,0,0.6862,38.24,0.0,152,0.6754,0.0,0.22634386782534116,0.23071195439476508
beril_RalstoniaBSBF1503,RALBFv3_RS03990,0,0,0.6857,37.38,0.0,318,0.7002,0.0,0.22634386782534116,0.18765292424381802
beril_RalstoniaBSBF1503,RALBFv3_RS03995,0,1,0.6848,35.67,0.0,783,0.7024,0.0,0.22634386782534116,0.09688612277525777
beril_RalstoniaBSBF1503,RALBFv3_RS04000,0,1,0.6834,33.26,0.0,371,0.637,0.0,0.22634386782534116,0.16918225974414136
beril_RalstoniaBSBF1503,RALBFv3_RS04005,0,0,0.6825,31.77,1.0,455,0.5971,0.0,0.22634386782534116,0.16367969111911518
beril_RalstoniaBSBF1503,RALBFv3_RS04010,1,0,0.6819,30.81,0.0,96,0.6701,0.0,0.22634386782534116,0.24385363037690921
beril_RalstoniaBSBF1503,RALBFv3_RS04015,0,1,0.6816,30.27,1.0,214,0.662,0.09090909090909091,0.3039976818825899,0.2783601096634092
beril_RalstoniaBSBF1503,RALBFv3_RS04020,0,1,0.6812,29.6,0.0,218,0.6498,0.0,0.22634386782534116,0.20226390531340066
beril_RalstoniaBSBF1503,RALBFv3_RS04025,0,1,0.6804,28.21,0.0,560,0.6792,0.0,0.22634386782534116,0.1299604483798318
beril_RalstoniaBSBF1503,RALBFv3_RS04030,0,1,0.6797,26.94,0.0,278,0.6307,0.0,0.22634386782534116,0.18837885702549206
beril_RalstoniaBSBF1503,RALBFv3_RS04035,0,1,0.6792,26.1,0.0,263,0.6261,0.0,0.22634386782534116,0.19188338329879914
beril_RalstoniaBSBF1503,RALBFv3_RS04040,0,1,0.6788,25.41,0.0,167,0.6527,0.0,0.22634386782534116,0.21346918970364734
beril_RalstoniaBSBF1503,RALBFv3_RS04050,0,1,0.6733,15.78,0.0,536,0.6449,0.0,0.22634386782534116,0.1329026994238795
beril_RalstoniaBSBF1503,RALBFv3_RS04055,0,1,0.6723,14.2,0.0,511,0.6314,0.0,0.22634386782534116,0.13755229514413944
beril_RalstoniaBSBF1503,RALBFv3_RS04060,0,1,0.6717,13.01,0.0,171,0.6628,0.0,0.22634386782534116,0.2080231052267623
beril_RalstoniaBSBF1503,RALBFv3_RS04065,0,1,0.6714,12.49,0.0,134,0.6766,0.0,0.22634386782534116,0.2163374708554533
beril_RalstoniaBSBF1503,RALBFv3_RS04070,0,1,0.6711,12.02,1.0,173,0.6763,0.0,0.22634386782534116,0.20858687135647305
beril_RalstoniaBSBF1503,RALBFv3_RS04075,0,1,0.6703,10.59,0.0,775,0.6766,0.0,0.22634386782534116,0.0947290921711376
beril_RalstoniaBSBF1503,RALBFv3_RS04080,0,1,0.6694,9.14,0.0,195,0.7077,0.0,0.22634386782534116,0.19832927560964064
beril_RalstoniaBSBF1503,RALBFv3_RS04085,0,1,0.6691,8.56,0.0,189,0.6949,0.0,0.22634386782534116,0.20035302921272052
beril_RalstoniaBSBF1503,RALBFv3_RS04090,0,1,0.6688,8.02,1.0,177,0.6629,0.0,0.22634386782534116,0.20718567601522542
beril_RalstoniaBSBF1503,RALBFv3_RS04095,0,1,0.6683,7.26,0.0,331,0.711,0.0,0.22634386782534116,0.16706988081775215
beril_RalstoniaBSBF1503,RALBFv3_RS04100,0,1,0.6676,5.93,1.0,568,0.6719,0.0,0.22634386782534116,0.12578561615461833
beril_RalstoniaBSBF1503,RALBFv3_RS04105,0,1,0.6667,4.47,1.0,401,0.7016,0.0,0.22634386782534116,0.15439169569423897
beril_RalstoniaBSBF1503,RALBFv3_RS04110,0,1,0.6662,3.59,2.0,153,0.6449,0.15384615384615385,0.36565607238882947,0.3518015055415974
beril_RalstoniaBSBF1503,RALBFv3_RS04115,0,0,0.6656,2.47,0.0,384,0.6502,0.0,0.22634386782534116,0.16643106087096893
beril_RalstoniaBSBF1503,RALBFv3_RS04120,1,1,0.665,1.48,11.0,240,0.6278,0.42105263157894735,0.6518050846287952,0.6377078785947347
beril_RalstoniaBSBF1503,RALBFv3_RS04125,1,1,0.6641,0.0,4.0,263,0.6375,0.6,0.8046801862934939,0.7731554758751218
beril_RalstoniaBSBF1503,RALBFv3_RS04140,1,1,0.6625,1.99,0.0,439,0.6689,0.9743589743589743,0.9554695691984876,0.928414677622556
beril_RalstoniaBSBF1503,RALBFv3_RS04145,0,1,0.6617,3.38,0.0,449,0.6956,0.0,0.22634386782534116,0.1436924805330852
beril_RalstoniaBSBF1503,RALBFv3_RS04150,0,1,0.6611,4.34,0.0,141,0.7021,0.0,0.22634386782534116,0.21067381658095338
beril_RalstoniaBSBF1503,RALBFv3_RS04155,1,1,0.6608,4.91,0.0,216,0.6528,0.9411764705882353,0.9488145130122925,0.9406811990573869
beril_RalstoniaBSBF1503,RALBFv3_RS04160,1,1,0.6598,6.55,0.0,786,0.6798,0.6666666666666666,0.8467950395195342,0.6635318420882441
beril_RalstoniaBSBF1503,RALBFv3_RS04165,1,0,0.6587,8.44,0.0,324,0.6615,0.775,0.8990968485133047,0.8731638119729134
beril_RalstoniaBSBF1503,RALBFv3_RS04170,1,0,0.6582,9.38,0.0,222,0.7072,0.22580645161290322,0.4418425130155033,0.40856188097486207
beril_RalstoniaBSBF1503,RALBFv3_RS04175,0,0,0.6578,10.06,0.0,208,0.6811,0.05128205128205128,0.26834922492448193,0.2474001818904083
beril_RalstoniaBSBF1503,RALBFv3_RS04180,0,1,0.6575,10.57,1.0,113,0.6372,0.55,0.7677054703548225,0.7709033073733004
beril_RalstoniaBSBF1503,RALBFv3_RS04185,0,1,0.6572,11.06,0.0,209,0.6746,0.0,0.22634386782534116,0.1979774961471272
beril_RalstoniaBSBF1503,RALBFv3_RS04190,0,1,0.6566,12.21,0.0,547,0.6758,0.75,0.8886501239377528,0.8057924295523592
beril_RalstoniaBSBF1503,RALBFv3_RS04195,0,0,0.6557,13.7,0.0,408,0.6716,0.0,0.22634386782534116,0.16375802978797516
beril_RalstoniaBSBF1503,RALBFv3_RS04205,1,1,0.6549,15.14,0.0,176,0.625,1.0,0.9600385855743632,0.9575935397875568
beril_RalstoniaBSBF1503,RALBFv3_RS04210,1,0,0.6542,16.27,13.0,479,0.7119,0.125,0.3366953852836731,0.26503153373793387
beril_RalstoniaBSBF1503,RALBFv3_RS04215,1,0,0.6536,17.39,29.0,253,0.6877,1.0,0.9600385855743632,0.9685786860509294
beril_RalstoniaBSBF1503,RALBFv3_RS04220,0,0,0.6529,18.59,10.0,443,0.6772,0.08571428571428572,0.29917441879163276,0.23828576725403117
beril_RalstoniaBSBF1503,RALBFv3_RS04225,0,0,0.6523,19.53,0.0,89,0.603,0.2,0.41400192771175226,0.4442438212509329
beril_RalstoniaBSBF1503,RALBFv3_RS04230,0,0,0.6521,19.96,0.0,176,0.7083,0.14285714285714285,0.35449491550214096,0.34373060426468727
beril_RalstoniaBSBF1503,RALBFv3_RS04235,0,1,0.6516,20.86,0.0,398,0.6918,0.15384615384615385,0.36565607238882947,0.2716031312604575
beril_RalstoniaBSBF1503,RALBFv3_RS04240,0,1,0.6506,22.5,0.0,696,0.7323,0.0,0.22634386782534116,0.10619013626518041
beril_RalstoniaBSBF1503,RALBFv3_RS04245,1,1,0.6497,24.06,0.0,335,0.7274,0.9743589743589743,0.9554695691984876,0.9396182893858479
beril_RalstoniaBSBF1503,RALBFv3_RS04250,0,0,0.6485,26.14,0.0,979,0.7051,0.0625,0.2781686547429219,0.09975416183912182
beril_RalstoniaBSBF1503,RALBFv3_RS04255,0,1,0.6472,28.38,7.0,473,0.7245,0.02564102564102564,0.24674598289493802,0.17191025300575963
beril_RalstoniaBSBF1503,RALBFv3_RS04260,1,0,0.6465,29.65,55.0,295,0.7141,0.6097560975609756,0.8113510265635785,0.8800627377252193
beril_RalstoniaBSBF1503,RALBFv3_RS04265,0,1,0.646,30.47,0.0,206,0.6602,0.0,0.22634386782534116,0.2062149239295793
beril_RalstoniaBSBF1503,RALBFv3_RS04270,1,0,0.6455,31.3,6.0,216,0.7145,0.5526315789473685,0.7697677762422992,0.7708960682194949
beril_RalstoniaBSBF1503,RALBFv3_RS04275,1,0,0.6451,31.98,0.0,240,0.7444,0.18181818181818182,0.39470107738238613,0.36401350259795845
beril_RalstoniaBSBF1503,RALBFv3_RS04280,1,0,0.6445,33.16,0.0,472,0.6879,0.43902439024390244,0.6695620649292741,0.5639805720696569
beril_RalstoniaBSBF1503,RALBFv3_RS04285,0,1,0.6417,37.84,0.0,100,0.6267,0.0,0.22634386782534116,0.23866029468400923
beril_RalstoniaBSBF1503,RALBFv3_RS04290,0,1,0.6414,38.45,0.0,306,0.6678,0.0,0.22634386782534116,0.18474570682420696
beril_RalstoniaBSBF1503,RALBFv3_RS04295,0,1,0.6409,39.24,0.0,223,0.6861,0.0,0.22634386782534116,0.20352330447749362
beril_RalstoniaBSBF1503,RALBFv3_RS04300,0,1,0.6405,39.96,0.0,258,0.6925,0.0,0.22634386782534116,0.19497150967714597
beril_RalstoniaBSBF1503,RALBFv3_RS04305,0,1,0.64,40.87,0.0,345,0.6425,0.0,0.22634386782534116,0.17816032963633693
beril_RalstoniaBSBF1503,RALBFv3_RS04310,0,1,0.6395,41.71,0.0,200,0.66,0.0,0.22634386782534116,0.21167205742036135
beril_RalstoniaBSBF1503,RALBFv3_RS04315,0,1,0.6389,42.79,0.0,523,0.6546,0.0,0.22634386782534116,0.14213821443112604
beril_RalstoniaBSBF1503,RALBFv3_RS04320,0,1,0.6376,44.95,0.0,895,0.651,0.0,0.22634386782534116,0.08685570988148376
beril_RalstoniaBSBF1503,RALBFv3_RS04325,1,1,0.6343,50.67,0.0,760,0.6491,0.22727272727272727,0.44343712920018347,0.2446662496081503
beril_RalstoniaBSBF1503,RALBFv3_RS04330,1,1,0.6335,52.18,0.0,189,0.6226,0.6176470588235294,0.8166175758993818,0.8145312028682682
beril_RalstoniaBSBF1503,RALBFv3_RS04335,1,1,0.633,53.06,1.0,292,0.6815,0.0,0.22634386782534116,0.19400854815784926
beril_RalstoniaBSBF1503,RALBFv3_RS04340,0,1,0.6325,53.87,0.0,179,0.6983,0.11764705882352941,0.32949533964904637,0.3209975443630453
beril_RalstoniaBSBF1503,RALBFv3_RS04345,0,1,0.6322,54.37,0.0,108,0.7346,0.0,0.22634386782534116,0.2356419571336807
beril_RalstoniaBSBF1503,RALBFv3_RS04350,0,1,0.6317,55.14,0.0,388,0.6838,0.0,0.22634386782534116,0.17099872491782986
beril_RalstoniaBSBF1503,RALBFv3_RS04355,0,1,0.6313,55.87,0.0,83,0.6948,0.0,0.22634386782534116,0.24579499326387141
beril_RalstoniaBSBF1503,RALBFv3_RS04360,0,1,0.6311,56.34,0.0,229,0.6812,0.19047619047619047,0.40385498825818533,0.3799589230724236
beril_RalstoniaBSBF1503,RALBFv3_RS04365,0,1,0.63,58.2,0.0,999,0.665,0.0,0.22634386782534116,0.07681229019175326
beril_RalstoniaBSBF1503,RALBFv3_RS04370,1,1,0.629,59.87,0.0,77,0.7273,0.0,0.22634386782534116,0.2468299946831116
beril_RalstoniaBSBF1503,RALBFv3_RS04375,0,1,0.6286,60.58,0.0,228,0.7266,0.0,0.22634386782534116,0.20726071833918921
beril_RalstoniaBSBF1503,RALBFv3_RS04380,0,1,0.6278,62.02,0.0,720,0.719,0.0,0.22634386782534116,0.11129880359509325
beril_RalstoniaBSBF1503,RALBFv3_RS04385,0,1,0.6269,63.48,0.0,194,0.7113,0.0,0.22634386782534116,0.21781567672332122
beril_RalstoniaBSBF1503,RALBFv3_RS04390,0,1,0.6266,64.05,0.0,174,0.7126,0.0,0.22634386782534116,0.22312321354829975
beril_RalstoniaBSBF1503,RALBFv3_RS04395,1,1,0.6261,64.87,0.0,363,0.6612,0.4878048780487805,0.715293842786989,0.6578448393981883
beril_RalstoniaBSBF1503,RALBFv3_RS04400,0,0,0.6255,65.93,0.0,210,0.6857,0.06896551724137931,0.28392738354545966,0.28496759546621436
beril_RalstoniaBSBF1503,RALBFv3_RS04405,1,0,0.6246,67.58,0.0,689,0.6497,0.6341463414634146,0.827259531659138,0.7075675603343743
beril_RalstoniaBSBF1503,RALBFv3_RS04410,1,1,0.6238,68.91,0.0,181,0.6906,0.0,0.22634386782534116,0.22449207835609944
beril_RalstoniaBSBF1503,RALBFv3_RS04415,0,1,0.6224,71.24,0.0,1304,0.7219,0.0,0.22634386782534116,0.05023047782704508
beril_RalstoniaBSBF1503,RALBFv3_RS04420,0,1,0.6208,74.1,0.0,590,0.6898,0.0967741935483871,0.30949553518715317,0.1953753249799204
beril_RalstoniaBSBF1503,RALBFv3_RS04425,0,0,0.6201,75.32,0.0,63,0.6455,0.4,0.6304575902387212,0.691271780571384
beril_RalstoniaBSBF1503,RALBFv3_RS04430,1,0,0.6198,75.89,0.0,294,0.6519,0.2,0.41400192771175226,0.3938194919311986
beril_RalstoniaBSBF1503,RALBFv3_RS04435,1,0,0.6192,76.82,0.0,284,0.6678,0.6052631578947368,0.8083008821430945,0.7988397293148198
beril_RalstoniaBSBF1503,RALBFv3_RS04440,1,1,0.6188,77.63,4.0,220,0.6864,0.6341463414634146,0.827259531659138,0.8305838203201034
beril_RalstoniaBSBF1503,RALBFv3_RS04445,0,1,0.6181,78.77,0.0,496,0.7177,0.21875,0.4341857493227996,0.3246329089473692
beril_RalstoniaBSBF1503,RALBFv3_RS04450,0,0,0.6175,79.86,0.0,194,0.7045,0.22580645161290322,0.4418425130155033,0.4558979411848931
beril_RalstoniaBSBF1503,RALBFv3_RS04455,0,0,0.617,80.64,1.0,332,0.739,0.2,0.41400192771175226,0.3781692734658432
beril_RalstoniaBSBF1503,RALBFv3_RS04460,1,0,0.6164,81.66,2.0,351,0.7331,0.24390243902439024,0.46159624890381007,0.4222619594539455
beril_RalstoniaBSBF1503,RALBFv3_RS04465,0,0,0.6158,82.66,1.0,314,0.7251,0.08571428571428572,0.29917441879163276,0.275254876219052
beril_RalstoniaBSBF1503,RALBFv3_RS04470,1,1,0.6154,83.45,2.0,193,0.7219,0.48717948717948717,0.7147320903511467,0.721289948723224
beril_RalstoniaBSBF1503,RALBFv3_RS04475,0,1,0.615,84.11,0.0,259,0.6963,0.24242424242424243,0.45997724885367036,0.43761352732625425
beril_RalstoniaBSBF1503,RALBFv3_RS04480,0,1,0.6145,85.03,0.0,356,0.7144,0.22580645161290322,0.4418425130155033,0.3832890787912107
beril_RalstoniaBSBF1503,RALBFv3_RS23680,0,1,0.6141,85.68,0.0,69,0.6667,0.0,0.22634386782534116,0.2637951704384746
beril_RalstoniaBSBF1503,RALBFv3_RS04485,1,1,0.6138,86.18,8.0,279,0.7216,0.425,0.6557437197420078,0.6525991164072231
beril_RalstoniaBSBF1503,RALBFv3_RS04490,0,1,0.6133,87.1,0.0,336,0.7272,0.21052631578947367,0.4253021692192258,0.3743495111450386
beril_RalstoniaBSBF1503,RALBFv3_RS04495,0,1,0.6124,88.54,13.0,627,0.6661,0.05405405405405406,0.27075512733282087,0.19009509045966932
beril_RalstoniaBSBF1503,RALBFv3_RS04500,1,0,0.6115,90.17,0.0,107,0.6604,1.0,0.9600385855743632,0.9686125917588275
beril_RalstoniaBSBF1503,RALBFv3_RS04505,0,0,0.6113,90.48,0.0,106,0.6667,0.19230769230769232,0.4058002324213982,0.46098680644653023
beril_RalstoniaBSBF1503,RALBFv3_RS04515,0,0,0.6108,91.46,0.0,157,0.6688,0.0,0.22634386782534116,0.25242662622012674
beril_RalstoniaBSBF1503,RALBFv3_RS04520,0,0,0.6104,92.15,0.0,239,0.6764,0.0,0.22634386782534116,0.2295787972827632
beril_RalstoniaBSBF1503,RALBFv3_RS04525,1,1,0.6099,93.03,0.0,304,0.6743,0.918918918918919,0.9438342316119867,0.9377068896374248
beril_RalstoniaBSBF1503,RALBFv3_RS04530,1,1,0.6093,93.96,55.0,312,0.7147,0.6097560975609756,0.8113510265635785,0.8851454477575496
beril_RalstoniaBSBF1503,RALBFv3_RS04535,1,0,0.6085,95.4,0.0,558,0.672,0.14634146341463414,0.3580173701938959,0.26240598817842065
beril_RalstoniaBSBF1503,RALBFv3_RS04540,1,1,0.6078,96.53,0.0,143,0.7483,0.0,0.22634386782534116,0.2414205544813255
beril_RalstoniaBSBF1503,RALBFv3_RS04545,0,1,0.6076,96.96,0.0,143,0.669,0.6363636363636364,0.828651801611721,0.8468740137117017
beril_RalstoniaBSBF1503,RALBFv3_RS04550,0,1,0.607,97.96,0.0,507,0.6923,0.08108108108108109,0.2949098247097851,0.2124600348366992
beril_RalstoniaBSBF1503,RALBFv3_RS04555,1,0,0.6062,99.39,1.0,373,0.655,1.0,0.9600385855743632,0.9553481529692579
beril_RalstoniaBSBF1503,RALBFv3_RS04560,1,0,0.6055,100.55,1.0,402,0.6509,1.0,0.9600385855743632,0.9536216866471597
beril_RalstoniaBSBF1503,RALBFv3_RS04565,1,0,0.6051,101.34,0.0,124,0.7554,0.3333333333333333,0.5597888012592253,0.6065780957341159
beril_RalstoniaBSBF1503,RALBFv3_RS04570,0,1,0.6048,101.73,0.0,135,0.6543,0.625,0.8214217661795202,0.8438915132544748
beril_RalstoniaBSBF1503,RALBFv3_RS04575,1,1,0.6043,102.63,0.0,270,0.7185,0.25,0.46828281858649273,0.4495189729229486
beril_RalstoniaBSBF1503,RALBFv3_RS04580,1,1,0.6037,103.74,1.0,436,0.669,0.9024390243902439,0.9398567098288563,0.9225382349493909
beril_RalstoniaBSBF1503,RALBFv3_RS04585,1,1,0.603,104.87,1.0,317,0.6646,0.4358974358974359,0.6665052711110655,0.6432840161327974
beril_RalstoniaBSBF1503,RALBFv3_RS04590,1,1,0.6025,105.76,1.0,268,0.6891,0.4358974358974359,0.6665052711110655,0.6584502419101061
beril_RalstoniaBSBF1503,RALBFv3_RS04595,1,1,0.6021,106.43,0.0,183,0.6995,0.38095238095238093,0.6106905826798688,0.6283167680722131
beril_RalstoniaBSBF1503,RALBFv3_RS04600,0,1,0.6015,107.56,0.0,555,0.6553,0.15151515151515152,0.3632759905823455,0.2619565763273386
beril_RalstoniaBSBF1503,RALBFv3_RS04605,0,1,0.6007,108.91,3.0,258,0.6925,0.13513513513513514,0.34674482138252094,0.34709727605242374
beril_RalstoniaBSBF1503,RALBFv3_RS04610,1,0,0.6001,109.93,55.0,314,0.6444,0.6097560975609756,0.8113510265635785,0.8966668160088384
beril_RalstoniaBSBF1503,RALBFv3_RS04615,0,0,0.5995,109.81,13.0,390,0.7128,0.06666666666666667,0.2818716065322862,0.27967782830162496
beril_RalstoniaBSBF1503,RALBFv3_RS04620,1,0,0.5988,108.76,2.0,299,0.7124,0.16216216216216217,0.37420009185828706,0.3699885512617052
beril_RalstoniaBSBF1503,RALBFv3_RS04630,0,1,0.5982,107.71,0.0,207,0.6747,0.0,0.22634386782534116,0.23329699218807426
beril_RalstoniaBSBF1503,RALBFv3_RS04635,0,1,0.5976,106.69,1.0,447,0.6301,0.0,0.22634386782534116,0.17888785059858506
beril_RalstoniaBSBF1503,RALBFv3_RS04640,1,0,0.5968,105.29,12.0,140,0.6738,0.48717948717948717,0.7147320903511467,0.7842350077344068
beril_RalstoniaBSBF1503,RALBFv3_RS04645,0,0,0.5962,104.17,0.0,601,0.7094,0.05555555555555555,0.27206397240386276,0.18320223839604124
