organism,locus_tag,truth,og,w2,hole
beril_Dda3937,DDA3937_RS20435,0,OG00352,0.3625,0
beril_Dda3937,DDA3937_RS18750,0,OG00353,0.044,0
beril_Dda3937,DDA3937_RS08315,0,OG00353,0.044,0
beril_Dda3937,DDA3937_RS19210,1,OG00354,1.0,0
beril_Dda3937,DDA3937_RS14150,0,OG00355,0.2329,0
beril_Dda3937,DDA3937_RS19695,0,OG00355,0.2329,0
beril_Dda3937,DDA3937_RS02875,0,OG00355,0.2329,0
beril_Dda3937,DDA3937_RS02820,0,OG00355,0.2329,0
beril_Dda3937,DDA3937_RS08165,0,OG00355,0.2329,0
beril_Dda3937,DDA3937_RS11940,0,OG00355,0.2329,0
beril_Dda3937,DDA3937_RS19815,0,OG00355,0.2329,0
beril_Dda3937,DDA3937_RS03755,0,OG00355,0.2329,0
beril_Dda3937,DDA3937_RS17055,0,OG00355,0.2329,0
beril_Dda3937,DDA3937_RS13025,0,OG00355,0.2329,0
beril_Dda3937,DDA3937_RS12835,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS20925,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS02350,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS06005,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS08060,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS09175,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS10600,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS16310,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS18460,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS03710,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS01900,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS21115,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS00035,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS20565,0,OG00361,0.3137,0
beril_Dda3937,DDA3937_RS06615,1,OG00363,0.8582,1
beril_Dda3937,DDA3937_RS18680,1,OG00363,0.8582,1
beril_Dda3937,DDA3937_RS06735,1,OG00363,0.8582,1
beril_Dda3937,DDA3937_RS06785,1,OG00363,0.8582,1
beril_Dda3937,DDA3937_RS20440,1,OG00363,0.8582,1
beril_Dda3937,DDA3937_RS11185,0,OG00365,0.2162,0
beril_Dda3937,DDA3937_RS20255,0,OG00366,0.3128,0
beril_Dda3937,DDA3937_RS13520,0,OG00368,0.5699,0
beril_Dda3937,DDA3937_RS18755,0,OG00373,0.3922,0
beril_Dda3937,DDA3937_RS14535,0,OG00373,0.3922,0
beril_Dda3937,DDA3937_RS18570,1,OG00374,0.9535,0
beril_Dda3937,DDA3937_RS18915,0,OG00377,0.0,0
beril_Dda3937,DDA3937_RS18920,0,OG00377,0.0,0
beril_Dda3937,DDA3937_RS12460,0,OG00379,0.2346,0
beril_Dda3937,DDA3937_RS02245,0,OG00379,0.2346,0
beril_Dda3937,DDA3937_RS06930,0,OG00379,0.2346,0
beril_Dda3937,DDA3937_RS10395,0,OG00379,0.2346,0
beril_Dda3937,DDA3937_RS08955,0,OG00379,0.2346,0
beril_Dda3937,DDA3937_RS00480,0,OG00379,0.2346,0
beril_Dda3937,DDA3937_RS15090,0,OG00380,0.1549,0
beril_Dda3937,DDA3937_RS15830,0,OG00380,0.1549,0
beril_Dda3937,DDA3937_RS02785,0,OG00380,0.1549,0
beril_Dda3937,DDA3937_RS07390,0,OG00382,0.0909,0
beril_Dda3937,DDA3937_RS06675,1,OG00386,0.6222,0
beril_Dda3937,DDA3937_RS20245,0,OG00387,0.0563,0
beril_Dda3937,DDA3937_RS02395,0,OG00387,0.0563,0
beril_Dda3937,DDA3937_RS07790,0,OG00387,0.0563,0
beril_Dda3937,DDA3937_RS05700,0,OG00389,0.0,0
beril_Dda3937,DDA3937_RS14825,0,OG00391,0.1943,1
beril_Dda3937,DDA3937_RS14345,0,OG00391,0.1943,1
beril_Dda3937,DDA3937_RS14050,0,OG00391,0.1943,1
beril_Dda3937,DDA3937_RS08230,0,OG00391,0.1943,1
beril_Dda3937,DDA3937_RS16625,0,OG00391,0.1943,1
beril_Dda3937,DDA3937_RS15110,0,OG00393,0.6901,1
beril_Dda3937,DDA3937_RS10145,0,OG00393,0.6901,1
beril_Dda3937,DDA3937_RS12210,0,OG00395,0.0645,0
beril_Dda3937,DDA3937_RS16160,1,OG00396,0.9767,0
beril_Dda3937,DDA3937_RS16680,0,OG00398,0.9554,0
beril_Dda3937,DDA3937_RS01910,0,OG00398,0.9554,0
beril_Dda3937,DDA3937_RS19985,0,OG00398,0.9554,0
beril_Dda3937,DDA3937_RS05655,1,OG00399,0.9524,0
beril_Dda3937,DDA3937_RS09690,1,OG00399,0.9524,0
beril_Dda3937,DDA3937_RS11405,1,OG00399,0.9524,0
beril_Dda3937,DDA3937_RS01205,1,OG00399,0.9524,0
beril_Dda3937,DDA3937_RS00635,1,OG00400,0.9556,0
beril_Dda3937,DDA3937_RS11395,0,OG00401,0.1,0
beril_Dda3937,DDA3937_RS03415,0,OG00402,0.1809,1
beril_Dda3937,DDA3937_RS05585,0,OG00402,0.1809,1
beril_Dda3937,DDA3937_RS04350,0,OG00405,0.1915,0
beril_Dda3937,DDA3937_RS18395,0,OG00405,0.1915,0
beril_Dda3937,DDA3937_RS10605,0,OG00407,0.32,0
beril_Dda3937,DDA3937_RS02190,0,OG00407,0.32,0
beril_Dda3937,DDA3937_RS16320,0,OG00407,0.32,0
beril_Dda3937,DDA3937_RS03715,0,OG00407,0.32,0
beril_Dda3937,DDA3937_RS06000,0,OG00407,0.32,0
beril_Dda3937,DDA3937_RS00040,0,OG00407,0.32,0
beril_Dda3937,DDA3937_RS16315,0,OG00407,0.32,0
beril_Dda3937,DDA3937_RS20920,0,OG00407,0.32,0
beril_Dda3937,DDA3937_RS05265,0,OG00411,0.1579,0
beril_Dda3937,DDA3937_RS00170,0,OG00412,0.122,0
beril_Dda3937,DDA3937_RS18965,0,OG00413,0.8778,0
beril_Dda3937,DDA3937_RS15770,0,OG00413,0.8778,0
beril_Dda3937,DDA3937_RS06450,0,OG00413,0.8778,0
beril_Dda3937,DDA3937_RS12575,0,OG00414,0.8542,1
beril_Dda3937,DDA3937_RS14285,1,OG00415,0.75,0
beril_Dda3937,DDA3937_RS05810,0,OG00416,0.0253,0
beril_Dda3937,DDA3937_RS19405,0,OG00416,0.0253,0
beril_Dda3937,DDA3937_RS08050,0,OG00417,0.2129,0
beril_Dda3937,DDA3937_RS12445,0,OG00417,0.2129,0
beril_Dda3937,DDA3937_RS06915,0,OG00417,0.2129,0
beril_Dda3937,DDA3937_RS03505,0,OG00417,0.2129,0
beril_Dda3937,DDA3937_RS00465,0,OG00417,0.2129,0
beril_Dda3937,DDA3937_RS08940,0,OG00417,0.2129,0
beril_Dda3937,DDA3937_RS07285,0,OG00417,0.2129,0
beril_Dda3937,DDA3937_RS20575,0,OG00417,0.2129,0
beril_Dda3937,DDA3937_RS08675,0,OG00417,0.2129,0
beril_Dda3937,DDA3937_RS09185,0,OG00417,0.2129,0
beril_Dda3937,DDA3937_RS02230,0,OG00417,0.2129,0
beril_Dda3937,DDA3937_RS07550,0,OG00419,0.0,0
beril_Dda3937,DDA3937_RS10955,0,OG00422,0.1587,0
beril_Dda3937,DDA3937_RS03810,0,OG00424,0.1188,0
beril_Dda3937,DDA3937_RS04730,0,OG00424,0.1188,0
beril_Dda3937,DDA3937_RS03380,0,OG00424,0.1188,0
beril_Dda3937,DDA3937_RS05735,0,OG00424,0.1188,0
beril_Dda3937,DDA3937_RS14120,0,OG00424,0.1188,0
beril_Dda3937,DDA3937_RS15265,0,OG00424,0.1188,0
beril_Dda3937,DDA3937_RS07155,0,OG00424,0.1188,0
beril_Dda3937,DDA3937_RS06575,0,OG00424,0.1188,0
beril_Dda3937,DDA3937_RS15270,0,OG00424,0.1188,0
beril_Dda3937,DDA3937_RS15745,0,OG00425,0.2093,0
beril_Dda3937,DDA3937_RS19515,0,OG00426,0.1186,0
beril_Dda3937,DDA3937_RS03760,0,OG00426,0.1186,0
beril_Dda3937,DDA3937_RS03495,0,OG00426,0.1186,0
beril_Dda3937,DDA3937_RS07105,0,OG00426,0.1186,0
beril_Dda3937,DDA3937_RS02560,0,OG00426,0.1186,0
beril_Dda3937,DDA3937_RS14965,0,OG00426,0.1186,0
beril_Dda3937,DDA3937_RS20560,0,OG00426,0.1186,0
beril_Dda3937,DDA3937_RS00340,0,OG00427,0.0299,0
beril_Dda3937,DDA3937_RS20270,0,OG00428,0.5344,0
beril_Dda3937,DDA3937_RS04355,0,OG00430,0.0476,0
beril_Dda3937,DDA3937_RS13540,0,OG00431,0.1324,0
beril_Dda3937,DDA3937_RS01165,0,OG00434,0.3571,1
beril_Dda3937,DDA3937_RS08470,0,OG00434,0.3571,1
beril_Dda3937,DDA3937_RS02505,0,OG00435,0.0698,0
beril_Dda3937,DDA3937_RS15580,0,OG00435,0.0698,0
beril_Dda3937,DDA3937_RS16990,0,OG00435,0.0698,0
beril_Dda3937,DDA3937_RS05985,0,OG00435,0.0698,0
beril_Dda3937,DDA3937_RS06865,0,OG00435,0.0698,0
beril_Dda3937,DDA3937_RS15875,0,OG00435,0.0698,0
beril_Dda3937,DDA3937_RS08320,0,OG00436,0.1579,0
beril_Dda3937,DDA3937_RS14185,0,OG00436,0.1579,0
beril_Dda3937,DDA3937_RS15870,1,OG00438,0.45,0
beril_Dda3937,DDA3937_RS19260,1,OG00440,1.0,0
beril_Dda3937,DDA3937_RS14320,1,OG00441,0.766,0
beril_Dda3937,DDA3937_RS07465,1,OG00442,0.8043,0
beril_Dda3937,DDA3937_RS14305,1,OG00442,0.8043,0
beril_Dda3937,DDA3937_RS18645,0,OG00445,0.0,0
beril_Dda3937,DDA3937_RS02730,1,OG00446,1.0,0
beril_Dda3937,DDA3937_RS21145,0,OG00448,0.1538,0
beril_Dda3937,DDA3937_RS03800,0,OG00451,0.6415,1
beril_Dda3937,DDA3937_RS13110,0,OG00451,0.6415,1
beril_Dda3937,DDA3937_RS00150,0,OG00453,0.1081,0
beril_Dda3937,DDA3937_RS18625,0,OG00455,0.3182,0
beril_Dda3937,DDA3937_RS04995,0,OG00455,0.3182,0
beril_Dda3937,DDA3937_RS21585,1,OG00456,1.0,0
beril_Dda3937,DDA3937_RS10835,0,OG00457,0.3095,0
beril_Dda3937,DDA3937_RS07270,1,OG00462,0.9348,1
beril_Dda3937,DDA3937_RS18070,1,OG00462,0.9348,1
beril_Dda3937,DDA3937_RS10980,0,OG00463,0.0,0
beril_Dda3937,DDA3937_RS01135,0,OG00464,0.0,0
beril_Dda3937,DDA3937_RS22190,0,OG00466,0.3846,0
beril_Dda3937,DDA3937_RS13095,1,OG00467,1.0,1
beril_Dda3937,DDA3937_RS16575,0,OG00468,0.0159,0
beril_Dda3937,DDA3937_RS07055,0,OG00469,0.05,0
beril_Dda3937,DDA3937_RS00095,0,OG00472,0.0,0
beril_Dda3937,DDA3937_RS19375,0,OG00472,0.0,0
beril_Dda3937,DDA3937_RS05925,0,OG00474,0.6634,1
beril_Dda3937,DDA3937_RS05510,1,OG00480,0.8814,1
beril_Dda3937,DDA3937_RS19015,0,OG00481,0.4894,1
beril_Dda3937,DDA3937_RS16880,1,OG00483,0.2727,0
beril_Dda3937,DDA3937_RS11920,0,OG00484,0.0,0
beril_Dda3937,DDA3937_RS01000,0,OG00485,0.6977,1
beril_Dda3937,DDA3937_RS12890,0,OG00486,0.0312,0
beril_Dda3937,DDA3937_RS14460,0,OG00488,0.1803,0
beril_Dda3937,DDA3937_RS02810,0,OG00488,0.1803,0
beril_Dda3937,DDA3937_RS01810,0,OG00488,0.1803,0
beril_Dda3937,DDA3937_RS20290,0,OG00489,0.1053,0
beril_Dda3937,DDA3937_RS21290,1,OG00491,0.9767,0
beril_Dda3937,DDA3937_RS15730,1,OG00492,1.0,0
beril_Dda3937,DDA3937_RS11560,0,OG00498,0.0896,0
beril_Dda3937,DDA3937_RS13505,0,OG00500,0.0,0
beril_Dda3937,DDA3937_RS13325,0,OG00501,0.4615,0
beril_Dda3937,DDA3937_RS21390,0,OG00501,0.4615,0
beril_Dda3937,DDA3937_RS20040,0,OG00501,0.4615,0
beril_Dda3937,DDA3937_RS15175,0,OG00502,0.4963,0
beril_Dda3937,DDA3937_RS10280,0,OG00502,0.4963,0
beril_Dda3937,DDA3937_RS10285,0,OG00503,0.087,0
beril_Dda3937,DDA3937_RS05385,0,OG00503,0.087,0
beril_Dda3937,DDA3937_RS07230,0,OG00507,0.16,0
beril_Dda3937,DDA3937_RS08495,0,OG00507,0.16,0
beril_Dda3937,DDA3937_RS02290,0,OG00509,0.0,0
beril_Dda3937,DDA3937_RS02990,1,OG00510,1.0,0
beril_Dda3937,DDA3937_RS17665,0,OG00514,0.8276,0
beril_Dda3937,DDA3937_RS16670,0,OG00515,0.0353,0
beril_Dda3937,DDA3937_RS14030,0,OG00515,0.0353,0
beril_Dda3937,DDA3937_RS03180,0,OG00516,0.1915,0
beril_Dda3937,DDA3937_RS08630,0,OG00519,0.0,0
beril_Dda3937,DDA3937_RS08625,0,OG00519,0.0,0
beril_Dda3937,DDA3937_RS14530,0,OG00521,0.375,0
beril_Dda3937,DDA3937_RS18925,0,OG00522,0.1429,0
beril_Dda3937,DDA3937_RS00950,0,OG00524,0.1275,0
beril_Dda3937,DDA3937_RS05840,0,OG00528,0.05,0
beril_Dda3937,DDA3937_RS08615,0,OG00531,0.0,1
beril_Dda3937,DDA3937_RS10405,0,OG00531,0.0,1
beril_Dda3937,DDA3937_RS17840,0,OG00533,0.0455,0
beril_Dda3937,DDA3937_RS15280,0,OG00536,0.0,0
beril_Dda3937,DDA3937_RS16975,0,OG00540,0.0698,0
beril_Dda3937,DDA3937_RS17480,0,OG00542,0.0,0
beril_Dda3937,DDA3937_RS18250,1,OG00543,1.0,0
beril_Dda3937,DDA3937_RS07035,0,OG00544,0.0,0
beril_Dda3937,DDA3937_RS19255,1,OG00546,1.0,0
beril_Dda3937,DDA3937_RS08020,0,OG00548,0.0,0
beril_Dda3937,DDA3937_RS09600,1,OG00550,0.8947,0
beril_Dda3937,DDA3937_RS16165,1,OG00551,0.9512,0
beril_Dda3937,DDA3937_RS17145,1,OG00554,1.0,1
beril_Dda3937,DDA3937_RS06010,0,OG00555,0.2887,0
beril_Dda3937,DDA3937_RS20930,0,OG00555,0.2887,0
beril_Dda3937,DDA3937_RS00045,0,OG00555,0.2887,0
beril_Dda3937,DDA3937_RS03705,0,OG00555,0.2887,0
beril_Dda3937,DDA3937_RS02175,0,OG00555,0.2887,0
beril_Dda3937,DDA3937_RS16305,0,OG00555,0.2887,0
beril_Dda3937,DDA3937_RS06665,0,OG00555,0.2887,0
beril_Dda3937,DDA3937_RS12865,0,OG00556,0.0893,0
beril_Dda3937,DDA3937_RS08010,0,OG00556,0.0893,0
beril_Dda3937,DDA3937_RS07935,0,OG00556,0.0893,0
beril_Dda3937,DDA3937_RS02765,1,OG00559,0.7075,0
beril_Dda3937,DDA3937_RS06325,1,OG00559,0.7075,0
beril_Dda3937,DDA3937_RS18485,1,OG00563,0.8421,0
beril_Dda3937,DDA3937_RS05790,0,OG00564,0.0465,0
beril_Dda3937,DDA3937_RS07820,1,OG00565,0.177,0
beril_Dda3937,DDA3937_RS11195,1,OG00565,0.177,0
beril_Dda3937,DDA3937_RS09770,1,OG00565,0.177,0
beril_Dda3937,DDA3937_RS13525,0,OG00566,0.026,0
beril_Dda3937,DDA3937_RS09565,1,OG00567,0.9643,0
beril_Dda3937,DDA3937_RS16970,0,OG00568,0.1333,0
beril_Dda3937,DDA3937_RS03645,0,OG00570,0.0,0
beril_Dda3937,DDA3937_RS10700,0,OG00571,0.04,0
beril_Dda3937,DDA3937_RS10315,0,OG00572,0.0385,0
beril_Dda3937,DDA3937_RS01965,0,OG00573,0.093,0
beril_Dda3937,DDA3937_RS21020,0,OG00574,0.1603,0
beril_Dda3937,DDA3937_RS04620,0,OG00574,0.1603,0
beril_Dda3937,DDA3937_RS03440,0,OG00574,0.1603,0
beril_Dda3937,DDA3937_RS00730,0,OG00574,0.1603,0
beril_Dda3937,DDA3937_RS11350,0,OG00574,0.1603,0
beril_Dda3937,DDA3937_RS14920,0,OG00574,0.1603,0
beril_Dda3937,DDA3937_RS01220,0,OG00579,0.7317,1
beril_Dda3937,DDA3937_RS08620,0,OG00580,0.1129,0
beril_Dda3937,DDA3937_RS18440,1,OG00581,0.5804,1
beril_Dda3937,DDA3937_RS06570,1,OG00581,0.5804,1
beril_Dda3937,DDA3937_RS02110,0,OG00582,0.1719,0
beril_Dda3937,DDA3937_RS18300,0,OG00582,0.1719,0
beril_Dda3937,DDA3937_RS19845,0,OG00582,0.1719,0
beril_Dda3937,DDA3937_RS16270,0,OG00582,0.1719,0
beril_Dda3937,DDA3937_RS03260,0,OG00582,0.1719,0
beril_Dda3937,DDA3937_RS19835,0,OG00582,0.1719,0
beril_Dda3937,DDA3937_RS07570,0,OG00582,0.1719,0
beril_Dda3937,DDA3937_RS01490,0,OG00582,0.1719,0
beril_Dda3937,DDA3937_RS03590,0,OG00582,0.1719,0
beril_Dda3937,DDA3937_RS19880,1,OG00583,0.7125,0
beril_Dda3937,DDA3937_RS20105,1,OG00583,0.7125,0
beril_Dda3937,DDA3937_RS14490,0,OG00584,0.0147,0
beril_Dda3937,DDA3937_RS04770,0,OG00584,0.0147,0
beril_Dda3937,DDA3937_RS05550,0,OG00585,0.1909,0
beril_Dda3937,DDA3937_RS14545,0,OG00585,0.1909,0
beril_Dda3937,DDA3937_RS11015,0,OG00585,0.1909,0
beril_Dda3937,DDA3937_RS20910,0,OG00585,0.1909,0
beril_Dda3937,DDA3937_RS06405,0,OG00587,0.0,0
beril_Dda3937,DDA3937_RS02760,1,OG00590,0.6977,0
beril_Dda3937,DDA3937_RS15230,0,OG00591,0.0,0
beril_Dda3937,DDA3937_RS06140,1,OG00594,0.9362,1
beril_Dda3937,DDA3937_RS13620,0,OG00595,0.0,0
beril_Dda3937,DDA3937_RS05495,0,OG00597,0.0,0
beril_Dda3937,DDA3937_RS11205,0,OG00599,0.2,0
beril_Dda3937,DDA3937_RS10310,0,OG00600,0.1667,0
beril_Dda3937,DDA3937_RS18040,1,OG00601,1.0,1
beril_Dda3937,DDA3937_RS02535,0,OG00602,0.2812,0
beril_Dda3937,DDA3937_RS05315,0,OG00604,0.1667,0
beril_Dda3937,DDA3937_RS03375,0,OG00605,0.2777,1
beril_Dda3937,DDA3937_RS03815,0,OG00605,0.2777,1
beril_Dda3937,DDA3937_RS06580,0,OG00605,0.2777,1
beril_Dda3937,DDA3937_RS14125,0,OG00605,0.2777,1
beril_Dda3937,DDA3937_RS04725,0,OG00605,0.2777,1
beril_Dda3937,DDA3937_RS08910,0,OG00605,0.2777,1
beril_Dda3937,DDA3937_RS15260,0,OG00605,0.2777,1
beril_Dda3937,DDA3937_RS07160,0,OG00605,0.2777,1
beril_Dda3937,DDA3937_RS04450,0,OG00605,0.2777,1
beril_Dda3937,DDA3937_RS05740,0,OG00605,0.2777,1
beril_Dda3937,DDA3937_RS04805,0,OG00605,0.2777,1
beril_Dda3937,DDA3937_RS07835,1,OG00606,0.2353,0
beril_Dda3937,DDA3937_RS14470,1,OG00607,0.9667,1
beril_Dda3937,DDA3937_RS19765,1,OG00607,0.9667,1
beril_Dda3937,DDA3937_RS21540,1,OG00608,0.9388,1
beril_Dda3937,DDA3937_RS11480,0,OG00609,0.0345,0
beril_Dda3937,DDA3937_RS19720,1,OG00611,0.4474,0
beril_Dda3937,DDA3937_RS15665,1,OG00613,0.8596,0
beril_Dda3937,DDA3937_RS18335,1,OG00614,0.913,0
beril_Dda3937,DDA3937_RS08755,0,OG00615,0.0,0
beril_Dda3937,DDA3937_RS06600,0,OG00616,0.0303,0
beril_Dda3937,DDA3937_RS15850,0,OG00617,0.0,1
beril_Dda3937,DDA3937_RS05455,1,OG00619,0.1739,0
beril_Dda3937,DDA3937_RS02515,1,OG00619,0.1739,0
beril_Dda3937,DDA3937_RS21135,0,OG00621,0.0,0
beril_Dda3937,DDA3937_RS06890,0,OG00624,0.1429,0
beril_Dda3937,DDA3937_RS08815,0,OG00624,0.1429,0
beril_Dda3937,DDA3937_RS15420,0,OG00629,0.7955,1
beril_Dda3937,DDA3937_RS01080,1,OG00632,1.0,0
beril_Dda3937,DDA3937_RS14040,0,OG00633,0.5,0
beril_Dda3937,DDA3937_RS05560,0,OG00634,0.2222,0
beril_Dda3937,DDA3937_RS07080,0,OG00635,0.0,0
beril_Dda3937,DDA3937_RS15335,0,OG00636,0.4762,1
beril_Dda3937,DDA3937_RS05590,0,OG00638,0.2439,0
beril_Dda3937,DDA3937_RS14315,1,OG00639,0.86,0
beril_Dda3937,DDA3937_RS07015,0,OG00642,0.1212,0
beril_Dda3937,DDA3937_RS07115,0,OG00646,0.0,0
beril_Dda3937,DDA3937_RS17585,0,OG00646,0.0,0
beril_Dda3937,DDA3937_RS15455,0,OG00649,0.4483,0
beril_Dda3937,DDA3937_RS19445,1,OG00650,0.4776,0
beril_Dda3937,DDA3937_RS10950,1,OG00650,0.4776,0
beril_Dda3937,DDA3937_RS19195,1,OG00653,0.9762,0
beril_Dda3937,DDA3937_RS08865,0,OG00655,0.0,0
beril_Dda3937,DDA3937_RS03130,0,OG00656,0.1154,0
beril_Dda3937,DDA3937_RS13700,0,OG00657,0.0,0
beril_Dda3937,DDA3937_RS00200,0,OG00660,0.0,0
beril_Dda3937,DDA3937_RS19345,0,OG00660,0.0,0
beril_Dda3937,DDA3937_RS05540,1,OG00661,0.5676,0
beril_Dda3937,DDA3937_RS02800,0,OG00663,0.3415,0
beril_Dda3937,DDA3937_RS02950,1,OG00664,1.0,0
beril_Dda3937,DDA3937_RS16340,0,OG00665,0.0526,0
beril_Dda3937,DDA3937_RS19970,0,OG00665,0.0526,0
beril_Dda3937,DDA3937_RS05850,0,OG00666,0.2667,0
beril_Dda3937,DDA3937_RS02550,0,OG00666,0.2667,0
beril_Dda3937,DDA3937_RS05555,0,OG00667,0.2838,0
beril_Dda3937,DDA3937_RS11860,0,OG00667,0.2838,0
beril_Dda3937,DDA3937_RS03010,0,OG00668,0.0,1
beril_Dda3937,DDA3937_RS10015,1,OG00669,1.0,0
beril_Dda3937,DDA3937_RS05960,0,OG00670,0.0,0
beril_Dda3937,DDA3937_RS16410,0,OG00672,0.0,0
beril_Dda3937,DDA3937_RS21305,1,OG00676,1.0,0
beril_Dda3937,DDA3937_RS03105,0,OG00679,0.0,0
beril_Dda3937,DDA3937_RS18715,0,OG00679,0.0,0
beril_Dda3937,DDA3937_RS15950,1,OG00683,0.95,1
beril_Dda3937,DDA3937_RS20480,1,OG00684,0.9512,1
beril_Dda3937,DDA3937_RS00905,0,OG00685,0.129,0
beril_Dda3937,DDA3937_RS04715,0,OG00690,0.0,0
beril_Dda3937,DDA3937_RS07165,0,OG00690,0.0,0
beril_Dda3937,DDA3937_RS14085,0,OG00691,0.0435,0
beril_Dda3937,DDA3937_RS01665,0,OG00692,0.0526,0
beril_Dda3937,DDA3937_RS11625,0,OG00693,0.0,0
beril_Dda3937,DDA3937_RS10490,0,OG00694,0.0,0
beril_Dda3937,DDA3937_RS15445,1,OG00695,1.0,0
beril_Dda3937,DDA3937_RS21565,1,OG00696,1.0,0
beril_Dda3937,DDA3937_RS16905,1,OG00697,0.96,0
beril_Dda3937,DDA3937_RS16415,0,OG00699,0.1111,0
beril_Dda3937,DDA3937_RS12275,0,OG00699,0.1111,0
beril_Dda3937,DDA3937_RS14885,0,OG00699,0.1111,0
beril_Dda3937,DDA3937_RS05235,0,OG00701,0.1385,0
beril_Dda3937,DDA3937_RS15545,0,OG00703,0.9869,1
beril_Dda3937,DDA3937_RS12760,0,OG00703,0.9869,1
beril_Dda3937,DDA3937_RS05040,0,OG00703,0.9869,1
beril_Dda3937,DDA3937_RS18850,0,OG00703,0.9869,1
beril_Dda3937,DDA3937_RS10995,1,OG00709,0.9756,1
beril_Dda3937,DDA3937_RS03310,0,OG00710,0.2381,0
beril_Dda3937,DDA3937_RS00515,0,OG00711,0.167,0
beril_Dda3937,DDA3937_RS08205,0,OG00711,0.167,0
beril_Dda3937,DDA3937_RS20880,0,OG00711,0.167,0
beril_Dda3937,DDA3937_RS08820,0,OG00711,0.167,0
beril_Dda3937,DDA3937_RS08650,0,OG00711,0.167,0
beril_Dda3937,DDA3937_RS10635,0,OG00711,0.167,0
beril_Dda3937,DDA3937_RS02445,0,OG00715,0.2683,0
beril_Dda3937,DDA3937_RS07930,0,OG00717,0.4667,0
beril_Dda3937,DDA3937_RS06115,1,OG00718,0.871,0
beril_Dda3937,DDA3937_RS09550,1,OG00718,0.871,0
beril_Dda3937,DDA3937_RS19755,1,OG00718,0.871,0
beril_Dda3937,DDA3937_RS11310,1,OG00718,0.871,0
beril_Dda3937,DDA3937_RS03005,1,OG00721,0.9286,0
beril_Dda3937,DDA3937_RS17960,0,OG00724,0.0,0
beril_Dda3937,DDA3937_RS00580,0,OG00725,0.4121,0
beril_Dda3937,DDA3937_RS01855,0,OG00725,0.4121,0
beril_Dda3937,DDA3937_RS00050,0,OG00725,0.4121,0
beril_Dda3937,DDA3937_RS12510,0,OG00727,0.1569,0
beril_Dda3937,DDA3937_RS16620,0,OG00727,0.1569,0
beril_Dda3937,DDA3937_RS16050,0,OG00728,0.7317,0
beril_Dda3937,DDA3937_RS00880,1,OG00729,0.6078,1
beril_Dda3937,DDA3937_RS01090,1,OG00730,1.0,0
beril_Dda3937,DDA3937_RS05795,0,OG00731,0.0,0
beril_Dda3937,DDA3937_RS13450,0,OG00733,0.0476,0
beril_Dda3937,DDA3937_RS19135,0,OG00734,0.0308,0
beril_Dda3937,DDA3937_RS21535,1,OG00736,0.8462,1
beril_Dda3937,DDA3937_RS12545,1,OG00736,0.8462,1
beril_Dda3937,DDA3937_RS06860,0,OG00738,0.0,0
beril_Dda3937,DDA3937_RS17260,0,OG00742,0.0233,0
beril_Dda3937,DDA3937_RS15535,1,OG00743,0.9643,1
beril_Dda3937,DDA3937_RS12780,1,OG00743,0.9643,1
beril_Dda3937,DDA3937_RS15885,1,OG00743,0.9643,1
beril_Dda3937,DDA3937_RS12465,1,OG00745,0.8667,1
beril_Dda3937,DDA3937_RS06145,0,OG00746,0.907,1
beril_Dda3937,DDA3937_RS01765,1,OG00748,0.9722,0
beril_Dda3937,DDA3937_RS11525,0,OG00749,0.5357,0
beril_Dda3937,DDA3937_RS05345,0,OG00752,0.0,0
beril_Dda3937,DDA3937_RS09140,0,OG00752,0.0,0
beril_Dda3937,DDA3937_RS21155,0,OG00752,0.0,0
beril_Dda3937,DDA3937_RS16170,1,OG00753,0.9535,0
beril_Dda3937,DDA3937_RS02575,0,OG00758,0.0769,0
beril_Dda3937,DDA3937_RS05270,0,OG00759,0.0476,0
beril_Dda3937,DDA3937_RS01100,1,OG00760,1.0,0
beril_Dda3937,DDA3937_RS17420,0,OG00762,0.3565,1
beril_Dda3937,DDA3937_RS07380,0,OG00762,0.3565,1
beril_Dda3937,DDA3937_RS04605,0,OG00762,0.3565,1
beril_Dda3937,DDA3937_RS14895,0,OG00762,0.3565,1
beril_Dda3937,DDA3937_RS02555,0,OG00762,0.3565,1
beril_Dda3937,DDA3937_RS00930,0,OG00762,0.3565,1
beril_Dda3937,DDA3937_RS18095,0,OG00762,0.3565,1
beril_Dda3937,DDA3937_RS17375,0,OG00762,0.3565,1
beril_Dda3937,DDA3937_RS12620,0,OG00762,0.3565,1
beril_Dda3937,DDA3937_RS19785,0,OG00762,0.3565,1
beril_Dda3937,DDA3937_RS07870,0,OG00762,0.3565,1
