chromosome,gene,element,crispr_hit,log_dist,atac_enh,h3k27ac_enh,polr2a_enh,procap_enh,tf_count,promoter_atac,promoter_polii,gene_expr,abc_score
chr12,TPI1,chr12:6253214-6253714,0,5.787924984873866,1.23422,0.0,0.0,0.0,46,3.91414,204.10404,6.891629219055176,0.0
chr12,CD9,chr12:6263899-6264399,1,4.809121832854291,3.41856,0.0,0.0,0.0,88,1.55303,0.0,0.11680141091346741,0.0
chr12,MLF2,chr12:6263899-6264399,0,5.701849365058139,3.41856,0.0,0.0,0.0,88,2.10859,69.61092,1.1554361581802368,0.0
chr12,MRPL51,chr12:6263899-6264399,0,5.361145869307524,3.41856,0.0,0.0,0.0,88,6.64142,91.64438,2.4725284576416016,0.0
chr12,PHB2,chr12:6263899-6264399,0,5.849220342136066,3.41856,0.0,0.0,0.0,88,3.88258,65.28988,3.0840306282043457,0.0
chr12,TPI1,chr12:6263899-6264399,0,5.7802964251702695,3.41856,0.0,0.0,0.0,88,3.91414,204.10404,6.891629219055176,0.0
chr12,C12orf57,chr12:6284953-6285453,1,5.818078023513139,2.00442,0.0,0.0,0.0,8,3.68687,265.22094,0.9723009467124939,0.0
chr12,CHD4,chr12:6284953-6285453,0,5.50822392188777,2.00442,0.0,0.0,0.0,8,4.51705,90.67768,3.34214448928833,0.0
chr12,EMG1,chr12:6284953-6285453,0,5.836128449194136,2.00442,0.0,0.0,0.0,8,3.88258,65.28988,0.8057587742805481,0.0
chr12,MRPL51,chr12:6284953-6285453,0,5.3193934109329275,2.00442,0.0,0.0,0.0,8,6.64142,91.64438,2.4725284576416016,0.019231714
chr12,PHB2,chr12:6284953-6285453,0,5.836084744628837,2.00442,0.0,0.0,0.0,8,3.88258,65.28988,3.0840306282043457,0.0
chr12,PTMS,chr12:6284953-6285453,0,5.681525245464978,2.00442,0.0,0.0,0.0,8,5.60291,69.61092,1.8438441753387451,0.0
chr12,GAPDH,chr12:6430306-6430983,0,5.014033049013285,1.30366,11.62914,0.0,0.0,75,3.47222,269.07199,26.426910400390625,0.0141866892
chr12,TPI1,chr12:6430306-6430983,0,5.639960368650704,1.30366,11.62914,0.0,0.0,75,3.91414,204.10404,6.891629219055176,0.0
chr12,PHB2,chr12:6612814-6613412,0,5.553533509470657,2.19066,35.37379,22.87913,1.0,70,3.88258,65.28988,3.0840306282043457,0.0
chr12,CHD4,chr12:6613425-6614302,1,3.80543288813214,3.6774,35.37379,24.43111,1.0,91,4.51705,90.67768,3.34214448928833,0.0
chr12,MLF2,chr12:6613425-6614302,0,5.186425143626599,3.6774,35.37379,24.43111,1.0,91,2.10859,69.61092,1.1554361581802368,0.0127565345
chr12,PHB2,chr12:7242057-7243004,0,5.434100827310833,0.615531,0.0,0.0,0.0,65,3.88258,65.28988,3.0840306282043457,0.0
chr12,GAPDH,chr12:7292948-7294141,0,5.88059524728148,2.35796,7.87237,0.0,0.0,58,3.47222,269.07199,26.426910400390625,0.0
chr12,MRPL51,chr12:7292948-7294141,0,5.902929811367546,2.35796,7.87237,0.0,0.0,58,6.64142,91.64438,2.4725284576416016,0.0
chr12,GAPDH,chr12:7302423-7303079,0,5.885827496910125,0.0,0.0,0.0,0.0,48,3.47222,269.07199,26.426910400390625,0.0
chr12,MRPL51,chr12:7302423-7303079,0,5.907901278110221,0.0,0.0,0.0,0.0,48,6.64142,91.64438,2.4725284576416016,0.0
chr12,TPI1,chr12:7302423-7303079,0,5.63912077093466,0.0,0.0,0.0,0.0,48,3.91414,204.10404,6.891629219055176,0.0
chr12,KLRF1,chr12:9739667-9741051,1,4.940132821534377,0.43245,14.37633,0.0,1.0,18,0.0,0.0,0.0,0.0454392591
chr12,CD69,chr12:9764686-9765406,1,3.617734035364018,2.73359,23.50367,0.0,1.0,85,0.628157,90.94407,0.0,0.0
chr12,YBX3,chr12:9797956-9798456,0,5.966191497687778,0.918561,0.0,0.0,0.0,21,1.98548,24.79411,2.1917805671691895,0.0
chr12,BORCS5,chr12:12353671-12354299,1,3.490660653356137,0.924874,3.74393,0.0,0.0,33,3.25758,119.99521,0.11453389376401901,0.1083811787
chr12,MANSC1,chr12:12353671-12354299,1,3.53731527311201,0.924874,3.74393,0.0,0.0,33,0.883839,24.03199,0.0,0.0
chr12,WBP11,chr12:14257474-14258209,0,5.736953157933998,1.66667,27.01241,0.0,1.0,155,3.63005,89.05174,0.8334562182426453,0.0141933484
chr12,MRPS35,chr12:27859378-27860076,0,5.173055085838837,0.52399,0.0,0.0,0.0,20,2.23801,141.02814,1.28993821144104,0.0
chr12,FAM60A,chr12:32020294-32021404,0,5.841229913729291,0.972223,15.71811,0.0,1.0,118,6.07323,163.35793,0.0,0.0
chr12,SYT10,chr12:33588022-33588689,1,5.171837572031367,2.5221,16.49625,0.0,1.0,141,1.65404,16.47297,0.0,0.0
chr12,TUBA1B,chr12:48600923-48601423,0,5.724459381698975,0.820707,0.0,0.0,0.0,20,6.98548,335.13561,19.368412017822266,0.0
chr12,TUBA1C,chr12:49160042-49160874,0,4.451464047905606,0.306187,2.48105,0.0,0.0,10,1.30051,18.57076,5.649264335632324,0.0306719504
chr12,TMBIM6,chr12:50039025-50039653,0,5.520634166841724,2.97349,0.0,0.0,0.0,47,12.6484,20.04406,2.7674756050109863,0.0
chr12,DAZAP2,chr12:50901580-50902080,0,5.526937312900779,1.70455,0.0,0.0,0.0,44,9.84849,74.41639,0.6000285744667053,0.0
chr12,DAZAP2,chr12:51326656-51327468,0,4.948271112209188,2.8346,19.22125,20.15536,1.0,104,9.84849,74.41639,0.6000285744667053,0.0
chr12,DAZAP2,chr12:51885791-51886291,0,5.811407421657862,0.776515,0.0,0.0,0.0,37,9.84849,74.41639,0.6000285744667053,0.0
chr12,PCBP2,chr12:52662303-52663150,0,5.897284468248243,4.48864,18.32879,0.0,1.0,140,8.4596,64.10496,3.566917657852173,0.0
chr12,PFDN5,chr12:52662303-52663150,0,5.801105845168687,4.48864,18.32879,0.0,1.0,140,2.9072,70.25224,5.851090431213379,0.0
chr12,PRR13,chr12:52662303-52663150,0,5.891470552213952,4.48864,18.32879,0.0,1.0,140,7.67993,152.59074,1.8174985647201538,0.0
chr12,EIF4B,chr12:52874213-52874923,0,5.119226187271876,9.40973,19.64514,35.84038,1.0,107,4.96212,61.88564,5.201549530029297,0.0
chr12,PCBP2,chr12:52874213-52874923,0,5.761578308644303,9.40973,19.64514,35.84038,1.0,107,8.4596,64.10496,3.566917657852173,0.0
chr12,PFDN5,chr12:52874213-52874923,0,5.623997286845308,9.40973,19.64514,35.84038,1.0,107,2.9072,70.25224,5.851090431213379,0.0
chr12,ATP5G2,chr12:52992558-52994015,0,5.835133556694062,1.40152,13.85497,0.0,1.0,45,0.0,0.0,0.0,0.0
chr12,PFDN5,chr12:52992558-52994015,0,5.48001557123863,1.40152,13.85497,0.0,1.0,45,2.9072,70.25224,5.851090431213379,0.0
chr12,PRR13,chr12:52992558-52994015,0,5.651588113605681,1.40152,13.85497,0.0,1.0,45,7.67993,152.59074,1.8174985647201538,0.0
chr12,ATP5G2,chr12:53365157-53365657,0,5.494155985985706,1.49937,9.96238,0.0,0.0,57,0.0,0.0,0.0,0.0
chr12,EIF4B,chr12:53365157-53365657,0,5.555396776806263,1.49937,9.96238,0.0,0.0,57,4.96212,61.88564,5.201549530029297,0.0
chr12,HNRNPA1,chr12:53365157-53365657,0,5.961319984237749,1.49937,9.96238,0.0,0.0,57,9.99369,211.22742,14.239998817443848,0.0
chr12,KRT18,chr12:53365157-53365657,0,5.619653584811542,1.49937,9.96238,0.0,0.0,57,3.13131,103.77915,3.5656304359436035,0.0
chr12,PCBP2,chr12:53365157-53365657,0,4.937999060359692,1.49937,9.96238,0.0,0.0,57,8.4596,64.10496,3.566917657852173,0.0103628542
chr12,PFDN5,chr12:53365157-53365657,0,4.84582332625636,1.49937,9.96238,0.0,0.0,57,2.9072,70.25224,5.851090431213379,0.0
chr12,PRR13,chr12:53365157-53365657,0,4.881949271899553,1.49937,9.96238,0.0,0.0,57,7.67993,152.59074,1.8174985647201538,0.0
chr12,COPZ1,chr12:53365817-53366317,0,5.970874776385232,1.45202,9.96238,0.0,1.0,73,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53365817-53366317,1,5.961006536617469,1.45202,9.96238,0.0,1.0,73,9.99369,211.22742,14.239998817443848,0.0
chr12,NFE2,chr12:53365817-53366317,1,5.970836692396398,1.45202,9.96238,0.0,1.0,73,1.67614,130.32801,0.6861866116523743,0.0
chr12,PCBP2,chr12:53365817-53366317,0,4.934680210893603,1.45202,9.96238,0.0,1.0,73,8.4596,64.10496,3.566917657852173,0.0172733781
chr12,ATP5G2,chr12:53370654-53372050,0,5.485800897938618,8.46907,20.57875,60.72977,1.0,105,0.0,0.0,0.0,0.0
chr12,CBX5,chr12:53370654-53372050,0,5.958459238611867,8.46907,20.57875,60.72977,1.0,105,9.99369,211.22742,1.8532664775848389,0.0
chr12,COPZ1,chr12:53370654-53372050,0,5.9684133624656495,8.46907,20.57875,60.72977,1.0,105,1.67614,130.32801,1.254873275756836,0.0
chr12,EIF4B,chr12:53370654-53372050,0,5.562524822840151,8.46907,20.57875,60.72977,1.0,105,4.96212,61.88564,5.201549530029297,0.0
chr12,HNRNPA1,chr12:53370654-53372050,0,5.958488388730903,8.46907,20.57875,60.72977,1.0,105,9.99369,211.22742,14.239998817443848,0.0
chr12,KRT18,chr12:53370654-53372050,0,5.625808210404761,8.46907,20.57875,60.72977,1.0,105,3.13131,103.77915,3.5656304359436035,0.0
chr12,KRT8,chr12:53370654-53372050,0,5.624694531272081,8.46907,20.57875,60.72977,1.0,105,3.13131,103.77915,1.116264820098877,0.0
chr12,NFE2,chr12:53370654-53372050,0,5.968375062009063,8.46907,20.57875,60.72977,1.0,105,1.67614,130.32801,0.6861866116523743,0.0
chr12,PCBP2,chr12:53370654-53372050,0,4.907147909229677,8.46907,20.57875,60.72977,1.0,105,8.4596,64.10496,3.566917657852173,0.0203693861
chr12,PFDN5,chr12:53370654-53372050,0,4.881167740711959,8.46907,20.57875,60.72977,1.0,105,2.9072,70.25224,5.851090431213379,0.0
chr12,PRR13,chr12:53370654-53372050,0,4.8466710563845545,8.46907,20.57875,60.72977,1.0,105,7.67993,152.59074,1.8174985647201538,0.0236041277
chr12,SMUG1,chr12:53370654-53372050,0,5.9125706279693695,8.46907,20.57875,60.72977,1.0,105,7.82513,94.31225,0.32224082946777344,0.0
chr12,EIF4B,chr12:53421211-53422003,0,5.618518763304867,2.32639,9.75414,0.0,0.0,47,4.96212,61.88564,5.201549530029297,0.0
chr12,HNRNPA1,chr12:53421211-53422003,0,5.933784308472553,2.32639,9.75414,0.0,0.0,47,9.99369,211.22742,14.239998817443848,0.0
chr12,KRT18,chr12:53421211-53422003,0,5.67461959482878,2.32639,9.75414,0.0,0.0,47,3.13131,103.77915,3.5656304359436035,0.0
chr12,PFDN5,chr12:53421211-53422003,0,5.101461802727619,2.32639,9.75414,0.0,0.0,47,2.9072,70.25224,5.851090431213379,0.0
chr12,SMUG1,chr12:53421211-53422003,0,5.885022360791668,2.32639,9.75414,0.0,0.0,47,7.82513,94.31225,0.32224082946777344,0.0
chr12,COPZ1,chr12:53696201-53696701,0,5.781577313309283,5.10417,0.0,0.0,0.0,9,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53696201-53696701,0,5.766221685729028,5.10417,0.0,0.0,0.0,9,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53696201-53696701,0,5.859143703416259,5.10417,0.0,0.0,0.0,9,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53696201-53696701,0,5.7815184221239555,5.10417,0.0,0.0,0.0,9,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53701681-53702221,0,5.7776094921633705,1.62563,0.0,0.0,0.0,13,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53701681-53702221,0,5.762110384063021,1.62563,0.0,0.0,0.0,13,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53701681-53702221,0,5.855827352968153,1.62563,0.0,0.0,0.0,13,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53701681-53702221,0,5.777550060431357,1.62563,0.0,0.0,0.0,13,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53719581-53720101,0,5.764446641246491,0.0,0.0,0.0,0.0,4,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53719581-53720101,0,5.74846170138773,0.0,0.0,0.0,0.0,4,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53719581-53720101,0,5.844861595379406,0.0,0.0,0.0,0.0,4,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53719581-53720101,0,5.76438538051864,0.0,0.0,0.0,0.0,4,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53726221-53726741,0,5.759457821974014,0.697601,0.0,0.0,0.0,9,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53726221-53726741,0,5.743284719939581,0.697601,0.0,0.0,0.0,9,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53726221-53726741,0,5.840720073973556,0.697601,0.0,0.0,0.0,9,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53726221-53726741,0,5.759395853425243,0.697601,0.0,0.0,0.0,9,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53743501-53744041,0,5.746191896247603,2.17487,0.0,0.0,0.0,10,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53743501-53744041,0,5.729507390654092,2.17487,0.0,0.0,0.0,10,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53743501-53744041,0,5.829746848807783,2.17487,0.0,0.0,0.0,10,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53743501-53744041,0,5.746128005464328,2.17487,0.0,0.0,0.0,10,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53746561-53747061,0,5.743816954682893,3.28283,0.0,0.0,0.0,31,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53746561-53747061,0,5.727039169726848,3.28283,0.0,0.0,0.0,31,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53746561-53747061,0,5.827788500883009,3.28283,0.0,0.0,0.0,31,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53746561-53747061,0,5.743752713529579,3.28283,0.0,0.0,0.0,31,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53767601-53768121,0,5.727005785164254,0.558712,0.0,0.0,0.0,12,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53767601-53768121,0,5.709552330220146,0.558712,0.0,0.0,0.0,12,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53767601-53768121,0,5.81398040913123,0.558712,0.0,0.0,0.0,12,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53767601-53768121,0,5.726939008339184,0.558712,0.0,0.0,0.0,12,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53791661-53792161,0,5.706966854296848,0.426137,0.0,0.0,0.0,5,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53791661-53792161,0,5.688671604204841,0.426137,0.0,0.0,0.0,5,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53791661-53792161,0,5.79764764186429,0.426137,0.0,0.0,0.0,5,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53791661-53792161,0,5.7068969238547025,0.426137,0.0,0.0,0.0,5,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53808921-53809441,0,5.691984522005148,0.877526,0.0,0.0,0.0,17,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53808921-53809441,0,5.673032893860003,0.877526,0.0,0.0,0.0,17,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53808921-53809441,0,5.785528425927373,0.877526,0.0,0.0,0.0,17,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53808921-53809441,0,5.691912136795967,0.877526,0.0,0.0,0.0,17,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53941601-53942201,0,5.5554596346456355,0.0,0.0,0.0,0.0,0,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53941601-53942201,0,5.529293011406586,0.0,0.0,0.0,0.0,0,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53941601-53942201,0,5.67902703412196,0.0,0.0,0.0,0.0,0,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53941601-53942201,0,5.555360508529328,0.0,0.0,0.0,0.0,0,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53944681-53945201,0,5.55176950163695,1.07639,0.0,0.0,0.0,17,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53944681-53945201,0,5.525372672810337,1.07639,0.0,0.0,0.0,17,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53944681-53945201,0,5.676253606499781,1.07639,0.0,0.0,0.0,17,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53944681-53945201,0,5.55166952957558,1.07639,0.0,0.0,0.0,17,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53948821-53949341,0,5.5466931599185845,1.85922,0.0,0.0,0.0,32,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53948821-53949341,0,5.5199762321487205,1.85922,0.0,0.0,0.0,32,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53948821-53949341,0,5.672447924488784,1.85922,0.0,0.0,0.0,32,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53948821-53949341,0,5.546592012319944,1.85922,0.0,0.0,0.0,32,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53949461-53950021,0,5.545878376062981,1.0101,0.0,0.0,0.0,23,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53949461-53950021,0,5.519109698943721,1.0101,0.0,0.0,0.0,23,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53949461-53950021,0,5.671838127626865,1.0101,0.0,0.0,0.0,23,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53949461-53950021,0,5.5457770385001215,1.0101,0.0,0.0,0.0,23,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53950281-53950781,0,5.544901090287097,0.520834,0.0,0.0,0.0,4,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53950281-53950781,0,5.518070206477246,0.520834,0.0,0.0,0.0,4,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53950281-53950781,0,5.671107091665112,0.520834,0.0,0.0,0.0,4,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53950281-53950781,0,5.54479952440251,0.520834,0.0,0.0,0.0,4,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53963401-53963921,0,5.528327819340015,0.0,0.0,0.0,0.0,3,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53963401-53963921,0,5.500418993881979,0.0,0.0,0.0,0.0,3,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53963401-53963921,0,5.658773368025229,0.0,0.0,0.0,0.0,3,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53963401-53963921,0,5.528222302178018,0.0,0.0,0.0,0.0,3,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53963941-53964561,0,5.527568038497856,0.0,0.0,0.0,0.0,2,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53963941-53964561,0,5.499608737623569,0.0,0.0,0.0,0.0,2,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53963941-53964561,0,5.658210839968073,0.0,0.0,0.0,0.0,2,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53963941-53964561,0,5.5274623365537465,0.0,0.0,0.0,0.0,2,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53987761-53988281,0,5.4957967932156695,1.14899,0.0,0.0,0.0,11,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53987761-53988281,0,5.465640079863856,1.14899,0.0,0.0,0.0,11,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53987761-53988281,0,5.634919400662766,1.14899,0.0,0.0,0.0,11,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53987761-53988281,0,5.495683067616915,1.14899,0.0,0.0,0.0,11,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53989021-53989521,0,5.49405992977655,0.732324,0.0,0.0,1.0,16,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53989021-53989521,0,5.463778057370207,0.732324,0.0,0.0,1.0,16,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53989021-53989521,0,5.633659301215605,0.732324,0.0,0.0,1.0,16,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53989021-53989521,0,5.4939457483871506,0.732324,0.0,0.0,1.0,16,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:53995321-53995841,0,5.485184613433454,2.9798,20.04288,64.56855,1.0,66,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:53995321-53995841,0,5.454254733061418,2.9798,20.04288,64.56855,1.0,66,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:53995321-53995841,0,5.627241901092792,2.9798,20.04288,64.56855,1.0,66,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:53995321-53995841,0,5.4850680742908695,2.9798,20.04288,64.56855,1.0,66,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:54004001-54004501,0,5.472686254637586,0.943813,0.0,0.0,0.0,13,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:54004001-54004501,0,5.440819381550648,0.943813,0.0,0.0,0.0,13,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:54004001-54004501,0,5.618266758636103,0.943813,0.0,0.0,0.0,13,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:54004001-54004501,0,5.472566312473966,0.943813,0.0,0.0,0.0,13,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:54005881-54006381,0,5.469928000342282,2.62311,0.0,0.0,0.0,30,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:54005881-54006381,0,5.437850407372859,2.62311,0.0,0.0,0.0,30,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:54005881-54006381,0,5.616295877331395,2.62311,0.0,0.0,0.0,30,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:54005881-54006381,0,5.46980729388179,2.62311,0.0,0.0,0.0,30,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:54017761-54018281,0,5.452065644677632,8.51957,13.33344,35.60147,1.0,62,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:54017761-54018281,0,5.4185879636515795,8.51957,13.33344,35.60147,1.0,62,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:54017761-54018281,0,5.603619562127613,8.51957,13.33344,35.60147,1.0,62,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:54017761-54018281,0,5.451939869365103,8.51957,13.33344,35.60147,1.0,62,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:54018561-54019101,0,5.4508216298855094,1.51515,13.33344,0.0,1.0,39,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:54018561-54019101,0,5.417244106453485,1.51515,13.33344,0.0,1.0,39,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:54018561-54019101,0,5.6027423830108,1.51515,13.33344,0.0,1.0,39,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:54018561-54019101,0,5.450695493727006,1.51515,13.33344,0.0,1.0,39,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:54040041-54040561,0,5.416477408290081,6.12374,0.0,0.0,0.0,12,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:54040041-54040561,0,5.3800175755804736,6.12374,0.0,0.0,0.0,12,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:54040041-54040561,0,5.578821369181734,6.12374,0.0,0.0,0.0,12,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:54040041-54040561,0,5.416340890574481,6.12374,0.0,0.0,0.0,12,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:54082501-54083001,0,5.339356025172791,0.615531,3.8776,0.0,1.0,11,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:54082501-54083001,0,5.295441741185945,0.615531,3.8776,0.0,1.0,11,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:54082501-54083001,0,5.527254724936051,0.615531,3.8776,0.0,1.0,11,2.18119,68.2778,0.0,0.0
chr12,COPZ1,chr12:54083861-54084401,0,5.336603807656487,0.0,0.0,0.0,0.0,0,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:54083861-54084401,0,5.292395643581324,0.0,0.0,0.0,0.0,0,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:54083861-54084401,0,5.525471113808652,0.0,0.0,0.0,0.0,0,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:54083861-54084401,0,5.336439719816778,0.0,0.0,0.0,0.0,0,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:54092861-54093421,0,5.31819276883597,0.0,0.0,0.0,0.0,4,1.67614,130.32801,1.254873275756836,0.0
chr12,ITGA5,chr12:54092861-54093421,0,5.513642361421727,0.0,0.0,0.0,0.0,4,2.18119,68.2778,0.0,0.0
chr12,COPZ1,chr12:54138981-54139481,0,5.209439944811151,0.0,0.0,0.0,0.0,1,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:54138981-54139481,0,5.149105133899851,0.0,0.0,0.0,0.0,1,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:54138981-54139481,0,5.447513077017809,0.0,0.0,0.0,0.0,1,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:54138981-54139481,0,5.209220023064993,0.0,0.0,0.0,0.0,1,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:54159081-54159601,0,5.151866078329663,4.32134,0.0,0.0,1.0,19,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:54159081-54159601,0,5.082257435606511,4.32134,0.0,0.0,1.0,19,9.99369,211.22742,14.239998817443848,0.0
chr12,ITGA5,chr12:54159081-54159601,0,5.415172075739841,4.32134,0.0,0.0,1.0,19,2.18119,68.2778,0.0,0.0
chr12,NFE2,chr12:54159081-54159601,0,5.151614972016013,4.32134,0.0,0.0,1.0,19,1.67614,130.32801,0.6861866116523743,0.0
chr12,COPZ1,chr12:54161601-54162121,0,5.144082039747641,2.77778,4.32154,0.0,1.0,46,1.67614,130.32801,1.254873275756836,0.0
chr12,HNRNPA1,chr12:54161601-54162121,0,5.073105874968971,2.77778,4.32154,0.0,1.0,46,9.99369,211.22742,14.239998817443848,0.0
