locus_tag,contig,mid,essential,product,motif_density,rbs_strength,mobile_dist_kb,length_aa,gc,leading,oriC_frac,n_paralogs,conservation,atg_start,tga_stop,m10_hit,m35_hit,deep_operon,ess_axis,pc1,pc2,ne_cluster
RS_RS02225,NC_003295.1,477714,1,threonine ammonia-lyase%2C biosynthetic,3.281,2,26.12,508,0.6693,0,0.2571,0.0,0.0625,1,1,0,0,0,-1.635918198074292,-0.42066926363738566,-0.808639911786564,-1
RS_RS02230,NC_003295.1,479079,0,ion channel,5.411,5,27.49,308,0.671,1,0.2578,0.0,0.0,1,1,0,0,0,-1.647478124811985,-0.08667458849780287,-1.1664051240253548,0
RS_RS02235,NC_003295.1,479792,0,hypothetical protein,12.5,3,28.2,160,0.675,0,0.2582,0.0,0.0,1,0,0,0,0,-1.0502185425594768,-0.147930560396429,-1.121976706751726,1
RS_RS02240,NC_003295.1,480784,0,nucleoside recognition domain-containing protein,6.41,3,29.19,416,0.6899,1,0.2587,0.0,0.0,0,1,0,0,0,-1.6364771513868748,-0.8176535198609431,-1.1487859064145323,2
RS_RS02245,NC_003295.1,481765,0,YqaA family protein,6.873,2,30.17,194,0.6856,1,0.2593,0.0,0.2083,1,1,1,0,0,0.05765383193268314,0.6922878135123957,0.6843367641629649,0
RS_RS02250,NC_003295.1,484277,0,DUF3683 domain-containing protein,8.172,3,32.68,1346,0.6684,1,0.2606,0.0,0.6667,1,1,0,0,0,-0.9094949591846876,-1.0031073002017863,0.2848370815675269,0
RS_RS02255,NC_003295.1,486514,1,HIT family protein,4.505,3,34.92,148,0.741,1,0.2618,0.0,0.0,0,1,0,0,0,-0.9426693785851772,-0.9064620079629203,-1.1056096108646303,-1
RS_RS02260,NC_003295.1,487747,0,ABC transporter ATP-binding protein/permease,7.046,2,36.15,615,0.6645,1,0.2625,0.0,0.0526,1,1,0,0,0,-1.8432607750216368,-0.6360791314918792,-0.320495715467222,0
RS_RS02265,NC_003295.1,488903,0,gamma-butyrobetaine hydroxylase-like domain-containing protein,2.398,3,37.31,139,0.7026,1,0.2631,0.0,0.2381,1,1,0,0,0,0.145456569353942,0.34127899604239204,-0.46799187220196464,0
RS_RS02270,NC_003295.1,489528,1,bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase UbiE,8.197,2,37.94,244,0.6421,1,0.2634,0.0,0.9474,1,1,0,0,0,3.4896328307454385,1.5247930903848907,0.26539796917319464,-1
RS_RS02275,NC_003295.1,490546,0,Tim44 domain-containing protein,7.47,4,38.95,357,0.7115,1,0.264,0.0,0.1667,1,0,0,0,0,-0.8726212765029672,0.015058863929747781,-0.5209186878557531,1
RS_RS02280,NC_003295.1,491533,1,ubiquinone biosynthesis accessory factor UbiJ,7.645,2,39.94,218,0.7125,1,0.2645,0.0,0.75,1,1,0,0,0,2.6013267598582077,0.3721905208063843,0.2102441702664258,-1
RS_RS02285,NC_003295.1,492645,1,ubiquinone biosynthesis regulatory protein kinase UbiB,8.872,4,41.05,526,0.6724,1,0.2651,0.0,0.9412,1,1,0,0,1,2.5656185032697065,0.13384103891318014,0.2440009916841875,-1
RS_RS02290,NC_003295.1,493771,0,TPMT family class I SAM-dependent methyltransferase,7.937,2,42.18,210,0.7333,1,0.2657,0.0,0.0,1,1,0,0,0,-0.9999846982613906,-1.0703000507905591,-0.3690777041399057,0
RS_RS02295,NC_003295.1,495066,0,sodium:solute symporter family protein,10.417,2,43.47,480,0.6549,1,0.2664,1.0,0.0,1,1,0,0,0,-1.6152562272320747,-0.6612302131505692,-0.32628598893184285,0
RS_RS02300,NC_003295.1,496187,1,FmdB family zinc ribbon protein,8.85,4,44.59,113,0.7139,1,0.267,0.0,0.3636,1,1,0,0,0,0.8108266981196776,-0.14608606113996098,-0.4654432201817938,-1
RS_RS02305,NC_003295.1,496750,0,DUF502 domain-containing protein,9.563,3,45.16,244,0.6626,1,0.2673,0.0,0.0588,1,1,0,0,0,-0.8935803736911685,-0.2248414583694029,-0.5425197296536071,0
RS_RS02310,NC_003295.1,498118,1,aspartate--tRNA ligase,3.838,3,46.52,608,0.6502,1,0.2681,0.0,1.0,1,1,0,0,0,2.6167646004399856,1.3019406275808523,0.44783965284575794,-1
RS_RS02315,NC_003295.1,499638,1,hypothetical protein,8.046,4,48.05,290,0.7218,1,0.2689,0.0,0.0,0,1,0,1,0,-0.9463200037941805,-1.0755542798298792,-1.0505515032376018,-1
RS_RS02320,NC_003295.1,500386,1,dihydroneopterin triphosphate diphosphatase,10.549,2,48.79,158,0.6962,1,0.2693,0.0,0.0,1,1,0,0,0,-0.8195978384791273,-0.7380310210110675,-0.3532079142666373,-1
RS_RS02325,NC_003295.1,500998,0,endonuclease/exonuclease/phosphatase family protein,6.693,3,49.41,249,0.6827,1,0.2696,0.0,0.1,1,1,0,0,1,-0.6807275664337212,-0.6843011393997402,-0.25625670768425673,0
RS_RS02330,NC_003295.1,502002,0,cardiolipin synthase ClsB,7.092,4,50.41,423,0.7179,1,0.2702,1.0,0.0,1,1,0,0,1,-1.6595398402035522,-1.5809371814192696,-0.37232594874612507,0
RS_RS02335,NC_003295.1,503502,0,acyl CoA:acetate/3-ketoacid CoA transferase,3.008,2,51.91,554,0.719,1,0.271,0.0,0.0,1,1,0,0,0,-1.971596345884102,-1.0135829903718403,-0.0646374463254528,0
RS_RS02340,NC_003295.1,505057,0,TetR/AcrR family transcriptional regulator,1.692,3,53.46,197,0.6667,1,0.2718,15.0,0.5366,1,1,0,0,0,2.4792721755917064,1.5834520641959227,0.27158380037069496,0
RS_RS02345,NC_003295.1,506298,0,acyl-CoA dehydrogenase C-terminal domain-containing protein,2.796,4,54.7,596,0.6605,1,0.2725,1.0,0.0,1,1,0,0,0,-2.2379465059944605,-0.2250821008313633,-0.4289587472969765,0
RS_RS02350,NC_003295.1,508511,0,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein,5.233,4,56.92,828,0.6856,1,0.2737,0.0,0.0,1,1,0,0,0,-2.884711755461999,-1.1806330968869354,-0.290485170224589,0
RS_RS02355,NC_003295.1,510385,1,acetyl-CoA C-acyltransferase,4.167,4,58.79,400,0.6908,1,0.2747,5.0,0.2368,1,1,0,0,0,-0.2697778836776166,0.01814556040179618,-0.15176594380858346,-1
RS_RS02360,NC_003295.1,511475,1,enoyl-CoA hydratase,9.15,2,59.88,255,0.7046,1,0.2753,9.0,0.5263,1,1,0,0,0,2.0856693266580546,0.12380650579158635,0.47629362133279046,-1
RS_RS02365,NC_003295.1,512137,0,acyl-CoA thioesterase,2.381,2,60.54,140,0.7,0,0.2756,0.0,0.1429,1,1,0,0,0,-0.24133241134325215,-0.09773284913737246,-0.34129507202172266,0
RS_RS02370,NC_003295.1,513367,1,ABCB family ABC transporter ATP-binding protein/permease,7.115,1,61.77,609,0.67,1,0.2763,3.0,0.9744,1,1,0,0,0,2.983191427348561,0.7104042231266327,1.0853917393772448,-1
RS_RS02375,NC_003295.1,514967,0,LysR family transcriptional regulator,6.349,4,63.37,315,0.6709,1,0.2771,0.0,0.12,1,1,0,0,0,-0.9199919272548319,-0.0847059162294676,-0.3428325780863282,0
RS_RS02380,NC_003295.1,516244,0,Glu/Leu/Phe/Val family dehydrogenase,3.072,4,64.65,434,0.6551,1,0.2778,0.0,0.1613,1,1,0,0,0,-1.081210647306389,0.2871340009344008,-0.24008081123424535,0
RS_RS02385,NC_003295.1,517881,1,glutamate/aspartate ABC transporter substrate-binding protein,5.574,4,66.29,299,0.6165,1,0.2787,11.0,0.1111,1,1,0,0,0,-0.1711797224083801,0.9861188140934584,-0.1880811560061773,-1
RS_RS02390,NC_003295.1,518793,1,amino acid ABC transporter permease,9.602,4,67.2,243,0.631,1,0.2792,11.0,0.2188,1,0,0,0,0,0.5002607530291533,1.3771548880087578,-0.02486570617676335,-1
RS_RS02395,NC_003295.1,519519,1,glutamate/aspartate ABC transporter permease GltK,8.772,4,67.93,228,0.617,1,0.2796,11.0,0.2188,1,1,0,0,1,0.646358578918532,0.4752197281759499,0.026247775614292996,-1
RS_RS02400,NC_003295.1,520225,1,amino acid ABC transporter ATP-binding protein,6.803,4,68.63,245,0.6272,1,0.28,10.0,0.9268,1,1,0,0,0,3.8718781084212424,2.0404126605196398,0.5039718378105902,-1
RS_RS02405,NC_003295.1,521075,0,class II glutamine amidotransferase,2.407,1,69.48,277,0.6534,0,0.2804,0.0,0.0769,1,1,0,0,0,-0.8054994556580365,0.16208535175917851,-0.07825910619434397,0
RS_RS02415,NC_003295.1,523400,0,glycerate kinase type-2 family protein,4.619,5,71.81,433,0.7367,1,0.2817,1.0,0.125,0,1,0,0,1,-1.1411226115987039,-1.6303506384675575,-0.5307558694373693,2
RS_RS02420,NC_003295.1,524603,1,dihydroorotase,3.865,0,72.1,345,0.6908,1,0.2823,0.0,0.4483,1,1,0,0,1,1.0691911640416438,-0.2632078762901629,0.9998467737520119,-1
RS_RS02425,NC_003295.1,525529,1,DUF3025 domain-containing protein,2.46,4,71.18,271,0.7023,1,0.2828,0.0,0.0,0,0,0,0,0,-1.4251660520129814,0.23320270343337185,-0.6418282919252376,-1
RS_RS02430,NC_003295.1,526518,0,OsmC family protein,6.711,3,70.19,149,0.6577,0,0.2833,0.0,0.0385,1,0,0,1,0,-0.4480950809825973,0.7215916489069543,-0.4294420457420187,1
RS_RS02435,NC_003295.1,527645,1,50S ribosomal protein L13,9.324,2,69.06,143,0.5991,1,0.284,0.0,1.0,1,0,0,0,0,4.005337512319793,2.8700946043635995,0.7653380344898658,-1
RS_RS02440,NC_003295.1,528065,1,30S ribosomal protein S9,0.0,3,68.64,131,0.626,1,0.2842,0.0,1.0,1,0,0,0,0,3.7967279183073304,3.3840225528479273,0.6516533344159602,-1
RS_RS02445,NC_003295.1,528868,0,DUF6776 family protein,7.937,4,67.84,252,0.668,1,0.2846,0.0,0.0,1,1,0,0,0,-1.3059923735525547,-0.2804718165078936,-0.40565625283764556,0
RS_RS02450,NC_003295.1,529483,0,bactofilin family protein,14.815,4,67.22,135,0.6247,1,0.2849,0.0,0.0667,1,1,0,0,0,-0.579034277010544,-0.0260609739036836,-0.4987279836963837,0
RS_RS02455,NC_003295.1,530001,1,iron-sulfur cluster insertion protein ErpA,0.0,4,66.7,125,0.5893,1,0.2852,1.0,0.9459,1,1,0,1,0,3.982021533733598,3.2826205466491456,0.30132151372032395,-1
RS_RS02460,NC_003295.1,530832,0,anhydro-N-acetylmuramic acid kinase,6.891,2,65.87,387,0.7158,0,0.2857,0.0,0.0571,1,0,0,0,0,-1.298250042437943,-0.5639062366435149,-0.12691792065647664,1
RS_RS02465,NC_003295.1,532222,1,tyrosine--tRNA ligase,7.075,2,64.48,424,0.6588,1,0.2864,0.0,0.9744,1,1,0,0,0,3.1589883125318967,1.0989388388854096,0.81264748095477,-1
RS_RS02470,NC_003295.1,533105,1,D-aminoacyl-tRNA deacylase,9.98,3,63.6,167,0.7086,1,0.2869,0.0,0.0606,0,1,0,0,1,-0.529811324002826,-1.4554518587025809,-0.5176314616902036,-1
RS_RS02480,NC_003295.1,533845,1,histidine phosphatase family protein,7.31,4,62.86,228,0.7105,1,0.2873,2.0,0.4872,1,0,0,0,0,1.1852818900576063,0.7407419857797343,0.10979070447459452,-1
RS_RS02485,NC_003295.1,534787,1,Holliday junction branch migration DNA helicase RuvB,7.449,2,61.92,358,0.6937,0,0.2878,0.0,0.5385,1,0,0,0,0,1.1113010341365595,0.4701632957240433,0.1861822120094593,-1
RS_RS02490,NC_003295.1,535678,1,Holliday junction branch migration protein RuvA,10.309,4,61.03,194,0.6804,0,0.2883,0.0,0.5385,1,1,0,0,0,1.4206343556127803,0.006249706457702795,-0.3813723857031362,-1
RS_RS02495,NC_003295.1,536589,0,glycerophosphodiester phosphodiesterase,2.639,5,60.12,379,0.6869,0,0.2888,1.0,0.1579,1,0,0,0,0,-1.1191768917878402,0.45934242873671033,-0.6689969670858292,1
RS_RS02500,NC_003295.1,537525,1,crossover junction endodeoxyribonuclease RuvC,1.832,2,59.18,182,0.696,0,0.2893,0.0,0.7105,1,0,0,0,0,2.3293278308072285,1.4927897090550912,0.250228094205983,-1
RS_RS02505,NC_003295.1,538674,1,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,8.889,3,58.03,525,0.6698,0,0.2899,0.0,0.6316,1,0,0,0,0,1.0228842122141437,0.5578772810239853,0.06720326054221176,-1
RS_RS02510,NC_003295.1,539667,0,Fis family transcriptional regulator,12.821,3,57.04,78,0.6154,0,0.2904,0.0,0.7692,1,1,0,0,0,2.9833597603757838,1.174779461931322,-0.20023769914025594,0
RS_RS02515,NC_003295.1,540316,0,tRNA dihydrouridine synthase DusB,4.669,3,56.39,357,0.6965,0,0.2908,0.0,0.0256,0,1,0,0,0,-1.4078219544364303,-0.9387390235954974,-1.0127356742579594,2
RS_RS02520,NC_003295.1,541298,0,helix-turn-helix domain-containing protein,0.0,4,55.41,119,0.619,0,0.2913,0.0,0.1667,1,1,0,0,0,-0.3338037443134492,1.3055307791716093,-0.8282872176485323,0
RS_RS02525,NC_003295.1,542546,1,NAD(P)/FAD-dependent oxidoreductase,5.503,2,54.16,424,0.7319,0,0.292,8.0,0.2632,1,1,0,0,0,0.1791554385257139,-0.8754534324693563,-0.0029168442974489167,-1
RS_RS02530,NC_003295.1,543816,1,UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase,4.854,3,52.89,412,0.7508,0,0.2927,3.0,0.9189,1,0,0,0,1,2.9236419613287095,0.047726526451636525,0.5166689244497691,-1
RS_RS02535,NC_003295.1,545119,1,aminopeptidase P N-terminal domain-containing protein,4.357,2,51.59,459,0.7226,0,0.2934,0.0,0.0,1,1,0,0,0,-1.7595763128765887,-1.3012723313709949,-0.38838123118173135,-1
RS_RS02540,NC_003295.1,547071,0,putative bifunctional diguanylate cyclase/phosphodiesterase,11.396,2,49.63,702,0.7061,1,0.2944,0.0,0.0,1,0,0,0,0,-2.3051342099894145,-1.1451449695000895,0.04532870460819979,1
RS_RS02545,NC_003295.1,548483,0,N-acetylmuramate alpha-1-phosphate uridylyltransferase MurU,2.755,4,48.22,242,0.741,0,0.2952,3.0,0.7805,1,0,0,0,0,2.4983125155022283,0.9496645627207703,-0.06621169172869608,1
RS_RS02550,NC_003295.1,549006,1,AzlD domain-containing protein,15.291,3,47.7,109,0.6697,0,0.2954,1.0,0.35,1,1,0,0,1,1.0293941167671479,-0.9175469227546111,-0.4403359097120577,-1
RS_RS02555,NC_003295.1,549530,0,AzlC family ABC transporter permease,5.487,3,47.18,243,0.7311,0,0.2957,2.0,0.0,1,1,0,0,1,-1.086249063094772,-1.5865323264956968,-0.5388243693855226,0
RS_RS02560,NC_003295.1,550423,0,aminoglycoside phosphotransferase family protein,5.666,2,46.28,353,0.7092,0,0.2962,0.0,0.0741,1,1,0,0,0,-1.1076493654310484,-0.9472440222825467,-0.4639096062210578,0
RS_RS02565,NC_003295.1,552338,1,LPS-assembly protein LptD,4.926,2,44.37,812,0.6663,1,0.2972,0.0,1.0,1,1,0,0,0,2.201620308495432,0.6332741306814991,0.7697543794649657,-1
RS_RS02570,NC_003295.1,554304,1,peptidylprolyl isomerase,7.378,3,42.4,497,0.6995,1,0.2983,0.0,0.9444,1,0,0,0,0,2.635096654718684,1.1082645101065514,0.4896501989241858,-1
RS_RS02575,NC_003295.1,555655,1,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,8.85,3,41.05,339,0.7257,1,0.299,0.0,0.7949,1,1,0,0,0,2.408118016340746,-0.03448578987598577,0.2180221666776279,-1
RS_RS02580,NC_003295.1,556616,0,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,9.456,3,40.09,282,0.6927,1,0.2995,0.0,0.3415,1,1,0,0,0,0.37053118122864503,-0.24946045435306394,-0.2485564708573371,0
RS_RS02585,NC_003295.1,557478,1,DMT family transporter,18.764,3,39.23,302,0.7163,0,0.3,15.0,0.0732,1,1,0,0,0,0.1251845357635345,-1.7326923326239634,-0.5560670093464781,-1
RS_RS02590,NC_003295.1,558118,0,lactoylglutathione lyase,7.353,4,38.59,136,0.6422,0,0.3004,0.0,0.0857,1,1,0,0,0,-0.684857263471982,0.21292981947712214,-1.1102083637636717,0
RS_RS02595,NC_003295.1,559489,0,M48 family metallopeptidase,3.46,2,37.22,289,0.7024,0,0.3011,0.0,0.0476,1,1,0,0,0,-1.1071519152087492,-0.5834509944422497,-0.6276172131430091,0
RS_RS02600,NC_003295.1,560295,1,lysophospholipid acyltransferase family protein,3.984,2,36.41,251,0.6494,0,0.3015,1.0,0.6667,1,1,0,0,1,2.124217363983581,0.6156567468214432,-0.0390504970916614,-1
RS_RS02605,NC_003295.1,560967,0,D-glycero-beta-D-manno-heptose 1%2C7-bisphosphate 7-phosphatase,1.667,4,35.74,200,0.705,0,0.3019,0.0,0.5758,1,1,0,0,1,1.4989534177622867,0.04028000114714013,-0.44938201015432505,0
RS_RS02610,NC_003295.1,562334,1,glycine--tRNA ligase subunit beta,5.731,2,34.37,698,0.6953,0,0.3026,0.0,1.0,1,0,0,0,0,2.388949002355963,0.8002578507335655,0.3865693627501561,-1
RS_RS02615,NC_003295.1,563762,0,hypothetical protein,9.434,4,32.94,212,0.7626,0,0.3034,0.0,0.0,1,1,0,0,0,-1.2721335986800182,-1.8225982386876374,-1.0768306314706741,0
RS_RS02620,NC_003295.1,564565,1,glycine--tRNA ligase subunit alpha,7.157,3,32.14,326,0.682,0,0.3038,0.0,1.0,1,1,0,0,0,3.339354839795984,0.782930247420547,-0.0986711217463487,-1
RS_RS02625,NC_003295.1,565963,1,apolipoprotein N-acyltransferase,7.937,4,30.74,504,0.7189,0,0.3046,0.0,0.8571,0,0,0,0,0,2.078673511515702,0.2538913740207941,-0.6577605595661202,-1
RS_RS02630,NC_003295.1,567247,0,HlyC/CorC family transporter,12.263,2,29.46,299,0.6678,0,0.3053,0.0,0.2059,1,1,0,0,0,-0.2541489157081761,-0.6712928875379698,-0.6763268193877612,0
RS_RS02635,NC_003295.1,568264,1,rRNA maturation RNase YbeY,7.812,3,28.44,256,0.6992,0,0.3058,0.0,0.0,0,1,0,0,0,-1.2496910427995507,-1.0903516700677889,-1.44709507912688,-1
RS_RS02640,NC_003295.1,569139,0,PhoH family protein,6.135,3,27.57,326,0.6861,0,0.3063,0.0,0.0769,0,1,0,0,1,-1.027370282675376,-1.2549894961746195,-1.2255305316254408,2
RS_RS02645,NC_003295.1,570326,0,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,4.367,2,26.38,458,0.6681,0,0.3069,1.0,0.122,1,0,0,0,0,-1.1840532585107975,0.3645422494860944,-0.5748925742981007,1
RS_RS02650,NC_003295.1,571255,0,hypothetical protein,16.807,3,25.45,119,0.6947,0,0.3074,0.0,0.0,1,0,0,0,0,-0.8796722202091309,-0.7442483746722808,-1.068786446124314,1
RS_RS02655,NC_003295.1,572024,0,NAD(P)/FAD-dependent oxidoreductase,2.994,2,24.68,334,0.7495,0,0.3078,0.0,0.0769,1,0,0,1,0,-0.7392811770733326,-0.36167788463048395,-0.5741617579760915,1
RS_RS02665,NC_003295.1,573884,0,DUF1571 domain-containing protein,1.115,4,22.82,299,0.7113,0,0.3088,0.0,0.0,1,0,0,0,0,-1.6900982326349816,0.16897591726493127,-1.1073851978804643,1
RS_RS02680,NC_003295.1,577366,0,3-oxoacyl-ACP reductase,3.539,1,19.34,471,0.7396,0,0.3107,0.0,0.0833,1,0,0,0,1,-1.3188955501277768,-1.1227873986533594,-0.28375552342784205,1
RS_RS02685,NC_003295.1,579344,0,acyl-CoA dehydrogenase,6.778,4,17.36,836,0.7165,0,0.3118,0.0,0.0,1,1,0,0,0,-2.9847282626392984,-1.9558362209788633,-1.0458942618673464,0
RS_RS02690,NC_003295.1,581197,0,TetR/AcrR family transcriptional regulator,8.798,4,15.51,341,0.7214,0,0.3128,0.0,0.0,1,1,0,0,0,-1.6443933343377148,-1.3995083390771257,-1.2915846663829063,0
RS_RS02695,NC_003295.1,583647,0,DEAD/DEAH box helicase,6.161,3,13.06,541,0.6938,1,0.3141,2.0,0.5,1,1,0,0,0,0.5130688984292275,-0.05646344164502366,-0.2915326773226859,0
RS_RS02700,NC_003295.1,584985,0,serine/threonine protein kinase,7.663,3,11.72,348,0.7031,1,0.3148,0.0,0.0,1,0,0,0,0,-1.5697254637267528,-0.1247978929621078,-0.7627971388406555,1
RS_RS02705,NC_003295.1,586005,0,pirin family protein,3.344,4,10.7,299,0.6957,0,0.3154,2.0,0.1389,1,1,0,0,0,-0.8054861182551453,-0.23326452874046175,-1.2248224691059804,0
RS_RS02710,NC_003295.1,587066,1,LysR family transcriptional regulator,8.715,4,9.64,306,0.6993,1,0.3159,57.0,0.6098,1,1,0,0,0,5.388611629112843,1.5651008454447541,0.4215316821599654,-1
RS_RS02715,NC_003295.1,588331,0,response regulator transcription factor,8.097,4,8.38,247,0.6815,1,0.3166,0.0,0.0,1,0,0,0,0,-1.4108980214851081,0.31160633672999427,-1.0638393690925478,1
RS_RS02720,NC_003295.1,589015,1,hypothetical protein,3.584,3,7.69,186,0.6882,0,0.317,0.0,0.0,1,0,0,0,0,-1.2625105257372538,0.44154681615843966,-1.2077087010017904,-1
RS_RS02725,NC_003295.1,589913,1,FAD-dependent oxidoreductase,4.177,3,6.79,399,0.7243,0,0.3175,3.0,0.9189,1,1,0,0,0,2.8932006193716746,0.35460087259696094,-0.336295379262527,-1
RS_RS02730,NC_003295.1,591097,1,hypothetical protein,4.695,3,5.61,71,0.6573,1,0.3181,0.0,0.0,1,1,0,0,0,-0.8283536166620497,0.5163165575261017,-1.0913440928824014,-1
RS_RS02740,NC_003295.1,592303,0,MFS transporter,8.803,3,4.4,568,0.6485,0,0.3187,0.0,0.0,1,1,0,0,0,-2.1519574861473365,-0.7982520170564201,-1.2427604343610255,0
RS_RS02745,NC_003295.1,593512,0,DUF4212 domain-containing protein,15.723,4,3.19,106,0.695,0,0.3194,0.0,0.0,0,1,0,0,0,-0.8787455565812735,-1.4422799345609942,-2.0635843523966733,2
RS_RS02750,NC_003295.1,594438,0,sensor histidine kinase,5.837,3,2.27,514,0.7056,0,0.3199,10.0,0.359,1,1,0,0,1,0.43974693720652813,-0.9035099712568011,-0.5824517227296528,0
RS_RS02755,NC_003295.1,595551,1,response regulator,10.014,4,1.16,233,0.7082,0,0.3205,17.0,0.7949,1,1,0,0,0,3.6648273961846503,0.49752703994147174,-0.5764084197278518,-1
RS_RS02760,NC_003295.1,596706,1,recombinase RecA,0.944,4,0.0,353,0.6478,1,0.3211,0.0,0.1795,1,1,0,0,0,-0.877711312662609,0.8249831001356653,-1.0640363962229324,-1
RS_RS02765,NC_003295.1,597569,0,recombination regulator RecX,4.167,4,0.86,160,0.6854,1,0.3216,0.0,0.1923,1,1,0,0,0,-0.2553904669116171,0.36571958974087715,-1.093060594059446,0
RS_RS02770,NC_003295.1,598397,0,DUF2889 domain-containing protein,1.595,2,1.69,209,0.6443,1,0.322,0.0,0.0,1,1,0,0,0,-1.1322812668577134,0.7292672238053148,-0.893754006214995,0
RS_RS02775,NC_003295.1,599360,0,ADP-forming succinate--CoA ligase subunit beta,3.428,3,2.65,389,0.6307,1,0.3225,0.0,0.6923,1,0,0,0,0,1.5997279905242638,2.2237318402094743,-0.3401750574772436,1
RS_RS02780,NC_003295.1,600468,0,succinate--CoA ligase subunit alpha,3.401,3,3.76,294,0.6451,1,0.3231,0.0,0.6667,1,0,0,0,0,1.7295910539928303,2.146396891153681,-0.3684042817527906,1
RS_RS02785,NC_003295.1,601408,1,TerC family protein,12.876,3,4.7,233,0.6567,1,0.3236,1.0,0.1852,1,1,0,0,0,-0.17872080252613015,-0.1607760983115826,-0.8881045740396054,-1
RS_RS02790,NC_003295.1,602211,0,pilin,5.747,3,5.5,174,0.5996,1,0.3241,1.0,0.0,1,1,0,0,0,-1.0205700477170128,1.047060265389954,-1.0965659405272485,0
RS_RS02795,NC_003295.1,602992,0,pilin,1.972,4,6.29,169,0.5957,1,0.3245,1.0,0.0,1,0,0,0,0,-1.2269288862840064,2.1527165874182232,-1.1726840304888375,1
RS_RS02800,NC_003295.1,604193,0,PglL family O-oligosaccharyltransferase,8.074,2,7.49,578,0.6084,1,0.3251,0.0,0.3333,1,1,0,0,0,-0.4025803195558085,0.5319801818507718,-0.440117670074078,0
RS_RS02805,NC_003295.1,605527,0,cyclic pyranopterin monophosphate synthase MoaC,6.289,2,8.82,159,0.6625,0,0.3259,0.0,0.1081,1,1,0,1,0,-0.04175604427110048,0.16239426845616792,-1.0191087449702887,0
RS_RS02810,NC_003295.1,606701,0,beta-barrel assembly-enhancing protease,6.524,2,9.99,562,0.7088,1,0.3265,0.0,0.0606,1,0,0,0,0,-1.7505800810816499,-0.3730096227073085,-0.4189692334106998,1
RS_RS02815,NC_003295.1,607852,1,DUF2946 family protein,5.102,4,11.15,196,0.7194,0,0.3271,0.0,0.0,0,1,0,0,0,-1.2559001723134622,-0.9805000309213905,-1.8125124827419714,-1
RS_RS02820,NC_003295.1,608696,0,YheT family hydrolase,6.272,3,11.99,372,0.7195,0,0.3276,0.0,0.0,1,1,0,0,1,-1.5935093751322367,-1.7129433121594417,-0.9557499715390709,0
RS_RS02825,NC_003295.1,609516,0,nuclear transport factor 2 family protein,4.535,2,12.81,147,0.6757,0,0.328,0.0,0.0,1,1,0,0,1,-0.9114197173518109,-0.6318286266122074,-0.9063784809203371,0
RS_RS02830,NC_003295.1,610288,1,lipopolysaccharide heptosyltransferase II,5.848,3,12.46,342,0.6988,0,0.3284,2.0,0.7647,1,0,0,0,0,2.2014583953392792,1.0530243442059193,-0.36382865936202397,-1
RS_RS02835,NC_003295.1,610949,0,zinc-finger domain-containing protein,5.051,2,11.8,66,0.6465,0,0.3288,0.0,0.3333,1,1,0,0,0,0.8605142671708533,0.8483399644292013,-0.8575327301981153,0
RS_RS02840,NC_003295.1,611537,1,branched-chain amino acid transaminase,3.226,4,11.21,310,0.657,0,0.3291,2.0,0.1463,1,1,0,0,0,-0.8009897957374176,0.28001290999223166,-1.2263777878531912,-1
RS_RS02845,NC_003295.1,612681,0,AzlC family ABC transporter permease,6.266,4,10.06,266,0.7018,1,0.3297,2.0,0.0,1,1,0,0,0,-1.2882640109233108,-0.47551179065624677,-1.0184764244297648,0
RS_RS02850,NC_003295.1,613238,1,AzlD domain-containing protein,12.346,4,9.51,108,0.6728,1,0.33,1.0,0.35,0,0,0,0,1,0.903063178226365,0.1568802622946357,-1.0973093956033544,-1
RS_RS02855,NC_003295.1,613852,0,EamA family transporter RarD,17.837,3,8.89,299,0.7046,1,0.3303,0.0,0.0,0,1,0,0,0,-1.1827038209862053,-1.8400601750612327,-1.3666701356700746,2
RS_RS02860,NC_003295.1,615035,0,phosphoglycerate kinase,3.3,2,7.71,404,0.6724,1,0.331,0.0,0.878,1,1,0,0,0,2.632757554673462,1.2176970373973208,0.06590660065470305,0
RS_RS02865,NC_003295.1,616422,0,pyruvate kinase,3.472,2,6.32,480,0.6889,1,0.3317,1.0,0.15,1,1,0,0,0,-1.021939270400492,-0.22784717583655575,-0.496747572611154,0
RS_RS02870,NC_003295.1,617747,0,class II fructose-bisphosphate aldolase,1.878,4,5.0,355,0.6526,1,0.3324,0.0,0.8378,1,0,0,0,0,2.26633766239873,2.3594119610998896,-0.32630588971957786,1
RS_RS02875,NC_003295.1,618862,1,phosphoribosylaminoimidazolesuccinocarboxamide synthase,2.2,2,3.88,303,0.6821,1,0.333,0.0,0.5854,0,1,0,0,0,1.5249344066223225,0.7341204129169849,-0.700189697432488,-1
