symbol	gene_id	accession	depth_ncbi	deepest_domain	n_hits	n_species_hit	clades_hit	reaches_prokaryote	best_prokaryote_species	best_prokaryote_evalue	best_prokaryote_hit	prokaryote_method	prokaryote_reciprocal_best_hit	profile_seeds	pfam	inferred_function
ADAMTS16	170690	Q8TE57	bilaterian	bacteria	456	10	bacteria,apicomplexa,amoebozoa,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Synechocystis sp. PCC 6803	4.00e-10	Sll0499 protein OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=sll0499 PE=4 SV=1	profile	0	57	PF17771;PF19236;PF05986;PF01562;PF08686;PF01421;PF19030;PF00090;	sol narae | molecular function: metalloendopeptidase activity | process: branching involved in ureteric bud morphogenesis, regulation of systemic arterial blood pressure, proteolysis, determination of adult lifespan
TIGD2	166815	Q4W5G0	eukaryote	archaea	99	10	archaea,amoebozoa,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate	1	Saccharolobus solfataricus P2	4.19e-05	Second ORF in transposon ISC1395 OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057	profile	0	60	PF04218;PF03184;PF03221;	Pdc2p | molecular function: RNA polymerase II cis-regulatory region sequence-specific DNA binding, protein binding | process: positive regulation of transcription by RNA polymerase II, positive regulation of thiamine biosynthetic process, positive regulation of glycolytic fermentation to ethanol
TRIM67	440730	Q6ZTA4	bilaterian	archaea	525	14	archaea,excavata,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Saccharolobus solfataricus P2	4.19e-13	Kelch domain-containing protein SSO1033 OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX	profile	0	60	PF22586;PF00041;PF00622;PF00643;	E3 ubiquitin-protein ligase TRIM9 | molecular function: protein binding, ubiquitin-protein transferase activity, signaling receptor binding | process: axon midline choice point recognition, axonogenesis, axon guidance, positive regulation of neuron projection development
ERI2	112479	A8K979	bilaterian	bacteria	43	14	bacteria,excavata,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Bacillus subtilis 168	4.25e-17	Probable 3'-5' exonuclease KapD OS=Bacillus subtilis (strain 168) OX=224308 GN=kapD PE=3 SV=1	profile	0	23	PF00929;PF06839;	Snipper | molecular function: 3'-5'-RNA exonuclease activity, single-stranded DNA 3'-5' DNA exonuclease activity, double-stranded DNA 3'-5' DNA exonuclease activity
RGPD3	653489	A6NKT7	bilaterian	archaea	75	15	archaea,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Methanocaldococcus jannaschii	4.40e-10	TPR repeat-containing protein MJ0940 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 	profile	0	11	PF01465;PF16704;PF00638;PF13181;	Nucleoporin 358kD | molecular function: protein binding, protein-macromolecule adaptor activity | process: mRNA export from nucleus, protein import into nucleus, NLS-bearing protein import into nucleus, germ cell development
SATL1	340562	Q86VE3	bilaterian	bacteria	64	13	bacteria,apicomplexa,amoebozoa,plant,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Mycobacterium tuberculosis H37Rv	4.44e-25	PPE family protein PPE8 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=PPE8 PE=3 SV=1	profile	0	4	PF00583;	Thialysine N-epsilon-acetyltransferase | molecular function: N-acetyltransferase activity
TPBGL	100507050	P0DKB5	bilaterian	bacteria	1074	12	bacteria,excavata,amoebozoa,plant,alga,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Escherichia coli K-12	4.60e-12	Leucine-rich repeat domain-containing protein YddK OS=Escherichia coli (strain K12) OX=83333 GN=yddK PE=4 SV=1	profile	0	60	PF13855;	uncharacterized protein | molecular function: protein binding
NME1-NME2	654364	BAG36237.1	eukaryote	bacteria	85	24	bacteria,archaea,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Synechocystis sp. PCC 6803	5.07e-73	Nucleoside diphosphate kinase OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=ndk PE=1 SV=1	profile	0	60		abnormal wing discs | molecular function: nucleoside diphosphate kinase activity, magnesium ion binding, protein histidine kinase activity | process: mitotic cell cycle, DNA damage response, microtubule-based process, open tracheal system development
DISP2	85455	A7MBM2	bilaterian	bacteria	41	10	bacteria,archaea,plant,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Escherichia coli K-12	5.11e-04	Inner membrane protein YabI OS=Escherichia coli (strain K12) OX=83333 GN=yabI PE=1 SV=2	phmmer	0	18		dispatched | process: patched ligand maturation, segment polarity determination, primordial germ cell migration, miRNA-mediated post-transcriptional gene silencing
GOLGA8H	728498	P0CJ92	bilaterian	bacteria	5	5	bacteria,archaea,fungi_other,cephalochordate	1	Thermus thermophilus HB8	5.12e-07	Apolipoprotein A1/A4/E OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) OX=300852 GN=TTHA1223 PE=4 SV=1	profile	0	1	PF19046;PF15070;	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis
DNAJC25-GNG10	552891	A0A024R161	bilaterian	bacteria	393	24	bacteria,archaea,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Synechocystis sp. PCC 6803	5.26e-44	Chaperone protein DnaJ 1 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=dnaJ1 PE=3 SV=1	profile	0	60	PF00226;	uncharacterized protein
PPM1M	132160	Q96MI6	eukaryote	bacteria	227	16	bacteria,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Thermus thermophilus HB8	5.32e-07	PPM-type phosphatase domain-containing protein OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) OX=300852 GN=	profile	0	43	PF00481;	protein phosphatase 1M | molecular function: phosphoprotein phosphatase activity, protein serine/threonine phosphatase activity, protein binding | process: protein dephosphorylation
SLC6A16	28968	Q9GZN6	bilaterian	bacteria	211	12	bacteria,archaea,apicomplexa,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Methanocaldococcus jannaschii	5.35e-113	Uncharacterized sodium-dependent transporter MJ1319 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL	profile	0	60	PF00209;	solute carrier family 6, member 16 | molecular function: AP-3 adaptor complex binding
YIPF7	285525	Q8N8F6	eukaryote	bacteria	37	15	bacteria,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Bacillus subtilis 168	5.58e-04	Uncharacterized protein YebC OS=Bacillus subtilis (strain 168) OX=224308 GN=yebC PE=4 SV=2	profile	0	36	PF04893;	transporter YIP1 | molecular function: protein binding | process: endoplasmic reticulum to Golgi vesicle-mediated transport, Golgi organization, spermatogenesis, vesicle-mediated transport
ADAMTS6	11174	Q9UKP5	bilaterian	bacteria	387	9	bacteria,amoebozoa,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Synechocystis sp. PCC 6803	5.67e-10	Sll0499 protein OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=sll0499 PE=4 SV=1	profile	0	60	PF17771;PF19236;PF05986;PF01562;PF08686;PF01421;PF19030;PF00090;	ADAM metallopeptidase with thrombospondin type 1 motif 6 | process: kidney development, cardiac septum development, heart development, aorta development
SLC36A3	285641	Q495N2	eukaryote	archaea	150	14	archaea,excavata,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Thermococcus kodakarensis	5.95e-09	Aromatic amino acid permease OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK0684 PE	profile	0	60	PF01490;	Avt4p | molecular function: L-tyrosine transmembrane transporter activity, L-glutamine transmembrane transporter activity, L-isoleucine transmembrane transporter activity | process: amino acid transmembrane transport, amino acid transmembrane export from vacuole
ASAH2B	653308	P0C7U1	bilaterian	bacteria	23	9	bacteria,amoebozoa,plant,alga,porifera,placozoa,echinoderm,cephalochordate,tunicate	1	Mycobacterium tuberculosis H37Rv	6.08e-59	Neutral ceramidase OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv0669c PE=1 SV=1	profile	0	22	PF17048;	Ceramidase | molecular function: N-acylsphingosine amidohydrolase activity | process: sphingolipid metabolic process, chemical synaptic transmission, synaptic vesicle exocytosis, synaptic vesicle fusion to presynaptic active zone membrane
GOLGA8Q	727909	H3BV12	bilaterian	bacteria	4	4	bacteria,archaea,fungi_other,echinoderm	1	Thermus thermophilus HB8	6.09e-06	Apolipoprotein A1/A4/E OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) OX=300852 GN=TTHA1223 PE=4 SV=1	profile	0	2	PF19046;PF15070;	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis
GAB4	128954	Q2WGN9	bilaterian	bacteria	103	18	bacteria,archaea,amoebozoa,plant,alga,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Escherichia coli K-12	6.47e-14	Ribosomal RNA small subunit methyltransferase F OS=Escherichia coli (strain K12) OX=83333 GN=rsmF PE=1 SV=2	profile	0	9	PF00169;	daughter of sevenless | molecular function: protein binding, SH2 domain binding | process: R7 cell fate commitment, torso signaling pathway, dauer larval development, photoreceptor cell development
ATAD3C	219293	Q5T2N8	bilaterian	bacteria	525	26	bacteria,archaea,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Methanocaldococcus jannaschii	6.49e-234	Cell division cycle protein 48 homolog MJ1156 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / J	profile	0	60	PF00004;PF12037;	ATPase family AAA domain-containing protein 3 | process: mitochondrion organization
MAST4	375449	O15021	bilaterian	bacteria	3988	23	bacteria,archaea,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Mycobacterium tuberculosis H37Rv	7.16e-24	Serine/threonine-protein kinase PknA OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=pknA PE=1 SV=	profile	0	21	PF08926;PF17820;PF00069;	drop out | molecular function: protein kinase activity | process: Golgi organization, endosome organization, border follicle cell migration, cellularization
ANKHD1-EIF4EBP3	404734	EAW62055.1	eukaryote	bacteria	2697	17	bacteria,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Synechocystis sp. PCC 6803	7.17e-30	Erythroid ankyrin OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=ank PE=4 SV=1	phmmer	0	7		Hos4p | molecular function: protein binding | process: chromatin remodeling, negative regulation of meiotic nuclear division
TMEM132C	92293	Q8N3T6	bilaterian	bacteria	11	6	bacteria,choanoflagellate,porifera,cnidaria,echinoderm,cephalochordate	1	Synechocystis sp. PCC 6803	7.20e-19	Fat protein OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr2046 PE=4 SV=1	profile	0	4	PF23481;PF16070;PF23486;PF23487;PF23039;PF15706;PF15705;	Transmembrane protein 132 homolog | molecular function: protein binding | process: dopaminergic neuron differentiation
GOLGA8K	653125	D6RF30	bilaterian	bacteria	6	6	bacteria,archaea,fungi_other,echinoderm,cephalochordate	1	Thermus thermophilus HB8	7.24e-07	Apolipoprotein A1/A4/E OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) OX=300852 GN=TTHA1223 PE=4 SV=1	profile	0	1	PF19046;PF15070;	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis
SBK2	646643	P0C263	bilaterian	bacteria	3474	23	bacteria,archaea,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Bacillus subtilis 168	7.27e-48	Serine/threonine-protein kinase PrkC OS=Bacillus subtilis (strain 168) OX=224308 GN=prkC PE=1 SV=1	profile	0	60	PF00069;	meng-po | molecular function: protein serine kinase activity | process: short-term memory, long-term memory, positive regulation of gene expression, medium-term memory
RGPD4	285190	Q7Z3J3	bilaterian	archaea	77	15	archaea,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Methanocaldococcus jannaschii	7.57e-10	TPR repeat-containing protein MJ0940 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 	profile	0	11	PF01465;PF16704;PF00638;PF13181;	Nucleoporin 358kD | molecular function: protein binding, protein-macromolecule adaptor activity | process: mRNA export from nucleus, protein import into nucleus, NLS-bearing protein import into nucleus, germ cell development
GOLGA6D	653643	P0CG33	bilaterian	bacteria	13	7	bacteria,excavata,alga,fungi_other,cnidaria,echinoderm,cephalochordate	1	Bacillus subtilis 168	7.58e-04	Prespore-specific transcriptional regulator RsfA OS=Bacillus subtilis (strain 168) OX=224308 GN=rsfA PE=1 SV=1	phmmer	0	0	PF15070;	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis
CCDC149	91050	Q6ZUS6	bilaterian	bacteria	10	8	bacteria,excavata,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Bacillus subtilis 168	7.60e-04	Peptidoglycan DL-endopeptidase CwlO OS=Bacillus subtilis (strain 168) OX=224308 GN=cwlO PE=1 SV=2	profile	0	8	PF09789;	Coiled-coil domain-containing protein 149
GOLGA8T	653075	H3BQL2	bilaterian	bacteria	6	6	bacteria,archaea,fungi_other,echinoderm,cephalochordate	1	Thermus thermophilus HB8	7.75e-07	Apolipoprotein A1/A4/E OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) OX=300852 GN=TTHA1223 PE=4 SV=1	profile	0	1	PF19046;PF15070;	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis
SERPINA11	256394	Q86U17	bilaterian	archaea	52	9	archaea,excavata,plant,alga,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Thermococcus kodakarensis	7.87e-129	Uncharacterized serpin-like protein TK1782 OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=6901	profile	0	49	PF00079;	Serpin 27A | molecular function: serine-type endopeptidase inhibitor activity | process: defense response to insect, negative regulation of antimicrobial peptide production, insemination, mating
CTAGE6	340307	Q86UF2	bilaterian	archaea	8	4	archaea,echinoderm,cephalochordate,tunicate	1	Saccharolobus solfataricus P2	7.99e-04	DUF3782 domain-containing protein OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=27305	profile	0	7		Transport and Golgi organization 1 | process: Golgi organization, protein secretion, secretory granule organization, positive regulation of secretion
GOLGA6C	653641	A6NDK9	bilaterian	bacteria	13	7	bacteria,excavata,alga,fungi_other,cnidaria,echinoderm,cephalochordate	1	Bacillus subtilis 168	8.06e-04	Prespore-specific transcriptional regulator RsfA OS=Bacillus subtilis (strain 168) OX=224308 GN=rsfA PE=1 SV=1	phmmer	0	0	PF15070;	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis
GOLGA6B	55889	A6NDN3	bilaterian	bacteria	11	6	bacteria,excavata,alga,cnidaria,echinoderm,cephalochordate	1	Bacillus subtilis 168	8.34e-04	Prespore-specific transcriptional regulator RsfA OS=Bacillus subtilis (strain 168) OX=224308 GN=rsfA PE=1 SV=1	phmmer	0	0	PF15070;	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis
LRRC3C	100505591	A6NJW4	bilaterian	bacteria	1069	14	bacteria,excavata,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Escherichia coli K-12	8.45e-05	Leucine-rich repeat domain-containing protein YddK OS=Escherichia coli (strain K12) OX=83333 GN=yddK PE=4 SV=1	phmmer	0	60	PF13855;	larval translucida | process: imaginal disc-derived wing vein specification, imaginal disc-derived wing morphogenesis, negative regulation of BMP signaling pathway
SMTNL2	342527	Q2TAL5	bilaterian	bacteria	194	11	bacteria,excavata,amoebozoa,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Escherichia coli K-12	8.54e-04	Murein hydrolase activator EnvC OS=Escherichia coli (strain K12) OX=83333 GN=envC PE=1 SV=2	profile	0	60	PF00307;	Calponin-homology (CH) domain-containing protein
DNAJC25	548645	Q9H1X3	bilaterian	bacteria	440	23	bacteria,archaea,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Synechocystis sp. PCC 6803	8.60e-27	DnAJ-like protein slr0093 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr0093 PE=4 SV=1	profile	0	60	PF00226;	uncharacterized protein
CTAGE1	64693	Q96RT6	bilaterian	bacteria	4	4	bacteria,archaea,echinoderm,tunicate	1	Rickettsia prowazekii	8.82e-05	ATP SYNTHASE B CHAIN (AtpX) OS=Rickettsia prowazekii (strain Madrid E) OX=272947 GN=RP021 PE=4 SV=1	phmmer	0	2		Transport and Golgi organization 1 | process: Golgi organization, protein secretion, secretory granule organization, positive regulation of secretion
MGAM2	93432	Q2M2H8	bilaterian	bacteria	118	16	bacteria,archaea,excavata,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Thermus thermophilus HB8	9.12e-110	Alpha-glucosidase OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) OX=300852 GN=TTHB033 PE=3 SV=1	profile	0	13	PF13802;PF01055;PF21365;PF00088;	P-type domain-containing protein | molecular function: alpha-1,4-glucosidase activity | process: glycogen catabolic process
PLPPR3	79948	Q6T4P5	eukaryote	bacteria	46	13	bacteria,excavata,amoebozoa,plant,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Mycobacterium tuberculosis H37Rv	9.13e-10	Probable conserved integral membrane protein OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv030	profile	0	27	PF01569;	bifunctional diacylglycerol diphosphate phosphatase/phosphatidate phosphatase | molecular function: diacylglycerol diphosphate phosphatase activity, protein binding, phosphatidate phosphatase activity | process: phospholipid metabolic process
MYO1H	283446	A0A140TA25	bilaterian	archaea	348	14	archaea,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Methanocaldococcus jannaschii	9.26e-05	Replication factor C large subunit OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / 	profile	0	60	PF00063;PF06017;	Myosin 61F | molecular function: phosphatidylinositol-4,5-bisphosphate binding | process: determination of left/right symmetry, mesoderm development, microvillus organization, defense response to bacterium
KLF18	105378952	A0A0U1RQI7	bilaterian	bacteria	1865	19	bacteria,archaea,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Bacillus subtilis 168	9.26e-12	Serine/threonine-protein kinase PrkC OS=Bacillus subtilis (strain 168) OX=224308 GN=prkC PE=1 SV=1	profile	0	10	PF00096;	uncharacterized protein | molecular function: sequence-specific DNA binding
FAM86B1	85002	Q8N7N1	eukaryote	bacteria	103	20	bacteria,archaea,excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	1	Methanocaldococcus jannaschii	9.30e-27	Putative branched-chain-amino-acid aminotransferase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL	profile	0	60	PF14904;PF10294;	protein-lysine N-methyltransferase | molecular function: protein-lysine N-methyltransferase activity | process: peptidyl-lysine trimethylation
LIX1L	128077	Q8IVB5	bilaterian	bacteria	7	6	bacteria,plant,cnidaria,echinoderm,cephalochordate,tunicate	1	Rickettsia prowazekii	9.43e-04	Uncharacterized protein RP084 OS=Rickettsia prowazekii (strain Madrid E) OX=272947 GN=RP084 PE=4 SV=1	phmmer	0	5	PF14954;	lowfat | process: mitral valve development, imaginal disc-derived wing morphogenesis, gene expression, actin cytoskeleton organization
TSNARE1	203062	Q96NA8	eukaryote	excavata	105	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF13873;PF05739;PF14523;	SNAP receptor PEP12 | molecular function: protein binding, SNAP receptor activity | process: vacuole inheritance, mitotic cell cycle, Golgi to vacuole transport, male meiotic nuclear division
PAPLN	89932	O95428	bilaterian	amoebozoa	1031	8	amoebozoa,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	42	PF19236;PF05986;PF07679;PF13927;PF00014;PF16626;PF08686;PF19030;PF00090;	Papilin | molecular function: extracellular matrix structural constituent | process: cell morphogenesis, nematode larval development, embryo development ending in birth or egg hatching, extracellular matrix organization
PEDS1-UBE2V1	387522	I3L0A0	eukaryote	excavata	246	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF10520;PF00179;	E2 ubiquitin-conjugating protein MMS2 | molecular function: ubiquitin-protein transferase activity, protein binding, ubiquitin conjugating enzyme binding | process: protein polyubiquitination, DNA damage tolerance, free ubiquitin chain polymerization, protein targeting to vacuolar membrane
GMFG	9535	O60234	eukaryote	apicomplexa	59	10	apicomplexa,amoebozoa,plant,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate	0					0	59	PF00241;	Glia maturation factor | molecular function: Arp2/3 complex binding | process: negative regulation of Arp2/3 complex-mediated actin nucleation, actin filament debranching, border follicle cell migration, regulation of actin filament polymerization
USP17L4	645402	A6NCW7	eukaryote	excavata	340	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00443;	scrawny | molecular function: cysteine-type deubiquitinase activity, protein binding, K63-linked deubiquitinase activity | process: negative regulation of antimicrobial peptide production, negative regulation of macroautophagy, protein deubiquitination, germ-line stem cell population maintenance
PTGES3L	100885848	E9PB15	eukaryote	excavata	5	4	excavata,placozoa,tunicate	0					0	4		Hsp90 cochaperone SBA1 | molecular function: protein binding, prostaglandin-E synthase activity, protein-folding chaperone binding | process: protein folding, positive regulation of telomere maintenance via telomerase
USP17L7	392197	P0C7H9	eukaryote	excavata	307	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00443;	scrawny | molecular function: cysteine-type deubiquitinase activity, protein binding, K63-linked deubiquitinase activity | process: negative regulation of antimicrobial peptide production, negative regulation of macroautophagy, protein deubiquitination, germ-line stem cell population maintenance
USP17L8	392188	P0C7I0	eukaryote	excavata	360	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00443;	scrawny | molecular function: cysteine-type deubiquitinase activity, protein binding, K63-linked deubiquitinase activity | process: negative regulation of antimicrobial peptide production, negative regulation of macroautophagy, protein deubiquitination, germ-line stem cell population maintenance
MAGEB1	4112	P43366	eukaryote	amoebozoa	12	8	amoebozoa,plant,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	12	PF01454;PF12440;	Smc5-Smc6 complex subunit NSE3 | molecular function: protein binding, SUMO transferase activity | process: DNA repair, DNA damage response, negative regulation of neuroblast proliferation, negative regulation of neuron apoptotic process
ZC3H6	376940	P61129	bilaterian	excavata	63	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	1	PF00642;PF22623;PF18345;	suppressor of sable | molecular function: protein binding, RNA binding | process: negative regulation of DNA-templated transcription, elongation, negative regulation of DNA-templated transcription, nuclear RNA surveillance
GBX1	2636	Q14549	bilaterian	amoebozoa	520	9	amoebozoa,plant,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00046;	gastrulation brain homeobox 1 | molecular function: DNA-binding transcription factor activity | process: regulation of DNA-templated transcription, brain development, adult walking behavior, proprioception
XKR6	286046	Q5GH73	bilaterian	choanoflagellate	40	7	choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	25	PF09815;	Cell death abnormality protein 8 | molecular function: phospholipid scramblase activity | process: embryo development ending in birth or egg hatching, programmed cell death, plasma membrane phospholipid scrambling, engulfment of apoptotic cell
RNF113B	140432	Q8IZP6	eukaryote	excavata	147	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	28	PF13920;PF00642;	U2-type spliceosomal complex subunit CWC24 | molecular function: ubiquitin-protein transferase activity | process: generation of catalytic spliceosome for first transesterification step, mRNA splicing, via spliceosome, protein ubiquitination, neuron differentiation
TTLL8	164714	A0A1C7CYW9	bilaterian	excavata	149	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF03133;	Tubulin tyrosine ligase-like 3B | molecular function: protein-glycine ligase activity, protein-glycine ligase activity, initiating, protein-glycine ligase activity, elongating | process: cilium assembly, spermatogenesis, sperm individualization, protein polyglycylation
TAF11L5	646066	A0A1W2PP81	eukaryote	amoebozoa	11	9	amoebozoa,plant,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate	0					0	11	PF04719;	TBP-associated factor 11 | molecular function: protein binding, chromatin binding, RNA polymerase II general transcription initiation factor activity | process: transcription by RNA polymerase II, RNAi-mediated antiviral immune response, protein-RNA complex assembly, positive regulation of transcription by RNA polymerase II
