og_a,og_b,n_orgs_adjacent,source
OG00650,OG01780,13,operon-adjacent (synteny)
OG00019,OG00079,13,operon-adjacent (synteny)
OG00690,OG01713,13,operon-adjacent (synteny)
OG00019,OG00128,13,operon-adjacent (synteny)
OG00426,OG05004,13,operon-adjacent (synteny)
OG01863,OG05832,13,operon-adjacent (synteny)
OG01908,OG02960,13,operon-adjacent (synteny)
OG00195,OG01674,13,operon-adjacent (synteny)
OG02979,OG03720,13,operon-adjacent (synteny)
OG01801,OG02678,13,operon-adjacent (synteny)
OG04133,OG04389,13,operon-adjacent (synteny)
OG00265,OG00474,13,operon-adjacent (synteny)
OG04258,OG04634,13,operon-adjacent (synteny)
OG00214,OG00707,13,operon-adjacent (synteny)
OG00013,OG01856,13,operon-adjacent (synteny)
OG00299,OG04690,13,operon-adjacent (synteny)
OG02934,OG02979,13,operon-adjacent (synteny)
OG00975,OG01906,13,operon-adjacent (synteny)
OG00245,OG05958,13,operon-adjacent (synteny)
OG00128,OG00684,13,operon-adjacent (synteny)
OG01100,OG01672,13,operon-adjacent (synteny)
OG00013,OG03023,13,operon-adjacent (synteny)
OG00992,OG03287,13,operon-adjacent (synteny)
OG01188,OG01464,13,operon-adjacent (synteny)
OG02059,OG02085,13,operon-adjacent (synteny)
OG02050,OG02071,13,operon-adjacent (synteny)
OG02058,OG02495,13,operon-adjacent (synteny)
OG01181,OG02050,13,operon-adjacent (synteny)
OG00194,OG00352,13,operon-adjacent (synteny)
OG01226,OG01414,13,operon-adjacent (synteny)
OG00085,OG01377,13,operon-adjacent (synteny)
OG00143,OG00641,13,operon-adjacent (synteny)
OG03192,OG03720,13,operon-adjacent (synteny)
OG03296,OG03759,13,operon-adjacent (synteny)
OG02408,OG02743,13,operon-adjacent (synteny)
OG00290,OG02481,13,operon-adjacent (synteny)
OG01518,OG06548,13,operon-adjacent (synteny)
OG01540,OG04884,13,operon-adjacent (synteny)
OG06688,OG11425,13,operon-adjacent (synteny)
OG00949,OG01329,13,operon-adjacent (synteny)
OG00960,OG11279,13,operon-adjacent (synteny)
OG01406,OG01478,13,operon-adjacent (synteny)
OG00013,OG04008,13,operon-adjacent (synteny)
OG01089,OG01423,13,operon-adjacent (synteny)
OG00019,OG01588,13,operon-adjacent (synteny)
OG00545,OG02061,13,operon-adjacent (synteny)
OG00532,OG01571,13,operon-adjacent (synteny)
OG01992,OG02738,13,operon-adjacent (synteny)
OG02007,OG02627,13,operon-adjacent (synteny)
OG03360,OG03876,13,operon-adjacent (synteny)
OG06767,OG06920,13,operon-adjacent (synteny)
OG00019,OG00752,13,operon-adjacent (synteny)
OG00019,OG00729,13,operon-adjacent (synteny)
OG00774,OG01850,13,operon-adjacent (synteny)
OG02039,OG02307,13,operon-adjacent (synteny)
OG01010,OG04888,13,operon-adjacent (synteny)
OG00474,OG04690,13,operon-adjacent (synteny)
OG00071,OG01701,13,operon-adjacent (synteny)
OG00634,OG00667,13,operon-adjacent (synteny)
OG00143,OG00960,13,operon-adjacent (synteny)
OG01477,OG02277,13,operon-adjacent (synteny)
OG00143,OG03381,13,operon-adjacent (synteny)
OG00856,OG01999,13,operon-adjacent (synteny)
OG00711,OG01509,13,operon-adjacent (synteny)
OG00192,OG04731,13,operon-adjacent (synteny)
OG00019,OG00779,13,operon-adjacent (synteny)
OG01190,OG03192,13,operon-adjacent (synteny)
OG00188,OG02266,13,operon-adjacent (synteny)
OG00168,OG02656,13,operon-adjacent (synteny)
OG00909,OG06695,13,operon-adjacent (synteny)
OG00445,OG01124,13,operon-adjacent (synteny)
OG02684,OG02766,13,operon-adjacent (synteny)
OG00047,OG00688,13,operon-adjacent (synteny)
OG00167,OG01502,13,operon-adjacent (synteny)
OG00916,OG07042,13,operon-adjacent (synteny)
OG00909,OG04914,13,operon-adjacent (synteny)
OG00329,OG00711,13,operon-adjacent (synteny)
OG00368,OG01329,13,operon-adjacent (synteny)
OG02545,OG04469,13,operon-adjacent (synteny)
OG02587,OG02766,13,operon-adjacent (synteny)
OG02211,OG02268,13,operon-adjacent (synteny)
OG00355,OG00355,13,operon-adjacent (synteny)
OG02165,OG02939,13,operon-adjacent (synteny)
OG02264,OG02465,13,operon-adjacent (synteny)
OG01090,OG03120,13,operon-adjacent (synteny)
OG05296,OG06022,13,operon-adjacent (synteny)
OG01289,OG03171,13,operon-adjacent (synteny)
OG05073,OG05075,12,operon-adjacent (synteny)
OG00019,OG02029,12,operon-adjacent (synteny)
OG00019,OG02036,12,operon-adjacent (synteny)
OG01281,OG01359,12,operon-adjacent (synteny)
OG00922,OG10626,12,operon-adjacent (synteny)
OG00231,OG00435,12,operon-adjacent (synteny)
OG01067,OG02764,12,operon-adjacent (synteny)
OG00071,OG06746,12,operon-adjacent (synteny)
OG02627,OG02642,12,operon-adjacent (synteny)
OG00053,OG00224,12,operon-adjacent (synteny)
OG00047,OG01283,12,operon-adjacent (synteny)
OG00046,OG01868,12,operon-adjacent (synteny)
OG00102,OG01132,12,operon-adjacent (synteny)
OG00168,OG03799,12,operon-adjacent (synteny)
OG01353,OG01825,12,operon-adjacent (synteny)
OG00920,OG05004,12,operon-adjacent (synteny)
OG00922,OG01240,12,operon-adjacent (synteny)
OG01306,OG02451,12,operon-adjacent (synteny)
OG01306,OG06824,12,operon-adjacent (synteny)
OG00559,OG01762,12,operon-adjacent (synteny)
OG00555,OG04008,12,operon-adjacent (synteny)
OG01270,OG01413,12,operon-adjacent (synteny)
OG00064,OG00916,12,operon-adjacent (synteny)
OG11282,OG11747,12,operon-adjacent (synteny)
OG11282,OG12643,12,operon-adjacent (synteny)
OG00447,OG09239,12,operon-adjacent (synteny)
OG00007,OG00123,12,operon-adjacent (synteny)
OG01071,OG05349,12,operon-adjacent (synteny)
OG00230,OG00885,12,operon-adjacent (synteny)
OG00143,OG01192,12,operon-adjacent (synteny)
OG01512,OG04928,12,operon-adjacent (synteny)
OG00032,OG00074,12,operon-adjacent (synteny)
OG02329,OG02537,12,operon-adjacent (synteny)
OG02356,OG02515,12,operon-adjacent (synteny)
OG01989,OG11275,12,operon-adjacent (synteny)
OG00952,OG01578,12,operon-adjacent (synteny)
OG00148,OG04319,12,operon-adjacent (synteny)
OG00143,OG04435,12,operon-adjacent (synteny)
OG01463,OG02908,12,operon-adjacent (synteny)
OG03453,OG03671,12,operon-adjacent (synteny)
OG03628,OG03808,12,operon-adjacent (synteny)
OG00282,OG02698,12,operon-adjacent (synteny)
OG01190,OG01541,12,operon-adjacent (synteny)
OG01190,OG01240,12,operon-adjacent (synteny)
OG00779,OG00779,12,operon-adjacent (synteny)
OG00342,OG00378,12,operon-adjacent (synteny)
OG00059,OG00143,12,operon-adjacent (synteny)
OG02065,OG02795,12,operon-adjacent (synteny)
OG01231,OG08490,12,operon-adjacent (synteny)
OG01217,OG03832,12,operon-adjacent (synteny)
OG03672,OG03719,12,operon-adjacent (synteny)
OG03675,OG04074,12,operon-adjacent (synteny)
OG00151,OG00189,12,operon-adjacent (synteny)
OG00019,OG00380,12,operon-adjacent (synteny)
OG00019,OG00348,12,operon-adjacent (synteny)
OG00193,OG01852,12,operon-adjacent (synteny)
OG00143,OG00565,12,operon-adjacent (synteny)
OG03068,OG03216,12,operon-adjacent (synteny)
OG03058,OG12579,12,operon-adjacent (synteny)
OG02412,OG06217,12,operon-adjacent (synteny)
OG01948,OG07037,12,operon-adjacent (synteny)
OG03269,OG03790,12,operon-adjacent (synteny)
OG00613,OG02597,12,operon-adjacent (synteny)
OG01491,OG06901,12,operon-adjacent (synteny)
OG00975,OG07037,12,operon-adjacent (synteny)
OG00831,OG01248,12,operon-adjacent (synteny)
OG00130,OG02003,12,operon-adjacent (synteny)
OG00128,OG01764,12,operon-adjacent (synteny)
OG02497,OG11275,12,operon-adjacent (synteny)
OG02497,OG11747,12,operon-adjacent (synteny)
OG00326,OG03270,12,operon-adjacent (synteny)
OG00783,OG01564,12,operon-adjacent (synteny)
OG00214,OG00581,12,operon-adjacent (synteny)
OG00491,OG02470,12,operon-adjacent (synteny)
OG00194,OG03729,12,operon-adjacent (synteny)
OG00194,OG02551,12,operon-adjacent (synteny)
OG00639,OG01415,12,operon-adjacent (synteny)
OG02936,OG03074,12,operon-adjacent (synteny)
OG06688,OG11195,12,operon-adjacent (synteny)
OG03884,OG03959,12,operon-adjacent (synteny)
OG00893,OG03437,12,operon-adjacent (synteny)
OG00888,OG02716,12,operon-adjacent (synteny)
OG00189,OG00779,12,operon-adjacent (synteny)
OG00019,OG01794,12,operon-adjacent (synteny)
OG00767,OG04957,12,operon-adjacent (synteny)
OG01073,OG01340,12,operon-adjacent (synteny)
OG01002,OG01158,12,operon-adjacent (synteny)
OG00218,OG01952,12,operon-adjacent (synteny)
OG03989,OG04037,12,operon-adjacent (synteny)
OG03949,OG12579,12,operon-adjacent (synteny)
OG01684,OG03140,12,operon-adjacent (synteny)
OG00375,OG00468,12,operon-adjacent (synteny)
OG02696,OG03172,12,operon-adjacent (synteny)
OG01178,OG02958,12,operon-adjacent (synteny)
OG00305,OG00435,12,operon-adjacent (synteny)
OG00123,OG03150,12,operon-adjacent (synteny)
OG00364,OG02962,12,operon-adjacent (synteny)
OG00053,OG00075,12,operon-adjacent (synteny)
OG01921,OG06808,12,operon-adjacent (synteny)
OG02884,OG02900,12,operon-adjacent (synteny)
OG00129,OG02908,12,operon-adjacent (synteny)
OG00519,OG00519,12,operon-adjacent (synteny)
OG00428,OG01694,12,operon-adjacent (synteny)
OG00810,OG01175,12,operon-adjacent (synteny)
OG00101,OG08464,12,operon-adjacent (synteny)
OG00109,OG01076,12,operon-adjacent (synteny)
OG01699,OG02679,12,operon-adjacent (synteny)
OG01105,OG02225,12,operon-adjacent (synteny)
OG01109,OG01541,12,operon-adjacent (synteny)
OG01673,OG02451,12,operon-adjacent (synteny)
OG00121,OG01901,12,operon-adjacent (synteny)
OG02805,OG02994,12,operon-adjacent (synteny)
OG02850,OG06091,12,operon-adjacent (synteny)
OG01217,OG03415,12,operon-adjacent (synteny)
OG01249,OG02712,12,operon-adjacent (synteny)
OG01239,OG02352,12,operon-adjacent (synteny)
OG00568,OG02310,12,operon-adjacent (synteny)
OG00019,OG05108,12,operon-adjacent (synteny)
OG01337,OG02738,12,operon-adjacent (synteny)
OG02305,OG02559,12,operon-adjacent (synteny)
OG00762,OG01240,12,operon-adjacent (synteny)
OG00352,OG00975,12,operon-adjacent (synteny)
OG00417,OG10481,12,operon-adjacent (synteny)
OG00170,OG01597,12,operon-adjacent (synteny)
OG00070,OG01702,12,operon-adjacent (synteny)
OG02072,OG02385,11,operon-adjacent (synteny)
OG02007,OG02033,11,operon-adjacent (synteny)
OG01332,OG02315,11,operon-adjacent (synteny)
OG00412,OG06971,11,operon-adjacent (synteny)
OG00413,OG01340,11,operon-adjacent (synteny)
OG05134,OG12003,11,operon-adjacent (synteny)
OG00171,OG14441,11,operon-adjacent (synteny)
OG00569,OG03790,11,operon-adjacent (synteny)
OG00256,OG02610,11,operon-adjacent (synteny)
OG00566,OG03150,11,operon-adjacent (synteny)
OG02003,OG07075,11,operon-adjacent (synteny)
OG00079,OG02076,11,operon-adjacent (synteny)
OG01987,OG06049,11,operon-adjacent (synteny)
OG02340,OG02624,11,operon-adjacent (synteny)
OG00256,OG06967,11,operon-adjacent (synteny)
OG00074,OG11725,11,operon-adjacent (synteny)
OG00143,OG06870,11,operon-adjacent (synteny)
OG01465,OG03333,11,operon-adjacent (synteny)
OG00151,OG04852,11,operon-adjacent (synteny)
OG00703,OG02466,11,operon-adjacent (synteny)
OG00585,OG05274,11,operon-adjacent (synteny)
OG04285,OG04358,11,operon-adjacent (synteny)
OG00153,OG01075,11,operon-adjacent (synteny)
OG00155,OG06022,11,operon-adjacent (synteny)
OG00893,OG01045,11,operon-adjacent (synteny)
OG00054,OG01541,11,operon-adjacent (synteny)
OG00098,OG00357,11,operon-adjacent (synteny)
OG00098,OG03697,11,operon-adjacent (synteny)
OG00919,OG01758,11,operon-adjacent (synteny)
OG02432,OG03575,11,operon-adjacent (synteny)
OG00906,OG03287,11,operon-adjacent (synteny)
OG01331,OG01632,11,operon-adjacent (synteny)
OG01380,OG02770,11,operon-adjacent (synteny)
OG00743,OG02013,11,operon-adjacent (synteny)
OG00968,OG03093,11,operon-adjacent (synteny)
OG01178,OG04460,11,operon-adjacent (synteny)
OG00975,OG02351,11,operon-adjacent (synteny)
OG00192,OG00582,11,operon-adjacent (synteny)
OG00949,OG01917,11,operon-adjacent (synteny)
OG01997,OG06495,11,operon-adjacent (synteny)
OG01195,OG01873,11,operon-adjacent (synteny)
OG00019,OG01390,11,operon-adjacent (synteny)
OG00189,OG01295,11,operon-adjacent (synteny)
OG00965,OG05863,11,operon-adjacent (synteny)
OG00971,OG01521,11,operon-adjacent (synteny)
OG01189,OG01398,11,operon-adjacent (synteny)
OG01190,OG02229,11,operon-adjacent (synteny)
OG00019,OG01126,11,operon-adjacent (synteny)
OG02312,OG02312,11,operon-adjacent (synteny)
OG00019,OG03139,11,operon-adjacent (synteny)
OG05303,OG07031,11,operon-adjacent (synteny)
OG05296,OG06981,11,operon-adjacent (synteny)
OG00178,OG01780,11,operon-adjacent (synteny)
OG05266,OG05909,11,operon-adjacent (synteny)
OG00361,OG01439,11,operon-adjacent (synteny)
OG00925,OG01435,11,operon-adjacent (synteny)
OG05770,OG05909,11,operon-adjacent (synteny)
OG02040,OG02644,11,operon-adjacent (synteny)
OG00343,OG02540,11,operon-adjacent (synteny)
OG01217,OG03002,11,operon-adjacent (synteny)
OG01240,OG10626,11,operon-adjacent (synteny)
OG01255,OG04422,11,operon-adjacent (synteny)
OG05906,OG07015,11,operon-adjacent (synteny)
OG00019,OG01396,11,operon-adjacent (synteny)
OG01234,OG07090,11,operon-adjacent (synteny)
OG00720,OG00954,11,operon-adjacent (synteny)
OG00691,OG00804,11,operon-adjacent (synteny)
OG02923,OG03082,11,operon-adjacent (synteny)
OG01722,OG02205,11,operon-adjacent (synteny)
OG00050,OG01328,11,operon-adjacent (synteny)
OG00101,OG02365,11,operon-adjacent (synteny)
OG02958,OG03244,11,operon-adjacent (synteny)
OG00040,OG01593,11,operon-adjacent (synteny)
OG01635,OG11195,11,operon-adjacent (synteny)
OG02934,OG03628,11,operon-adjacent (synteny)
OG00036,OG00143,11,operon-adjacent (synteny)
OG00313,OG05906,11,operon-adjacent (synteny)
OG00101,OG07058,11,operon-adjacent (synteny)
OG00388,OG05733,11,operon-adjacent (synteny)
OG00666,OG04858,11,operon-adjacent (synteny)
OG01707,OG05091,11,operon-adjacent (synteny)
OG01443,OG05707,11,operon-adjacent (synteny)
OG02745,OG04167,11,operon-adjacent (synteny)
OG00045,OG01160,11,operon-adjacent (synteny)
OG01723,OG04732,11,operon-adjacent (synteny)
OG02757,OG06266,11,operon-adjacent (synteny)
OG02758,OG06795,11,operon-adjacent (synteny)
OG00071,OG02351,11,operon-adjacent (synteny)
OG01742,OG02730,11,operon-adjacent (synteny)
OG01707,OG06337,11,operon-adjacent (synteny)
OG01038,OG03790,11,operon-adjacent (synteny)
OG00806,OG01703,11,operon-adjacent (synteny)
OG00121,OG02667,11,operon-adjacent (synteny)
OG02793,OG03959,11,operon-adjacent (synteny)
OG00834,OG03563,11,operon-adjacent (synteny)
OG01674,OG02139,11,operon-adjacent (synteny)
OG01101,OG02921,11,operon-adjacent (synteny)
OG00112,OG00172,11,operon-adjacent (synteny)
OG01683,OG02073,11,operon-adjacent (synteny)
OG00605,OG00605,11,operon-adjacent (synteny)
OG01861,OG02607,11,operon-adjacent (synteny)
OG00616,OG04065,11,operon-adjacent (synteny)
OG00143,OG01069,11,operon-adjacent (synteny)
OG00143,OG09038,11,operon-adjacent (synteny)
OG01478,OG07000,11,operon-adjacent (synteny)
OG03304,OG03453,11,operon-adjacent (synteny)
OG03049,OG03892,11,operon-adjacent (synteny)
OG01391,OG11230,11,operon-adjacent (synteny)
OG00793,OG02443,11,operon-adjacent (synteny)
OG03735,OG05697,11,operon-adjacent (synteny)
OG03523,OG03949,11,operon-adjacent (synteny)
OG01400,OG01679,11,operon-adjacent (synteny)
OG01421,OG04422,11,operon-adjacent (synteny)
OG00282,OG07010,11,operon-adjacent (synteny)
OG01465,OG01465,11,operon-adjacent (synteny)
OG03747,OG03808,11,operon-adjacent (synteny)
OG00299,OG00821,11,operon-adjacent (synteny)
OG01578,OG01811,11,operon-adjacent (synteny)
OG01550,OG02390,11,operon-adjacent (synteny)
OG00816,OG05368,11,operon-adjacent (synteny)
OG00032,OG03294,11,operon-adjacent (synteny)
OG01550,OG06798,11,operon-adjacent (synteny)
OG00138,OG01711,11,operon-adjacent (synteny)
OG00603,OG10653,11,operon-adjacent (synteny)
OG03162,OG04912,11,operon-adjacent (synteny)
OG00290,OG00629,11,operon-adjacent (synteny)
OG00138,OG05219,11,operon-adjacent (synteny)
OG01526,OG02196,11,operon-adjacent (synteny)
OG00143,OG00711,11,operon-adjacent (synteny)
OG00856,OG01590,11,operon-adjacent (synteny)
OG00143,OG01150,11,operon-adjacent (synteny)
OG00863,OG00900,11,operon-adjacent (synteny)
OG00034,OG00148,11,operon-adjacent (synteny)
OG00718,OG00991,11,operon-adjacent (synteny)
OG00019,OG00353,11,operon-adjacent (synteny)
OG02169,OG02682,11,operon-adjacent (synteny)
OG01157,OG02259,11,operon-adjacent (synteny)
OG00459,OG03984,11,operon-adjacent (synteny)
OG00019,OG00188,11,operon-adjacent (synteny)
OG01158,OG02767,11,operon-adjacent (synteny)
OG00074,OG00174,11,operon-adjacent (synteny)
OG00017,OG01683,11,operon-adjacent (synteny)
OG00724,OG02170,11,operon-adjacent (synteny)
OG11230,OG11480,11,operon-adjacent (synteny)
OG01076,OG10596,11,operon-adjacent (synteny)
OG00520,OG02127,11,operon-adjacent (synteny)
OG00434,OG02027,11,operon-adjacent (synteny)
OG00519,OG03697,11,operon-adjacent (synteny)
OG00357,OG01764,11,operon-adjacent (synteny)
OG00247,OG02197,11,operon-adjacent (synteny)
OG11664,OG11890,11,operon-adjacent (synteny)
OG00735,OG01059,11,operon-adjacent (synteny)
OG00453,OG04791,11,operon-adjacent (synteny)
OG02230,OG03709,11,operon-adjacent (synteny)
OG00986,OG10481,11,operon-adjacent (synteny)
OG00245,OG01046,11,operon-adjacent (synteny)
OG00725,OG01224,11,operon-adjacent (synteny)
OG00431,OG07015,11,operon-adjacent (synteny)
OG01001,OG04242,11,operon-adjacent (synteny)
OG02267,OG03389,11,operon-adjacent (synteny)
OG00004,OG02502,11,operon-adjacent (synteny)
OG01135,OG01149,11,operon-adjacent (synteny)
OG01149,OG01762,11,operon-adjacent (synteny)
OG00019,OG00093,11,operon-adjacent (synteny)
OG01170,OG01200,11,operon-adjacent (synteny)
OG00005,OG00019,11,operon-adjacent (synteny)
OG01200,OG06775,11,operon-adjacent (synteny)
OG01183,OG01285,11,operon-adjacent (synteny)
OG00975,OG01850,11,operon-adjacent (synteny)
OG00003,OG05973,11,operon-adjacent (synteny)
OG01200,OG02770,11,operon-adjacent (synteny)
OG00355,OG01253,11,operon-adjacent (synteny)
OG00695,OG03861,10,operon-adjacent (synteny)
OG00692,OG06873,10,operon-adjacent (synteny)
OG00099,OG03236,10,operon-adjacent (synteny)
OG00370,OG00370,10,operon-adjacent (synteny)
OG00053,OG00143,10,operon-adjacent (synteny)
OG02554,OG11573,10,operon-adjacent (synteny)
OG02530,OG09408,10,operon-adjacent (synteny)
OG01072,OG01684,10,operon-adjacent (synteny)
OG00694,OG00866,10,operon-adjacent (synteny)
OG01518,OG11351,10,operon-adjacent (synteny)
OG01520,OG02150,10,operon-adjacent (synteny)
OG01071,OG06068,10,operon-adjacent (synteny)
OG00391,OG02730,10,operon-adjacent (synteny)
OG01504,OG07090,10,operon-adjacent (synteny)
OG02760,OG03732,10,operon-adjacent (synteny)
OG01854,OG03343,10,operon-adjacent (synteny)
OG00135,OG09831,10,operon-adjacent (synteny)
OG00485,OG01137,10,operon-adjacent (synteny)
OG00003,OG06798,10,operon-adjacent (synteny)
OG00143,OG00305,10,operon-adjacent (synteny)
OG01563,OG03108,10,operon-adjacent (synteny)
OG00299,OG00299,10,operon-adjacent (synteny)
OG00052,OG00290,10,operon-adjacent (synteny)
OG00843,OG01332,10,operon-adjacent (synteny)
OG02196,OG12975,10,operon-adjacent (synteny)
OG00299,OG00988,10,operon-adjacent (synteny)
OG01007,OG11740,10,operon-adjacent (synteny)
OG00636,OG05007,10,operon-adjacent (synteny)
OG11438,OG11606,10,operon-adjacent (synteny)
OG01597,OG02414,10,operon-adjacent (synteny)
OG00330,OG00529,10,operon-adjacent (synteny)
OG01582,OG01592,10,operon-adjacent (synteny)
OG01589,OG04153,10,operon-adjacent (synteny)
OG11337,OG14548,10,operon-adjacent (synteny)
OG01856,OG02727,10,operon-adjacent (synteny)
OG01855,OG01935,10,operon-adjacent (synteny)
OG01859,OG04255,10,operon-adjacent (synteny)
OG01849,OG06784,10,operon-adjacent (synteny)
OG00329,OG01102,10,operon-adjacent (synteny)
OG01063,OG11604,10,operon-adjacent (synteny)
OG00393,OG01608,10,operon-adjacent (synteny)
OG00393,OG00741,10,operon-adjacent (synteny)
OG01582,OG09211,10,operon-adjacent (synteny)
OG00143,OG11301,10,operon-adjacent (synteny)
OG01150,OG01192,10,operon-adjacent (synteny)
OG11185,OG11456,10,operon-adjacent (synteny)
OG00209,OG00209,10,operon-adjacent (synteny)
OG03569,OG11719,10,operon-adjacent (synteny)
OG00392,OG02736,10,operon-adjacent (synteny)
OG02750,OG03108,10,operon-adjacent (synteny)
OG00392,OG00987,10,operon-adjacent (synteny)
OG00391,OG02443,10,operon-adjacent (synteny)
OG00391,OG01742,10,operon-adjacent (synteny)
OG00629,OG11619,10,operon-adjacent (synteny)
OG00071,OG03023,10,operon-adjacent (synteny)
OG00128,OG00143,10,operon-adjacent (synteny)
OG03296,OG03953,10,operon-adjacent (synteny)
OG00019,OG00231,10,operon-adjacent (synteny)
OG03635,OG06830,10,operon-adjacent (synteny)
OG03748,OG03955,10,operon-adjacent (synteny)
OG01398,OG01741,10,operon-adjacent (synteny)
OG01398,OG02301,10,operon-adjacent (synteny)
OG01133,OG01475,10,operon-adjacent (synteny)
OG03739,OG11293,10,operon-adjacent (synteny)
OG00676,OG02476,10,operon-adjacent (synteny)
OG00146,OG01632,10,operon-adjacent (synteny)
OG00032,OG00143,10,operon-adjacent (synteny)
OG00134,OG01852,10,operon-adjacent (synteny)
OG01741,OG02656,10,operon-adjacent (synteny)
OG00236,OG01264,10,operon-adjacent (synteny)
OG00045,OG04064,10,operon-adjacent (synteny)
OG00863,OG00976,10,operon-adjacent (synteny)
OG02193,OG05740,10,operon-adjacent (synteny)
OG00503,OG03498,10,operon-adjacent (synteny)
OG00602,OG01637,10,operon-adjacent (synteny)
OG00045,OG03357,10,operon-adjacent (synteny)
OG00095,OG00156,10,operon-adjacent (synteny)
OG01913,OG03579,10,operon-adjacent (synteny)
OG02757,OG11266,10,operon-adjacent (synteny)
OG03373,OG14601,10,operon-adjacent (synteny)
OG03389,OG03389,10,operon-adjacent (synteny)
OG00032,OG00326,10,operon-adjacent (synteny)
OG00870,OG01368,10,operon-adjacent (synteny)
OG00863,OG03091,10,operon-adjacent (synteny)
OG00028,OG00079,10,operon-adjacent (synteny)
OG00027,OG11626,10,operon-adjacent (synteny)
OG00869,OG02261,10,operon-adjacent (synteny)
OG02832,OG04606,10,operon-adjacent (synteny)
OG01508,OG01726,10,operon-adjacent (synteny)
OG01151,OG06396,10,operon-adjacent (synteny)
OG03294,OG03584,10,operon-adjacent (synteny)
OG01151,OG03264,10,operon-adjacent (synteny)
OG00222,OG00655,10,operon-adjacent (synteny)
OG01665,OG02332,10,operon-adjacent (synteny)
OG01653,OG01978,10,operon-adjacent (synteny)
OG00119,OG00192,10,operon-adjacent (synteny)
OG00830,OG01479,10,operon-adjacent (synteny)
OG02797,OG07088,10,operon-adjacent (synteny)
OG00828,OG01135,10,operon-adjacent (synteny)
OG14548,OG14614,10,operon-adjacent (synteny)
OG00381,OG02003,10,operon-adjacent (synteny)
OG00810,OG00961,10,operon-adjacent (synteny)
OG02682,OG03060,10,operon-adjacent (synteny)
OG02195,OG05002,10,operon-adjacent (synteny)
OG00019,OG00067,10,operon-adjacent (synteny)
OG09189,OG09265,10,operon-adjacent (synteny)
OG00381,OG02059,10,operon-adjacent (synteny)
OG00651,OG02598,10,operon-adjacent (synteny)
OG00387,OG00825,10,operon-adjacent (synteny)
OG00215,OG00563,10,operon-adjacent (synteny)
OG01794,OG14553,10,operon-adjacent (synteny)
OG00210,OG11662,10,operon-adjacent (synteny)
OG01091,OG01987,10,operon-adjacent (synteny)
OG00815,OG01211,10,operon-adjacent (synteny)
OG00019,OG00061,10,operon-adjacent (synteny)
OG01057,OG01057,10,operon-adjacent (synteny)
OG01031,OG01411,10,operon-adjacent (synteny)
OG01063,OG02750,10,operon-adjacent (synteny)
OG02198,OG11314,10,operon-adjacent (synteny)
OG00071,OG01025,10,operon-adjacent (synteny)
OG01049,OG03095,10,operon-adjacent (synteny)
OG00811,OG08240,10,operon-adjacent (synteny)
OG00003,OG00926,10,operon-adjacent (synteny)
OG00807,OG01809,10,operon-adjacent (synteny)
OG02610,OG06967,10,operon-adjacent (synteny)
OG01764,OG11473,10,operon-adjacent (synteny)
OG00650,OG03524,10,operon-adjacent (synteny)
OG11482,OG11565,10,operon-adjacent (synteny)
OG01756,OG07074,10,operon-adjacent (synteny)
OG00837,OG11170,10,operon-adjacent (synteny)
OG00313,OG00368,10,operon-adjacent (synteny)
OG01027,OG04732,10,operon-adjacent (synteny)
OG01029,OG06388,10,operon-adjacent (synteny)
OG02792,OG03348,10,operon-adjacent (synteny)
OG00301,OG01190,10,operon-adjacent (synteny)
OG00224,OG00419,10,operon-adjacent (synteny)
OG00003,OG02616,10,operon-adjacent (synteny)
OG00839,OG01794,10,operon-adjacent (synteny)
OG02664,OG11305,10,operon-adjacent (synteny)
OG00381,OG09263,10,operon-adjacent (synteny)
OG00128,OG02035,10,operon-adjacent (synteny)
OG00667,OG14607,10,operon-adjacent (synteny)
OG00835,OG01175,10,operon-adjacent (synteny)
OG01810,OG03900,10,operon-adjacent (synteny)
OG00049,OG00968,10,operon-adjacent (synteny)
OG01820,OG11674,10,operon-adjacent (synteny)
OG01819,OG02176,10,operon-adjacent (synteny)
OG02576,OG11598,10,operon-adjacent (synteny)
OG03174,OG11730,10,operon-adjacent (synteny)
OG01044,OG02111,10,operon-adjacent (synteny)
OG00816,OG11497,10,operon-adjacent (synteny)
OG00297,OG00502,10,operon-adjacent (synteny)
OG00002,OG02078,10,operon-adjacent (synteny)
OG00295,OG01458,10,operon-adjacent (synteny)
OG00842,OG01475,10,operon-adjacent (synteny)
OG00003,OG02790,10,operon-adjacent (synteny)
OG01590,OG06802,10,operon-adjacent (synteny)
OG01589,OG04372,10,operon-adjacent (synteny)
OG01534,OG02736,10,operon-adjacent (synteny)
OG03103,OG03849,10,operon-adjacent (synteny)
OG00010,OG01005,10,operon-adjacent (synteny)
OG00131,OG00606,10,operon-adjacent (synteny)
OG00071,OG03944,10,operon-adjacent (synteny)
OG00821,OG01233,10,operon-adjacent (synteny)
OG01693,OG01693,10,operon-adjacent (synteny)
OG08911,OG09265,10,operon-adjacent (synteny)
OG03001,OG03914,10,operon-adjacent (synteny)
OG01701,OG03627,10,operon-adjacent (synteny)
OG00034,OG02503,10,operon-adjacent (synteny)
OG00387,OG02452,10,operon-adjacent (synteny)
OG00135,OG02981,10,operon-adjacent (synteny)
OG01714,OG03074,10,operon-adjacent (synteny)
OG00391,OG01215,10,operon-adjacent (synteny)
OG00391,OG00793,10,operon-adjacent (synteny)
OG01723,OG01955,10,operon-adjacent (synteny)
