organism,locus_tag,product,essential,sd_score,sd_spacing,minus10_score,minus35_score,up_gc,up_at_run,down_gc,polyT_run,has_hairpin,intergenic_prev,first_in_operon
beril_Dda3937,DDA3937_RS08805,glutamine ABC transporter permease GlnP,0,0.6666666666666666,6,0.8333333333333334,0.6666666666666666,0.51,12,0.56,3,0,-4.0,0
beril_Dda3937,DDA3937_RS08810,glutamine ABC transporter substrate-binding protein GlnH,1,0.8333333333333334,9,0.8333333333333334,0.8333333333333334,0.5166666666666667,10,0.5266666666666666,2,1,101.0,1
beril_Dda3937,DDA3937_RS08815,DNA starvation/stationary phase protection protein Dps,0,0.8333333333333334,8,0.6666666666666666,1.0,0.36333333333333334,12,0.47333333333333333,3,1,497.0,1
beril_Dda3937,DDA3937_RS08820,threonine/homoserine exporter RhtA,0,0.5,7,0.6666666666666666,0.6666666666666666,0.2833333333333333,13,0.43333333333333335,2,0,466.0,1
beril_Dda3937,DDA3937_RS08825,outer membrane protein OmpX,0,0.6666666666666666,6,0.8333333333333334,0.6666666666666666,0.27666666666666667,13,0.5233333333333333,2,1,370.0,1
beril_Dda3937,DDA3937_RS08830,IS4 family transposase,0,0.6666666666666666,9,0.6666666666666666,0.6666666666666666,0.5333333333333333,8,0.5933333333333334,7,1,152.0,1
beril_Dda3937,DDA3937_RS08835,MarR family winged helix-turn-helix transcriptional regulator,0,0.5,10,0.6666666666666666,0.6666666666666666,0.5333333333333333,8,0.5333333333333333,4,1,29.0,1
beril_Dda3937,DDA3937_RS08840,MFS transporter,0,0.8333333333333334,3,0.6666666666666666,0.6666666666666666,0.5533333333333333,8,0.6133333333333333,2,1,97.0,1
beril_Dda3937,DDA3937_RS08845,LysR family transcriptional regulator,1,0.6666666666666666,8,0.6666666666666666,0.6666666666666666,0.39666666666666667,15,0.66,1,1,-4.0,1
beril_Dda3937,DDA3937_RS08850,5-oxoprolinase subunit PxpA,0,0.5,8,0.8333333333333334,0.6666666666666666,0.47,15,0.44666666666666666,3,1,127.0,1
beril_Dda3937,DDA3937_RS08855,acetyl-CoA carboxylase,0,0.6666666666666666,10,0.8333333333333334,0.6666666666666666,0.5266666666666666,14,0.6,1,0,29.0,0
beril_Dda3937,DDA3937_RS08860,acetyl-CoA carboxylase biotin carboxylase subunit,0,0.8333333333333334,9,0.6666666666666666,0.5,0.47,9,0.5966666666666667,3,0,53.0,0
beril_Dda3937,DDA3937_RS08865,5-oxoprolinase subunit B family protein,0,1.0,6,0.5,0.6666666666666666,0.63,5,0.6333333333333333,2,1,1.0,0
beril_Dda3937,DDA3937_RS08870,5-oxoprolinase subunit C family protein,0,1.0,6,0.8333333333333334,0.6666666666666666,0.58,6,0.56,2,1,-14.0,0
beril_Dda3937,DDA3937_RS08880,Hsp20 family protein,0,1.0,6,0.6666666666666666,0.6666666666666666,0.5533333333333333,7,0.34,6,1,169.0,1
beril_Dda3937,DDA3937_RS08885,hypothetical protein,0,0.6666666666666666,5,0.6666666666666666,0.8333333333333334,0.3566666666666667,16,0.38666666666666666,6,1,369.0,1
beril_Dda3937,DDA3937_RS23130,hypothetical protein,1,0.6666666666666666,6,0.6666666666666666,0.6666666666666666,0.38333333333333336,14,0.39666666666666667,6,1,94.0,0
beril_Dda3937,DDA3937_RS08895,ABC transporter ATP-binding protein,0,0.5,2,0.6666666666666666,0.6666666666666666,0.44333333333333336,11,0.5766666666666667,2,0,111.0,1
beril_Dda3937,DDA3937_RS22775,ABC transporter permease,0,0.6666666666666666,9,0.6666666666666666,0.6666666666666666,0.6166666666666667,5,0.5766666666666667,6,1,7.0,0
beril_Dda3937,DDA3937_RS08905,TolC family protein,0,0.8333333333333334,6,0.5,0.8333333333333334,0.6066666666666667,6,0.58,4,0,-11.0,0
beril_Dda3937,DDA3937_RS08910,HlyD family secretion protein,0,0.6666666666666666,10,0.6666666666666666,0.6666666666666666,0.58,6,0.4766666666666667,2,1,-11.0,0
beril_Dda3937,DDA3937_RS08920,pectinesterase PemB,0,0.8333333333333334,5,0.5,0.6666666666666666,0.47333333333333333,9,0.4766666666666667,4,1,51.0,0
beril_Dda3937,DDA3937_RS08925,GlpM family protein,0,0.5,7,0.6666666666666666,0.8333333333333334,0.48333333333333334,9,0.5933333333333334,1,1,285.0,1
beril_Dda3937,DDA3937_RS08930,hypothetical protein,0,0.8333333333333334,6,0.8333333333333334,0.6666666666666666,0.5166666666666667,8,0.63,2,1,84.0,1
beril_Dda3937,DDA3937_RS08935,ABC transporter substrate-binding protein,0,0.6666666666666666,11,0.8333333333333334,0.6666666666666666,0.49666666666666665,9,0.56,2,1,542.0,1
beril_Dda3937,DDA3937_RS08940,ABC transporter permease,0,0.5,8,0.6666666666666666,0.6666666666666666,0.51,6,0.6566666666666666,2,1,134.0,1
beril_Dda3937,DDA3937_RS08945,ABC transporter permease,0,0.8333333333333334,8,0.5,0.6666666666666666,0.5533333333333333,6,0.58,2,1,5.0,0
beril_Dda3937,DDA3937_RS08950,ABC transporter ATP-binding protein,1,0.6666666666666666,8,0.5,0.6666666666666666,0.61,7,0.6266666666666667,2,1,-8.0,0
beril_Dda3937,DDA3937_RS08955,ABC transporter ATP-binding protein,0,0.8333333333333334,6,0.3333333333333333,0.6666666666666666,0.6566666666666666,6,0.57,2,1,-11.0,0
beril_Dda3937,DDA3937_RS08965,protease inhibitor I42 family protein,0,0.6666666666666666,5,0.8333333333333334,0.6666666666666666,0.37666666666666665,16,0.57,1,1,62.0,1
beril_Dda3937,DDA3937_RS08975,DUF1304 domain-containing protein,0,0.6666666666666666,7,0.8333333333333334,0.6666666666666666,0.4866666666666667,9,0.4033333333333333,4,0,680.0,1
beril_Dda3937,DDA3937_RS08980,LLM class flavin-dependent oxidoreductase,0,0.6666666666666666,11,0.8333333333333334,0.6666666666666666,0.47333333333333333,9,0.4633333333333333,2,1,271.0,1
beril_Dda3937,DDA3937_RS08990,glutaredoxin-dependent arsenate reductase,1,0.6666666666666666,8,0.6666666666666666,0.5,0.5266666666666666,7,0.4166666666666667,3,1,43.0,0
beril_Dda3937,DDA3937_RS08995,glutathione S-transferase family protein,0,0.6666666666666666,5,0.8333333333333334,0.8333333333333334,0.4866666666666667,7,0.42,2,1,398.0,1
beril_Dda3937,DDA3937_RS09000,SDR family oxidoreductase,1,0.8333333333333334,7,0.6666666666666666,0.6666666666666666,0.41333333333333333,13,0.47333333333333333,4,1,79.0,0
beril_Dda3937,DDA3937_RS09005,LysR family transcriptional regulator,1,0.6666666666666666,13,0.6666666666666666,0.6666666666666666,0.38666666666666666,13,0.4666666666666667,5,1,137.0,1
beril_Dda3937,DDA3937_RS09025,DUF4224 domain-containing protein,0,0.6666666666666666,5,0.6666666666666666,0.8333333333333334,0.44666666666666666,8,0.47,2,0,1201.0,1
beril_Dda3937,DDA3937_RS09095,helix-turn-helix transcriptional regulator,0,0.6666666666666666,9,0.5,0.6666666666666666,0.3933333333333333,9,0.53,1,1,1.0,0
beril_Dda3937,DDA3937_RS09105,integrase domain-containing protein,0,0.5,11,0.8333333333333334,0.5,0.5233333333333333,6,0.3933333333333333,2,0,119.0,1
beril_Dda3937,DDA3937_RS09115,LPS biosynthesis-modulating metalloenzyme YejM,0,0.3333333333333333,11,0.6666666666666666,0.6666666666666666,0.5166666666666667,10,0.5366666666666666,3,0,332.0,1
beril_Dda3937,DDA3937_RS09120,YejL family protein,0,0.5,11,0.8333333333333334,0.5,0.52,10,0.5833333333333334,3,0,13.0,0
beril_Dda3937,DDA3937_RS09125,nucleoid-associated protein YejK,0,0.8333333333333334,10,0.6666666666666666,0.6666666666666666,0.4866666666666667,10,0.5633333333333334,3,1,161.0,1
beril_Dda3937,DDA3937_RS09130,sensor histidine kinase,0,0.5,5,0.8333333333333334,0.8333333333333334,0.61,7,0.53,2,1,144.0,1
beril_Dda3937,DDA3937_RS09135,LytR/AlgR family response regulator transcription factor,0,0.8333333333333334,5,0.5,0.6666666666666666,0.6,10,0.5,2,1,25.0,0
beril_Dda3937,DDA3937_RS09140,L-lactate MFS transporter,0,0.8333333333333334,6,0.6666666666666666,0.6666666666666666,0.4866666666666667,8,0.5033333333333333,4,0,185.0,1
beril_Dda3937,DDA3937_RS09145,50S ribosomal protein L25,1,0.6666666666666666,7,0.6666666666666666,0.5,0.53,8,0.57,2,1,208.0,1
beril_Dda3937,DDA3937_RS09150,DEAD/DEAH box helicase,0,0.5,14,0.8333333333333334,0.8333333333333334,0.5266666666666666,8,0.49333333333333335,4,1,154.0,1
beril_Dda3937,DDA3937_RS09155,YecH family metal-binding protein,0,0.8333333333333334,6,0.8333333333333334,0.6666666666666666,0.49666666666666665,10,0.64,3,1,-1.0,0
beril_Dda3937,DDA3937_RS09160,16S rRNA pseudouridine(516) synthase RsuA,0,0.6666666666666666,9,0.5,0.6666666666666666,0.4866666666666667,10,0.5466666666666666,2,1,265.0,1
beril_Dda3937,DDA3937_RS09165,Bcr/CflA family multidrug efflux MFS transporter,0,0.5,7,0.6666666666666666,0.5,0.5833333333333334,9,0.43333333333333335,3,1,155.0,1
beril_Dda3937,DDA3937_RS09170,YejG family protein,0,0.8333333333333334,6,0.6666666666666666,0.6666666666666666,0.37666666666666665,10,0.5533333333333333,2,1,360.0,1
beril_Dda3937,DDA3937_RS09175,microcin C ABC transporter ATP-binding protein YejF,0,0.6666666666666666,6,0.5,0.8333333333333334,0.5866666666666667,9,0.57,2,1,71.0,1
beril_Dda3937,DDA3937_RS09180,ABC transporter permease,0,0.8333333333333334,4,0.5,0.6666666666666666,0.5333333333333333,7,0.64,3,1,1.0,0
beril_Dda3937,DDA3937_RS09185,microcin C ABC transporter permease YejB,0,0.8333333333333334,4,0.6666666666666666,0.8333333333333334,0.59,9,0.6133333333333333,4,1,-4.0,0
beril_Dda3937,DDA3937_RS09190,extracellular solute-binding protein,0,0.8333333333333334,11,0.6666666666666666,0.6666666666666666,0.5066666666666667,9,0.65,2,1,9.0,0
beril_Dda3937,DDA3937_RS09195,bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase,0,0.5,14,0.6666666666666666,0.6666666666666666,0.4,8,0.4766666666666667,5,1,250.0,1
beril_Dda3937,DDA3937_RS09200,phosphatase PAP2 family protein,0,0.8333333333333334,1,0.6666666666666666,0.6666666666666666,0.4866666666666667,10,0.46,2,0,477.0,1
beril_Dda3937,DDA3937_RS09205,CobW family GTP-binding protein,0,1.0,6,0.6666666666666666,0.6666666666666666,0.6066666666666667,7,0.47333333333333333,3,1,48.0,0
beril_Dda3937,DDA3937_RS09210,elongation factor P-like protein YeiP,1,0.5,8,0.6666666666666666,0.6666666666666666,0.5333333333333333,9,0.5833333333333334,2,1,77.0,0
beril_Dda3937,DDA3937_RS22190,YkgJ family cysteine cluster protein,0,0.8333333333333334,8,0.5,0.6666666666666666,0.5133333333333333,9,0.4866666666666667,2,0,-101.0,1
beril_Dda3937,DDA3937_RS09215,IclR family transcriptional regulator,0,0.6666666666666666,7,0.8333333333333334,0.8333333333333334,0.35333333333333333,10,0.5366666666666666,2,1,31.0,1
beril_Dda3937,DDA3937_RS09220,amidohydrolase,0,0.6666666666666666,7,0.6666666666666666,0.6666666666666666,0.43666666666666665,10,0.5633333333333334,3,1,155.0,1
beril_Dda3937,DDA3937_RS09225,sugar efflux transporter,0,0.3333333333333333,8,0.6666666666666666,0.5,0.3933333333333333,9,0.48,2,1,145.0,1
beril_Dda3937,DDA3937_RS09230,fused PTS fructose transporter subunit IIA/HPr protein,0,0.8333333333333334,3,0.5,0.6666666666666666,0.4033333333333333,9,0.57,3,1,335.0,1
beril_Dda3937,DDA3937_RS09235,1-phosphofructokinase,0,0.8333333333333334,7,0.5,0.6666666666666666,0.6266666666666667,4,0.5633333333333334,2,0,-4.0,0
beril_Dda3937,DDA3937_RS09240,PTS fructose transporter subunit IIBC,0,0.8333333333333334,9,0.6666666666666666,0.5,0.5733333333333334,6,0.5133333333333333,6,1,16.0,0
beril_Dda3937,DDA3937_RS09245,hypothetical protein,0,0.8333333333333334,5,0.5,0.5,0.5666666666666667,9,0.57,3,1,125.0,1
beril_Dda3937,DDA3937_RS09250,deoxyribonuclease IV,0,0.8333333333333334,5,0.8333333333333334,0.6666666666666666,0.55,6,0.5433333333333333,3,1,51.0,1
beril_Dda3937,DDA3937_RS09255,YeiH family protein,0,0.6666666666666666,1,0.6666666666666666,0.5,0.49333333333333335,15,0.55,1,0,150.0,1
beril_Dda3937,DDA3937_RS09260,DNA-binding transcriptional regulator YeiE,1,0.6666666666666666,4,0.8333333333333334,0.6666666666666666,0.5,15,0.5566666666666666,2,1,104.0,1
beril_Dda3937,DDA3937_RS09265,amino acid permease,0,0.5,12,0.8333333333333334,0.6666666666666666,0.5366666666666666,7,0.5733333333333334,6,1,163.0,1
beril_Dda3937,DDA3937_RS09270,sugar transporter,0,0.6666666666666666,5,0.8333333333333334,0.8333333333333334,0.59,5,0.5,3,1,80.0,1
beril_Dda3937,DDA3937_RS09275,beta-ketoacyl-[acyl-carrier-protein] synthase family protein,0,0.8333333333333334,8,0.6666666666666666,0.6666666666666666,0.3333333333333333,17,0.49,4,1,814.0,1
beril_Dda3937,DDA3937_RS09280,HAD-IIIC family phosphatase,0,0.6666666666666666,12,0.6666666666666666,0.6666666666666666,0.48333333333333334,8,0.5066666666666667,4,1,217.0,1
beril_Dda3937,DDA3937_RS09285,phosphopantetheine-binding protein,0,0.8333333333333334,4,0.6666666666666666,0.6666666666666666,0.57,9,0.59,4,1,-4.0,0
beril_Dda3937,DDA3937_RS09290,2-oxo acid dehydrogenase subunit E2,0,0.5,10,0.5,0.6666666666666666,0.5066666666666667,7,0.54,4,1,-23.0,0
beril_Dda3937,DDA3937_RS09295,alpha/beta hydrolase,0,0.6666666666666666,7,0.6666666666666666,0.5,0.57,7,0.5866666666666667,2,1,-4.0,0
beril_Dda3937,DDA3937_RS09300,ABC transporter permease,0,0.6666666666666666,1,0.6666666666666666,0.5,0.5833333333333334,6,0.61,1,0,189.0,1
beril_Dda3937,DDA3937_RS09305,sugar ABC transporter ATP-binding protein,0,0.5,14,0.6666666666666666,0.6666666666666666,0.46,8,0.58,3,1,71.0,0
beril_Dda3937,DDA3937_RS09310,oxidoreductase,0,0.6666666666666666,9,0.6666666666666666,0.8333333333333334,0.4633333333333333,8,0.4766666666666667,6,1,334.0,1
beril_Dda3937,DDA3937_RS09315,KTSC domain-containing protein,0,0.6666666666666666,9,0.5,0.8333333333333334,0.45666666666666667,9,0.5933333333333334,3,1,48.0,1
beril_Dda3937,DDA3937_RS09320,S-formylglutathione hydrolase,0,0.6666666666666666,10,0.5,0.5,0.5866666666666667,5,0.4533333333333333,3,1,329.0,1
beril_Dda3937,DDA3937_RS09325,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,0,0.8333333333333334,6,0.6666666666666666,0.6666666666666666,0.6233333333333333,6,0.64,2,1,20.0,0
beril_Dda3937,DDA3937_RS09330,LysR family transcriptional regulator,1,0.6666666666666666,4,0.5,0.6666666666666666,0.42333333333333334,14,0.58,2,1,103.0,1
beril_Dda3937,DDA3937_RS09335,methyl-accepting chemotaxis protein,0,0.5,8,0.6666666666666666,0.6666666666666666,0.47,9,0.5266666666666666,3,1,655.0,1
beril_Dda3937,DDA3937_RS09350,methyl-accepting chemotaxis protein,0,0.6666666666666666,5,0.6666666666666666,0.6666666666666666,0.41333333333333333,9,0.42,2,1,676.0,1
beril_Dda3937,DDA3937_RS09355,methyl-accepting chemotaxis protein,0,0.6666666666666666,5,0.6666666666666666,0.6666666666666666,0.4266666666666667,13,0.5,5,1,500.0,1
beril_Dda3937,DDA3937_RS09360,methyl-accepting chemotaxis protein,0,0.6666666666666666,5,0.6666666666666666,0.5,0.45666666666666667,7,0.4633333333333333,4,1,775.0,1
beril_Dda3937,DDA3937_RS09365,methyl-accepting chemotaxis protein,0,0.6666666666666666,5,0.6666666666666666,0.6666666666666666,0.45666666666666667,11,0.5433333333333333,2,1,367.0,1
beril_Dda3937,DDA3937_RS09370,GTP cyclohydrolase I FolE,0,0.6666666666666666,5,0.5,0.6666666666666666,0.58,7,0.5866666666666667,4,1,188.0,1
beril_Dda3937,DDA3937_RS09375,DUF418 domain-containing protein YeiB,0,0.5,2,0.8333333333333334,0.6666666666666666,0.5866666666666667,7,0.62,3,0,112.0,1
beril_Dda3937,DDA3937_RS09380,outer membrane permeability protein SanA,0,0.6666666666666666,14,0.6666666666666666,0.6666666666666666,0.57,7,0.6366666666666667,2,1,0.0,1
beril_Dda3937,DDA3937_RS09385,30S ribosomal protein S12 methylthiotransferase RimO,0,0.6666666666666666,4,0.6666666666666666,0.6666666666666666,0.44,13,0.5566666666666666,4,1,173.0,1
beril_Dda3937,DDA3937_RS09390,PQQ-dependent sugar dehydrogenase,0,0.6666666666666666,10,0.6666666666666666,0.8333333333333334,0.45,13,0.58,1,1,268.0,1
beril_Dda3937,DDA3937_RS09395,glutathione S-transferase family protein,0,0.8333333333333334,10,0.6666666666666666,0.5,0.41,11,0.63,4,1,47.0,1
beril_Dda3937,DDA3937_RS09400,MetQ/NlpA family ABC transporter substrate-binding protein,0,0.5,12,0.8333333333333334,0.6666666666666666,0.4066666666666667,11,0.5533333333333333,2,1,327.0,1
beril_Dda3937,DDA3937_RS09405,methionine ABC transporter ATP-binding protein,0,0.8333333333333334,10,0.6666666666666666,0.6666666666666666,0.5466666666666666,8,0.5366666666666666,3,1,147.0,1
beril_Dda3937,DDA3937_RS09410,methionine ABC transporter permease,0,0.8333333333333334,9,0.5,0.6666666666666666,0.6033333333333334,5,0.4066666666666667,6,1,-8.0,0
beril_Dda3937,DDA3937_RS09415,alpha/beta fold hydrolase,0,0.6666666666666666,9,0.5,0.5,0.31333333333333335,15,0.5233333333333333,3,1,76.0,1
beril_Dda3937,DDA3937_RS09420,serine hydrolase,0,0.6666666666666666,14,0.5,0.8333333333333334,0.4766666666666667,12,0.5933333333333334,2,1,585.0,1
beril_Dda3937,DDA3937_RS09425,DNA-binding transcriptional repressor DeoR,0,0.6666666666666666,6,0.6666666666666666,0.5,0.47,10,0.58,2,1,65.0,1
beril_Dda3937,DDA3937_RS09430,aspartate:alanine antiporter,0,0.5,9,0.8333333333333334,0.6666666666666666,0.45,17,0.41333333333333333,8,1,478.0,1
beril_Dda3937,DDA3937_RS09435,inner membrane protein YbjM,0,0.8333333333333334,5,0.6666666666666666,0.6666666666666666,0.5166666666666667,8,0.48333333333333334,5,0,346.0,1
beril_Dda3937,DDA3937_RS09440,GrxA family glutaredoxin,0,0.8333333333333334,4,0.6666666666666666,0.8333333333333334,0.49666666666666665,7,0.5033333333333333,5,1,196.0,1
beril_Dda3937,DDA3937_RS09445,oxygen-insensitive NADPH nitroreductase,0,0.5,10,0.6666666666666666,0.6666666666666666,0.5,6,0.5566666666666666,2,0,329.0,1
beril_Dda3937,DDA3937_RS09450,30S ribosomal protein S6--L-glutamate ligase,0,0.6666666666666666,3,0.6666666666666666,0.6666666666666666,0.61,6,0.52,3,1,12.0,0
beril_Dda3937,DDA3937_RS09455,YbjN domain-containing protein,0,0.8333333333333334,8,0.8333333333333334,0.6666666666666666,0.5666666666666667,11,0.3933333333333333,5,1,139.0,1
beril_Dda3937,DDA3937_RS09460,spermidine/putrescine ABC transporter substrate-binding protein PotF,0,0.8333333333333334,9,0.8333333333333334,0.6666666666666666,0.45,10,0.5566666666666666,3,1,383.0,1
beril_Dda3937,DDA3937_RS09465,putrescine ABC transporter ATP-binding subunit PotG,0,0.6666666666666666,10,0.5,0.5,0.5033333333333333,8,0.58,2,1,117.0,1
beril_Dda3937,DDA3937_RS09470,putrescine ABC transporter permease PotH,0,0.6666666666666666,9,0.8333333333333334,0.6666666666666666,0.61,6,0.61,3,0,14.0,0
beril_Dda3937,DDA3937_RS09475,putrescine ABC transporter permease PotI,0,0.8333333333333334,7,0.6666666666666666,0.5,0.5866666666666667,6,0.63,4,1,-4.0,0
beril_Dda3937,DDA3937_RS09480,YbjO family protein,0,0.6666666666666666,14,0.6666666666666666,0.6666666666666666,0.5733333333333334,6,0.56,4,1,125.0,1
beril_Dda3937,DDA3937_RS09485,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,0,0.3333333333333333,14,0.6666666666666666,0.6666666666666666,0.53,8,0.65,3,1,106.0,1
beril_Dda3937,DDA3937_RS09490,MFS transporter,0,0.6666666666666666,7,0.5,0.6666666666666666,0.55,8,0.6133333333333333,2,1,12.0,1
beril_Dda3937,DDA3937_RS09495,arginine ABC transporter substrate-binding protein,1,0.6666666666666666,5,0.6666666666666666,0.6666666666666666,0.35333333333333333,17,0.5133333333333333,4,1,174.0,1
beril_Dda3937,DDA3937_RS09500,arginine ABC transporter permease ArtM,0,0.8333333333333334,8,0.5,0.6666666666666666,0.57,5,0.36,2,1,274.0,1
beril_Dda3937,DDA3937_RS09505,arginine ABC transporter permease ArtQ,0,0.6666666666666666,14,0.6666666666666666,0.6666666666666666,0.53,5,0.59,2,1,-1.0,0
beril_Dda3937,DDA3937_RS09510,arginine ABC transporter substrate-binding protein,1,0.6666666666666666,8,0.6666666666666666,0.6666666666666666,0.5566666666666666,8,0.6,2,0,15.0,0
beril_Dda3937,DDA3937_RS09515,arginine ABC transporter ATP-binding protein ArtP,0,0.3333333333333333,0,0.6666666666666666,0.5,0.47,9,0.5333333333333333,2,1,17.0,0
beril_Dda3937,DDA3937_RS09520,heavy metal-binding domain-containing protein,0,1.0,4,0.6666666666666666,0.6666666666666666,0.47,9,0.6033333333333334,1,1,354.0,1
beril_Dda3937,DDA3937_RS09525,N-acetylmuramoyl-L-alanine amidase,0,0.5,13,0.5,0.5,0.58,5,0.59,2,0,-4.0,0
beril_Dda3937,DDA3937_RS09530,DUF2867 domain-containing protein,0,0.8333333333333334,13,0.6666666666666666,0.8333333333333334,0.5133333333333333,10,0.5733333333333334,3,1,56.0,1
beril_Dda3937,DDA3937_RS09535,NADH oxidoreductase,0,0.6666666666666666,14,0.6666666666666666,0.8333333333333334,0.5633333333333334,13,0.49666666666666665,4,1,418.0,1
beril_Dda3937,DDA3937_RS09540,hydroxylamine reductase,0,0.8333333333333334,5,0.8333333333333334,0.8333333333333334,0.43333333333333335,10,0.5833333333333334,6,1,59.0,0
beril_Dda3937,DDA3937_RS09545,ATP-dependent endonuclease,0,1.0,5,0.5,0.8333333333333334,0.45,10,0.5566666666666666,2,0,251.0,1
beril_Dda3937,DDA3937_RS09550,cold shock-like protein CspD,1,0.8333333333333334,7,0.5,0.6666666666666666,0.4533333333333333,9,0.5666666666666667,3,1,136.0,1
beril_Dda3937,DDA3937_RS09555,ATP-dependent Clp protease adapter ClpS,0,0.5,14,0.6666666666666666,0.6666666666666666,0.44333333333333336,9,0.5533333333333333,3,1,322.0,1
beril_Dda3937,DDA3937_RS09560,ATP-dependent Clp protease ATP-binding subunit ClpA,0,0.8333333333333334,5,0.6666666666666666,0.6666666666666666,0.47333333333333333,8,0.5066666666666667,2,1,28.0,0
beril_Dda3937,DDA3937_RS09565,translation initiation factor IF-1,1,0.6666666666666666,5,0.6666666666666666,0.6666666666666666,0.53,8,0.5133333333333333,3,1,232.0,1
beril_Dda3937,DDA3937_RS09570,leucyl/phenylalanyl-tRNA--protein transferase,0,0.6666666666666666,11,0.6666666666666666,0.6666666666666666,0.5933333333333334,5,0.49333333333333335,5,1,91.0,0
beril_Dda3937,DDA3937_RS09575,heme ABC transporter ATP-binding protein/permease CydC,0,0.6666666666666666,14,0.5,0.6666666666666666,0.5933333333333334,6,0.6,4,0,12.0,0
beril_Dda3937,DDA3937_RS09580,heme ABC transporter permease/ATP-binding protein CydD,0,0.6666666666666666,13,0.6666666666666666,0.5,0.5233333333333333,9,0.6166666666666667,3,1,19.0,0
beril_Dda3937,DDA3937_RS09585,thioredoxin-disulfide reductase,0,0.8333333333333334,5,0.6666666666666666,0.6666666666666666,0.45,9,0.52,5,1,228.0,1
beril_Dda3937,DDA3937_RS09590,leucine-responsive transcriptional regulator Lrp,0,0.6666666666666666,13,0.5,0.6666666666666666,0.47,9,0.5066666666666667,2,1,500.0,1
beril_Dda3937,DDA3937_RS09595,DNA translocase FtsK,1,0.3333333333333333,13,0.5,0.8333333333333334,0.65,4,0.5066666666666667,2,0,567.0,1
beril_Dda3937,DDA3937_RS09600,outer membrane lipoprotein periplasmic chaperone LolA,1,0.6666666666666666,6,0.5,0.6666666666666666,0.54,10,0.6066666666666667,5,1,224.0,1
beril_Dda3937,DDA3937_RS09605,replication-associated recombination protein A,0,0.6666666666666666,5,0.3333333333333333,0.6666666666666666,0.56,6,0.48333333333333334,4,1,7.0,0
beril_Dda3937,DDA3937_RS09610,serine--tRNA ligase,1,0.6666666666666666,3,0.8333333333333334,0.6666666666666666,0.5266666666666666,9,0.5333333333333333,3,0,106.0,1
beril_Dda3937,DDA3937_RS09615,Tat proofreading chaperone DmsD,0,0.8333333333333334,6,0.5,0.8333333333333334,0.5366666666666666,9,0.58,5,0,293.0,1
beril_Dda3937,DDA3937_RS09620,glutathione S-transferase family protein,0,0.8333333333333334,6,0.5,0.8333333333333334,0.55,7,0.5166666666666667,2,0,179.0,1
beril_Dda3937,DDA3937_RS09625,DsbA family protein,0,0.6666666666666666,6,0.5,0.5,0.5533333333333333,9,0.5366666666666666,4,1,178.0,1
beril_Dda3937,DDA3937_RS09630,MBL fold metallo-hydrolase,0,0.6666666666666666,10,0.6666666666666666,0.6666666666666666,0.53,7,0.5433333333333333,2,1,287.0,1
beril_Dda3937,DDA3937_RS09635,LysR family transcriptional regulator,1,0.6666666666666666,4,0.6666666666666666,0.5,0.4666666666666667,7,0.5333333333333333,2,0,102.0,1
beril_Dda3937,DDA3937_RS09640,MFS transporter,0,0.3333333333333333,11,0.6666666666666666,0.8333333333333334,0.52,7,0.56,3,1,130.0,1
beril_Dda3937,DDA3937_RS09645,LysR family transcriptional regulator,1,0.6666666666666666,9,0.8333333333333334,0.6666666666666666,0.42333333333333334,9,0.5666666666666667,1,1,24.0,1
beril_Dda3937,DDA3937_RS09650,pyruvate formate lyase 1-activating protein,0,0.6666666666666666,8,0.5,0.5,0.57,10,0.5466666666666666,2,1,596.0,1
beril_Dda3937,DDA3937_RS09655,formate C-acetyltransferase,0,0.6666666666666666,7,0.8333333333333334,0.5,0.4866666666666667,12,0.56,2,1,305.0,1
beril_Dda3937,DDA3937_RS09660,formate transporter FocA,0,0.6666666666666666,8,0.6666666666666666,0.6666666666666666,0.3,23,0.49666666666666665,2,0,56.0,0
beril_Dda3937,DDA3937_RS09665,30S ribosomal protein S12 methylthiotransferase accessory factor YcaO,0,0.5,8,0.8333333333333334,0.5,0.49333333333333335,12,0.37,3,1,492.0,1
beril_Dda3937,DDA3937_RS09670,3-phosphoserine/phosphohydroxythreonine transaminase,0,0.8333333333333334,9,0.6666666666666666,0.6666666666666666,0.5033333333333333,8,0.5133333333333333,4,1,266.0,1
beril_Dda3937,DDA3937_RS09675,3-phosphoshikimate 1-carboxyvinyltransferase,1,0.6666666666666666,11,0.5,0.6666666666666666,0.55,9,0.4866666666666667,5,1,91.0,0
beril_Dda3937,DDA3937_RS09680,(d)CMP kinase,1,0.8333333333333334,5,0.5,0.8333333333333334,0.4633333333333333,8,0.4633333333333333,7,0,227.0,1
beril_Dda3937,DDA3937_RS09685,30S ribosomal protein S1,1,0.8333333333333334,7,0.5,0.6666666666666666,0.5533333333333333,8,0.53,2,1,69.0,0
beril_Dda3937,DDA3937_RS09690,integration host factor subunit beta,1,0.8333333333333334,4,0.5,0.6666666666666666,0.5133333333333333,5,0.37,5,1,93.0,0
beril_Dda3937,DDA3937_RS09695,amidohydrolase,0,0.6666666666666666,4,0.8333333333333334,0.6666666666666666,0.3433333333333333,12,0.51,3,1,363.0,1
