organism,locus_tag,og_id,pident
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11025,OG00803,37.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01195,OG12852,31.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08730,OG00762,31.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10480,OG01192,37.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11280,OG04149,30.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01430,OG04327,47.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11090,OG01543,44.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11570,OG01081,32.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13860,OG02787,35.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01080,OG01220,68.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01890,OG02680,45.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07400,OG04218,56.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09325,OG01279,71.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10925,OG00108,41.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11085,OG06453,40.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00915,OG00292,33.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12205,OG06224,34.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12865,OG01605,43.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07380,OG05129,41.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09670,OG00280,44.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05165,OG03878,50.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS06400,OG06583,42.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07650,OG12442,34.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10395,OG01861,31.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03565,OG00676,45.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07965,OG02147,58.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11340,OG13586,37.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03245,OG01675,41.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14345,OG05151,42.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05245,OG00985,35.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07610,OG00345,38.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09570,OG00412,45.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12115,OG00398,30.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14080,OG00352,40.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS17790,OG02712,50.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00670,OG02473,34.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00985,OG12141,41.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01145,OG06652,43.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01305,OG04381,43.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01955,OG01723,52.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05930,OG00715,47.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS06830,OG06364,30.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08910,OG03331,31.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12935,OG00987,50.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11005,OG00888,47.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11330,OG01157,65.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03035,OG00726,52.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09375,OG04672,41.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10020,OG02452,30.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10500,OG02113,62.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00980,OG04552,34.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05765,OG01505,49.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS02830,OG00416,36.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13870,OG02355,33.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00765,OG02679,31.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS06645,OG00045,30.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08885,OG08162,31.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS16090,OG01969,37.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09545,OG00587,40.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12090,OG02167,58.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00065,OG00830,42.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS02620,OG01905,38.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14295,OG09984,37.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15260,OG01453,38.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00075,OG00648,47.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04370,OG15572,42.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01655,OG00111,35.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04065,OG04134,41.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04225,OG06385,40.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12160,OG01932,50.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12495,OG06098,44.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12395,OG02343,37.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS17065,OG01824,56.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13500,OG02325,43.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01730,OG01139,51.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS02525,OG02255,47.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15075,OG06585,45.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09270,OG00014,32.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11355,OG00471,37.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08655,OG01437,62.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10410,OG00487,41.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13340,OG02450,37.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11210,OG01201,39.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09515,OG01611,45.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11575,OG03961,38.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01115,OG00942,45.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01920,OG00236,34.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04165,OG01260,35.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01770,OG01892,52.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07805,OG01351,52.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS06555,OG06844,43.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08475,OG00027,38.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08955,OG00585,35.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13100,OG00993,56.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05190,OG01862,41.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07040,OG05967,43.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08340,OG00183,36.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11220,OG04182,36.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12180,OG14105,32.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11790,OG02581,37.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12285,OG00348,44.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14090,OG00245,41.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15535,OG04295,38.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS16165,OG00907,47.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07730,OG00079,31.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08555,OG06578,45.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10465,OG00910,70.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07165,OG00151,50.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14130,OG01735,37.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS16045,OG01560,36.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00230,OG01590,53.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07435,OG01350,50.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07595,OG00670,43.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10975,OG00270,40.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07455,OG00546,65.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00580,OG02726,30.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01215,OG01071,34.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS02660,OG04532,40.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13530,OG02160,38.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00935,OG04606,48.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01580,OG02721,33.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13045,OG02660,48.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04145,OG01328,51.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10495,OG04151,36.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11295,OG07209,34.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12095,OG02587,32.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07130,OG01121,38.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05920,OG15106,41.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09930,OG15347,36.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00035,OG02470,51.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04375,OG00016,31.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS06545,OG01356,38.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08945,OG00730,53.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03410,OG03963,46.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09610,OG00385,51.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12555,OG02178,31.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13865,OG02531,45.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15470,OG00605,33.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00605,OG04753,39.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01895,OG06335,45.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10945,OG04301,54.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15490,OG00692,43.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS16875,OG01713,30.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11275,OG00762,30.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12895,OG00881,34.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15485,OG03896,43.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS06955,OG04087,54.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08415,OG02180,38.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04045,OG01917,36.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11510,OG00337,55.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12485,OG02175,40.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS02615,OG00493,43.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09775,OG00492,32.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13210,OG00600,39.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07750,OG02128,65.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09705,OG04715,47.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03685,OG00650,31.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04795,OG00215,52.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07760,OG06717,36.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11655,OG06365,52.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12140,OG02072,32.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12960,OG00793,49.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13590,OG02871,44.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08950,OG01494,55.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09265,OG01497,39.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09175,OG06706,33.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14350,OG05021,65.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13880,OG00462,30.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15015,OG01365,44.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15645,OG00053,34.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05315,OG02793,30.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03250,OG04619,31.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11515,OG00196,57.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12975,OG04416,43.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13450,OG02009,53.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07945,OG04180,74.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09900,OG00467,41.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS16175,OG01686,60.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15685,OG01164,39.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14770,OG01354,40.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00690,OG02750,40.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05950,OG01341,32.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01830,OG01044,34.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04435,OG04639,36.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07220,OG00784,43.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08850,OG01361,58.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10920,OG02059,47.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12925,OG02322,64.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03210,OG04805,31.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04040,OG00327,36.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS06535,OG00349,36.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09405,OG01869,56.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09460,OG01026,41.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10430,OG06000,39.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10745,OG00583,37.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15790,OG03712,36.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS02850,OG01513,52.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11890,OG00218,32.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14045,OG02781,50.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15970,OG01047,46.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01750,OG04775,45.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08615,OG02259,47.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14265,OG13442,47.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS16645,OG00474,32.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05470,OG04331,53.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11180,OG01351,45.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS16180,OG04004,48.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15880,OG01596,41.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00850,OG00156,37.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01335,OG04746,61.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10165,OG10770,38.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12745,OG07482,36.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11770,OG02784,58.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00710,OG02150,35.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05985,OG00526,45.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12690,OG01364,50.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11250,OG10423,35.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12870,OG01318,37.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08025,OG02598,43.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00110,OG01265,45.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04595,OG04342,40.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS06630,OG00255,31.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13525,OG01355,54.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13875,OG00989,40.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11115,OG04412,30.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12420,OG00879,38.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14205,OG04602,34.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12890,OG01958,45.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15010,OG04651,33.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS16265,OG02461,38.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14875,OG00101,42.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS16605,OG01331,36.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS16300,OG00363,31.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13770,OG04278,44.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08400,OG04164,52.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09860,OG02235,46.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11440,OG03776,43.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00955,OG01203,75.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01440,OG04302,31.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13890,OG02458,44.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00025,OG01993,47.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01135,OG01943,45.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03220,OG12141,56.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03380,OG01726,36.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04190,OG00425,72.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09765,OG01181,36.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12645,OG00003,33.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03890,OG02776,37.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04080,OG01782,42.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05965,OG04232,55.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00085,OG02125,54.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS02960,OG01604,39.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04410,OG15572,43.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01600,OG02709,51.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS02720,OG13669,30.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00015,OG00491,56.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01610,OG13451,31.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08515,OG00641,47.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01705,OG00281,67.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS02340,OG02070,56.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01550,OG04325,30.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15450,OG01493,37.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09315,OG00352,36.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10915,OG04184,53.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15615,OG02238,55.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00745,OG03440,44.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00660,OG00696,52.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS02110,OG01873,56.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03545,OG01784,58.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS06085,OG12187,35.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03880,OG02454,55.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12825,OG04445,33.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS16775,OG03080,30.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09090,OG01392,55.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS13595,OG02503,42.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS15140,OG01987,30.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08365,OG06360,36.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10760,OG04689,38.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12385,OG01778,37.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05720,OG00966,43.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07410,OG04280,34.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07735,OG02727,36.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08870,OG02075,79.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09345,OG01208,57.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10630,OG02260,56.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11745,OG02592,38.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04785,OG02225,45.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05570,OG06229,33.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14305,OG01606,50.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14985,OG06559,33.6
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS16555,OG04499,31.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05115,OG01478,40.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS11620,OG06243,32.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS14885,OG00030,42.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS08970,OG04823,53.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09540,OG01239,39.8
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS00330,OG01488,34.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01930,OG01900,65.4
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03040,OG00366,38.2
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS04200,OG06243,36.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05455,OG01576,35.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS01710,OG02619,55.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS03975,OG00247,48.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS09850,OG04700,63.5
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10470,OG01784,47.9
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS10580,OG10770,42.1
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05525,OG00566,40.3
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS07370,OG01674,53.7
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS12200,OG04608,34.0
deg_Brevundimonas_subvibrioides_ATCC_15264,BRESU_RS05395,OG02657,54.2
