og_id,organism,locus_tag
OG02106,beril_RalstoniaBSBF1503,RALBFv3_RS06960
OG02109,beril_Dda3937,DDA3937_RS14280
OG02110,beril_Magneto,AMB_RS20805
OG02111,beril_Magneto,AMB_RS09075
OG02112,beril_Dda3937,DDA3937_RS10105
OG02113,beril_Magneto,AMB_RS01275
OG02114,beril_Magneto,AMB_RS10255
OG02115,beril_RalstoniaBSBF1503,RALBFv3_RS20360
OG02116,beril_HerbieS,HSERO_RS14795
OG02117,beril_Dda3937,DDA3937_RS03395
OG02121,beril_Magneto,AMB_RS06680
OG02123,beril_Magneto,AMB_RS03605
OG02124,beril_RalstoniaPSI07,RPSI07_RS18255
OG02125,beril_HerbieS,HSERO_RS17980
OG02127,beril_RalstoniaGMI1000,RS_RS20495
OG02128,beril_Magneto,AMB_RS06190
OG02129,beril_RalstoniaPSI07,RPSI07_RS02605
OG02131,beril_Magneto,AMB_RS02530
OG02132,beril_RalstoniaPSI07,RPSI07_RS10285
OG02135,beril_Dda3937,DDA3937_RS11975
OG02136,beril_RalstoniaGMI1000,RS_RS11860
OG02137,beril_Magneto,AMB_RS02675
OG02138,beril_Dda3937,DDA3937_RS17115
OG02139,beril_Dda3937,DDA3937_RS16945
OG02140,beril_Dda3937,DDA3937_RS17595
OG02142,beril_Dda3937,DDA3937_RS10485
OG02143,beril_RalstoniaGMI1000,RS_RS10825
OG02144,beril_Dda3937,DDA3937_RS00945
OG02145,beril_Dda3937,DDA3937_RS04500
OG02146,beril_RalstoniaBSBF1503,RALBFv3_RS20585
OG02147,beril_RalstoniaBSBF1503,RALBFv3_RS00840
OG02148,beril_RalstoniaPSI07,RPSI07_RS22075
OG02150,beril_Methanococcus_S2,MMP_RS05365
OG02153,beril_Dda3937,DDA3937_RS01710
OG02154,beril_RalstoniaGMI1000,RS_RS07265
OG02155,beril_Magneto,AMB_RS06525
OG02158,beril_HerbieS,HSERO_RS07765
OG02160,beril_RalstoniaBSBF1503,RALBFv3_RS08650
OG02161,beril_RalstoniaPSI07,RPSI07_RS19980
OG02163,beril_Magneto,AMB_RS20865
OG02164,beril_HerbieS,HSERO_RS18200
OG02165,beril_Magneto,AMB_RS04425
OG02167,beril_Magneto,AMB_RS21060
OG02168,beril_Dda3937,DDA3937_RS13255
OG02169,beril_RalstoniaPSI07,RPSI07_RS08575
OG02170,beril_RalstoniaBSBF1503,RALBFv3_RS06180
OG02172,beril_RalstoniaPSI07,RPSI07_RS22115
OG02174,beril_Methanococcus_JJ,MMJJ_RS07375
OG02175,beril_Dda3937,DDA3937_RS00185
OG02176,beril_RalstoniaBSBF1503,RALBFv3_RS06110
OG02178,beril_Dda3937,DDA3937_RS00175
OG02180,beril_Dda3937,DDA3937_RS21450
OG02181,beril_RalstoniaPSI07,RPSI07_RS01205
OG02183,beril_HerbieS,HSERO_RS20750
OG02184,beril_HerbieS,HSERO_RS15300
OG02186,beril_HerbieS,HSERO_RS02630
OG02188,beril_RalstoniaPSI07,RPSI07_RS14235
OG02190,beril_Magneto,AMB_RS13170
OG02191,beril_Magneto,AMB_RS06325
OG02193,beril_HerbieS,HSERO_RS10655
OG02194,beril_Dda3937,DDA3937_RS14780
OG02195,beril_Magneto,AMB_RS15645
OG02196,beril_HerbieS,HSERO_RS14230
OG02197,beril_RalstoniaPSI07,RPSI07_RS19510
OG02203,beril_Dda3937,DDA3937_RS11790
OG02204,beril_HerbieS,HSERO_RS21190
OG02205,beril_Dda3937,DDA3937_RS12525
OG02207,beril_RalstoniaGMI1000,RS_RS05185
OG02208,beril_Magneto,AMB_RS23800
OG02211,beril_Magneto,AMB_RS17060
OG02212,beril_Methanococcus_S2,MMP_RS03235
OG02213,beril_HerbieS,HSERO_RS21760
OG02214,beril_Dda3937,DDA3937_RS21270
OG02217,beril_RalstoniaBSBF1503,RALBFv3_RS05310
OG02220,beril_RalstoniaGMI1000,RS_RS10090
OG02221,beril_Magneto,AMB_RS13330
OG02223,beril_Magneto,AMB_RS00845
OG02224,beril_Methanococcus_S2,MMP_RS03560
OG02225,beril_RalstoniaBSBF1503,RALBFv3_RS04940
OG02227,beril_RalstoniaGMI1000,RS_RS12645
OG02228,beril_Dda3937,DDA3937_RS15140
OG02229,beril_RalstoniaBSBF1503,RALBFv3_RS05395
OG02230,beril_Dda3937,DDA3937_RS05620
OG02231,beril_Magneto,AMB_RS21855
OG02233,beril_Dda3937,DDA3937_RS01580
OG02234,beril_RalstoniaPSI07,RPSI07_RS16525
OG02235,beril_RalstoniaBSBF1503,RALBFv3_RS10680
OG02238,beril_RalstoniaBSBF1503,RALBFv3_RS12340
OG02239,beril_RalstoniaBSBF1503,RALBFv3_RS23065
OG02240,beril_RalstoniaPSI07,RPSI07_RS17990
OG02244,beril_Dda3937,DDA3937_RS12930
OG02245,beril_Magneto,AMB_RS01190
OG02247,beril_Magneto,AMB_RS07265
OG02248,beril_Dda3937,DDA3937_RS05080
OG02250,beril_Magneto,AMB_RS10525
OG02251,beril_Dda3937,DDA3937_RS19360
OG02253,beril_RalstoniaBSBF1503,RALBFv3_RS12955
OG02254,beril_Magneto,AMB_RS23060
OG02255,beril_Methanococcus_JJ,MMJJ_RS01520
OG02256,beril_HerbieS,HSERO_RS01920
OG02258,beril_HerbieS,HSERO_RS16575
OG02259,beril_Magneto,AMB_RS14050
OG02260,beril_Magneto,AMB_RS14410
OG02262,beril_Magneto,AMB_RS19870
OG02264,beril_Dda3937,DDA3937_RS12410
OG02265,beril_RalstoniaPSI07,RPSI07_RS16965
OG02266,beril_RalstoniaBSBF1503,RALBFv3_RS13025
OG02267,beril_RalstoniaPSI07,RPSI07_RS03775
OG02268,beril_Magneto,AMB_RS17055
OG02272,beril_RalstoniaBSBF1503,RALBFv3_RS05565
OG02275,beril_Dda3937,DDA3937_RS05765
OG02277,beril_Dda3937,DDA3937_RS22555
OG02278,beril_Dda3937,DDA3937_RS02750
OG02282,beril_HerbieS,HSERO_RS14655
OG02283,beril_Magneto,AMB_RS19985
OG02284,beril_RalstoniaGMI1000,RS_RS11090
OG02286,beril_RalstoniaBSBF1503,RALBFv3_RS03005
OG02287,beril_HerbieS,HSERO_RS18540
OG02288,beril_HerbieS,HSERO_RS12610
OG02290,beril_Magneto,AMB_RS20300
OG02292,beril_RalstoniaGMI1000,RS_RS00360
OG02293,beril_HerbieS,HSERO_RS13995
OG02294,beril_Magneto,AMB_RS20305
OG02297,beril_HerbieS,HSERO_RS06245
OG02298,beril_Dda3937,DDA3937_RS16930
OG02299,beril_HerbieS,HSERO_RS16385
OG02300,beril_HerbieS,HSERO_RS11610
OG02301,beril_RalstoniaGMI1000,RS_RS13235
OG02304,beril_HerbieS,HSERO_RS01155
OG02305,beril_RalstoniaPSI07,RPSI07_RS19815
OG02306,beril_Dda3937,DDA3937_RS16915
OG02307,beril_Dda3937,DDA3937_RS09450
OG02310,beril_Magneto,AMB_RS16205
OG02311,beril_RalstoniaBSBF1503,RALBFv3_RS11865
OG02312,beril_RalstoniaPSI07,RPSI07_RS11745
OG02313,beril_Dda3937,DDA3937_RS11315
OG02314,beril_RalstoniaGMI1000,RS_RS03465
OG02315,beril_Magneto,AMB_RS06960
OG02317,beril_Dda3937,DDA3937_RS03280
OG02319,beril_Dda3937,DDA3937_RS20405
OG02320,beril_Dda3937,DDA3937_RS05085
OG02322,beril_Magneto,AMB_RS10620
OG02324,beril_Magneto,AMB_RS02720
OG02325,beril_RalstoniaGMI1000,RS_RS22540
OG02326,beril_Magneto,AMB_RS03950
OG02327,beril_RalstoniaBSBF1503,RALBFv3_RS08860
OG02328,beril_RalstoniaBSBF1503,RALBFv3_RS09570
OG02329,beril_Dda3937,DDA3937_RS11200
OG02330,beril_HerbieS,HSERO_RS01695
OG02332,beril_Dda3937,DDA3937_RS20080
OG02333,beril_HerbieS,HSERO_RS15515
OG02335,beril_Magneto,AMB_RS05120
OG02336,beril_RalstoniaBSBF1503,RALBFv3_RS22905
OG02337,beril_Methanococcus_S2,MMP_RS07190
OG02338,beril_Dda3937,DDA3937_RS00860
OG02339,beril_Dda3937,DDA3937_RS00835
OG02340,beril_Dda3937,DDA3937_RS05675
OG02342,beril_Magneto,AMB_RS13550
OG02343,beril_HerbieS,HSERO_RS10925
OG02346,beril_Dda3937,DDA3937_RS18950
OG02348,beril_RalstoniaBSBF1503,RALBFv3_RS15265
OG02349,beril_RalstoniaBSBF1503,RALBFv3_RS08725
OG02351,beril_Dda3937,DDA3937_RS01940
OG02353,beril_Dda3937,DDA3937_RS20320
OG02355,beril_HerbieS,HSERO_RS01645
OG02356,beril_Magneto,AMB_RS21260
OG02357,beril_Dda3937,DDA3937_RS11490
OG02360,beril_Magneto,AMB_RS20825
OG02361,beril_Dda3937,DDA3937_RS05060
OG02363,beril_Magneto,AMB_RS20950
OG02364,beril_RalstoniaBSBF1503,RALBFv3_RS16665
OG02365,beril_HerbieS,HSERO_RS03145
OG02366,beril_RalstoniaPSI07,RPSI07_RS16130
OG02369,beril_Dda3937,DDA3937_RS04305
OG02370,beril_RalstoniaBSBF1503,RALBFv3_RS06955
OG02371,beril_HerbieS,HSERO_RS15185
OG02374,beril_Dda3937,DDA3937_RS19315
OG02375,beril_RalstoniaPSI07,RPSI07_RS18505
OG02376,beril_Magneto,AMB_RS10590
OG02378,beril_RalstoniaGMI1000,RS_RS23715
OG02379,beril_Magneto,AMB_RS16780
OG02380,beril_Dda3937,DDA3937_RS18765
OG02382,beril_HerbieS,HSERO_RS18480
OG02384,beril_Dda3937,DDA3937_RS11965
OG02385,beril_Dda3937,DDA3937_RS14805
OG02387,beril_RalstoniaGMI1000,RS_RS22715
OG02389,beril_RalstoniaGMI1000,RS_RS11120
OG02390,beril_Magneto,AMB_RS13145
OG02391,beril_RalstoniaBSBF1503,RALBFv3_RS16720
OG02393,beril_Magneto,AMB_RS00050
OG02394,beril_HerbieS,HSERO_RS01700
OG02395,beril_RalstoniaGMI1000,RS_RS07710
OG02396,beril_Dda3937,DDA3937_RS03270
OG02399,beril_Magneto,AMB_RS08155
OG02400,beril_RalstoniaGMI1000,RS_RS18940
OG02402,beril_Magneto,AMB_RS17050
OG02403,beril_Dda3937,DDA3937_RS01655
OG02404,beril_RalstoniaPSI07,RPSI07_RS03325
OG02405,beril_Magneto,AMB_RS00370
OG02406,beril_Dda3937,DDA3937_RS13735
OG02408,beril_Dda3937,DDA3937_RS03120
OG02409,beril_RalstoniaPSI07,RPSI07_RS04140
OG02410,beril_Magneto,AMB_RS15225
OG02411,beril_RalstoniaBSBF1503,RALBFv3_RS20130
OG02412,beril_RalstoniaGMI1000,RS_RS07155
OG02414,beril_RalstoniaPSI07,RPSI07_RS22165
OG02420,beril_Methanococcus_JJ,MMJJ_RS01205
OG02424,beril_RalstoniaBSBF1503,RALBFv3_RS14845
OG02425,beril_Magneto,AMB_RS20600
OG02427,beril_HerbieS,HSERO_RS14185
OG02430,beril_Dda3937,DDA3937_RS05665
OG02431,beril_RalstoniaPSI07,RPSI07_RS16520
OG02432,beril_RalstoniaGMI1000,RS_RS01010
OG02433,beril_RalstoniaGMI1000,RS_RS15610
OG02434,beril_Dda3937,DDA3937_RS02725
OG02437,beril_RalstoniaGMI1000,RS_RS17680
OG02438,beril_HerbieS,HSERO_RS17330
OG02440,beril_RalstoniaBSBF1503,RALBFv3_RS14895
OG02442,beril_Dda3937,DDA3937_RS13035
OG02443,beril_Dda3937,DDA3937_RS15930
OG02444,beril_Magneto,AMB_RS10115
OG02447,beril_Magneto,AMB_RS21245
OG02449,beril_Dda3937,DDA3937_RS19610
OG02450,beril_RalstoniaBSBF1503,RALBFv3_RS06730
OG02451,beril_Magneto,AMB_RS03965
OG02452,beril_Dda3937,DDA3937_RS14600
OG02453,beril_Dda3937,DDA3937_RS19655
OG02454,beril_Magneto,AMB_RS19925
OG02458,beril_HerbieS,HSERO_RS01625
OG02459,beril_Methanococcus_S2,MMP_RS00125
OG02460,beril_RalstoniaPSI07,RPSI07_RS18735
OG02461,beril_Dda3937,DDA3937_RS00855
OG02462,beril_Dda3937,DDA3937_RS14405
OG02463,beril_Magneto,AMB_RS21055
OG02465,beril_Dda3937,DDA3937_RS12405
OG02466,beril_RalstoniaGMI1000,RS_RS20450
OG02468,beril_RalstoniaGMI1000,RS_RS12260
OG02470,beril_RalstoniaGMI1000,RS_RS17180
OG02473,beril_HerbieS,HSERO_RS21800
OG02475,beril_Magneto,AMB_RS22075
OG02476,beril_RalstoniaPSI07,RPSI07_RS23965
OG02477,beril_Methanococcus_S2,MMP_RS01060
OG02479,beril_Dda3937,DDA3937_RS11990
OG02481,beril_Magneto,AMB_RS01435
OG02483,beril_Magneto,AMB_RS20935
OG02485,beril_Dda3937,DDA3937_RS10040
OG02486,beril_RalstoniaGMI1000,RS_RS05610
OG02489,beril_Dda3937,DDA3937_RS01435
OG02490,beril_RalstoniaBSBF1503,RALBFv3_RS20865
OG02492,beril_RalstoniaGMI1000,RS_RS16550
OG02494,beril_RalstoniaGMI1000,RS_RS18915
OG02497,beril_RalstoniaBSBF1503,RALBFv3_RS20290
OG02499,beril_Methanococcus_JJ,MMJJ_RS02750
OG02501,beril_RalstoniaGMI1000,RS_RS21780
OG02502,beril_HerbieS,HSERO_RS23395
OG02503,beril_HerbieS,HSERO_RS17765
OG02507,beril_HerbieS,HSERO_RS20845
OG02510,beril_Dda3937,DDA3937_RS05485
OG02512,beril_Magneto,AMB_RS15220
OG02513,beril_Dda3937,DDA3937_RS11475
OG02514,beril_RalstoniaGMI1000,RS_RS19630
OG02518,beril_Dda3937,DDA3937_RS19630
OG02520,beril_Dda3937,DDA3937_RS20890
OG02521,beril_RalstoniaGMI1000,RS_RS17685
OG02527,beril_RalstoniaGMI1000,RS_RS05520
OG02528,beril_Magneto,AMB_RS21150
OG02529,beril_Dda3937,DDA3937_RS09520
OG02531,beril_RalstoniaPSI07,RPSI07_RS10950
OG02532,beril_Dda3937,DDA3937_RS21510
OG02533,beril_Dda3937,DDA3937_RS15295
OG02534,beril_Methanococcus_JJ,MMJJ_RS09180
OG02537,beril_Magneto,AMB_RS14275
OG02538,beril_RalstoniaGMI1000,RS_RS07100
OG02539,beril_HerbieS,HSERO_RS21535
OG02540,beril_RalstoniaGMI1000,RS_RS21600
OG02541,beril_RalstoniaGMI1000,RS_RS08645
OG02542,beril_HerbieS,HSERO_RS15345
OG02543,beril_RalstoniaGMI1000,RS_RS02015
OG02544,beril_RalstoniaPSI07,RPSI07_RS20120
OG02545,beril_Dda3937,DDA3937_RS06550
OG02547,beril_Dda3937,DDA3937_RS15510
OG02549,beril_Magneto,AMB_RS12540
OG02550,beril_Dda3937,DDA3937_RS05855
OG02551,beril_HerbieS,HSERO_RS20805
OG02552,beril_RalstoniaPSI07,RPSI07_RS21800
OG02553,beril_Dda3937,DDA3937_RS02710
OG02554,beril_Magneto,AMB_RS21155
OG02555,beril_RalstoniaPSI07,RPSI07_RS06560
OG02559,beril_Dda3937,DDA3937_RS18675
OG02560,beril_Dda3937,DDA3937_RS03030
OG02564,beril_Dda3937,DDA3937_RS05070
OG02565,beril_Magneto,AMB_RS12430
OG02566,beril_Dda3937,DDA3937_RS14515
OG02567,beril_Dda3937,DDA3937_RS14475
OG02568,beril_RalstoniaPSI07,RPSI07_RS08410
OG02569,beril_RalstoniaGMI1000,RS_RS13395
OG02571,beril_Magneto,AMB_RS21145
OG02574,beril_RalstoniaPSI07,RPSI07_RS12860
OG02575,beril_Dda3937,DDA3937_RS17885
OG02576,beril_HerbieS,HSERO_RS06145
OG02579,beril_Dda3937,DDA3937_RS19600
OG02580,beril_RalstoniaBSBF1503,RALBFv3_RS06210
OG02581,beril_Dda3937,DDA3937_RS17025
OG02582,beril_Dda3937,DDA3937_RS09375
OG02583,beril_HerbieS,HSERO_RS19830
OG02586,beril_RalstoniaBSBF1503,RALBFv3_RS10510
OG02587,beril_Magneto,AMB_RS19550
OG02590,beril_RalstoniaGMI1000,RS_RS08140
OG02592,beril_RalstoniaBSBF1503,RALBFv3_RS09470
OG02593,beril_Dda3937,DDA3937_RS01750
OG02596,beril_RalstoniaGMI1000,RS_RS10060
OG02597,beril_Dda3937,DDA3937_RS15660
OG02598,beril_RalstoniaGMI1000,RS_RS07015
OG02599,beril_HerbieS,HSERO_RS12255
OG02601,beril_Magneto,AMB_RS09260
OG02602,beril_Dda3937,DDA3937_RS17090
OG02605,beril_RalstoniaPSI07,RPSI07_RS13575
OG02606,beril_Magneto,AMB_RS20980
OG02608,beril_Dda3937,DDA3937_RS22300
OG02609,beril_Dda3937,DDA3937_RS04320
OG02610,beril_Dda3937,DDA3937_RS02400
OG02611,beril_Dda3937,DDA3937_RS10515
OG02616,beril_Dda3937,DDA3937_RS15760
OG02617,beril_RalstoniaPSI07,RPSI07_RS16460
OG02618,beril_HerbieS,HSERO_RS05875
OG02619,beril_Magneto,AMB_RS22175
OG02621,beril_RalstoniaPSI07,RPSI07_RS11115
OG02624,beril_RalstoniaBSBF1503,RALBFv3_RS15245
OG02627,beril_Dda3937,DDA3937_RS10570
OG02632,beril_RalstoniaPSI07,RPSI07_RS10270
OG02633,beril_Dda3937,DDA3937_RS14445
OG02634,beril_Magneto,AMB_RS03985
OG02635,beril_Magneto,AMB_RS21990
OG02637,beril_RalstoniaPSI07,RPSI07_RS20360
OG02638,beril_RalstoniaBSBF1503,RALBFv3_RS21320
OG02640,beril_Dda3937,DDA3937_RS19000
OG02641,beril_RalstoniaGMI1000,RS_RS05720
OG02642,beril_Dda3937,DDA3937_RS10565
OG02644,beril_RalstoniaGMI1000,RS_RS18535
OG02647,beril_RalstoniaBSBF1503,RALBFv3_RS20390
OG02649,beril_RalstoniaBSBF1503,RALBFv3_RS12820
OG02652,beril_Magneto,AMB_RS06765
OG02654,beril_Dda3937,DDA3937_RS15700
OG02656,beril_RalstoniaGMI1000,RS_RS11835
OG02657,beril_Magneto,AMB_RS23905
OG02659,beril_Dda3937,DDA3937_RS10420
OG02660,beril_Magneto,AMB_RS12650
OG02662,beril_Dda3937,DDA3937_RS15160
OG02663,beril_Dda3937,DDA3937_RS00980
OG02664,beril_Dda3937,DDA3937_RS18245
OG02665,beril_RalstoniaPSI07,RPSI07_RS20115
OG02666,beril_Dda3937,DDA3937_RS04495
OG02667,beril_Dda3937,DDA3937_RS01030
OG02668,beril_RalstoniaPSI07,RPSI07_RS11150
OG02671,beril_Dda3937,DDA3937_RS18535
OG02673,beril_RalstoniaBSBF1503,RALBFv3_RS09760
OG02674,beril_RalstoniaPSI07,RPSI07_RS23485
OG02675,beril_HerbieS,HSERO_RS11615
OG02678,beril_RalstoniaBSBF1503,RALBFv3_RS09725
OG02679,beril_HerbieS,HSERO_RS14220
OG02680,beril_HerbieS,HSERO_RS02980
OG02681,beril_Methanococcus_S2,MMP_RS07630
OG02682,beril_RalstoniaGMI1000,RS_RS17410
OG02683,beril_RalstoniaBSBF1503,RALBFv3_RS00410
OG02685,beril_RalstoniaGMI1000,RS_RS21735
OG02686,beril_Methanococcus_S2,MMP_RS06940
OG02687,beril_RalstoniaBSBF1503,RALBFv3_RS14890
OG02690,beril_RalstoniaBSBF1503,RALBFv3_RS08695
OG02691,beril_Dda3937,DDA3937_RS14760
OG02694,beril_Dda3937,DDA3937_RS00345
OG02696,beril_RalstoniaGMI1000,RS_RS03770
OG02698,beril_Dda3937,DDA3937_RS12605
OG02699,beril_Dda3937,DDA3937_RS19335
OG02701,beril_Magneto,AMB_RS21290
OG02702,beril_HerbieS,HSERO_RS20240
OG02703,beril_RalstoniaPSI07,RPSI07_RS19025
OG02705,beril_RalstoniaBSBF1503,RALBFv3_RS23075
OG02707,beril_RalstoniaPSI07,RPSI07_RS02725
OG02708,beril_Dda3937,DDA3937_RS14605
OG02709,beril_Magneto,AMB_RS21235
OG02710,beril_Magneto,AMB_RS03225
OG02712,beril_Dda3937,DDA3937_RS18480
OG02714,beril_HerbieS,HSERO_RS16545
OG02715,beril_RalstoniaGMI1000,RS_RS03375
OG02720,beril_Dda3937,DDA3937_RS14565
OG02721,beril_RalstoniaBSBF1503,RALBFv3_RS15275
OG02723,beril_RalstoniaGMI1000,RS_RS00295
OG02724,beril_Dda3937,DDA3937_RS06100
OG02725,beril_Methanococcus_JJ,MMJJ_RS02740
OG02726,beril_Dda3937,DDA3937_RS15145
OG02727,beril_Dda3937,DDA3937_RS21545
OG02730,beril_Magneto,AMB_RS19595
OG02731,beril_Dda3937,DDA3937_RS15225
OG02733,beril_RalstoniaBSBF1503,RALBFv3_RS22915
OG02734,beril_HerbieS,HSERO_RS09340
OG02736,beril_Magneto,AMB_RS10610
OG02738,beril_HerbieS,HSERO_RS10745
OG02741,beril_HerbieS,HSERO_RS06220
OG02742,beril_Dda3937,DDA3937_RS20310
OG02743,beril_Magneto,AMB_RS02525
OG02745,beril_RalstoniaGMI1000,RS_RS13240
OG02746,beril_RalstoniaPSI07,RPSI07_RS10695
OG02747,beril_Magneto,AMB_RS22840
OG02750,beril_RalstoniaBSBF1503,RALBFv3_RS06135
OG02751,beril_RalstoniaPSI07,RPSI07_RS21520
OG02757,beril_Dda3937,DDA3937_RS15915
OG02758,beril_Dda3937,DDA3937_RS04795
OG02760,beril_Methanococcus_JJ,MMJJ_RS04130
OG02761,beril_Dda3937,DDA3937_RS10045
OG02763,beril_Magneto,AMB_RS03270
OG02764,beril_Magneto,AMB_RS22470
OG02769,beril_Dda3937,DDA3937_RS14770
OG02770,beril_Magneto,AMB_RS21050
OG02771,beril_RalstoniaBSBF1503,RALBFv3_RS06225
OG02772,beril_Methanococcus_S2,MMP_RS02230
OG02773,beril_RalstoniaGMI1000,RS_RS09995
OG02774,beril_Dda3937,DDA3937_RS19140
OG02776,beril_Dda3937,DDA3937_RS01520
OG02779,beril_Magneto,AMB_RS18000
OG02781,beril_RalstoniaPSI07,RPSI07_RS17480
OG02783,beril_Magneto,AMB_RS15685
OG02784,beril_Magneto,AMB_RS12080
OG02787,beril_RalstoniaPSI07,RPSI07_RS10955
OG02788,beril_HerbieS,HSERO_RS13055
OG02793,beril_Dda3937,DDA3937_RS18415
OG02795,beril_HerbieS,HSERO_RS16360
OG02796,beril_RalstoniaPSI07,RPSI07_RS02440
OG02797,beril_Magneto,AMB_RS09690
OG02799,beril_Dda3937,DDA3937_RS01950
OG02800,beril_Methanococcus_S2,MMP_RS01865
OG02802,beril_Dda3937,DDA3937_RS16865
OG02803,beril_Dda3937,DDA3937_RS00590
OG02806,beril_Methanococcus_JJ,MMJJ_RS08585
OG02807,beril_RalstoniaBSBF1503,RALBFv3_RS19815
OG02809,beril_Magneto,AMB_RS13555
OG02810,beril_RalstoniaBSBF1503,RALBFv3_RS15060
OG02812,beril_Dda3937,DDA3937_RS22250
OG02813,beril_Dda3937,DDA3937_RS06490
OG02815,beril_Dda3937,DDA3937_RS18165
OG02816,beril_Dda3937,DDA3937_RS09515
OG02818,beril_Dda3937,DDA3937_RS20015
OG02819,beril_Dda3937,DDA3937_RS12350
OG02820,beril_Dda3937,DDA3937_RS20905
OG02821,beril_Dda3937,DDA3937_RS05065
OG02822,beril_RalstoniaGMI1000,RS_RS25190
OG02826,beril_Dda3937,DDA3937_RS14715
OG02827,beril_Methanococcus_JJ,MMJJ_RS01760
OG02828,beril_Dda3937,DDA3937_RS11985
OG02830,beril_Dda3937,DDA3937_RS03290
OG02832,beril_Dda3937,DDA3937_RS02850
OG02833,beril_Dda3937,DDA3937_RS04915
OG02835,beril_Dda3937,DDA3937_RS19355
OG02837,beril_Dda3937,DDA3937_RS11295
OG02838,beril_Dda3937,DDA3937_RS02135
OG02839,beril_Dda3937,DDA3937_RS08330
OG02840,beril_Dda3937,DDA3937_RS11025
OG02841,beril_Magneto,AMB_RS03810
OG02843,beril_Dda3937,DDA3937_RS06340
OG02844,beril_Dda3937,DDA3937_RS11400
OG02848,beril_Dda3937,DDA3937_RS07445
OG02849,beril_Dda3937,DDA3937_RS11215
OG02850,beril_Dda3937,DDA3937_RS01425
OG02851,beril_RalstoniaPSI07,RPSI07_RS13905
OG02852,beril_RalstoniaBSBF1503,RALBFv3_RS04320
OG02855,beril_Dda3937,DDA3937_RS00155
OG02856,beril_Magneto,AMB_RS08350
OG02857,beril_Dda3937,DDA3937_RS05725
OG02859,beril_RalstoniaBSBF1503,RALBFv3_RS17260
OG02860,beril_Dda3937,DDA3937_RS08635
OG02865,beril_Dda3937,DDA3937_RS01935
OG02866,beril_RalstoniaBSBF1503,RALBFv3_RS10085
OG02869,beril_Dda3937,DDA3937_RS10735
OG02871,beril_HerbieS,HSERO_RS02085
OG02872,beril_Magneto,AMB_RS10165
OG02873,beril_RalstoniaBSBF1503,RALBFv3_RS04295
OG02874,beril_RalstoniaPSI07,RPSI07_RS20280
OG02875,beril_RalstoniaGMI1000,RS_RS10590
OG02876,beril_Dda3937,DDA3937_RS09880
OG02878,beril_Dda3937,DDA3937_RS09660
OG02879,beril_Dda3937,DDA3937_RS21090
OG02881,beril_Dda3937,DDA3937_RS19855
OG02882,beril_RalstoniaBSBF1503,RALBFv3_RS10525
OG02884,beril_RalstoniaGMI1000,RS_RS13675
OG02885,beril_Dda3937,DDA3937_RS16750
OG02886,beril_Dda3937,DDA3937_RS09225
OG02888,beril_Dda3937,DDA3937_RS13375
OG02889,beril_Magneto,AMB_RS00630
OG02891,beril_Methanococcus_JJ,MMJJ_RS03800
OG02892,beril_Dda3937,DDA3937_RS00240
OG02893,beril_Magneto,AMB_RS10645
OG02895,beril_Dda3937,DDA3937_RS13065
OG02896,beril_Dda3937,DDA3937_RS01505
OG02900,beril_Magneto,AMB_RS14200
OG02902,beril_Dda3937,DDA3937_RS07375
OG02905,beril_Dda3937,DDA3937_RS17880
OG02907,beril_Magneto,AMB_RS10890
OG02908,beril_RalstoniaGMI1000,RS_RS18795
OG02909,beril_Magneto,AMB_RS13520
OG02910,beril_Dda3937,DDA3937_RS13580
OG02911,beril_Dda3937,DDA3937_RS06650
OG02912,beril_Dda3937,DDA3937_RS06205
OG02915,beril_Dda3937,DDA3937_RS12850
OG02916,beril_Dda3937,DDA3937_RS02790
OG02918,beril_Dda3937,DDA3937_RS16135
OG02919,beril_Dda3937,DDA3937_RS08485
OG02920,beril_RalstoniaBSBF1503,RALBFv3_RS09430
OG02921,beril_Dda3937,DDA3937_RS09725
OG02922,beril_Dda3937,DDA3937_RS16860
OG02923,beril_Dda3937,DDA3937_RS07860
OG02924,beril_Magneto,AMB_RS13380
OG02926,beril_Dda3937,DDA3937_RS20460
OG02928,beril_Methanococcus_JJ,MMJJ_RS08480
OG02929,beril_Dda3937,DDA3937_RS12505
OG02930,beril_Dda3937,DDA3937_RS07125
OG02934,beril_Dda3937,DDA3937_RS07615
OG02936,beril_Dda3937,DDA3937_RS00535
OG02938,beril_Dda3937,DDA3937_RS00625
OG02939,beril_RalstoniaPSI07,RPSI07_RS19855
OG02940,beril_Dda3937,DDA3937_RS19095
OG02941,beril_Dda3937,DDA3937_RS05545
OG02942,beril_HerbieS,HSERO_RS10980
OG02943,beril_Dda3937,DDA3937_RS09615
OG02944,beril_RalstoniaBSBF1503,RALBFv3_RS22745
OG02946,beril_Methanococcus_JJ,MMJJ_RS08335
OG02947,beril_Dda3937,DDA3937_RS00195
OG02948,beril_Dda3937,DDA3937_RS02770
OG02949,beril_RalstoniaBSBF1503,RALBFv3_RS05635
OG02950,beril_Dda3937,DDA3937_RS01735
OG02951,beril_Dda3937,DDA3937_RS04965
OG02952,beril_Dda3937,DDA3937_RS09445
OG02953,beril_Magneto,AMB_RS20720
OG02954,beril_RalstoniaPSI07,RPSI07_RS10015
OG02956,beril_Dda3937,DDA3937_RS09575
OG02959,beril_Magneto,AMB_RS21980
OG02960,beril_HerbieS,HSERO_RS15875
